logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BD_vs_BDM,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.11003851890564,13.072370886802675,,0.03902757402213234,0.09131694504207664,,SNX3_HUMAN,8,,0.03902757402213234,0.09131694504207664,-0.11003851890564,Non-significant,1.039448626020624,SNX3,Sorting nexin-3,SNX3_HUMAN,O60493
-0.135484218597412,10.82057285308839,,0.03906316236505151,0.09137412287160492,,FCGRN_HUMAN,8,,0.03906316236505151,0.09137412287160492,0.135484218597412,Non-significant,1.0391767789407889,FCGRT,IgG receptor FcRn large subunit p51,FCGRN_HUMAN,P55899
0.100371599197388,12.271150946617126,,0.03920568708452789,0.09168133560805408,,SMD1_HUMAN,8,,0.03920568708452789,0.09168133560805408,-0.100371599197388,Non-significant,1.0377190685553195,SNRPD1,Small nuclear ribonucleoprotein Sm D1,SMD1_HUMAN,P62314
0.119744300842285,11.863706588745139,,0.03926362333259588,0.09177579995617534,,GYS1_HUMAN,8,,0.03926362333259588,0.09177579995617534,-0.119744300842285,Non-significant,1.0372718213155192,GYS1,"Glycogen [starch] synthase, muscle",GYS1_HUMAN,P13807
0.516074419021606,7.992863535881044,,0.039273924181227535,0.09177579995617534,,SLPI_HUMAN,8,,0.039273924181227535,0.09177579995617534,-0.516074419021606,Non-significant,1.0372718213155192,SLPI,Antileukoproteinase,SLPI_HUMAN,P03973
-0.12143611907959,12.659251213073741,,0.03927968396952732,0.09177579995617534,,BTF3_HUMAN,8,,0.03927968396952732,0.09177579995617534,0.12143611907959,Non-significant,1.0372718213155192,BTF3,Transcription factor BTF3,BTF3_HUMAN,P20290
-0.285358905792236,9.11707043647766,,0.03929867090866329,0.09179398786362229,,TM208_HUMAN,8,,0.03929867090866329,0.09179398786362229,0.285358905792236,Non-significant,1.0371857624061394,TMEM208,Transmembrane protein 208,TM208_HUMAN,Q9BTX3
-0.519647280375163,6.340584119160972,,0.039363191804453954,0.09191849348694663,,VGLL4_HUMAN,6,,0.039363191804453954,0.09191849348694663,0.519647280375163,Non-significant,1.0365971022012725,VGLL4,Transcription cofactor vestigial-like protein 4,VGLL4_HUMAN,Q14135
-0.0832219123840332,11.5563223361969,,0.03945535543781248,0.09210745938958274,,PDE12_HUMAN,8,,0.03945535543781248,0.09210745938958274,0.0832219123840332,Non-significant,1.0357051967244206,PDE12,"2',5'-phosphodiesterase 12",PDE12_HUMAN,Q6L8Q7
0.113783836364746,10.443872213363646,,0.0394879633445258,0.09215732601681698,,SMRC2_HUMAN,8,,0.0394879633445258,0.09215732601681698,-0.113783836364746,Non-significant,1.0354701349732576,SMARCC2,SWI/SNF complex subunit SMARCC2,SMRC2_HUMAN,Q8TAQ2
0.0766410827636719,14.81756019592285,,0.03950648450798284,0.09217429785262284,,HNRPU_HUMAN,8,,0.03950648450798284,0.09217429785262284,-0.0766410827636719,Non-significant,1.0353901619929913,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,HNRPU_HUMAN,Q00839
-0.0598349571228027,13.205704212188724,,0.03956492563706301,0.09228437252208775,,NCLN_HUMAN,8,,0.03956492563706301,0.09228437252208775,0.0598349571228027,Non-significant,1.0348718363743221,NCLN,BOS complex subunit NCLN,NCLN_HUMAN,Q969V3
-0.186241626739502,10.130124092102044,,0.03963540936874498,0.09242246567088684,,NDUF7_HUMAN,8,,0.03963540936874498,0.09242246567088684,0.186241626739502,Non-significant,1.0342224494401626,NDUFAF7,"Protein arginine methyltransferase NDUFAF7, mitochondrial",NDUF7_HUMAN,Q7L592
-0.28845477104187,9.10185921192169,,0.0397359711949058,0.09263059686232096,,ITIH1_HUMAN,8,,0.0397359711949058,0.09263059686232096,0.28845477104187,Non-significant,1.0332455375768492,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1_HUMAN,P19827
0.0555152893066406,15.103742837905884,,0.03977753183194663,0.09270110802928631,,ARK74_HUMAN,8,,0.03977753183194663,0.09270110802928631,-0.0555152893066406,Non-significant,1.0329150748293008,AKR7L,Aflatoxin B1 aldehyde reductase member 4,ARK74_HUMAN,Q8NHP1
-0.0875358581542969,15.224071979522709,,0.03979086100129844,0.09270580467575758,,TIM13_HUMAN,8,,0.03979086100129844,0.09270580467575758,0.0875358581542969,Non-significant,1.0328930721151992,TIMM13,Mitochondrial import inner membrane translocase subunit Tim13,TIM13_HUMAN,Q9Y5L4
-0.249019861221313,10.028594613075253,,0.03982660675680702,0.0927627105643197,,RT21_HUMAN,8,,0.03982660675680702,0.0927627105643197,0.249019861221313,Non-significant,1.032626569586359,MRPS21,Small ribosomal subunit protein bS21m,RT21_HUMAN,P82921
0.335855722427368,7.758041739463806,,0.03985025208361766,0.09279140823335126,,RGP1_HUMAN,8,,0.03985025208361766,0.09279140823335126,-0.335855722427368,Non-significant,1.0324922342292782,RGP1,RAB6A-GEF complex partner protein 2,RGP1_HUMAN,Q92546
0.0692384243011475,11.851298928260805,,0.03989152104396503,0.09286111461200268,,AAKB2_HUMAN,8,,0.03989152104396503,0.09286111461200268,-0.0692384243011475,Non-significant,1.0321661078016877,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,AAKB2_HUMAN,O43741
-0.446129202842712,7.940760910511018,,0.039920618474404104,0.09290245605772998,,KS6B2_HUMAN,8,,0.039920618474404104,0.09290245605772998,0.446129202842712,Non-significant,1.0319728044324108,RPS6KB2,Ribosomal protein S6 kinase beta-2,KS6B2_HUMAN,Q9UBS0
-0.108781337738037,15.560112476348875,,0.0399922343129301,0.09304269391259207,,AT5F1_HUMAN,8,,0.0399922343129301,0.09304269391259207,0.108781337738037,Non-significant,1.0313177237478346,ATP5PB,"ATP synthase F(0) complex subunit B1, mitochondrial",AT5F1_HUMAN,P24539
0.0951931476593018,13.584714293479916,,0.040066803754563146,0.0931897218180217,,ERF3A_HUMAN,8,,0.040066803754563146,0.0931897218180217,-0.0951931476593018,Non-significant,1.030631984683239,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,ERF3A_HUMAN,P15170
-0.18197226524353,9.27562153339386,,0.04014109669479128,0.09333602335900106,,K2C75_HUMAN,8,,0.04014109669479128,0.09333602335900106,0.18197226524353,Non-significant,1.029950706450997,KRT75,"Keratin, type II cytoskeletal 75",K2C75_HUMAN,O95678
-0.43881110350291,6.786609868208567,,0.04025866487469035,0.09358273981793527,,DHB14_HUMAN,7,,0.04025866487469035,0.09358273981793527,0.43881110350291,Non-significant,1.0288042441364396,HSD17B14,17-beta-hydroxysteroid dehydrogenase 14,DHB14_HUMAN,Q9BPX1
-0.0288558006286621,13.267864465713501,,0.040270044007571365,0.09358273981793527,,TMM43_HUMAN,8,,0.040270044007571365,0.09358273981793527,0.0288558006286621,Non-significant,1.0288042441364396,TMEM43,Transmembrane protein 43,TMM43_HUMAN,Q9BTV4
-0.0664148330688477,11.225830793380736,,0.040394014828100545,0.09384421817449841,,TRIPB_HUMAN,8,,0.040394014828100545,0.09384421817449841,0.0664148330688477,Non-significant,1.027592479486556,TRIP11,Thyroid receptor-interacting protein 11,TRIPB_HUMAN,Q15643
-0.418461084365845,8.689734816551208,,0.04050807846722603,0.09408253825409582,,S10AE_HUMAN,8,,0.04050807846722603,0.09408253825409582,0.418461084365845,Non-significant,1.0264909742730686,S100A14,Protein S100-A14,S10AE_HUMAN,Q9HCY8
-0.237684011459351,8.395587801933289,,0.040612607934077574,0.09429858583503305,,M4K5_HUMAN,8,,0.040612607934077574,0.09429858583503305,0.237684011459351,Non-significant,1.0254948201857559,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,M4K5_HUMAN,Q9Y4K4
0.858457247416179,6.562104860941567,,0.04084778368000134,0.09481777322207675,,RIPK4_HUMAN,7,,0.04084778368000134,0.09481777322207675,-0.858457247416179,Non-significant,1.0231102482231391,RIPK4,Receptor-interacting serine/threonine-protein kinase 4,RIPK4_HUMAN,P57078
-0.252349615097046,13.38498079776764,,0.04103041313458208,0.09517587630503144,,SAA2_HUMAN,8,,0.04103041313458208,0.09517587630503144,0.252349615097046,Non-significant,1.0214731158512615,SAA2,Serum amyloid A-2 protein,SAA2_HUMAN,P0DJI9
-0.168522596359253,13.333340048789989,,0.041031264960618936,0.09517587630503144,,OSTC_HUMAN,8,,0.041031264960618936,0.09517587630503144,0.168522596359253,Non-significant,1.0214731158512615,OSTC,Oligosaccharyltransferase complex subunit OSTC,OSTC_HUMAN,Q9NRP0
0.197449445724487,8.993577122688293,,0.04104304416161121,0.09517587630503144,,INT14_HUMAN,8,,0.04104304416161121,0.09517587630503144,-0.197449445724487,Non-significant,1.0214731158512615,INTS14,Integrator complex subunit 14,INT14_HUMAN,Q96SY0
-0.205804109573364,9.86479532718658,,0.04104851682474751,0.09517587630503144,,HAP40_HUMAN,8,,0.04104851682474751,0.09517587630503144,0.205804109573364,Non-significant,1.0214731158512615,F8A3,40-kDa huntingtin-associated protein,HAP40_HUMAN,P23610
0.119246959686279,9.60700583457947,,0.04114837794135603,0.09535477443302072,,THNS2_HUMAN,8,,0.04114837794135603,0.09535477443302072,-0.119246959686279,Non-significant,1.0206575568602019,THNSL2,Threonine synthase-like 2,THNS2_HUMAN,Q86YJ6
-0.17161750793457,9.045690298080444,,0.04114894830304629,0.09535477443302072,,RHBD2_HUMAN,8,,0.04114894830304629,0.09535477443302072,0.17161750793457,Non-significant,1.0206575568602019,RHBDD2,Rhomboid domain-containing protein 2,RHBD2_HUMAN,Q6NTF9
0.125253915786743,8.878744244575499,,0.04116959739375891,0.0953552954219319,,RIPR1_HUMAN,8,,0.04116959739375891,0.0953552954219319,-0.125253915786743,Non-significant,1.0206551840163407,RIPOR1,Rho family-interacting cell polarization regulator 1,RIPR1_HUMAN,Q6ZS17
-0.220908880233765,7.339509010314941,,0.04117244754732671,0.0953552954219319,,NCOR1_HUMAN,8,,0.04117244754732671,0.0953552954219319,0.220908880233765,Non-significant,1.0206551840163407,NCOR1,Nuclear receptor corepressor 1,NCOR1_HUMAN,O75376
0.291668176651001,8.383761525154116,,0.04122838490774815,0.09543930355710577,,TAF7_HUMAN,8,,0.04122838490774815,0.09543930355710577,-0.291668176651001,Non-significant,1.0202727384744443,TAF7,Transcription initiation factor TFIID subunit 7,TAF7_HUMAN,Q15545
0.286395311355591,8.309458613395691,,0.04123201544937203,0.09543930355710577,,PPTC7_HUMAN,8,,0.04123201544937203,0.09543930355710577,-0.286395311355591,Non-significant,1.0202727384744443,PPTC7,Protein phosphatase PTC7 homolog,PPTC7_HUMAN,Q8NI37
0.0851960182189941,11.567149877548225,,0.04126623395329164,0.09549153375127695,,AP3S1_HUMAN,8,,0.04126623395329164,0.09549153375127695,-0.0851960182189941,Non-significant,1.0200351311187874,AP3S1,AP-3 complex subunit sigma-1,AP3S1_HUMAN,Q92572
-0.262068748474121,8.11316680908203,,0.04142251002118247,0.09582610025792467,,PLXA1_HUMAN,8,,0.04142251002118247,0.09582610025792467,0.262068748474121,Non-significant,1.0185161855544125,PLXNA1,Plexin-A1,PLXA1_HUMAN,Q9UIW2
0.185100078582764,10.685058116912849,,0.041474617520402664,0.09591915693506892,,CIA2A_HUMAN,8,,0.041474617520402664,0.09591915693506892,-0.185100078582764,Non-significant,1.0180946470490795,CIAO2A,Cytosolic iron-sulfur assembly component 2A,CIA2A_HUMAN,Q9H5X1
-0.0393543243408203,13.44496130943298,,0.041486147446654166,0.09591915693506892,,CTNB1_HUMAN,8,,0.041486147446654166,0.09591915693506892,0.0393543243408203,Non-significant,1.0180946470490795,CTNNB1,Catenin beta-1,CTNB1_HUMAN,P35222
0.185788869857788,10.195838093757626,,0.041546097715058086,0.09600968446168907,,TFIP8_HUMAN,8,,0.041546097715058086,0.09600968446168907,-0.185788869857788,Non-significant,1.0176849576256355,TNFAIP8,Tumor necrosis factor alpha-induced protein 8,TFIP8_HUMAN,O95379
0.377410769462585,7.647575199604034,,0.041548735794624043,0.09600968446168907,,CBLB_HUMAN,8,,0.041548735794624043,0.09600968446168907,-0.377410769462585,Non-significant,1.0176849576256355,CBLB,E3 ubiquitin-protein ligase CBL-B,CBLB_HUMAN,Q13191
0.506302833557129,9.686354875564575,,0.041620871806909904,0.09614925953927819,,CABIN_HUMAN,8,,0.041620871806909904,0.09614925953927819,-0.506302833557129,Non-significant,1.0170540559834191,CABIN1,Calcineurin-binding protein cabin-1,CABIN_HUMAN,Q9Y6J0
0.155769824981689,10.935887098312385,,0.04166704076707098,0.09620459798552247,,VKOR1_HUMAN,8,,0.04166704076707098,0.09620459798552247,-0.155769824981689,Non-significant,1.0168041708725792,VKORC1,Vitamin K epoxide reductase complex subunit 1,VKOR1_HUMAN,Q9BQB6
0.211822271347046,11.05864369869234,,0.04166830830493279,0.09620459798552247,,ESPN_HUMAN,8,,0.04166830830493279,0.09620459798552247,-0.211822271347046,Non-significant,1.0168041708725792,ESPN,Espin,ESPN_HUMAN,B1AK53
0.0928678512573242,10.963404417037975,,0.04174802165970905,0.09636148999426929,,P5CR3_HUMAN,8,,0.04174802165970905,0.09636148999426929,-0.0928678512573242,Non-significant,1.0160964933220304,PYCR3,Pyrroline-5-carboxylate reductase 3,P5CR3_HUMAN,Q53H96
0.0384786128997803,15.309203028678905,,0.041865518097421645,0.09660547882012754,,VIME_HUMAN,8,,0.041865518097421645,0.09660547882012754,-0.0384786128997803,Non-significant,1.014998242592012,VIM,Vimentin,VIME_HUMAN,P08670
-0.0369975566864014,14.70743930339814,,0.04188832278872982,0.09663088877557775,,MUTA_HUMAN,8,,0.04188832278872982,0.09663088877557775,0.0369975566864014,Non-significant,1.01488402596045,MMUT,"Methylmalonyl-CoA mutase, mitochondrial",MUTA_HUMAN,P22033
-0.0854675769805908,13.494682669639602,,0.041901623085615416,0.09663436520223267,,GMFB_HUMAN,8,,0.041901623085615416,0.09663436520223267,0.0854675769805908,Non-significant,1.0148684019113043,GMFB,Glia maturation factor beta,GMFB_HUMAN,P60983
0.383057713508606,7.740495145320894,,0.041943832458783664,0.09670449160587319,,ZBT7A_HUMAN,8,,0.041943832458783664,0.09670449160587319,-0.383057713508606,Non-significant,1.0145533538968994,ZBTB7A,Zinc finger and BTB domain-containing protein 7A,ZBT7A_HUMAN,O95365
0.254077196121216,10.607505440711986,,0.04219988524937686,0.09726747109237524,,DCNL5_HUMAN,8,,0.04219988524937686,0.09726747109237524,-0.254077196121216,Non-significant,1.0120323754260916,DCUN1D5,DCN1-like protein 5,DCNL5_HUMAN,Q9BTE7
0.714279770851135,6.302279293537136,,0.04226069280884312,0.09738023534186178,,DOK4_HUMAN,7,,0.04226069280884312,0.09738023534186178,-0.714279770851135,Non-significant,1.0115291802157926,DOK4,Docking protein 4,DOK4_HUMAN,Q8TEW6
0.389400362968445,7.894592702388764,,0.04239534463227256,0.09766304580175467,,CEBPA_HUMAN,8,,0.04239534463227256,0.09766304580175467,-0.389400362968445,Non-significant,1.0102697355682968,CEBPA,CCAAT/enhancer-binding protein alpha,CEBPA_HUMAN,P49715
-0.583234429359436,7.0510295033454895,,0.04251518473176669,0.09791158619789103,,MOT10_HUMAN,8,,0.04251518473176669,0.09791158619789103,0.583234429359436,Non-significant,1.0091659136709927,SLC16A10,Monocarboxylate transporter 10,MOT10_HUMAN,Q8TF71
-0.249607443809509,8.072385132312776,,0.04253056065713214,0.09791947570231548,,ZFY21_HUMAN,8,,0.04253056065713214,0.09791947570231548,0.249607443809509,Non-significant,1.0091309205682124,ZFYVE21,Zinc finger FYVE domain-containing protein 21,ZFY21_HUMAN,Q9BQ24
0.196506261825562,10.083343148231494,,0.042567206367174946,0.09797631712714369,,SAYS1_HUMAN,8,,0.042567206367174946,0.09797631712714369,-0.196506261825562,Non-significant,1.0088788894502116,SAYSD1,SAYSvFN domain-containing protein 1,SAYS1_HUMAN,Q9NPB0
0.163554191589355,17.942504882812486,,0.04262675227874129,0.09808582088514635,,SODC_HUMAN,8,,0.04262675227874129,0.09808582088514635,-0.163554191589355,Non-significant,1.0083937689340803,SOD1,Superoxide dismutase [Cu-Zn],SODC_HUMAN,P00441
0.0707683563232422,11.10598778724669,,0.04270680804402897,0.09824244388342879,,NCK1_HUMAN,8,,0.04270680804402897,0.09824244388342879,-0.0707683563232422,Non-significant,1.0077008425395715,NCK1,SH2/SH3 adapter protein NCK1,NCK1_HUMAN,P16333
-0.132385015487671,11.216703295707688,,0.04277843918377491,0.09837960445463138,,MAP7_HUMAN,8,,0.04277843918377491,0.09837960445463138,0.132385015487671,Non-significant,1.0070949278990322,MAP7,Ensconsin,MAP7_HUMAN,Q14244
0.141148328781128,10.736466050148,,0.04280072376280563,0.09840323527284774,,NTM1A_HUMAN,8,,0.04280072376280563,0.09840323527284774,-0.141148328781128,Non-significant,1.0069906227267136,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTM1A_HUMAN,Q9BV86
-0.0758469104766846,10.641180634498586,,0.042823946225851735,0.09842900852023258,,WASC5_HUMAN,8,,0.042823946225851735,0.09842900852023258,0.0758469104766846,Non-significant,1.0068768895398308,WASHC5,WASH complex subunit 5,WASC5_HUMAN,Q12768
-0.185131311416626,9.436725735664368,,0.04288068396497739,0.09853177913881793,,MYOME_HUMAN,8,,0.04288068396497739,0.09853177913881793,0.185131311416626,Non-significant,1.0064236753022722,PDE4DIP,Myomegalin,MYOME_HUMAN,Q5VU43
0.174151182174683,9.602681756019592,,0.04292075687512297,0.09857343047842226,,BECN1_HUMAN,8,,0.04292075687512297,0.09857343047842226,-0.174151182174683,Non-significant,1.006240129192472,BECN1,Beclin-1,BECN1_HUMAN,Q14457
0.0703880786895752,15.239803433418285,,0.04292287038650362,0.09857343047842226,,GAL3B_HUMAN;GAL3A_HUMAN,8,,0.04292287038650362,0.09857343047842226,-0.0703880786895752,Non-significant,1.006240129192472,GATD3B;GATD3,"Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",GAL3B_HUMAN;GAL3A_HUMAN,A0A0B4J2D5;P0DPI2
-0.0686287879943848,9.262670278549194,,0.0429527525402801,0.09859906546371387,,S38AA_HUMAN,8,,0.0429527525402801,0.09859906546371387,0.0686287879943848,Non-significant,1.0061272013455598,SLC38A10,Solute carrier family 38 member 10,S38AA_HUMAN,Q9HBR0
-0.105029821395874,11.49104034900665,,0.04295809906095417,0.09859906546371387,,SF3B6_HUMAN,8,,0.04295809906095417,0.09859906546371387,0.105029821395874,Non-significant,1.0061272013455598,SF3B6,Splicing factor 3B subunit 6,SF3B6_HUMAN,Q9Y3B4
-0.114667654037476,13.52122128009798,,0.043005613982071825,0.09868048192917853,,MAGT1_HUMAN,8,,0.043005613982071825,0.09868048192917853,0.114667654037476,Non-significant,1.0057687381985985,MAGT1,Magnesium transporter protein 1,MAGT1_HUMAN,Q9H0U3
0.0466082096099854,14.468380808830265,,0.04308912998442787,0.09882037191831018,,SIAS_HUMAN,8,,0.04308912998442787,0.09882037191831018,-0.0466082096099854,Non-significant,1.0051535159417864,NANS,Sialic acid synthase,SIAS_HUMAN,Q9NR45
0.202369689941406,11.809965133666985,,0.0430906991535419,0.09882037191831018,,SNUT1_HUMAN,8,,0.0430906991535419,0.09882037191831018,-0.202369689941406,Non-significant,1.0051535159417864,SART1,U4/U6.U5 tri-snRNP-associated protein 1,SNUT1_HUMAN,O43290
-0.195311546325684,8.907866477966309,,0.043108377120498476,0.09883325185376735,,MBRL_HUMAN,8,,0.043108377120498476,0.09883325185376735,0.195311546325684,Non-significant,1.0050969150579019,TMEM259,Membralin,MBRL_HUMAN,Q4ZIN3
0.266353368759155,8.783521533012388,,0.043147960041700996,0.0988963313515239,,LYAR_HUMAN,8,,0.043147960041700996,0.0988963313515239,-0.266353368759155,Non-significant,1.004819818648936,LYAR,Cell growth-regulating nucleolar protein,LYAR_HUMAN,Q9NX58
0.428641080856323,7.173448562622072,,0.043197566932359564,0.09896885074054582,,KBTB2_HUMAN,8,,0.043197566932359564,0.09896885074054582,-0.428641080856323,Non-significant,1.004501472878746,KBTBD2,Kelch repeat and BTB domain-containing protein 2,KBTB2_HUMAN,Q8IY47
-0.0944740772247314,9.970000624656675,,0.0432037562971604,0.09896885074054582,,BORC7_HUMAN,8,,0.0432037562971604,0.09896885074054582,0.0944740772247314,Non-significant,1.004501472878746,BORCS7,BLOC-1-related complex subunit 7,BORC7_HUMAN,Q96B45
0.0604825019836426,11.270072460174564,,0.04324268245243548,0.09903033538715941,,DNJC7_HUMAN,8,,0.04324268245243548,0.09903033538715941,-0.0604825019836426,Non-significant,1.0042317501174907,DNAJC7,DnaJ homolog subfamily C member 7,DNJC7_HUMAN,Q99615
-0.449492335319519,8.49407345056534,,0.04334268557281327,0.09923161933043641,,TEAD1_HUMAN,8,,0.04334268557281327,0.09923161933043641,0.449492335319519,Non-significant,1.003349921467921,TEAD1,Transcriptional enhancer factor TEF-1,TEAD1_HUMAN,P28347
-0.0629949569702148,13.593464612960808,,0.04343441489175011,0.09941385352597776,,NP1L1_HUMAN,8,,0.04343441489175011,0.09941385352597776,0.0629949569702148,Non-significant,1.0025530915517709,NAP1L1,Nucleosome assembly protein 1-like 1,NP1L1_HUMAN,P55209
-0.281323909759521,7.842309951782225,,0.04344808468250885,0.09941737109424113,,PDE8A_HUMAN,8,,0.04344808468250885,0.09941737109424113,0.281323909759521,Non-significant,1.0025377251475296,PDE8A,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",PDE8A_HUMAN,O60658
0.263309359550476,7.5066134333610535,,0.04356422792039148,0.09965529971515573,,MTMR3_HUMAN,8,,0.04356422792039148,0.09965529971515573,-0.263309359550476,Non-significant,1.0014996003669492,MTMR3,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3",MTMR3_HUMAN,Q13615
0.282364845275879,7.47154200077057,,0.04358440392733349,0.09967362706686313,,DEN6A_HUMAN,8,,0.04358440392733349,0.09967362706686313,-0.282364845275879,Non-significant,1.0014197377211673,DENND6A,Protein DENND6A,DEN6A_HUMAN,Q8IWF6
-0.23577356338501,7.865890383720399,,0.043612654763719054,0.0997104054503108,,DCA10_HUMAN,8,,0.043612654763719054,0.0997104054503108,0.23577356338501,Non-significant,1.001259517778134,DCAF10,DDB1- and CUL4-associated factor 10,DCA10_HUMAN,Q5QP82
0.434263825416565,7.5000573992729205,,0.04378795017841281,0.10008325349007381,,USF1_HUMAN,8,,0.04378795017841281,0.10008325349007381,-0.434263825416565,Non-significant,0.9996385851110055,USF1,Upstream stimulatory factor 1,USF1_HUMAN,P22415
-0.129786491394043,12.294771909713734,,0.043900987379033946,0.10031363373781488,,ANGT_HUMAN,8,,0.043900987379033946,0.10031363373781488,0.129786491394043,Non-significant,0.9986400375208206,AGT,Angiotensinogen,ANGT_HUMAN,P01019
0.7709059715271,7.187337756156921,,0.044021668098132134,0.10055849499298455,,ELL_HUMAN,8,,0.044021668098132134,0.10055849499298455,-0.7709059715271,Non-significant,0.9975812351344812,ELL,RNA polymerase II elongation factor ELL,ELL_HUMAN,P55199
0.416465997695923,13.367529511451725,,0.04403269221806549,0.10055849499298455,,DEF1_HUMAN,8,,0.04403269221806549,0.10055849499298455,-0.416465997695923,Non-significant,0.9975812351344812,DEFA1B,Neutrophil defensin 1,DEF1_HUMAN,P59665
-0.118724584579468,14.865108609199496,,0.04410182301248655,0.10068830809816517,,RL7A_HUMAN,8,,0.04410182301248655,0.10068830809816517,0.118724584579468,Non-significant,0.9970209566881963,RPL7A,Large ribosomal subunit protein eL8,RL7A_HUMAN,P62424
0.0479693412780762,13.965659379959115,,0.04416932130266125,0.10081432277270369,,SERA_HUMAN,8,,0.04416932130266125,0.10081432277270369,-0.0479693412780762,Non-significant,0.9964777629374357,PHGDH,D-3-phosphoglycerate dehydrogenase,SERA_HUMAN,O43175
0.0890655517578125,13.56065225601196,,0.04420213365458103,0.10086112034687747,,SPS2_HUMAN,8,,0.04420213365458103,0.10086112034687747,-0.0890655517578125,Non-significant,0.9962762120864196,SEPHS2,"Selenide, water dikinase 2",SPS2_HUMAN,Q99611
-0.0873055458068848,10.179809331893935,,0.04425501262474101,0.10095366744073715,,NUP58_HUMAN,8,,0.04425501262474101,0.10095366744073715,0.0873055458068848,Non-significant,0.9958778994014332,NUP58,Nucleoporin p58/p45,NUP58_HUMAN,Q9BVL2
0.471384763717651,6.696813821792604,,0.04430799329970966,0.10104639496182045,,UHRF2_HUMAN,8,,0.04430799329970966,0.10104639496182045,-0.471384763717651,Non-significant,0.995479176222076,UHRF2,E3 ubiquitin-protein ligase UHRF2,UHRF2_HUMAN,Q96PU4
-0.690873146057129,6.294173002243045,,0.044587773327461645,0.10165615321235968,,TTC28_HUMAN,8,,0.044587773327461645,0.10165615321235968,0.690873146057129,Non-significant,0.9928663285331215,TTC28,Tetratricopeptide repeat protein 28,TTC28_HUMAN,Q96AY4
-0.333192229270935,8.124045670032501,,0.044632514648934245,0.10172985397312022,,RN139_HUMAN,8,,0.044632514648934245,0.10172985397312022,0.333192229270935,Non-significant,0.992551578904528,RNF139,E3 ubiquitin-protein ligase RNF139,RN139_HUMAN,Q8WU17
-0.470306038856506,6.6447489857673645,,0.04468836726350076,0.10182883241299366,,DNAL1_HUMAN,6,,0.04468836726350076,0.10182883241299366,0.470306038856506,Non-significant,0.9921292358995177,DNAL1,Dynein axonemal light chain 1,DNAL1_HUMAN,Q4LDG9
-0.417858600616455,7.698189973831178,,0.04487802389310864,0.10223256263000617,,GORAB_HUMAN,8,,0.04487802389310864,0.10223256263000617,0.417858600616455,Non-significant,0.9904107527521475,GORAB,RAB6-interacting golgin,GORAB_HUMAN,Q5T7V8
-0.525236845016479,7.051809906959533,,0.04490384510510504,0.10223926443433816,,MFSD8_HUMAN,8,,0.04490384510510504,0.10223926443433816,0.525236845016479,Non-significant,0.9903822837284878,MFSD8,Major facilitator superfamily domain-containing protein 8,MFSD8_HUMAN,Q8NHS3
0.0885193347930908,10.840036988258365,,0.04490592051491128,0.10223926443433816,,ARI1_HUMAN,8,,0.04490592051491128,0.10223926443433816,-0.0885193347930908,Non-significant,0.9903822837284878,ARIH1,E3 ubiquitin-protein ligase ARIH1,ARI1_HUMAN,Q9Y4X5
-0.834192792574565,6.932381252447767,,0.04495229207820123,0.10231641146910579,,ATNG_HUMAN,7,,0.04495229207820123,0.10231641146910579,0.834192792574565,Non-significant,0.9900547002191538,FXYD2,Sodium/potassium-transporting ATPase subunit gamma,ATNG_HUMAN,P54710
-0.0448613166809082,16.376409292221084,,0.044992514621124684,0.10237952368939063,,GLYM_HUMAN,8,,0.044992514621124684,0.10237952368939063,0.0448613166809082,Non-significant,0.9897868952932017,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",GLYM_HUMAN,P34897
0.441847681999207,6.597234308719636,,0.04504795466156891,0.10247721835005431,,TGFA1_HUMAN,8,,0.04504795466156891,0.10247721835005431,-0.441847681999207,Non-significant,0.989372671628101,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,TGFA1_HUMAN,Q8WUH2
-0.218187570571899,8.594215035438538,,0.045111903615658255,0.10259420988806654,,JMJD7_HUMAN,8,,0.045111903615658255,0.10259420988806654,0.218187570571899,Non-significant,0.9888771488208851,JMJD7,Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7,JMJD7_HUMAN,P0C870
-0.212714314460754,8.179684579372404,,0.04537002452953864,0.10315260293980011,,LMBD2_HUMAN,8,,0.04537002452953864,0.10315260293980011,0.212714314460754,Non-significant,0.9865198086202618,LMBRD2,G-protein coupled receptor-associated protein LMBRD2,LMBD2_HUMAN,Q68DH5
