"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BDM"
-0.104850000000003,12.2453,-2.26320758863102,0.0570163543888469,0.116186943395418,-6.29678648485855,"RAP2B_HUMAN",7,1.7903844506051,0.112632533588696,0.199000325508649,0.104850000000003,"Non-significant",0.701146213205898,"RAP2B","Ras-related protein Rap-2b","RAP2B_HUMAN",-0.104850000000003
-0.0464249999999993,15.0106375,-1.93336748824395,0.0932842361361214,0.171275289550711,-6.78506766890254,"GPX1_HUMAN",15,1.78913695419757,0.112844753021014,0.199332317445868,0.0464249999999993,"Non-significant",0.700422284086326,"GPX1","Glutathione peroxidase 1","GPX1_HUMAN",-0.0464249999999993
0.236777499999999,8.11161875,1.74252972936593,0.123743284896481,0.213163994448697,-7.05668749614138,"PI51C_HUMAN",13,-1.78887252939882,0.112889784560998,0.199368904315178,-0.236777499999999,"Non-significant",0.700342577907217,"PIP5K1C","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","PI51C_HUMAN",0.236777499999999
0.364792500000002,7.39443625,1.8119470073853,0.111697081404526,0.196163811772559,-6.95908278016474,"FGRL1_HUMAN",4,-1.78719918186422,0.113175150145783,0.19980295589422,-0.364792500000002,"Non-significant",0.699398091089752,"FGFRL1","Fibroblast growth factor receptor-like 1","FGRL1_HUMAN",0.364792500000002
0.175774999999998,10.2663875,2.20832954299196,0.0618869070726147,0.123864468794262,-6.37921161252005,"RM55_HUMAN",4,-1.78701144288148,0.113207208901954,0.19980295589422,-0.175774999999998,"Non-significant",0.699398091089752,"MRPL55","Large ribosomal subunit protein mL55","RM55_HUMAN",0.175774999999998
0.0589499999999976,14.010525,1.84564577382506,0.106261963889029,0.189130607894541,-6.91118320300876,"S61A1_HUMAN",15,-1.78700284956852,0.113208676522158,0.19980295589422,-0.0589499999999976,"Non-significant",0.699398091089752,"SEC61A1","Protein transport protein Sec61 subunit alpha isoform 1","S61A1_HUMAN",0.0589499999999976
0.107352499999999,8.65249125,1.73488684373186,0.125142672300253,0.214942306205212,-7.06734094770625,"SMG9_HUMAN",18,-1.78631499015756,0.113326211892674,0.199967345048675,-0.107352499999999,"Non-significant",0.699040919451338,"SMG9","Nonsense-mediated mRNA decay factor SMG9","SMG9_HUMAN",0.107352499999999
-0.157907500000002,8.59994625,-1.77831671296705,0.11738623099741,0.204088137631079,-7.00655449699061,"PPR3B_HUMAN",11,1.78608959904529,0.113364749847143,0.1999923002468,0.157907500000002,"Non-significant",0.698986724459506,"PPP1R3B","Protein phosphatase 1 regulatory subunit 3B","PPR3B_HUMAN",-0.157907500000002
0.146912499999999,7.13135125,1.73840730817625,0.124496233495887,0.214146060050206,-7.0624361330548,"TLR2_HUMAN",16,-1.78505716485978,0.113541436601328,0.200260907327385,-0.146912499999999,"Non-significant",0.698403820496699,"TLR2","Toll-like receptor 2","TLR2_HUMAN",0.146912499999999
-0.0672250000000005,10.3871125,-1.71479494767363,0.128893243264735,0.219955622040862,-7.09525480472881,"PPIP2_HUMAN",20,1.78290930173892,0.113909848311136,0.200859498052874,0.0672250000000005,"Non-significant",0.697107626942407,"PSTPIP2","Proline-serine-threonine phosphatase-interacting protein 2","PPIP2_HUMAN",-0.0672250000000005
0.055475000000003,12.9997625,1.66915394969898,0.137810692736657,0.232033694609799,-7.15814874944596,"PDIP2_HUMAN",23,-1.78271290575073,0.11394359142815,0.200859498052874,-0.055475000000003,"Non-significant",0.697107626942407,"POLDIP2","Polymerase delta-interacting protein 2","PDIP2_HUMAN",0.055475000000003
0.195197500000001,8.98036375,1.95592648043515,0.0902041749656318,0.167117248896779,-6.75232844274093,"SAS10_HUMAN",5,-1.7826432310897,0.113955564616814,0.200859498052874,-0.195197500000001,"Non-significant",0.697107626942407,"UTP3","Something about silencing protein 10","SAS10_HUMAN",0.195197500000001
0.8175325,6.53485375,1.75463383819108,0.121557393403043,0.210016335325215,-7.03977671309557,"T161B_HUMAN",2,-1.78250790940379,0.113978822266647,0.200859498052874,-0.8175325,"Non-significant",0.697107626942407,"TMEM161B","Transmembrane protein 161B","T161B_HUMAN",0.8175325
-0.176082499999998,7.90575125,-1.72613587520684,0.126763352915679,0.217242891467163,-7.07951532721166,"UNK_HUMAN",18,1.78200039809871,0.114066087883759,0.200935551204153,0.176082499999998,"Non-significant",0.696943217428713,"UNK","RING finger protein unkempt homolog","UNK_HUMAN",-0.176082499999998
0.107924999999998,14.0505625,2.50312766566269,0.0398874097993262,0.0870830853621507,-5.93314877657735,"RL27A_HUMAN",6,-1.78181811532481,0.114097446478696,0.200935551204153,-0.107924999999998,"Non-significant",0.696943217428713,"RPL27A","Large ribosomal subunit protein uL15","RL27A_HUMAN",0.107924999999998
0.259124999999998,7.38117,1.80761028491278,0.112415612950685,0.197138260736801,-6.96522331889544,"KCTD5_HUMAN",6,-1.78169296967219,0.114118980339137,0.200935551204153,-0.259124999999998,"Non-significant",0.696943217428713,"KCTD5","BTB/POZ domain-containing protein KCTD5","KCTD5_HUMAN",0.259124999999998
0.882562500000001,7.06214625,1.72311626220825,0.127327180131912,0.218100339055874,-7.08371031141313,"MRC1_HUMAN",20,-1.78168692643546,0.114120020298431,0.200935551204153,-0.882562500000001,"Non-significant",0.696943217428713,"MRC1","Macrophage mannose receptor 1","MRC1_HUMAN",0.882562500000001
0.0612999999999992,11.097325,2.17396753200812,0.0651472132392444,0.129103715977319,-6.43062604367754,"FA98A_HUMAN",11,-1.7810103401043,0.114236508315161,0.2010974651423,-0.0612999999999992,"Non-significant",0.696593403702859,"FAM98A","Protein FAM98A","FA98A_HUMAN",0.0612999999999992
-0.104752500000004,8.24286375,-1.722553947482,0.127432438080967,0.21823503810064,-7.08449116757309,"GRB10_HUMAN",19,1.77966702590099,0.114468120162919,0.201461925525035,0.104752500000004,"Non-significant",0.695807019482243,"GRB10","Growth factor receptor-bound protein 10","GRB10_HUMAN",-0.104752500000004
0.140905000000004,8.6714725,1.71864862767267,0.128165735344558,0.219078961291635,-7.08991134355416,"CPNE2_HUMAN",20,-1.77926032710248,0.114538329917453,0.201542225512617,-0.140905000000004,"Non-significant",0.695633950088911,"CPNE2","Copine-2","CPNE2_HUMAN",0.140905000000004
0.0664674999999999,9.49283125,1.6266169911816,0.146639298559665,0.243005653849228,-7.2160861243301,"ZFYV1_HUMAN",37,-1.77836999905095,0.114692172254109,0.201769619772358,-0.0664674999999999,"Non-significant",0.695144224414641,"ZFYVE1","Zinc finger FYVE domain-containing protein 1","ZFYV1_HUMAN",0.0664674999999999
0.255974999999999,6.7559375,1.71659790590723,0.128552391814823,0.2195567725204,-7.09275547251797,"RFC1_HUMAN",24,-1.77820996930513,0.11471984494416,0.201775002971943,-0.255974999999999,"Non-significant",0.695132637622286,"RFC1","Replication factor C subunit 1","RFC1_HUMAN",0.255974999999999
-0.182990000000002,8.6650575,-1.81167101761021,0.111742677439286,0.19620185685313,-6.9594737291165,"PSMG4_HUMAN",8,1.77804131374889,0.114749016055239,0.20178301879469,0.182990000000002,"Non-significant",0.695115384947826,"PSMG4","Proteasome assembly chaperone 4","PSMG4_HUMAN",-0.182990000000002
0.131275000000002,10.9643625,1.68818717925856,0.13402362812273,0.226634839799946,-7.13200970881293,"PLIN4_HUMAN",51,-1.77748956645507,0.114844496696476,0.201907609675683,-0.131275000000002,"Non-significant",0.694847312666664,"PLIN4","Perilipin-4","PLIN4_HUMAN",0.131275000000002
0.120175,11.3544875,2.66417450838292,0.031439205002699,0.0724595452943846,-5.68745137157044,"BOLA2_HUMAN",5,-1.77631310583658,0.115048335529613,0.202222610349864,-0.120175,"Non-significant",0.694170287908217,"BOLA2B","BolA-like protein 2","BOLA2_HUMAN",0.120175
0.929804999999999,7.706165,1.72189145313387,0.127556553901311,0.218401969273799,-7.08541100167486,"GPS2_HUMAN",7,-1.77573995193517,0.11514776649178,0.202332948229261,-0.929804999999999,"Non-significant",0.693933390244403,"GPS2","G protein pathway suppressor 2","GPS2_HUMAN",0.929804999999999
-0.198475,8.5055675,-2.25698422198844,0.0575487012891234,0.116951971534019,-6.30615174904123,"PAQR9_HUMAN",3,1.77564238050603,0.115164701303385,0.202332948229261,0.198475,"Non-significant",0.693933390244403,"PAQR9","Membrane progestin receptor epsilon","PAQR9_HUMAN",-0.198475
0.363157500000003,10.36227125,1.88970705003461,0.0995388260440218,0.179938102736249,-6.84808381359658,"PLEK_HUMAN",2,-1.77552457476653,0.115185151181503,0.202332948229261,-0.363157500000003,"Non-significant",0.693933390244403,"PLEK","Pleckstrin","PLEK_HUMAN",0.363157500000003
-0.566669999999999,6.4730825,-1.78145217524726,0.116844328038286,0.203287309265252,-7.00214299706565,"CNIH1_HUMAN",2,1.77487104857483,0.115298658974692,0.202488947359581,0.566669999999999,"Non-significant",0.693598677297442,"CNIH1","Protein cornichon homolog 1","CNIH1_HUMAN",-0.566669999999999
0.0938499999999998,10.75405,2.17053473025666,0.065482226154584,0.129448586933996,-6.4357534053992,"ALG13_HUMAN",8,-1.77440193114391,0.115380202819265,0.20255613158112,-0.0938499999999998,"Non-significant",0.693454605743583,"ALG13","UDP-N-acetylglucosamine transferase subunit ALG13","ALG13_HUMAN",0.0938499999999998
0.0664000000000016,17.9579,1.71939196622393,0.128025852965927,0.218931151984703,-7.08888006289151,"COF1_HUMAN",19,-1.77436669364096,0.115386330139525,0.20255613158112,-0.0664000000000016,"Non-significant",0.693454605743583,"CFL1","Cofilin-1","COF1_HUMAN",0.0664000000000016
-1.7120175,8.73470625,-1.71629049276734,0.128610448378987,0.219610176173909,-7.0931816986831,"C19L2_HUMAN",10,1.77401799150776,0.115446981241565,0.202619214775926,1.7120175,"Non-significant",0.693319372028734,"CWF19L2","CWF19-like protein 2","C19L2_HUMAN",-1.7120175
0.103425,11.0327875,2.24757926129518,0.0583627253557439,0.118371504816029,-6.32029645271289,"WASC3_HUMAN",7,-1.77302888585321,0.115619184010314,0.202878011668783,-0.103425,"Non-significant",0.692765020134656,"WASHC3","WASH complex subunit 3","WASC3_HUMAN",0.103425
-0.248829999999998,8.1797225,-1.70952481852188,0.129894466370463,0.22138769964762,-7.10255413132894,"KDM4A_HUMAN",26,1.77201233230689,0.115796418095989,0.20314552440636,0.248829999999998,"Non-significant",0.692192741376125,"KDM4A","Lysine-specific demethylase 4A","KDM4A_HUMAN",-0.248829999999998
-0.118657499999999,9.37751625,-1.78061508267513,0.116988769028473,0.203495422978023,-7.00332105626789,"GLTD2_HUMAN",12,1.77158522083454,0.115870960613002,0.20323122198757,0.118657499999999,"Non-significant",0.692009571509671,"GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN",-0.118657499999999
-0.0526750000000007,10.2759625,-1.68090757364057,0.135460373208919,0.22845178760887,-7.14202234856757,"ZPR1_HUMAN",21,1.77144840724753,0.115894847864344,0.20323122198757,0.0526750000000007,"Non-significant",0.692009571509671,"ZPR1","Zinc finger protein ZPR1","ZPR1_HUMAN",-0.0526750000000007
0.232879999999998,8.047385,1.7422486061142,0.123794493759213,0.213196131661573,-7.05707969324189,"KS6B2_HUMAN",10,-1.7708888248271,0.115992597703218,0.203359135152049,-0.232879999999998,"Non-significant",0.691736313758456,"RPS6KB2","Ribosomal protein S6 kinase beta-2","KS6B2_HUMAN",0.232879999999998
-0.0514500000000009,14.024075,-1.64850873063764,0.142031736835596,0.237337174598087,-7.18635295137658,"IF2G_HUMAN",23,1.76862046607197,0.116389640104518,0.204011603501568,0.0514500000000009,"Non-significant",0.690345130645724,"EIF2S3","Eukaryotic translation initiation factor 2 subunit 3","IF2G_HUMAN",-0.0514500000000009
0.0503300000000024,9.7038325,1.56504893104625,0.160351649649292,0.261552491807579,-7.29870028211083,"IKKB_HUMAN",35,-1.76793729249228,0.116509470479674,0.204162496303911,-0.0503300000000024,"Non-significant",0.690024032788547,"IKBKB","Inhibitor of nuclear factor kappa-B kinase subunit beta","IKKB_HUMAN",0.0503300000000024
0.445007500000001,7.47621625,1.72929945274766,0.126175178398868,0.216353087746061,-7.07511707785396,"MB12A_HUMAN",7,-1.76784576721721,0.116525533081971,0.204162496303911,-0.445007500000001,"Non-significant",0.690024032788547,"MVB12A","Multivesicular body subunit 12A","MB12A_HUMAN",0.445007500000001
0.558954999999999,6.6251275,1.71822592275646,0.128245344882142,0.219169342785866,-7.09049770572477,"SG196_HUMAN",8,-1.76723629120125,0.116632548846578,0.204306332359882,-0.558954999999999,"Non-significant",0.689718172445699,"POMK","Protein O-mannose kinase","SG196_HUMAN",0.558954999999999
-0.6766675,6.41101625,-1.73132037495031,0.125800800171359,0.215846580118208,-7.0723056953949,"ATF3_HUMAN",4,1.76708043535981,0.116659929909432,0.204310639905473,0.6766675,"Non-significant",0.689709015981783,"ATF3","Cyclic AMP-dependent transcription factor ATF-3","ATF3_HUMAN",-0.6766675
0.290339999999997,8.6354925,1.77303048700471,0.118305281807943,0.205562714104377,-7.01398519217751,"MED10_HUMAN",6,-1.76653945564209,0.116755017348351,0.204433496843611,-0.290339999999997,"Non-significant",0.689447942674028,"MED10","Mediator of RNA polymerase II transcription subunit 10","MED10_HUMAN",0.290339999999997
0.395594999999998,6.35837,1.72073757082484,0.1277730023064,0.218635581905211,-7.08701274685137,"RPC4_HUMAN",9,-1.76541603283176,0.116952713744346,0.204735927242398,-0.395594999999998,"Non-significant",0.688805940268472,"POLR3D","DNA-directed RNA polymerase III subunit RPC4","RPC4_HUMAN",0.395594999999998
-0.7479275,6.98655875,-1.70925079885039,0.129946725044049,0.221430732053859,-7.10293339971273,"SGK3_HUMAN",11,1.76512151862761,0.117004593622661,0.204783018471088,0.7479275,"Non-significant",0.68870605985478,"SGK3","Serine/threonine-protein kinase Sgk3","SGK3_HUMAN",-0.7479275
-0.224015000000003,7.85899,-1.76535056030043,0.119652720581688,0.207425037709596,-7.02476516126272,"RNAS4_HUMAN",8,1.76489090539999,0.11704523223053,0.204810419173081,0.224015000000003,"Non-significant",0.688647953583536,"RNASE4","Ribonuclease 4","RNAS4_HUMAN",-0.224015000000003
0.626977500000001,7.13362125,1.7076196231669,0.130258219501269,0.221792270210362,-7.10519056464139,"LATS1_HUMAN",15,-1.7646692453649,0.117084305651897,0.20483506993902,-0.626977500000001,"Non-significant",0.688595685503357,"LATS1","Serine/threonine-protein kinase LATS1","LATS1_HUMAN",0.626977500000001
-0.396857500000001,7.56576375,-1.72966784553852,0.126106854689876,0.216281170449289,-7.07460469345851,"POMP_HUMAN",7,1.7631273350677,0.117356448456596,0.205267370268225,0.396857500000001,"Non-significant",0.687680081504787,"POMP","Proteasome maturation protein","POMP_HUMAN",-0.396857500000001
-0.0832999999999995,11.207475,-1.8073743367318,0.112454832871121,0.197138260736801,-6.965557249115,"BNIP3_HUMAN",13,1.76177648037368,0.117595360385055,0.205641374666527,0.0832999999999995,"Non-significant",0.686889501633968,"BNIP3","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3","BNIP3_HUMAN",-0.0832999999999995
0.22334,7.7706475,1.78450590477603,0.116318846055904,0.202588039083557,-6.99784359615505,"PGAP4_HUMAN",7,-1.76159968288651,0.117626662658752,0.205652245782993,-0.22334,"Non-significant",0.686866543505471,"PGAP4","Post-GPI attachment to proteins factor 4","PGAP4_HUMAN",0.22334
-0.610192499999998,5.39710875,-1.7306001373715,0.125934104266731,0.216030087210433,-7.07330780082484,"PKNX1_HUMAN",4,1.76120331109615,0.117696869446602,0.205699788605971,0.610192499999998,"Non-significant",0.686766154621793,"PKNOX1","Homeobox protein PKNOX1","PKNX1_HUMAN",-0.610192499999998
-0.207537499999999,6.93707125,-1.71877740221112,0.128141492053111,0.219078961291635,-7.08973269982434,"NOXA1_HUMAN",13,1.76116284826443,0.117704038588754,0.205699788605971,0.207537499999999,"Non-significant",0.686766154621793,"NOXA1","NADPH oxidase activator 1","NOXA1_HUMAN",-0.207537499999999
0.21105,11.662725,2.13867296745995,0.068674981320207,0.134399020497268,-6.48326073102125,"TRIQK_HUMAN",3,-1.76061029791673,0.117801979793075,0.205827073815777,-0.21105,"Non-significant",0.686497500149596,"TRIQK","Triple QxxK/R motif-containing protein","TRIQK_HUMAN",0.21105
-0.519605000000001,5.7252525,-1.70456811698537,0.13084283655502,0.222680002922578,-7.10941068216067,"NEK4_HUMAN",13,1.75993603688557,0.117921598603585,0.205992172459448,0.519605000000001,"Non-significant",0.686149282166071,"NEK4","Serine/threonine-protein kinase Nek4","NEK4_HUMAN",-0.519605000000001
0.621232500000001,5.97000625,1.71095748706485,0.129621562856976,0.221060447743185,-7.10057076865829,"SN_HUMAN",7,-1.75894537251996,0.118097557264215,0.206255597454631,-0.621232500000001,"Non-significant",0.685594256544473,"SIGLEC1","Sialoadhesin","SN_HUMAN",0.621232500000001
-0.3305075,7.86817875,-1.73633952174022,0.124875542473799,0.214695883830143,-7.06531752728982,"MANEA_HUMAN",7,1.75878383586707,0.118126272334728,0.206261806304601,0.3305075,"Non-significant",0.68558118330559,"MANEA","Glycoprotein endo-alpha-1,2-mannosidase","MANEA_HUMAN",-0.3305075
-0.226474999999995,10.6604625,-2.46385744427961,0.0422819088941396,0.0912136475571218,-5.99293501719109,"UB2D2_HUMAN",1,1.75790575481902,0.118282476805484,0.206490575990494,0.226474999999995,"Non-significant",0.685099764291937,"UBE2D2","Ubiquitin-conjugating enzyme E2 D2","UB2D2_HUMAN",-0.226474999999995
0.344670000000001,7.4734575,1.78914042719674,0.115525651426566,0.201463367452666,-6.99131313879045,"TM165_HUMAN",4,-1.75743278718418,0.118366695032937,0.206593605680226,-0.344670000000001,"Non-significant",0.684883124543257,"TMEM165","Putative divalent cation/proton antiporter TMEM165","TM165_HUMAN",0.344670000000001
0.107272500000001,9.58378875,1.65513325407457,0.140664315500177,0.235821279850808,-7.17732006238404,"PKP4_HUMAN",51,-1.75702110431416,0.118440046653741,0.206666820196725,-0.107272500000001,"Non-significant",0.684729242589639,"PKP4","Plakophilin-4","PKP4_HUMAN",0.107272500000001
-0.0866674999999955,9.41589875,-1.66264756405359,0.139128127394609,0.233723850078075,-7.16705426037452,"PPWD1_HUMAN",27,1.75691442216295,0.118459061735107,0.206666820196725,0.0866674999999955,"Non-significant",0.684729242589639,"PPWD1","Peptidylprolyl isomerase domain and WD repeat-containing protein 1","PPWD1_HUMAN",-0.0866674999999955
0.17681,8.206535,1.71377652476646,0.129086154358037,0.220238978861018,-7.09666609562328,"NCDN_HUMAN",14,-1.75579438575796,0.118658871193812,0.206971367244016,-0.17681,"Non-significant",0.684089731393461,"NCDN","Neurochondrin","NCDN_HUMAN",0.17681
-0.1916075,7.78165375,-2.04964689499951,0.0784407824559794,0.149024741454528,-6.61513011971435,"FOXA2_HUMAN",4,1.75473634365764,0.11884791257124,0.20725700643672,0.1916075,"Non-significant",0.683490778966484,"FOXA2","Hepatocyte nuclear factor 3-beta","FOXA2_HUMAN",-0.1916075
0.0682999999999971,10.8398,1.59091192249631,0.154453202494859,0.253403090624258,-7.2641821460803,"WAC2C_HUMAN",55,-1.75438492469944,0.118910763625484,0.207322509613296,-0.0682999999999971,"Non-significant",0.683353542719785,"WASHC2C","WASH complex subunit 2C","WAC2C_HUMAN",0.0682999999999971
-0.0615999999999985,11.4091,-1.71764647484329,0.128354550312023,0.219310254993323,-7.09130139852344,"BODG_HUMAN",18,1.75418214404645,0.118947045049182,0.207341670277099,0.0615999999999985,"Non-significant",0.683313407251284,"BBOX1","Gamma-butyrobetaine dioxygenase","BODG_HUMAN",-0.0615999999999985
-0.125512500000001,8.38879625,-1.68994949129682,0.133677967737367,0.2263304377346,-7.12958294075338,"PRP39_HUMAN",21,1.75318596640769,0.119125432081998,0.207608480486441,0.125512500000001,"Non-significant",0.68275491020103,"PRPF39","Pre-mRNA-processing factor 39","PRP39_HUMAN",-0.125512500000001
0.334137500000002,9.68264375,1.89610801287039,0.0985970226795745,0.178668963732792,-6.83887481834605,"S46A3_HUMAN",2,-1.75287283361137,0.119181557236958,0.207628040331757,-0.334137500000002,"Non-significant",0.682713995048013,"SLC46A3","Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3","S46A3_HUMAN",0.334137500000002
0.0565500000000014,12.55815,1.58025885190662,0.15685814269368,0.256637005237474,-7.27843356964447,"ACSL3_HUMAN",35,-1.75276502190893,0.11920088690067,0.207628040331757,-0.0565500000000014,"Non-significant",0.682713995048013,"ACSL3","Fatty acid CoA ligase Acsl3","ACSL3_HUMAN",0.0565500000000014
-0.115800000000002,10.33065,-1.82063758749357,0.110270409170103,0.194282573474426,-6.94676095348627,"KCMF1_HUMAN",10,1.75269950182056,0.119212635501535,0.207628040331757,0.115800000000002,"Non-significant",0.682713995048013,"KCMF1","E3 ubiquitin-protein ligase KCMF1","KCMF1_HUMAN",-0.115800000000002
0.4907225,6.92556375,1.71560597590082,0.128739811910982,0.21978529322079,-7.09413066155357,"C2CD2_HUMAN",6,-1.75191248343912,0.119353843279073,0.207829823109992,-0.4907225,"Non-significant",0.682292132030208,"C2CD2","C2 domain-containing protein 2","C2CD2_HUMAN",0.4907225
0.119974999999997,10.9302125,3.7749373559039,0.00658195334588569,0.0211354694592914,-4.02577642266784,"GOT1B_HUMAN",4,-1.75117741455984,0.119485872347202,0.208015540773489,-0.119974999999997,"Non-significant",0.681904217825475,"GOLT1B","Vesicle transport protein GOT1B","GOT1B_HUMAN",0.119974999999997
0.0725475000000024,9.34023625,1.66893850919296,0.137854128141623,0.232059166838814,-7.15844387670417,"RAE1_HUMAN",22,-1.7508413802226,0.119546274761163,0.208054863318498,-0.0725475000000024,"Non-significant",0.68182212804358,"CHM","Rab proteins geranylgeranyltransferase component A 1","RAE1_HUMAN",0.0725475000000024
-0.144724999999999,10.4090625,-1.998899192244,0.0846096748392573,0.15861653654979,-6.68964735895589,"CBX1_HUMAN",6,1.750769399876,0.119559217015546,0.208054863318498,0.144724999999999,"Non-significant",0.68182212804358,"CBX1","Chromobox protein homolog 1","CBX1_HUMAN",-0.144724999999999
-0.1749825,9.78463625,-1.97663264295115,0.0874646813437696,0.162888563756525,-6.72217624467833,"HMGB2_HUMAN",5,1.74944886556172,0.119796886567431,0.208421644315978,0.1749825,"Non-significant",0.681057182114895,"HMGB2","High mobility group protein B2","HMGB2_HUMAN",-0.1749825
0.138915000000004,8.33652,1.71012626470394,0.129779833244875,0.221238318349238,-7.10172158456933,"MTMRE_HUMAN",15,-1.74931593757787,0.119820835528325,0.208421644315978,-0.138915000000004,"Non-significant",0.681057182114895,"MTMR14","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14","MTMRE_HUMAN",0.138915000000004
0.246067499999999,7.48827125,1.70122840985526,0.131485502542824,0.223402725356699,-7.11402569351248,"NB5R4_HUMAN",13,-1.74793009366595,0.1200707843305,0.20881211072156,-0.246067499999999,"Non-significant",0.680244316651488,"CYB5R4","Cytochrome b5 reductase 4","NB5R4_HUMAN",0.246067499999999
-0.1046075,8.48944125,-1.64712366343004,0.142319204522876,0.237720627277615,-7.18823949800166,"ARHGB_HUMAN",44,1.74679317644601,0.120276203105557,0.209124986863066,0.1046075,"Non-significant",0.67959407331131,"ARHGEF11","Rho guanine nucleotide exchange factor 11","ARHGB_HUMAN",-0.1046075
0.6549875,5.95552875,1.69161047592973,0.133352949322626,0.225920123692268,-7.1272947036218,"WDFY3_HUMAN",11,-1.74631038807544,0.120363533462085,0.20922062396735,-0.6549875,"Non-significant",0.679395507023992,"WDFY3","WD repeat and FYVE domain-containing protein 3","WDFY3_HUMAN",0.6549875
0.1246475,9.30935625,1.69871076457418,0.131971942559947,0.224025495495976,-7.11750217798827,"NXN_HUMAN",17,-1.74620696181579,0.120382249726029,0.20922062396735,-0.1246475,"Non-significant",0.679395507023992,"NXN","Nucleoredoxin","NXN_HUMAN",0.1246475
-0.143149999999999,11.2495,-2.53318942651925,0.0381488488184888,0.0840936441554103,-5.88733726817695,"TMUB1_HUMAN",4,1.74417948640692,0.120749699468577,0.209814759695505,0.143149999999999,"Non-significant",0.678163964050729,"TMUB1","Transmembrane and ubiquitin-like domain-containing protein 1","TMUB1_HUMAN",-0.143149999999999
-0.0354749999999981,13.4213625,-1.41678980582291,0.198312675737217,0.308319233016064,-7.49088554258318,"EIF3C_HUMAN",39,1.74258156074557,0.121040042207003,0.210274690827083,0.0354749999999981,"Non-significant",0.677212996907605,"EIF3C","Eukaryotic translation initiation factor 3 subunit C","EIF3C_HUMAN",-0.0354749999999981
-0.392847499999999,6.70464375,-1.70864268708756,0.130062769745869,0.221536377805242,-7.10377499044373,"RNF34_HUMAN",7,1.74179665505843,0.121182899519622,0.210478264885988,0.392847499999999,"Non-significant",0.676792745089337,"RNF34","E3 ubiquitin-protein ligase RNF34","RNF34_HUMAN",-0.392847499999999
0.0774849999999994,9.0822925,1.6044523161577,0.151445618460571,0.249558026158746,-7.24600204410561,"ARI1A_HUMAN",51,-1.74137293364629,0.121260085055405,0.210550494950065,-0.0774849999999994,"Non-significant",0.67664373332788,"ARID1A","AT-rich interactive domain-containing protein 1A","ARI1A_HUMAN",0.0774849999999994
-0.8889575,6.43771625,-1.68439895914851,0.134769496837463,0.227473818215673,-7.13722251318105,"HAUS6_HUMAN",16,1.74128640819247,0.121275852299854,0.210550494950065,0.8889575,"Non-significant",0.67664373332788,"HAUS6","HAUS augmin-like complex subunit 6","HAUS6_HUMAN",-0.8889575
0.124324999999997,11.0640375,2.44013240492788,0.0437994787840185,0.0940215048628918,-6.02901675835108,"VMP1_HUMAN",5,-1.74055155080054,0.121409840563347,0.210738486753825,-0.124324999999997,"Non-significant",0.676256142804601,"VMP1","Vacuole membrane protein 1","VMP1_HUMAN",0.124324999999997
0.141565000000002,8.8545625,1.68877249016308,0.133908731977107,0.226487267329961,-7.131203835713,"RSPRY_HUMAN",17,-1.73834274552621,0.121813414671448,0.211394236553033,-0.141565000000002,"Non-significant",0.674906857460642,"RSPRY1","RING finger and SPRY domain-containing protein 1","RSPRY_HUMAN",0.141565000000002
-0.166550000000001,13.514025,-3.69771395999784,0.00729836083004041,0.0228715451394003,-4.13747523349035,"H2B2C_HUMAN;H2B2D_HUMAN",2,1.73767643372323,0.121935404594957,0.211560500524673,0.166550000000001,"Non-significant",0.674565414167487,"H2BC20P;H2BC19P","Putative histone H2B type 2-C;Putative histone H2B type 2-D","H2B2C_HUMAN;H2B2D_HUMAN",-0.166550000000001
0.0579499999999999,10.7971,1.54131725168598,0.165945491788788,0.268486509114759,-7.33012806333604,"TPPC8_HUMAN",56,-1.73753761099552,0.121960835018249,0.211560500524673,-0.0579499999999999,"Non-significant",0.674565414167487,"TRAPPC8","Trafficking protein particle complex subunit 8","TPPC8_HUMAN",0.0579499999999999
1.13343,6.0012,1.68760788804992,0.134137433855739,0.226687009430911,-7.13280717480103,"BORG1_HUMAN",4,-1.73721440359576,0.122020061481693,0.211618460763046,-1.13343,"Non-significant",0.674446448840025,"CDC42EP2","Cdc42 effector protein 2","BORG1_HUMAN",1.13343
-0.196582499999998,8.68210375,-1.75298159359003,0.121853597627851,0.210439391900805,-7.04208786065224,"GRM2B_HUMAN",8,1.73674525743142,0.122106078681724,0.211722849626221,0.196582499999998,"Non-significant",0.674232269372746,"GRAMD2B","GRAM domain-containing protein 2B","GRM2B_HUMAN",-0.196582499999998
-0.0530749999999998,12.5346375,-1.54567322982895,0.164905522489025,0.267173018451587,-7.32437743103171,"PLOD3_HUMAN",38,1.73635912471774,0.122176918198583,0.211800882933386,0.0530749999999998,"Non-significant",0.674072233783311,"PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","PLOD3_HUMAN",-0.0530749999999998
