"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_CM"
-0.239675,9.035005,-2.30788654950927,0.0527130689820969,0.126692059589735,-5.85245300577673,"NAA20_HUMAN",7,2.28431911029528,0.0557607753626838,0.134261050716882,0.239675,"Non-significant",0.872049958381857,"NAA20","N-alpha-acetyltransferase 20","NAA20_HUMAN",-0.239675
-1.5359925,8.20100625,-2.31980651922643,0.0517765276493772,0.125189851328123,-5.83436419913988,"IF2B1_HUMAN",20,2.28369053181417,0.0558127934317503,0.134346280318296,1.5359925,"Non-significant",0.871774353492829,"IGF2BP1","Insulin-like growth factor 2 mRNA-binding protein 1","IF2B1_HUMAN",-1.5359925
-0.104550000000001,11.12185,-2.33983589553188,0.0502405664208024,0.122642853204095,-5.80393758962134,"SP16H_HUMAN",45,2.28304117338266,0.0558665827472039,0.1344208547636,0.104550000000001,"Non-significant",0.871533347307994,"SUPT16H","FACT complex subunit SPT16","SP16H_HUMAN",-0.104550000000001
0.0898500000000002,13.024575,2.06231965414957,0.0762785198462653,0.166098942865669,-6.22101392443647,"EDF1_HUMAN",12,-2.28291506739565,0.0558770347650247,0.1344208547636,-0.0898500000000002,"Non-significant",0.871533347307994,"EDF1","Endothelial differentiation-related factor 1","EDF1_HUMAN",0.0898500000000002
-0.832582500000002,5.89670875,-2.3212883413683,0.051661283605828,0.124985978864384,-5.83211450263473,"RGL3_HUMAN",12,2.28265630540345,0.0558984878842603,0.134432453903147,0.832582500000002,"Non-significant",0.871495873770263,"RGL3","Ral guanine nucleotide dissociation stimulator-like 3","RGL3_HUMAN",-0.832582500000002
-0.336349999999999,13.5115,-2.32812680900169,0.0511327950891634,0.124153314120068,-5.82172956308839,"RL34_HUMAN",7,2.28189199292057,0.0559619032637149,0.134544932802084,0.336349999999999,"Non-significant",0.871132653883379,"RPL34","Large ribosomal subunit protein eL34","RL34_HUMAN",-0.336349999999999
-0.6323875,6.91493375,-2.31144669728847,0.0524315723910075,0.126169812335967,-5.84705192008365,"EVI5L_HUMAN",18,2.28108952279407,0.0560285629832775,0.13466514260893,0.6323875,"Non-significant",0.870744804660621,"EVI5L","EVI5-like protein","EVI5L_HUMAN",-0.6323875
-0.148825000000002,10.8899625,-2.19752148227229,0.0622371415911782,0.143404451391532,-6.01916497313135,"HYPK_HUMAN",10,2.28067932930053,0.0560626680430912,0.13469975559061,0.148825000000002,"Non-significant",0.870633192292944,"HYPK","Huntingtin-interacting protein K","HYPK_HUMAN",-0.148825000000002
-0.30562,7.2723875,-2.32864225809545,0.0510931826370323,0.124135215710737,-5.82094661374549,"TGFR1_HUMAN",11,2.28051552593556,0.0560762931538294,0.13469975559061,0.30562,"Non-significant",0.870633192292944,"TGFBR1","TGF-beta receptor type-1","TGFR1_HUMAN",-0.30562
-0.122424999999998,12.3101375,-2.80640883282727,0.0250618579694935,0.0738516215703303,-5.089196003316,"XPO1_HUMAN",51,2.27938238290592,0.0561706394639663,0.134886297916589,0.122424999999998,"Non-significant",0.870032164794004,"XPO1","Exportin-1","XPO1_HUMAN",-0.122424999999998
0.472727500000001,9.25973125,2.30303185041035,0.0530993858869387,0.12724646786959,-5.85981593587289,"KMT2C_HUMAN",3,-2.27856216516181,0.0562390316137417,0.135010422492983,-0.472727500000001,"Non-significant",0.869632703679284,"KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C_HUMAN",0.472727500000001
0.106825000000001,10.7007875,2.24914817039291,0.0575837990742393,0.135305188347987,-5.94136485165648,"PAFA2_HUMAN",19,-2.27771062055494,0.0563101250614568,0.135140956315842,-0.106825000000001,"Non-significant",0.869213012144627,"PAFAH2","Platelet-activating factor acetylhydrolase 2, cytoplasmic","PAFA2_HUMAN",0.106825000000001
0.184425000000001,10.5781875,2.26836906765748,0.055941989679038,0.13233219273505,-5.91231358039934,"IQEC1_HUMAN",34,-2.27628819762692,0.0564290827023467,0.135386249772356,-0.184425000000001,"Non-significant",0.868425441642229,"IQSEC1","IQ motif and SEC7 domain-containing protein 1","IQEC1_HUMAN",0.184425000000001
-0.9948525,6.58033625,-2.31216075090376,0.0523752961355059,0.126109478303037,-5.84596847577331,"MTMRB_HUMAN",10,2.27590485325909,0.0564611853831474,0.135423074614831,0.9948525,"Non-significant",0.868307330303054,"MTMR11","Myotubularin-related protein 11","MTMRB_HUMAN",-0.9948525
-0.189592500000001,7.56571625,-2.31859242194014,0.051871143941129,0.125300084546994,-5.83620727384298,"SYNJ1_HUMAN",30,2.27569079055385,0.056479119829263,0.135425904948067,0.189592500000001,"Non-significant",0.868298253672171,"SYNJ1","Synaptojanin-1","SYNJ1_HUMAN",-0.189592500000001
0.141474999999998,9.22687,2.88879495957288,0.0222055308963153,0.0676035051732266,-4.96282838562405,"METH_HUMAN",56,-2.27483633180644,0.0565507649145552,0.135557483038063,-0.141474999999998,"Non-significant",0.86787650351737,"MTR","Methionine synthase","METH_HUMAN",0.141474999999998
0.124925000000001,10.3725375,2.13968409936737,0.0678983109356559,0.152699598420993,-6.10587847185046,"NUDT3_HUMAN",6,-2.27309862499186,0.056696752808019,0.135867136954408,-0.124925000000001,"Non-significant",0.866885576124596,"NUDT3","Diphosphoinositol polyphosphate phosphohydrolase 1","NUDT3_HUMAN",0.124925000000001
-0.19256,8.97901,-2.47298685310976,0.0411404644871507,0.105685563271862,-5.60082954743859,"PI4KB_HUMAN",21,2.27229832159493,0.0567641159172498,0.13598824806139,0.19256,"Non-significant",0.86649862120784,"PI4KB","Phosphatidylinositol 4-kinase beta","PI4KB_HUMAN",-0.19256
-0.0976750000000006,13.5450375,-2.16044043337301,0.0658099032409678,0.14924403513055,-6.07481748380507,"EIF3F_HUMAN",14,2.27197785528793,0.0567911128913844,0.136012612000314,0.0976750000000006,"Non-significant",0.866420819069582,"EIF3F","Eukaryotic translation initiation factor 3 subunit F","EIF3F_HUMAN",-0.0976750000000006
0.286784999999998,8.5233975,2.30413239799693,0.05301155900354,0.12718346644581,-5.85814699429213,"SAMC_HUMAN",5,-2.27149474549291,0.0568318359555481,0.136069825245467,-0.286784999999998,"Non-significant",0.866238172976881,"SLC25A26","Mitochondrial S-adenosylmethionine carrier protein","SAMC_HUMAN",0.286784999999998
-0.112674999999996,12.8076125,-2.13648614425407,0.0682258861831196,0.153058517351695,-6.11065800044873,"GDIA_HUMAN",20,2.27118061956313,0.0568583306063454,0.136092948265055,0.112674999999996,"Non-significant",0.866164377433818,"GDI1","Rab GDP dissociation inhibitor alpha","GDIA_HUMAN",-0.112674999999996
-0.154574999999999,8.879605,-2.19587875230143,0.0623912370802396,0.143554901599652,-6.02163464861276,"KXDL1_HUMAN",9,2.27071390883752,0.0568977179470714,0.13614690768685,0.154574999999999,"Non-significant",0.865992218369473,"KXD1","KxDL motif-containing protein 1","KXDL1_HUMAN",-0.154574999999999
0.135125,15.0675875,2.22620489415476,0.0596070858763411,0.138728498456224,-5.97598284955315,"RD23B_HUMAN",12,-2.27036887792914,0.0569268540458674,0.136176312889241,-0.135125,"Non-significant",0.865898428958783,"RAD23B","UV excision repair protein RAD23 homolog B","RD23B_HUMAN",0.135125
-0.119117500000002,9.35139375,-2.15910428379949,0.0659423925370355,0.149389433332998,-6.07681899897548,"SPF30_HUMAN",9,2.26958327850257,0.0569932502125438,0.136294805168045,0.119117500000002,"Non-significant",0.86552069684212,"SMNDC1","Survival of motor neuron-related-splicing factor 30","SPF30_HUMAN",-0.119117500000002
-0.408089999999998,6.63572,-2.29588527337008,0.0536732883508927,0.128241557712168,-5.87065035742653,"KPCE_HUMAN",15,2.26826862518352,0.0571045354325176,0.136520544188418,0.408089999999998,"Non-significant",0.864801989236383,"PRKCE","Protein kinase C epsilon type","KPCE_HUMAN",-0.408089999999998
0.143650000000004,16.9105,3.27969750407829,0.0126362093693781,0.0453747136084777,-4.36794523379986,"HPPD_HUMAN",31,-2.26593133800866,0.0573029293301264,0.136954339969075,-0.143650000000004,"Non-significant",0.863424200761197,"HPD","4-hydroxyphenylpyruvate dioxygenase","HPPD_HUMAN",0.143650000000004
0.145299999999999,17.40555,2.19374500674393,0.0625919618447501,0.143907879316851,-6.02484194855526,"AL4A1_HUMAN",33,-2.26552975545523,0.057337086597376,0.136995468804786,-0.145299999999999,"Non-significant",0.863293797118205,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","AL4A1_HUMAN",0.145299999999999
-0.108340000000002,9.011755,-2.21393250818664,0.0607184657864563,0.140667056162776,-5.99447218608506,"THOC7_HUMAN",13,2.26517488550537,0.057367287778097,0.137027123850579,0.108340000000002,"Non-significant",0.863193457860481,"THOC7","THO complex subunit 7","THOC7_HUMAN",-0.108340000000002
-0.204300000000003,11.628725,-2.2540505265621,0.0571605019530048,0.134552407101672,-5.93395942854353,"ACOT4_HUMAN",19,2.26456085208498,0.0574195830385871,0.137084775969794,0.204300000000003,"Non-significant",0.863010773360968,"ACOT4","Peroxisomal succinyl-coenzyme A thioesterase","ACOT4_HUMAN",-0.204300000000003
-0.0819750000000035,10.2184625,-1.96736883231686,0.0879674530811766,0.184733936933009,-6.36074528162397,"ARHGI_HUMAN",34,2.26449324935777,0.0574253434905015,0.137084775969794,0.0819750000000035,"Non-significant",0.863010773360968,"ARHGEF18","Rho guanine nucleotide exchange factor 18","ARHGI_HUMAN",-0.0819750000000035
-0.188575000000002,15.4692125,-2.29117535338179,0.0540549341831724,0.128848726924973,-5.87778774958602,"TXTP_HUMAN",16,2.26421435436597,0.0574491144067428,0.137101030926986,0.188575000000002,"Non-significant",0.862959279534207,"SLC25A1","Tricarboxylate transport protein, mitochondrial","TXTP_HUMAN",-0.188575000000002
-0.091624999999997,11.3254375,-2.25892890497421,0.0567423805866766,0.133912018184557,-5.92658734346123,"SHLB2_HUMAN",18,2.26308332864356,0.0575456165528732,0.137290796516197,0.091624999999997,"Non-significant",0.862358575335715,"SH3GLB2","Endophilin-B2","SHLB2_HUMAN",-0.091624999999997
0.106249999999998,10.347525,2.14473729994717,0.0673838840377058,0.151801542552056,-6.09832282377372,"CNNM3_HUMAN",28,-2.2628387320538,0.0575665077286564,0.137300112708979,-0.106249999999998,"Non-significant",0.862329106252921,"CNNM3","Metal transporter CNNM3","CNNM3_HUMAN",0.106249999999998
0.225147499999999,7.37690125,2.48011071780959,0.0407038678087327,0.105047689494887,-5.58992944818119,"NGDN_HUMAN",9,-2.26255322164726,0.0575909030801565,0.137317778642155,-0.225147499999999,"Non-significant",0.862273230670534,"NGDN","Neuroguidin","NGDN_HUMAN",0.225147499999999
-0.3511825,8.73606125,-2.27845306305621,0.0550995601090933,0.130760347728068,-5.89705490479301,"PP1RA_HUMAN",22,2.26067553387796,0.0577516020707182,0.13766033604766,0.3511825,"Non-significant",0.861191174608914,"PPP1R10","Serine/threonine-protein phosphatase 1 regulatory subunit 10","PP1RA_HUMAN",-0.3511825
-0.0628999999999991,12.36655,-2.01753438578648,0.0815883593414359,0.174419124188528,-6.2871553868329,"AFAD_HUMAN",103,2.25973339864238,0.0578324038976282,0.137812299736005,0.0628999999999991,"Non-significant",0.860712019953101,"AFDN","Afadin","AFAD_HUMAN",-0.0628999999999991
-0.932527499999999,6.23748625,-2.2978150072716,0.053517707790962,0.127983323098919,-5.86772535856487,"NOP14_HUMAN",13,2.25870751571727,0.0579205182317513,0.13798159412533,0.932527499999999,"Non-significant",0.860178841880835,"NOP14","Nucleolar protein 14","NOP14_HUMAN",-0.932527499999999
-0.0909750000000003,10.5754375,-2.86749261871712,0.022909787033814,0.0690716559429189,-4.99548387055172,"SIR3_HUMAN",12,2.25826257051385,0.0579587772795367,0.138032055612992,0.0909750000000003,"Non-significant",0.8600200443293,"SIRT3","NAD-dependent protein deacetylase sirtuin-3, mitochondrial","SIR3_HUMAN",-0.0909750000000003
-0.0533249999999974,10.9808625,-1.89158626264073,0.0985357806976099,0.201279938180132,-6.47080367766456,"ANM1_HUMAN",21,2.25753476893246,0.0580214130552982,0.138140524808829,0.0533249999999974,"Non-significant",0.859678898401208,"PRMT1","Protein arginine N-methyltransferase 1","ANM1_HUMAN",-0.0533249999999974
-0.353090000000002,6.6741125,-2.2952905559536,0.0537213280766782,0.12829075661031,-5.87155172144851,"NR1H4_HUMAN",5,2.25691191278201,0.0580750713600191,0.138227562368385,0.353090000000002,"Non-significant",0.859405350659361,"NR1H4","Bile acid receptor","NR1H4_HUMAN",-0.353090000000002
0.130427500000003,9.61594875,2.16122327423878,0.0657324019591654,0.149171184657469,-6.07364468263082,"MOCS3_HUMAN",24,-2.25548288698965,0.058198369721624,0.138480253888692,-0.130427500000003,"Non-significant",0.858612148899583,"MOCS3","Adenylyltransferase and sulfurtransferase MOCS3","MOCS3_HUMAN",0.130427500000003
-0.175397499999997,8.65142625,-2.21896247414962,0.0602604651216985,0.139846494280416,-5.98689654957422,"T22D4_HUMAN",12,2.25525796742108,0.0582178001691588,0.138485720649591,0.175397499999997,"Non-significant",0.858595004670248,"TSC22D4","TSC22 domain family protein 4","T22D4_HUMAN",-0.175397499999997
-0.248099999999999,12.759575,-2.30743450229086,0.0527489208709442,0.126707140386283,-5.85313871132929,"PXMP2_HUMAN",9,2.25454305769803,0.0582796036174212,0.138591949408537,0.248099999999999,"Non-significant",0.858261996484636,"PXMP2","Peroxisomal membrane protein 2","PXMP2_HUMAN",-0.248099999999999
0.0756999999999977,13.706175,2.23230040679027,0.0590626844538579,0.137818613868514,-5.96679214218365,"PSMD6_HUMAN",28,-2.25425234485649,0.0583047544884856,0.138600571775458,-0.0756999999999977,"Non-significant",0.858234978105062,"PSMD6","26S proteasome non-ATPase regulatory subunit 6","PSMD6_HUMAN",0.0756999999999977
-0.152839999999999,8.19689,-2.24588402976457,0.0578673891380483,0.135733607200345,-5.94629398220114,"RPOM_HUMAN",33,2.25410479632327,0.0583175237669594,0.138600571775458,0.152839999999999,"Non-significant",0.858234978105062,"POLRMT","DNA-directed RNA polymerase, mitochondrial","RPOM_HUMAN",-0.152839999999999
-0.0841499999999993,11.32045,-1.99216261493342,0.0847559043328278,0.179528819371658,-6.32444298013306,"FKBP9_HUMAN",24,2.25307632315252,0.0584066093116782,0.138771494140592,0.0841499999999993,"Non-significant",0.857699735674198,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","FKBP9_HUMAN",-0.0841499999999993
-0.2454,9.8334875,-2.26750462196032,0.0560148073253494,0.132442572589225,-5.91362107848954,"D19L1_HUMAN",13,2.2526202154232,0.0584461609838372,0.138824660368015,0.2454,"Non-significant",0.857533380347578,"DPY19L1","Protein C-mannosyl-transferase DPY19L1","D19L1_HUMAN",-0.2454
0.1328,12.060725,2.34610260329702,0.0497695382372028,0.121979132071349,-5.79441002516127,"PITH1_HUMAN",16,-2.25161836428637,0.0585331321173382,0.138990395682857,-0.1328,"Non-significant",0.857015208710273,"PITHD1","PITH domain-containing protein 1","PITH1_HUMAN",0.1328
0.147199999999998,12.92035,2.20043445778366,0.0619648267741803,0.142975453596034,-6.01478468565587,"ACYP2_HUMAN",11,-2.25100619697761,0.0585863389357371,0.13907588182601,-0.147199999999998,"Non-significant",0.856748177686212,"ACYP2","Acylphosphatase-2","ACYP2_HUMAN",0.147199999999998
0.109350000000001,14.80525,2.30347148035487,0.0530642845361865,0.127200062842822,-5.85914926779172,"HINT2_HUMAN",9,-2.24970464595807,0.0586996262133231,0.139266678880968,-0.109350000000001,"Non-significant",0.85615278098583,"HINT2","Adenosine 5'-monophosphoramidase HINT2","HINT2_HUMAN",0.109350000000001
-0.124649999999999,11.103425,-3.94258616552012,0.0050898676070232,0.0243296273610695,-3.39196604870365,"PPME1_HUMAN",16,2.24968690167348,0.058701172206787,0.139266678880968,0.124649999999999,"Non-significant",0.85615278098583,"PPME1","Protein phosphatase methylesterase 1","PPME1_HUMAN",-0.124649999999999
0.269222500000001,9.24054125,2.24840676144908,0.0576480902101387,0.135377545952513,-5.9424845572798,"CTR2_HUMAN",8,-2.24872020624765,0.058785458929754,0.139380709918111,-0.269222500000001,"Non-significant",0.855797327786182,"SLC7A2","Cationic amino acid transporter 2","CTR2_HUMAN",0.269222500000001
-0.203675000000002,12.7503625,-2.25400603434797,0.057164329562146,0.134552407101672,-5.93402665090709,"CNO6L_HUMAN",16,2.24865917241695,0.0587907846025537,0.139380709918111,0.203675000000002,"Non-significant",0.855797327786182,"CNOT6L","CCR4-NOT transcription complex subunit 6-like","CNO6L_HUMAN",-0.203675000000002
-0.098117499999999,9.08973375,-2.08214112920122,0.0740385995634561,0.162623369638972,-6.19161652305986,"MSPD2_HUMAN",18,2.24831665411406,0.0588206810053593,0.139380709918111,0.098117499999999,"Non-significant",0.855797327786182,"MOSPD2","Motile sperm domain-containing protein 2","MSPD2_HUMAN",-0.098117499999999
0.104825,11.9072125,3.80608908130908,0.00610613227298784,0.0275885227292122,-3.5886755544295,"NEK9_HUMAN",42,-2.24817884817711,0.0588327136017392,0.139380709918111,-0.104825,"Non-significant",0.855797327786182,"NEK9","Serine/threonine-protein kinase Nek9","NEK9_HUMAN",0.104825
0.218964999999998,8.0715675,2.30541569567387,0.0529093333527161,0.126979258162115,-5.85620075875104,"ARNT_HUMAN",21,-2.2481474564372,0.0588354549351223,0.139380709918111,-0.218964999999998,"Non-significant",0.855797327786182,"ARNT","Aryl hydrocarbon receptor nuclear translocator","ARNT_HUMAN",0.218964999999998
0.099499999999999,10.99275,2.05736784871894,0.076848460496124,0.166935261002464,-6.22834644198972,"HAOX2_HUMAN",20,-2.24789531052604,0.0588574786535364,0.13939203045899,-0.099499999999999,"Non-significant",0.855762055697295,"HAO2","2-Hydroxyacid oxidase 2","HAOX2_HUMAN",0.099499999999999
-0.164275000000002,12.6506875,-3.38059018616845,0.0109591087646536,0.0410903978655039,-4.21630375639097,"TIM44_HUMAN",26,2.2473523518705,0.0589049317065801,0.139463550962006,0.164275000000002,"Non-significant",0.855539281167732,"TIMM44","Mitochondrial import inner membrane translocase subunit TIM44","TIM44_HUMAN",-0.164275000000002
-0.188757500000001,8.13006375,-2.21260747740912,0.0608396949699737,0.140867159679833,-5.99646725216657,"TRAF4_HUMAN",18,2.24557109739607,0.0590608796232294,0.139791827231204,0.188757500000001,"Non-significant",0.854518218376769,"TRAF4","TNF receptor-associated factor 4","TRAF4_HUMAN",-0.188757500000001
-0.169645000000001,9.496815,-2.31629687111173,0.0520505173607697,0.125589352784209,-5.83969165856913,"PDLI3_HUMAN",12,2.24513414462494,0.0590991982153818,0.139841574699921,0.169645000000001,"Non-significant",0.854363694266051,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN",-0.169645000000001
0.185675000000002,12.1726375,2.45075391083621,0.042534092007641,0.108305396172486,-5.63482934818627,"CP4F3_HUMAN",7,-2.24380073208886,0.0592162870473891,0.140077626047424,-0.185675000000002,"Non-significant",0.853631227027698,"CYP4F3","Cytochrome P450 4F3","CP4F3_HUMAN",0.185675000000002
0.559787500000001,6.48043125,2.27581610258969,0.0553186134977265,0.131126203197104,-5.90104616301662,"ZN143_HUMAN",4,-2.24170457197391,0.0594008272075327,0.140417195406982,-0.559787500000001,"Non-significant",0.852579705503278,"ZNF143","Zinc finger protein 143","ZN143_HUMAN",0.559787500000001
-0.0810749999999985,10.6667625,-2.30914470746879,0.0526134139370009,0.126532051428973,-5.85054440841516,"AKT1_HUMAN",25,2.24151939570306,0.0594171574819976,0.140417195406982,0.0810749999999985,"Non-significant",0.852579705503278,"AKT1","RAC-alpha serine/threonine-protein kinase","AKT1_HUMAN",-0.0810749999999985
0.181674999999998,10.3678875,2.21331054065967,0.0607753404276234,0.140758474692401,-5.99540869664489,"RB33B_HUMAN",9,-2.24141219008306,0.0594266137719095,0.140417195406982,-0.181674999999998,"Non-significant",0.852579705503278,"RAB33B","Ras-related protein Rab-33B","RB33B_HUMAN",0.181674999999998
0.0976675,9.75173625,2.06497132168875,0.0759750359109201,0.165571910290636,-6.21708547670504,"TR61B_HUMAN",18,-2.24120642090731,0.0594447683147114,0.140417195406982,-0.0976675,"Non-significant",0.852579705503278,"TRMT61B","tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial","TR61B_HUMAN",0.0976675
0.0888249999999982,11.5660125,2.41123749049581,0.0451312352133342,0.113114968753296,-5.69518337553912,"SMRC1_HUMAN",31,-2.24105377163742,0.05945823982466,0.140417195406982,-0.0888249999999982,"Non-significant",0.852579705503278,"SMARCC1","SWI/SNF complex subunit SMARCC1","SMRC1_HUMAN",0.0888249999999982
-0.119800000000001,16.27435,-2.19111676271244,0.0628400925223536,0.144301175647279,-6.02879165941649,"1433Z_HUMAN",13,2.24075680232223,0.0594844566031841,0.140417195406982,0.119800000000001,"Non-significant",0.852579705503278,"YWHAZ","14-3-3 protein zeta/delta","1433Z_HUMAN",-0.119800000000001
-0.232055000000003,8.571355,-2.44095301393788,0.0431636707489524,0.109301989556323,-5.64980797864045,"MFA3L_HUMAN",9,2.2407411114452,0.0594858421353994,0.140417195406982,0.232055000000003,"Non-significant",0.852579705503278,"MFAP3L","Microfibrillar-associated protein 3-like","MFA3L_HUMAN",-0.232055000000003
-0.299935000000001,7.514815,-2.24792415294231,0.0576899782677006,0.135436565302882,-5.94321337583716,"ARHGQ_HUMAN",18,2.24059425256129,0.059498811613128,0.140417195406982,0.299935000000001,"Non-significant",0.852579705503278,"ARHGEF26","Rho guanine nucleotide exchange factor 26","ARHGQ_HUMAN",-0.299935000000001
-0.168049999999999,12.4541,-3.80084367301631,0.00614933679980825,0.0276958173043257,-3.59628245706722,"PEX14_HUMAN",16,2.23991819702429,0.0595585525772701,0.140466907325309,0.168049999999999,"Non-significant",0.852425979380441,"PEX14","Peroxisomal membrane protein PEX14","PEX14_HUMAN",-0.168049999999999
-0.266512499999997,9.08179125,-2.25168723300108,0.0573641701820004,0.134867535654773,-5.93752974800223,"WAC2A_HUMAN",12,2.23987563115462,0.0595623160173066,0.140466907325309,0.266512499999997,"Non-significant",0.852425979380441,"WASHC2A","WASH complex subunit 2A","WAC2A_HUMAN",-0.266512499999997
0.282200000000001,10.787475,2.25420445544336,0.0571472616329112,0.134552407101672,-5.93372685874448,"TV23B_HUMAN",5,-2.23976599912001,0.0595720101832439,0.140466907325309,-0.282200000000001,"Non-significant",0.852425979380441,"TVP23B","Golgi apparatus membrane protein TVP23 homolog B","TV23B_HUMAN",0.282200000000001
0.173074999999999,10.7548375,2.3937477824408,0.046331763923697,0.11515979329497,-5.72186068573392,"SPTN2_HUMAN",105,-2.23763589234049,0.0597606801235081,0.140870684583936,-0.173074999999999,"Non-significant",0.851179374868392,"SPTBN2","Spectrin beta chain, non-erythrocytic 2","SPTN2_HUMAN",0.173074999999999
-0.349024999999999,7.2055425,-2.28887654135351,0.0542422003069074,0.129142770274148,-5.88127048576582,"GNA12_HUMAN",10,2.23609771837557,0.0598972953832675,0.141151556438178,0.349024999999999,"Non-significant",0.850314328648586,"GNA12","Guanine nucleotide-binding protein subunit alpha-12","GNA12_HUMAN",-0.349024999999999
0.102,15.14235,2.08779613071729,0.0734115619358175,0.161641420628497,-6.18321626325862,"TMED5_HUMAN",9,-2.2338035262765,0.0601016428744074,0.141591833096425,-0.102,"Non-significant",0.848961795681873,"TMED5","Transmembrane emp24 domain-containing protein 5","TMED5_HUMAN",0.102
-0.140124999999999,14.1962375,-3.26867643954803,0.0128353501669312,0.0458192332049236,-4.38456608504737,"VILI_HUMAN",46,2.23360041585864,0.0601197680885576,0.141593264994118,0.140124999999999,"Non-significant",0.848957403746912,"VIL1","Villin-1","VILI_HUMAN",-0.140124999999999
1.181355,6.1305325,2.26742615028728,0.0560214222049438,0.132442572589225,-5.91373976476904,"SMC4_HUMAN",20,-2.23286812276019,0.0601851623878242,0.141705991139174,-1.181355,"Non-significant",0.848611787976394,"SMC4","Structural maintenance of chromosomes protein 4","SMC4_HUMAN",1.181355
0.0841750000000054,13.1745625,2.41739805640904,0.0447159447703466,0.112352807453749,-5.68578123042895,"CLPX_HUMAN",33,-2.23247421478997,0.060220368306083,0.141712697923812,-0.0841750000000054,"Non-significant",0.848591233795088,"CLPX","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial","CLPX_HUMAN",0.0841750000000054
-1.1223875,7.28199625,-2.27140277861485,0.0556871945223533,0.1318838538893,-5.90772432341076,"RRP36_HUMAN",7,2.23244393708534,0.0602230752651607,0.141712697923812,1.1223875,"Non-significant",0.848591233795088,"RRP36","Ribosomal RNA processing protein 36 homolog","RRP36_HUMAN",-1.1223875
-0.106450000000001,11.328475,-2.28430610674342,0.0546164632115093,0.129770678965148,-5.88819304407477,"RM22_HUMAN",9,2.23036234207171,0.0604094733184627,0.142109945527687,0.106450000000001,"Non-significant",0.847375527022223,"MRPL22","Large ribosomal subunit protein uL22m","RM22_HUMAN",-0.106450000000001
-0.391292499999999,6.95065625,-2.28673743499153,0.0544170440679734,0.129444663684941,-5.88451074603007,"SCC4_HUMAN",11,2.22872100446828,0.0605568580749148,0.142415212051073,0.391292499999999,"Non-significant",0.846443619147265,"MAU2","MAU2 chromatid cohesion factor homolog","SCC4_HUMAN",-0.391292499999999
0.115549999999997,10.497225,2.55739785177606,0.036261550299862,0.096162109932344,-5.47152021742462,"RM43_HUMAN",10,-2.22715004000938,0.0606982629984736,0.142689462263217,-0.115549999999997,"Non-significant",0.845608098713811,"MRPL43","Large ribosomal subunit protein mL43","RM43_HUMAN",0.115549999999997
0.0757499999999993,11.247425,1.88075195235788,0.100143825230488,0.203484801241336,-6.48641987098012,"TIM16_HUMAN",8,-2.22703335778102,0.0607087790081903,0.142689462263217,-0.0757499999999993,"Non-significant",0.845608098713811,"PAM16","Mitochondrial import inner membrane translocase subunit TIM16","TIM16_HUMAN",0.0757499999999993
0.1719525,8.87510375,2.17442159380348,0.0644393847110024,0.147164523086141,-6.05385784339495,"MTO1_HUMAN",23,-2.2249475721889,0.060897070827033,0.143090413806659,-0.1719525,"Non-significant",0.844389460372459,"MTO1","Protein MTO1 homolog, mitochondrial","MTO1_HUMAN",0.1719525
-0.132795000000003,9.7445075,-2.17429551141462,0.0644516159501346,0.147164523086141,-6.05404698880817,"OSBL8_HUMAN",35,2.22472571107829,0.0609171336599653,0.143095957969631,0.132795000000003,"Non-significant",0.84437263357969,"OSBPL8","Oxysterol-binding protein-related protein 8","OSBL8_HUMAN",-0.132795000000003
0.111725,10.3309625,3.37137504921886,0.011101941031288,0.0414107011333183,-4.23011417135519,"DCA11_HUMAN",24,-2.22346569066557,0.0610312032671514,0.143322259154092,-0.111725,"Non-significant",0.843686354773139,"DCAF11","DDB1- and CUL4-associated factor 11","DCA11_HUMAN",0.111725
0.187825,11.2180125,2.22215227484081,0.0599718152077356,0.139400086865564,-5.98209064581521,"RL37A_HUMAN",7,-2.22131710500587,0.0612262110611399,0.143738444381991,-0.187825,"Non-significant",0.842427059632139,"RPL37A","Large ribosomal subunit protein eL43","RL37A_HUMAN",0.187825
-0.343842500000003,8.24707375,-2.24856007628021,0.0576347896305352,0.135377545952513,-5.94225302057889,"SOSSC_HUMAN",6,2.22110350003018,0.0612456323223354,0.143742289797165,0.343842500000003,"Non-significant",0.842415441165977,"INIP","SOSS complex subunit C","SOSSC_HUMAN",-0.343842500000003
-0.0854749999999989,10.9380125,-2.39747100111388,0.0460735007150198,0.114658899716596,-5.71618353386061,"ATG5_HUMAN",14,2.22017888931686,0.0613297707786101,0.143895478011122,0.0854749999999989,"Non-significant",0.841952853774822,"ATG5","Autophagy protein 5","ATG5_HUMAN",-0.0854749999999989
