"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BM1"
0.0385249999999981,13.4501625,1.0284417540306,0.336899936960786,0.500765389932703,-7.79682800311441,"VATG1_HUMAN",7,-1.11418280830188,0.301988874911043,0.471595068760812,-0.0385249999999981,"Non-significant",0.326430744758385,"ATP6V1G1","V-type proton ATPase subunit G 1","VATG1_HUMAN",0.0385249999999981
-0.0911000000000026,9.3583425,-1.1544290649674,0.285035712514364,0.446206922144628,-7.66257799396987,"THOC6_HUMAN",17,1.11248702832678,0.30266907432017,0.472496913668087,0.0911000000000026,"Non-significant",0.325601023940532,"THOC6","THO complex subunit 6","THOC6_HUMAN",-0.0911000000000026
0.0332999999999988,13.2673,1.05411031745057,0.32576548377227,0.48898094806523,-7.77038751739287,"ELAV1_HUMAN",14,-1.11245162521972,0.302683288256013,0.472496913668087,-0.0332999999999988,"Non-significant",0.325601023940532,"ELAVL1","ELAV-like protein 1","ELAV1_HUMAN",0.0332999999999988
-0.267625000000002,16.4742375,-1.14762637807449,0.287659689112435,0.448871287084133,-7.67010603671707,"MIF_HUMAN",6,1.11229969396031,0.302744293063115,0.472500892224204,0.267625000000002,"Non-significant",0.325597367074966,"MIF","Macrophage migration inhibitory factor","MIF_HUMAN",-0.267625000000002
-0.231897500000001,6.38896125,-1.1281147509819,0.295295910405277,0.457431361403958,-7.69152659003839,"CBPC1_HUMAN",11,1.11192999106443,0.302892781328224,0.472529426801531,0.231897500000001,"Non-significant",0.325571140594756,"AGTPBP1","Cytosolic carboxypeptidase 1","CBPC1_HUMAN",-0.231897500000001
-0.0394250000000014,10.3434125,-1.19658328078752,0.26921295967495,0.428604748956359,-7.61525390098208,"SCFD2_HUMAN",26,1.11191104024012,0.302900394375698,0.472529426801531,0.0394250000000014,"Non-significant",0.325571140594756,"SCFD2","Sec1 family domain-containing protein 2","SCFD2_HUMAN",-0.0394250000000014
-0.0412749999999971,10.2273875,-1.26045597471483,0.24664275014372,0.405123623127757,-7.54141069707784,"NU160_HUMAN",42,1.11150319742864,0.303064273385646,0.472529426801531,0.0412749999999971,"Non-significant",0.325571140594756,"NUP160","Nuclear pore complex protein Nup160","NU160_HUMAN",-0.0412749999999971
0.168550000000003,11.779125,1.12164827561941,0.297862885053657,0.459470553413875,-7.69856901909453,"SGMR2_HUMAN",4,-1.11139641580785,0.303107192197557,0.472529426801531,-0.168550000000003,"Non-significant",0.325571140594756,"TMEM97","Sigma intracellular receptor 2","SGMR2_HUMAN",0.168550000000003
-0.545759999999999,6.6049475,-1.12892586384194,0.29497520169609,0.457197421919366,-7.69064122966803,"IN80C_HUMAN",5,1.11132657118453,0.303135267572909,0.472529426801531,0.545759999999999,"Non-significant",0.325571140594756,"INO80C","INO80 complex subunit C","IN80C_HUMAN",-0.545759999999999
0.717840000000001,6.4770975,1.12950562825624,0.294746140741281,0.457017658855126,-7.69000812182371,"TSR3_HUMAN",3,-1.11126920875997,0.303158327074331,0.472529426801531,-0.717840000000001,"Non-significant",0.325571140594756,"TSR3","18S rRNA aminocarboxypropyltransferase","TSR3_HUMAN",0.717840000000001
-0.0567250000000001,12.3477125,-1.15999427030641,0.282903742472782,0.444019745199279,-7.65639660966222,"DEN10_HUMAN",19,1.11109164256159,0.303229717140183,0.472529426801531,0.0567250000000001,"Non-significant",0.325571140594756,"DENND10","DENN domain-containing protein 10","DEN10_HUMAN",-0.0567250000000001
-0.0572749999999971,10.5811375,-1.09520399810754,0.308549471210891,0.470123539264398,-7.72707020836457,"FBXL8_HUMAN",19,1.11109030930336,0.303230253225231,0.472529426801531,0.0572749999999971,"Non-significant",0.325571140594756,"FBXL8","F-box/LRR-repeat protein 8","FBXL8_HUMAN",-0.0572749999999971
-0.0517300000000009,9.5061725,-1.09502152887654,0.308624270928726,0.470148884643214,-7.7272651880981,"DDX41_HUMAN",35,1.1102559446068,0.303565891289381,0.472961275885133,0.0517300000000009,"Non-significant",0.325174416044144,"DDX41","Probable ATP-dependent RNA helicase DDX41","DDX41_HUMAN",-0.0517300000000009
0.152950000000001,7.7282925,1.12685020801342,0.295796469320489,0.457768114401208,-7.6929059970223,"TM101_HUMAN",2,-1.10960910356271,0.303826302618963,0.473260488130011,-0.152950000000001,"Non-significant",0.324899752669993,"TMEM101","Transmembrane protein 101","TM101_HUMAN",0.152950000000001
0.199437499999999,7.45688125,1.17395001703625,0.277615274539884,0.438017619384322,-7.64080628385626,"FA20A_HUMAN",7,-1.10946927222207,0.303882621116607,0.473260488130011,-0.199437499999999,"Non-significant",0.324899752669993,"FAM20A","Pseudokinase FAM20A","FA20A_HUMAN",0.199437499999999
-0.116532499999998,8.84247375,-1.12934382476164,0.294810053597605,0.457029087692643,-7.69018483555551,"SBP2L_HUMAN",15,1.10922387136545,0.303981479343878,0.473260488130011,0.116532499999998,"Non-significant",0.324899752669993,"SECISBP2L","Selenocysteine insertion sequence-binding protein 2-like","SBP2L_HUMAN",-0.116532499999998
-0.162640000000001,7.6070325,-1.1250694097818,0.296502555661456,0.458421988793334,-7.69484671301721,"TESK2_HUMAN",13,1.10913726386113,0.304016374890072,0.473260488130011,0.162640000000001,"Non-significant",0.324899752669993,"TESK2","Dual specificity testis-specific protein kinase 2","TESK2_HUMAN",-0.162640000000001
-0.0562750000000012,11.5664875,-1.08714546082477,0.311866837054739,0.473749228324273,-7.73565905315698,"RT02_HUMAN",13,1.10905210864139,0.304050688464574,0.473260488130011,0.0562750000000012,"Non-significant",0.324899752669993,"MRPS2","Small ribosomal subunit protein uS2m","RT02_HUMAN",-0.0562750000000012
0.0415349999999997,9.62044,1.0638622717946,0.321612327461489,0.484369867369897,-7.76021681317061,"SYVM_HUMAN",34,-1.10759105585772,0.304639915271201,0.473893050910888,-0.0415349999999997,"Non-significant",0.324319659676169,"VARS2","Valine--tRNA ligase, mitochondrial","SYVM_HUMAN",0.0415349999999997
-0.221852500000001,6.19258875,-1.13618857919409,0.292116217996628,0.453636001934052,-7.68269388560701,"RNF41_HUMAN",7,1.10753705927991,0.304661709285347,0.473893050910888,0.221852500000001,"Non-significant",0.324319659676169,"RNF41","E3 ubiquitin-protein ligase NRDP1","RNF41_HUMAN",-0.221852500000001
0.841245000000004,9.36931,1.1255259696581,0.29632139899503,0.458406372065627,-7.69434935882136,"RPGF4_HUMAN",5,-1.10751765036223,0.304669543391975,0.473893050910888,-0.841245000000004,"Non-significant",0.324319659676169,"RAPGEF4","Rap guanine nucleotide exchange factor 4","RPGF4_HUMAN",0.841245000000004
0.18547,7.2899325,1.14905251919082,0.287107950601342,0.448269956482644,-7.66853037480491,"ZSC18_HUMAN",11,-1.10746301280077,0.304691597870084,0.473893050910888,-0.18547,"Non-significant",0.324319659676169,"ZSCAN18","Zinc finger and SCAN domain-containing protein 18","ZSC18_HUMAN",0.18547
0.0348750000000031,11.6262625,0.978044403370107,0.359623441941755,0.521218626719599,-7.84731467348494,"LYRM4_HUMAN",7,-1.10711106586784,0.304833692525563,0.473992432457503,-0.0348750000000031,"Non-significant",0.324228592014066,"LYRM4","LYR motif-containing protein 4","LYRM4_HUMAN",0.0348750000000031
-1.5325,11.474625,-1.1251702455006,0.296462537680778,0.458421988793334,-7.69473687965935,"PCBP3_HUMAN",1,1.10695584152123,0.304896379741652,0.473992432457503,1.5325,"Non-significant",0.324228592014066,"PCBP3","Poly(rC)-binding protein 3","PCBP3_HUMAN",-1.5325
-0.2027725,6.46485875,-1.12043356178199,0.298347105407291,0.459866447941864,-7.69988874950225,"MCM6_HUMAN",23,1.10686909295073,0.304931417639369,0.473992432457503,0.2027725,"Non-significant",0.324228592014066,"MCM6","DNA replication licensing factor MCM6","MCM6_HUMAN",-0.2027725
0.484042499999999,5.94010625,1.12401944603634,0.296919508946336,0.458715671026994,-7.69598995505878,"PRI1_HUMAN",6,-1.1066093247029,0.305036358055857,0.474064388034126,-0.484042499999999,"Non-significant",0.324162667885355,"PRIM1","DNA primase small subunit","PRI1_HUMAN",0.484042499999999
-0.553964999999999,6.473955,-1.12382725494663,0.296995882000407,0.458745980166117,-7.69619913914373,"ONEC2_HUMAN",4,1.10626982788938,0.30517355122522,0.474119755494699,0.553964999999999,"Non-significant",0.324111948238132,"ONECUT2","One cut domain family member 2","ONEC2_HUMAN",-0.553964999999999
-0.0749974999999985,9.98239375,-1.15919194364191,0.283210291900799,0.444071540142417,-7.65728902966284,"DJC10_HUMAN",24,1.10623087143277,0.305189297023248,0.474119755494699,0.0749974999999985,"Non-significant",0.324111948238132,"DNAJC10","DnaJ homolog subfamily C member 10","DJC10_HUMAN",-0.0749974999999985
0.0934574999999995,7.93957375,1.09990874373873,0.306625887809001,0.468163402183634,-7.72203488106699,"NGRN_HUMAN",13,-1.10587900246451,0.305331548741435,0.474249598093202,-0.0934574999999995,"Non-significant",0.323993028485644,"NGRN","Neugrin","NGRN_HUMAN",0.0934574999999995
0.260562499999998,6.38048625,1.12258704896203,0.29748910057753,0.459156845516169,-7.69754839616768,"CO4A1_HUMAN",3,-1.10568442175719,0.305410235924615,0.474280679534806,-0.260562499999998,"Non-significant",0.323964566561124,"COL4A1","Collagen alpha-1(IV) chain","CO4A1_HUMAN",0.260562499999998
0.183504999999997,7.8325275,1.15956585834527,0.283067394162054,0.444019745199279,-7.65687318076829,"X3CL1_HUMAN",5,-1.10505451020362,0.305665081081642,0.474525496146858,-0.183504999999997,"Non-significant",0.323740448066163,"CX3CL1","Fractalkine","X3CL1_HUMAN",0.183504999999997
0.0930625000000003,8.39527625,1.10537879968379,0.304401571052501,0.466176183936599,-7.7161611299347,"PRP18_HUMAN",12,-1.10490701875372,0.305724777076423,0.474525496146858,-0.0930625000000003,"Non-significant",0.323740448066163,"PRPF18","Pre-mRNA-splicing factor 18","PRP18_HUMAN",0.0930625000000003
-0.787925,9.1967525,-1.12361819017274,0.297078978486938,0.458786660892227,-7.69642666030046,"C19L2_HUMAN",10,1.10485951971633,0.305744003950617,0.474525496146858,0.787925,"Non-significant",0.323740448066163,"CWF19L2","CWF19-like protein 2","C19L2_HUMAN",-0.787925
0.0298499999999997,10.52175,0.929724883711256,0.382493578252267,0.54306966327298,-7.89388482268117,"MTM1_HUMAN",32,-1.10439575404623,0.305931780708027,0.474725779125165,-0.0298499999999997,"Non-significant",0.323557184064619,"MTM1","Myotubularin","MTM1_HUMAN",0.0298499999999997
-0.0558124999999983,8.87909375,-1.23783684082721,0.254445171760781,0.413070962711869,-7.56784718032338,"UBP40_HUMAN",38,1.10372189782046,0.306204789105138,0.474972012813199,0.0558124999999983,"Non-significant",0.323331979930681,"USP40","Ubiquitin carboxyl-terminal hydrolase 40","UBP40_HUMAN",-0.0558124999999983
-0.0597750000000001,15.2735125,-1.07471587008466,0.317039608577028,0.479681488860729,-7.74881697661468,"EBP_HUMAN",4,1.10371400751516,0.306207986981267,0.474972012813199,0.0597750000000001,"Non-significant",0.323331979930681,"EBP","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","EBP_HUMAN",-0.0597750000000001
0.0774775000000005,8.75545125,1.21408163814473,0.262863362339458,0.422403060129266,-7.59527517730897,"RBM7_HUMAN",11,-1.10277537907026,0.306588598864103,0.475471152075699,-0.0774775000000005,"Non-significant",0.322875827568621,"RBM7","RNA-binding protein 7","RBM7_HUMAN",0.0774775000000005
0.0537499999999991,9.97191,1.07267386383472,0.317895942298288,0.480200504877044,-7.75096816955915,"THUM3_HUMAN",22,-1.10161525336741,0.307059557781932,0.476031033304676,-0.0537499999999991,"Non-significant",0.322364733931498,"THUMPD3","tRNA (guanine(6)-N2)-methyltransferase THUMP3","THUM3_HUMAN",0.0537499999999991
0.0457200000000011,8.015835,1.07828529334684,0.315547163307403,0.477963932205415,-7.74504958177163,"DEPD5_HUMAN",33,-1.10159594354661,0.307067401664058,0.476031033304676,-0.0457200000000011,"Non-significant",0.322364733931498,"DEPDC5","GATOR1 complex protein DEPDC5","DEPD5_HUMAN",0.0457200000000011
0.0397999999999996,11.813175,1.13474092935469,0.29268427488135,0.454334246726386,-7.68428083894529,"UBR4_HUMAN",200,-1.10122891201557,0.30721652520256,0.476164024340675,-0.0397999999999996,"Non-significant",0.322243419978041,"UBR4","E3 ubiquitin-protein ligase UBR4","UBR4_HUMAN",0.0397999999999996
-0.0533000000000037,14.3165,-2.13200133675676,0.0692019530022206,0.16960563557215,-6.35243791107362,"PP2AB_HUMAN",20,1.10109485386055,0.307271007170724,0.476164024340675,0.0533000000000037,"Non-significant",0.322243419978041,"PPP2CB","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform","PP2AB_HUMAN",-0.0533000000000037
0.0931500000000014,8.1290725,1.21834653658454,0.261334956501502,0.42066104993466,-7.59037661341416,"CBX8_HUMAN",9,-1.10039744069537,0.307554566108223,0.476512086994972,-0.0931500000000014,"Non-significant",0.321926078764075,"CBX8","Chromobox protein homolog 8","CBX8_HUMAN",0.0931500000000014
-0.174845000000002,6.66962,-1.11013746008751,0.302477154766775,0.46419647654829,-7.7110344380306,"PKD2_HUMAN",10,1.09935543542543,0.307978626835355,0.477077662075542,0.174845000000002,"Non-significant",0.321410917678013,"PKD2","Polycystin-2","PKD2_HUMAN",-0.174845000000002
0.113515000000005,9.7786025,1.10067687922708,0.306312747721072,0.467901597959361,-7.72121130936733,"ARL6_HUMAN",11,-1.09850484177635,0.308325140694253,0.477522918611161,-0.113515000000005,"Non-significant",0.321005779708507,"ARL6","ADP-ribosylation factor-like protein 6","ARL6_HUMAN",0.113515000000005
-0.0942875000000036,8.20406125,-1.09523819643207,0.308535453895701,0.470123539264398,-7.72703366273967,"NCOA7_HUMAN",33,1.09833613344345,0.308393906422179,0.477537920615033,0.0942875000000036,"Non-significant",0.320992135996542,"NCOA7","Nuclear receptor coactivator 7","NCOA7_HUMAN",-0.0942875000000036
0.218752499999999,8.95198625,1.1117293948281,0.301835574075617,0.46372680252998,-7.70931589921844,"RASH_HUMAN",2,-1.09813874379414,0.308474378461057,0.477562508993044,-0.218752499999999,"Non-significant",0.320969774794389,"HRAS","GTPase HRas","RASH_HUMAN",0.218752499999999
-0.207370000000001,7.0426175,-1.12335799801935,0.297182422878498,0.458858743863782,-7.6967097808555,"SCC4_HUMAN",11,1.09800736079271,0.308527950261249,0.477562508993044,0.207370000000001,"Non-significant",0.320969774794389,"MAU2","MAU2 chromatid cohesion factor homolog","SCC4_HUMAN",-0.207370000000001
0.0337999999999994,16.6682,1.00086468158304,0.349191844255832,0.511514717169307,-7.82469150703766,"NIPS1_HUMAN",18,-1.09756112343267,0.308709961101316,0.477752750446474,-0.0337999999999994,"Non-significant",0.320796804010703,"NIPSNAP1","Protein NipSnap homolog 1","NIPS1_HUMAN",0.0337999999999994
0.196987499999999,7.43015125,1.11086850045934,0.302182394272213,0.463864868929641,-7.71024547575385,"DGCR8_HUMAN",18,-1.09642710409727,0.309172895003531,0.478338683650778,-0.196987499999999,"Non-significant",0.320264495948576,"DGCR8","Microprocessor complex subunit DGCR8","DGCR8_HUMAN",0.196987499999999
0.109915000000001,9.9840975,1.09722090708997,0.307723650418924,0.469484761482854,-7.7249134682825,"ASURF_HUMAN",5,-1.09634378293374,0.309206930851827,0.478338683650778,-0.109915000000001,"Non-significant",0.320264495948576,"ASDURF","ASNSD1 upstream open reading frame protein","ASURF_HUMAN",0.109915000000001
0.0387000000000022,12.5233,0.991993924364238,0.35321879188047,0.514759543288367,-7.83353281233949,"DDI2_HUMAN",18,-1.0959197553433,0.309380188802616,0.478402504466424,-0.0387000000000022,"Non-significant",0.320206555455471,"DDI2","Protein DDI1 homolog 2","DDI2_HUMAN",0.0387000000000022
-0.218887500000001,6.71732375,-1.11101433923698,0.302123618916113,0.463864868929641,-7.71008803783543,"GSTCD_HUMAN",6,1.09588197002886,0.309395631718633,0.478402504466424,0.218887500000001,"Non-significant",0.320206555455471,"GSTCD","Glutathione S-transferase C-terminal domain-containing protein","GSTCD_HUMAN",-0.218887500000001
0.0903999999999989,10.74245,1.11669912543766,0.2998397680717,0.461684947089606,-7.703939730733,"A2AP_HUMAN",14,-1.09571883698444,0.309462311604817,0.478402504466424,-0.0903999999999989,"Non-significant",0.320206555455471,"SERPINF2","Alpha-2-antiplasmin","A2AP_HUMAN",0.0903999999999989
0.0487499999999983,12.839025,1.06901227800168,0.319436080042382,0.482076518854102,-7.75481810466606,"MSRA_HUMAN",11,-1.09553600626719,0.309537056644004,0.478402504466424,-0.0487499999999983,"Non-significant",0.320206555455471,"MSRA","Mitochondrial peptide methionine sulfoxide reductase","MSRA_HUMAN",0.0487499999999983
-0.659735,6.9710475,-1.11391996618822,0.30095453397992,0.462914462066544,-7.70694826620216,"RHBD3_HUMAN",6,1.09540564240609,0.309590361050714,0.478402504466424,0.659735,"Non-significant",0.320206555455471,"RHBDD3","Rhomboid domain-containing protein 3","RHBD3_HUMAN",-0.659735
-0.23715,11.7994,-1.10995611587537,0.302550310022497,0.464220606665118,-7.71123009356442,"HMGN3_HUMAN",4,1.09537399286136,0.309603303335873,0.478402504466424,0.23715,"Non-significant",0.320206555455471,"HMGN3","High mobility group nucleosome-binding domain-containing protein 3","HMGN3_HUMAN",-0.23715
-0.366054999999999,6.07308,-1.11081567335526,0.302203686723183,0.463864868929641,-7.71030250079679,"FAN_HUMAN",10,1.09430519023559,0.310040620322859,0.478986684646344,0.366054999999999,"Non-significant",0.319676559372482,"NSMAF","Protein FAN","FAN_HUMAN",-0.366054999999999
0.0558249999999987,14.4879625,1.88502548141073,0.100059936116301,0.218059979409021,-6.71435181424078,"IF4H_HUMAN",17,-1.09405658730331,0.310142411613359,0.479052381630189,-0.0558249999999987,"Non-significant",0.319616996378423,"EIF4H","Eukaryotic translation initiation factor 4H","IF4H_HUMAN",0.0558249999999987
-0.128979999999999,7.5104375,-1.0987548517277,0.307096771487612,0.46861680270613,-7.723271278408,"RGPA1_HUMAN",27,1.09365068537823,0.310308667578691,0.4792176079554,0.128979999999999,"Non-significant",0.319467232986487,"RALGAPA1","Ral GTPase-activating protein subunit alpha-1","RGPA1_HUMAN",-0.128979999999999
-0.183617499999999,8.11986375,-1.10565926602122,0.304287875780766,0.466090373306033,-7.71585940626019,"HS904_HUMAN",3,1.09314018636192,0.310517868434185,0.479407341238577,0.183617499999999,"Non-significant",0.319295319833043,"HSP90AA4P","Putative heat shock protein HSP 90-alpha A4","HS904_HUMAN",-0.183617499999999
-0.0230749999999986,11.5414125,-1.01200780381821,0.344183758409847,0.507542607604287,-7.81350113909258,"PPM1G_HUMAN",19,1.09306144371556,0.310550147064851,0.479407341238577,0.0230749999999986,"Non-significant",0.319295319833043,"PPM1G","Protein phosphatase 1G","PPM1G_HUMAN",-0.0230749999999986
-0.0381250000000009,10.9892625,-1.0132439199013,0.343631660477027,0.507226937844377,-7.81225403490657,"SYYM_HUMAN",23,1.09174363464107,0.311090753410364,0.480150192823366,0.0381250000000009,"Non-significant",0.318622892391966,"YARS2","Tyrosine--tRNA ligase, mitochondrial","SYYM_HUMAN",-0.0381250000000009
-0.083755,8.947045,-1.18435722262416,0.273725044812999,0.433572317700073,-7.62909769868781,"PROD_HUMAN",28,1.09081309201322,0.311472948824722,0.480648309536127,0.083755,"Non-significant",0.318172580784389,"PRODH","Proline dehydrogenase 1, mitochondrial","PROD_HUMAN",-0.083755
-1.209575,7.54196,-1.10854905218667,0.30311841407202,0.464651268906531,-7.7127474297924,"K2C78_HUMAN",17,1.09065154241262,0.311539339608562,0.480658996384044,1.209575,"Non-significant",0.31816292468576,"KRT78","Keratin, type II cytoskeletal 78","K2C78_HUMAN",-1.209575
1.1991275,9.55909125,1.10855738255128,0.303115048136511,0.464651268906531,-7.71273845058823,"MET25_HUMAN",6,-1.08977485615644,0.311899823847104,0.480968416595207,-1.1991275,"Non-significant",0.317883441191173,"METTL25","Probable methyltransferase-like protein 25","MET25_HUMAN",1.1991275
0.0224499999999992,14.990475,0.833972669955877,0.430973172059487,0.587079879621491,-7.9805940256967,"ALAT1_HUMAN",28,-1.08973575514392,0.311915909617176,0.480968416595207,-0.0224499999999992,"Non-significant",0.317883441191173,"GPT","Alanine aminotransferase 1","ALAT1_HUMAN",0.0224499999999992
0.0718499999999977,12.266675,2.13353137756391,0.0690436696331213,0.169269026886418,-6.35015956815162,"DLG1_HUMAN",39,-1.0896493514715,0.311951457609106,0.480968416595207,-0.0718499999999977,"Non-significant",0.317883441191173,"DLG1","Disks large homolog 1","DLG1_HUMAN",0.0718499999999977
0.207332499999999,7.03319125,1.10492801564232,0.304584381539826,0.466367788593752,-7.71664596616237,"BMPR2_HUMAN",13,-1.08949895128646,0.312013342693922,0.480968416595207,-0.207332499999999,"Non-significant",0.317883441191173,"BMPR2","Bone morphogenetic protein receptor type-2","BMPR2_HUMAN",0.207332499999999
0.0910749999999982,10.8996375,1.49935598277918,0.17610027326568,0.324019692421236,-7.24490775649021,"TIDC1_HUMAN",14,-1.08944046920678,0.312037408960196,0.480968416595207,-0.0910749999999982,"Non-significant",0.317883441191173,"TIMMDC1","Complex I assembly factor TIMMDC1, mitochondrial","TIDC1_HUMAN",0.0910749999999982
0.0717849999999967,9.8476725,1.21365814255027,0.263015538986836,0.422403060129266,-7.59576097506436,"SIM12_HUMAN",6,-1.08929157488797,0.312098688003299,0.480971152551128,-0.0717849999999967,"Non-significant",0.317880970743761,"SMIM12","Small integral membrane protein 12","SIM12_HUMAN",0.0717849999999967
0.0689650000000004,8.8750275,1.0730586932335,0.317734419653938,0.480142651544061,-7.75056299004556,"NELFD_HUMAN",20,-1.08855835505095,0.312400594136768,0.481344643996854,-0.0689650000000004,"Non-significant",0.317543856289975,"NELFCD","Negative elongation factor C/D","NELFD_HUMAN",0.0689650000000004
0.0275250000000007,16.0584875,1.24606810721034,0.25158190945233,0.409987212520803,-7.55826251984874,"RSSA_HUMAN",18,-1.0883086182301,0.312503478037404,0.481411399461852,-0.0275250000000007,"Non-significant",0.317483630170744,"RPSA","Small ribosomal subunit protein uS2","RSSA_HUMAN",0.0275250000000007
-0.0188749999999978,16.3957125,-0.793512766237877,0.45271978037363,0.605048608591278,-8.01490493861151,"ANXA6_HUMAN",65,1.08773353906743,0.312740496947763,0.481684725005482,0.0188749999999978,"Non-significant",0.317237125641169,"ANXA6","Annexin A6","ANXA6_HUMAN",-0.0188749999999978
0.145667500000005,9.33896875,1.11975028555121,0.298619760296713,0.460111231886834,-7.70063065509808,"LRMDA_HUMAN",6,-1.08745260792,0.312856335448684,0.481771339194458,-0.145667500000005,"Non-significant",0.317159039953973,"LRMDA","Leucine-rich melanocyte differentiation-associated protein","LRMDA_HUMAN",0.145667500000005
-0.582294999999998,5.8694725,-1.10602018687465,0.304141616411743,0.466042973546184,-7.71547105015468,"MD13L_HUMAN",4,1.08717781031667,0.312969678337371,0.481805016357958,0.582294999999998,"Non-significant",0.317128682616548,"MED13L","Mediator of RNA polymerase II transcription subunit 13-like","MD13L_HUMAN",-0.582294999999998
-0.231849999999999,6.7919725,-1.10248309943214,0.305577435859397,0.467180331766882,-7.71927312013678,"S35D2_HUMAN",5,1.08711056491694,0.312997419385827,0.481805016357958,0.231849999999999,"Non-significant",0.317128682616548,"SLC35D2","Nucleotide sugar transporter SLC35D2","S35D2_HUMAN",-0.231849999999999
-0.762627499999999,6.98560375,-1.10371992513407,0.305074746724031,0.466809245242605,-7.71794462217073,"AGRE5_HUMAN",4,1.08603400289008,0.313441808410786,0.482397208184384,0.762627499999999,"Non-significant",0.316595214287526,"ADGRE5","Adhesion G protein-coupled receptor E5","AGRE5_HUMAN",-0.762627499999999
0.0653000000000006,10.7528,1.51436810543386,0.172339083653638,0.319645895633859,-7.22532488420164,"GOLM1_HUMAN",26,-1.08552336306252,0.313652770819287,0.482629991725166,-0.0653000000000006,"Non-significant",0.316385693541976,"GOLM1","Golgi membrane protein 1","GOLM1_HUMAN",0.0653000000000006
-2.6537775,15.59418625,-1.10317837459447,0.305294769526605,0.466957120476067,-7.71852644237035,"ACTN2_HUMAN",2,1.08527972135527,0.313753467684506,0.482693048971043,2.6537775,"Non-significant",0.316328955200897,"ACTN2","Alpha-actinin-2","ACTN2_HUMAN",-2.6537775
-0.4262225,5.90134625,-1.10312639350302,0.305315895300756,0.466957120476067,-7.71858227808231,"BAP1_HUMAN",8,1.08507363754192,0.313838662247443,0.482732237287552,0.4262225,"Non-significant",0.31629369764163,"BAP1","Ubiquitin carboxyl-terminal hydrolase BAP1","BAP1_HUMAN",-0.4262225
-0.0430499999999974,10.770975,-1.0259740674173,0.337985910646071,0.50191808115969,-7.79934440750142,"SEPT8_HUMAN",17,1.08445985477613,0.31409250903065,0.482935182685166,0.0430499999999974,"Non-significant",0.316111154323328,"SEPTIN8","Septin-8","SEPT8_HUMAN",-0.0430499999999974
0.105287499999999,8.93468625,1.21729203645784,0.261712159242133,0.420934153941787,-7.59158884294288,"EPHB4_HUMAN",11,-1.0843624895394,0.314132792305546,0.482935182685166,-0.105287499999999,"Non-significant",0.316111154323328,"EPHB4","Ephrin type-B receptor 4","EPHB4_HUMAN",0.105287499999999
-0.0858749999999997,10.2241625,-1.56881604345752,0.159303706791756,0.302227807723328,-7.15346669404959,"RT18B_HUMAN",12,1.08432127793572,0.314149844186391,0.482935182685166,0.0858749999999997,"Non-significant",0.316111154323328,"MRPS18B","Small ribosomal subunit protein mS40","RT18B_HUMAN",-0.0858749999999997
0.384505,5.842435,1.10091791135036,0.306214541133274,0.467888872586059,-7.72095279750376,"CSAD_HUMAN",4,-1.08411886861914,0.314233604713385,0.482972091062614,-0.384505,"Non-significant",0.316077964585337,"CSAD","Cysteine sulfinic acid decarboxylase","CSAD_HUMAN",0.384505
0.0462749999999978,12.9083625,1.4214580611339,0.196832827302575,0.349363140774422,-7.34483017492111,"ARMT1_HUMAN",25,-1.08380830441402,0.314362156604737,0.483077815938421,-0.0462749999999978,"Non-significant",0.315982905872504,"ARMT1","Damage-control phosphatase ARMT1","ARMT1_HUMAN",0.0462749999999978
-0.0329999999999995,15.9526,-0.955784440506944,0.370026945645523,0.531906768650463,-7.8689961576855,"RHOA_HUMAN",16,1.08357025728985,0.314460720161634,0.483137426547517,0.0329999999999995,"Non-significant",0.315929318312531,"RHOA","Transforming protein RhoA","RHOA_HUMAN",-0.0329999999999995
0.0327750000000009,15.4341375,0.983881565629609,0.356932675552043,0.518807195915693,-7.84156580068313,"CY1_HUMAN",13,-1.08258639905137,0.314868351261278,0.483671775607166,-0.0327750000000009,"Non-significant",0.315449254880929,"CYC1","Cytochrome c1, heme protein, mitochondrial","CY1_HUMAN",0.0327750000000009
1.1607625,9.41544625,1.10148505066533,0.305983565009063,0.467661863948522,-7.7203443698968,"C1D_HUMAN",3,-1.08240812690278,0.314942258292164,0.483688140801669,-1.1607625,"Non-significant",0.315434560632082,"C1D","Nuclear nucleic acid-binding protein C1D","C1D_HUMAN",1.1607625
0.0740250000000024,11.3083875,1.08083080376779,0.314486270771052,0.476742784441562,-7.7423573741921,"TRAM1_HUMAN",9,-1.08227204125226,0.314998685287639,0.483688140801669,-0.0740250000000024,"Non-significant",0.315434560632082,"TRAM1","Translocating chain-associated membrane protein 1","TRAM1_HUMAN",0.0740250000000024
-0.04223,9.4838125,-1.00723577070412,0.34632160237629,0.50906944440452,-7.81830484235099,"BECN1_HUMAN",16,1.08206200695742,0.315085790559803,0.483729999068354,0.04223,"Non-significant",0.315396978508064,"BECN1","Beclin-1","BECN1_HUMAN",-0.04223
