logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BM1_vs_B1,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.0798506736755371,8.842200517654417,,0.3767308197470896,0.8625914712693014,,GLRX2_HUMAN,8,,0.3767308197470896,0.8625914712693014,-0.0798506736755371,Non-significant,0.0641948401837968,GLRX2,"Glutaredoxin-2, mitochondrial",GLRX2_HUMAN,Q9NS18
-0.107069730758667,12.63777911663054,,0.3767362036878572,0.8625914712693014,,DNS2A_HUMAN,8,,0.3767362036878572,0.8625914712693014,0.107069730758667,Non-significant,0.0641948401837968,DNASE2,Deoxyribonuclease-2-alpha,DNS2A_HUMAN,O00115
0.380642175674438,6.52054250240326,,0.3768192822512264,0.8625914712693014,,MCF2L_HUMAN,6,,0.3768192822512264,0.8625914712693014,-0.380642175674438,Non-significant,0.0641948401837968,MCF2L,Guanine nucleotide exchange factor DBS,MCF2L_HUMAN,O15068
-0.334922552108765,15.964738011360204,,0.3768766580451078,0.8625914712693014,,FIBA_HUMAN,8,,0.3768766580451078,0.8625914712693014,0.334922552108765,Non-significant,0.0641948401837968,FGA,Fibrinogen alpha chain,FIBA_HUMAN,P02671
0.135095000267029,7.024427354335785,,0.3768889371450156,0.8625914712693014,,ANR27_HUMAN,8,,0.3768889371450156,0.8625914712693014,-0.135095000267029,Non-significant,0.0641948401837968,ANKRD27,Ankyrin repeat domain-containing protein 27,ANR27_HUMAN,Q96NW4
-0.083735466003418,11.25099062919615,,0.3769588504481036,0.8625914712693014,,PRS23_HUMAN,8,,0.3769588504481036,0.8625914712693014,0.083735466003418,Non-significant,0.0641948401837968,PRSS23,Serine protease 23,PRS23_HUMAN,O95084
0.0523631572723389,10.914412379264824,,0.3770609036608393,0.8625914712693014,,COMD9_HUMAN,8,,0.3770609036608393,0.8625914712693014,-0.0523631572723389,Non-significant,0.0641948401837968,COMMD9,COMM domain-containing protein 9,COMD9_HUMAN,Q9P000
0.0972933769226074,12.021631956100476,,0.3771200943103528,0.8625914712693014,,PVR_HUMAN,8,,0.3771200943103528,0.8625914712693014,-0.0972933769226074,Non-significant,0.0641948401837968,PVR,Poliovirus receptor,PVR_HUMAN,P15151
-0.120144605636597,12.83018076419831,,0.3771776602628886,0.8625914712693014,,PAHX_HUMAN,8,,0.3771776602628886,0.8625914712693014,0.120144605636597,Non-significant,0.0641948401837968,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal",PAHX_HUMAN,O14832
-0.0226686000823975,13.583457112312315,,0.3771986199333442,0.8625914712693014,,HM13_HUMAN,8,,0.3771986199333442,0.8625914712693014,0.0226686000823975,Non-significant,0.0641948401837968,HM13,Minor histocompatibility antigen H13,HM13_HUMAN,Q8TCT9
-0.446659803390503,13.50730812549591,,0.3773954986605426,0.8625914712693014,,FMO3_HUMAN,8,,0.3773954986605426,0.8625914712693014,0.446659803390503,Non-significant,0.0641948401837968,FMO3,Flavin-containing monooxygenase 3,FMO3_HUMAN,P31513
-0.0912830829620361,9.485308527946472,,0.3774016814712772,0.8625914712693014,,UBAP2_HUMAN,8,,0.3774016814712772,0.8625914712693014,0.0912830829620361,Non-significant,0.0641948401837968,UBAP2,Ubiquitin-associated protein 2,UBAP2_HUMAN,Q5T6F2
-0.0566942691802979,8.838490605354309,,0.3775759094335671,0.8625914712693014,,NELFE_HUMAN,8,,0.3775759094335671,0.8625914712693014,0.0566942691802979,Non-significant,0.0641948401837968,NELFE,Negative elongation factor E,NELFE_HUMAN,P18615
0.188153505325317,7.578212380409241,,0.3777727709972619,0.8625914712693014,,NPRL3_HUMAN,8,,0.3777727709972619,0.8625914712693014,-0.188153505325317,Non-significant,0.0641948401837968,NPRL3,GATOR1 complex protein NPRL3,NPRL3_HUMAN,Q12980
-0.0651051998138428,11.384447693824756,,0.3778300779558983,0.8625914712693014,,TMX4_HUMAN,8,,0.3778300779558983,0.8625914712693014,0.0651051998138428,Non-significant,0.0641948401837968,TMX4,Thioredoxin-related transmembrane protein 4,TMX4_HUMAN,Q9H1E5
-0.0686519145965576,11.188784241676323,,0.3782711284757051,0.8625914712693014,,TLN2_HUMAN,8,,0.3782711284757051,0.8625914712693014,0.0686519145965576,Non-significant,0.0641948401837968,TLN2,Talin-2,TLN2_HUMAN,Q9Y4G6
-0.122562408447266,9.277943611145025,,0.3782883198296403,0.8625914712693014,,SGPP1_HUMAN,8,,0.3782883198296403,0.8625914712693014,0.122562408447266,Non-significant,0.0641948401837968,SGPP1,Sphingosine-1-phosphate phosphatase 1,SGPP1_HUMAN,Q9BX95
-0.134744882583618,11.90989291667939,,0.3783393757620045,0.8625914712693014,,SEC63_HUMAN,8,,0.3783393757620045,0.8625914712693014,0.134744882583618,Non-significant,0.0641948401837968,SEC63,Translocation protein SEC63 homolog,SEC63_HUMAN,Q9UGP8
-0.0667459964752197,11.0887130498886,,0.3783450136050898,0.8625914712693014,,UFSP2_HUMAN,8,,0.3783450136050898,0.8625914712693014,0.0667459964752197,Non-significant,0.0641948401837968,UFSP2,Ufm1-specific protease 2,UFSP2_HUMAN,Q9NUQ7
0.909645954767863,5.969208439191183,,0.3783565292584392,0.8625914712693014,,COA8_HUMAN,5,,0.3783565292584392,0.8625914712693014,-0.909645954767863,Non-significant,0.0641948401837968,COA8,Cytochrome c oxidase assembly factor 8,COA8_HUMAN,Q96IL0
-0.0602972507476807,13.39306914806366,,0.3784265091711268,0.8625914712693014,,PREP_HUMAN,8,,0.3784265091711268,0.8625914712693014,0.0602972507476807,Non-significant,0.0641948401837968,PITRM1,"Presequence protease, mitochondrial",PREP_HUMAN,Q5JRX3
-0.07436203956604,11.185737013816832,,0.3784798561517279,0.8625914712693014,,GLPK_HUMAN,8,,0.3784798561517279,0.8625914712693014,0.07436203956604,Non-significant,0.0641948401837968,GK,Glycerol kinase,GLPK_HUMAN,P32189
-0.0873062610626221,9.857314705848694,,0.3786810355985708,0.8625914712693014,,RRP44_HUMAN,8,,0.3786810355985708,0.8625914712693014,0.0873062610626221,Non-significant,0.0641948401837968,DIS3,Exosome complex exonuclease RRP44,RRP44_HUMAN,Q9Y2L1
0.0528075695037842,15.223440289497368,,0.3788452275353882,0.8625914712693014,,ECHD2_HUMAN,8,,0.3788452275353882,0.8625914712693014,-0.0528075695037842,Non-significant,0.0641948401837968,ECHDC2,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",ECHD2_HUMAN,Q86YB7
-0.18618106842041,9.565586566925049,,0.3788630548140476,0.8625914712693014,,NEB1_HUMAN,8,,0.3788630548140476,0.8625914712693014,0.18618106842041,Non-significant,0.0641948401837968,PPP1R9A,Neurabin-1,NEB1_HUMAN,Q9ULJ8
0.243339657783508,6.70812314748764,,0.3790679216926139,0.8625914712693014,,NCS1_HUMAN,7,,0.3790679216926139,0.8625914712693014,-0.243339657783508,Non-significant,0.0641948401837968,NCS1,Neuronal calcium sensor 1,NCS1_HUMAN,P62166
-0.0631217956542969,14.783341407775875,,0.3791515159547178,0.8625914712693014,,RS10_HUMAN,8,,0.3791515159547178,0.8625914712693014,0.0631217956542969,Non-significant,0.0641948401837968,RPS10,Small ribosomal subunit protein eS10,RS10_HUMAN,P46783
0.222278237342834,7.109756886959075,,0.379456407545362,0.8625914712693014,,SAC2_HUMAN,8,,0.379456407545362,0.8625914712693014,-0.222278237342834,Non-significant,0.0641948401837968,INPP5F,Phosphatidylinositide phosphatase SAC2,SAC2_HUMAN,Q9Y2H2
0.0825543403625488,10.451859474182124,,0.3795184972316449,0.8625914712693014,,RPB3_HUMAN,8,,0.3795184972316449,0.8625914712693014,-0.0825543403625488,Non-significant,0.0641948401837968,POLR2C,DNA-directed RNA polymerase II subunit RPB3,RPB3_HUMAN,P19387
-0.153618454933167,7.991386115550996,,0.3795800037401401,0.8625914712693014,,DYN3_HUMAN,8,,0.3795800037401401,0.8625914712693014,0.153618454933167,Non-significant,0.0641948401837968,DNM3,Dynamin-3,DYN3_HUMAN,Q9UQ16
0.174387097358704,7.779431760311127,,0.3795805353509491,0.8625914712693014,,ASND1_HUMAN,8,,0.3795805353509491,0.8625914712693014,-0.174387097358704,Non-significant,0.0641948401837968,ASNSD1,Asparagine synthetase domain-containing protein 1,ASND1_HUMAN,Q9NWL6
0.0514285564422607,13.0327626466751,,0.3795929426407464,0.8625914712693014,,FKB11_HUMAN,8,,0.3795929426407464,0.8625914712693014,-0.0514285564422607,Non-significant,0.0641948401837968,FKBP11,Peptidyl-prolyl cis-trans isomerase FKBP11,FKB11_HUMAN,Q9NYL4
0.218722343444824,9.59366345405579,,0.3796361629466821,0.8625914712693014,,ANO1_HUMAN,8,,0.3796361629466821,0.8625914712693014,-0.218722343444824,Non-significant,0.0641948401837968,ANO1,Anoctamin-1,ANO1_HUMAN,Q5XXA6
-0.0949149131774902,10.21143841743471,,0.3798035912148469,0.8625914712693014,,C4BPB_HUMAN,8,,0.3798035912148469,0.8625914712693014,0.0949149131774902,Non-significant,0.0641948401837968,C4BPB,C4b-binding protein beta chain,C4BPB_HUMAN,P20851
-0.131821990013123,8.091391742229462,,0.3800734326497461,0.8625914712693014,,ST7_HUMAN,8,,0.3800734326497461,0.8625914712693014,0.131821990013123,Non-significant,0.0641948401837968,ST7,Suppressor of tumorigenicity 7 protein,ST7_HUMAN,Q9NRC1
0.024712085723877,11.535865306854266,,0.3801725522267359,0.8625914712693014,,PURA2_HUMAN,8,,0.3801725522267359,0.8625914712693014,-0.024712085723877,Non-significant,0.0641948401837968,ADSS2,Adenylosuccinate synthetase isozyme 2,PURA2_HUMAN,P30520
0.0544431209564209,7.856063842773439,,0.3802190913242235,0.8625914712693014,,RHG29_HUMAN,8,,0.3802190913242235,0.8625914712693014,-0.0544431209564209,Non-significant,0.0641948401837968,ARHGAP29,Rho GTPase-activating protein 29,RHG29_HUMAN,Q52LW3
0.0380380153656006,10.531024336814877,,0.3802293253012113,0.8625914712693014,,ARMC8_HUMAN,8,,0.3802293253012113,0.8625914712693014,-0.0380380153656006,Non-significant,0.0641948401837968,ARMC8,Armadillo repeat-containing protein 8,ARMC8_HUMAN,Q8IUR7
-0.115582942962646,11.19111704826355,,0.3804794367984233,0.8625914712693014,,RBM39_HUMAN,8,,0.3804794367984233,0.8625914712693014,0.115582942962646,Non-significant,0.0641948401837968,RBM39,RNA-binding protein 39,RBM39_HUMAN,Q14498
-0.0322306156158447,14.50263702869415,,0.3804892436073444,0.8625914712693014,,SPRY4_HUMAN,8,,0.3804892436073444,0.8625914712693014,0.0322306156158447,Non-significant,0.0641948401837968,SPRYD4,SPRY domain-containing protein 4,SPRY4_HUMAN,Q8WW59
-0.448135137557983,5.71784198284149,,0.3805969582620532,0.8625914712693014,,CA2D1_HUMAN,4,,0.3805969582620532,0.8625914712693014,0.448135137557983,Non-significant,0.0641948401837968,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,CA2D1_HUMAN,P54289
-0.0625240802764893,8.71201813220978,,0.3806392213675241,0.8625914712693014,,DPH2_HUMAN,8,,0.3806392213675241,0.8625914712693014,0.0625240802764893,Non-significant,0.0641948401837968,DPH2,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,DPH2_HUMAN,Q9BQC3
-0.0443029403686523,10.620842695236217,,0.3808749484696588,0.8625914712693014,,VPS45_HUMAN,8,,0.3808749484696588,0.8625914712693014,0.0443029403686523,Non-significant,0.0641948401837968,VPS45,Vacuolar protein sorting-associated protein 45,VPS45_HUMAN,Q9NRW7
0.140924692153931,9.471612572669985,,0.3808925187099441,0.8625914712693014,,RBM42_HUMAN,8,,0.3808925187099441,0.8625914712693014,-0.140924692153931,Non-significant,0.0641948401837968,RBM42,RNA-binding protein 42,RBM42_HUMAN,Q9BTD8
0.0772671699523926,10.50420022010805,,0.3809351800878378,0.8625914712693014,,GALD1_HUMAN,8,,0.3809351800878378,0.8625914712693014,-0.0772671699523926,Non-significant,0.0641948401837968,GATD1,Glutamine amidotransferase-like class 1 domain-containing protein 1,GALD1_HUMAN,Q8NB37
0.0678665637969971,12.349587559700016,,0.3811629061048743,0.8625914712693014,,PEX14_HUMAN,8,,0.3811629061048743,0.8625914712693014,-0.0678665637969971,Non-significant,0.0641948401837968,PEX14,Peroxisomal membrane protein PEX14,PEX14_HUMAN,O75381
0.622654438018799,14.80208349227906,,0.3811682806657529,0.8625914712693014,,K2C1_HUMAN,8,,0.3811682806657529,0.8625914712693014,-0.622654438018799,Non-significant,0.0641948401837968,KRT1,"Keratin, type II cytoskeletal 1",K2C1_HUMAN,P04264
-0.0530548095703125,9.331135034561155,,0.3811799151090763,0.8625914712693014,,NXN_HUMAN,8,,0.3811799151090763,0.8625914712693014,0.0530548095703125,Non-significant,0.0641948401837968,NXN,Nucleoredoxin,NXN_HUMAN,Q6DKJ4
0.128122806549072,7.367259860038759,,0.3813035055122428,0.8625914712693014,,LMTK2_HUMAN,8,,0.3813035055122428,0.8625914712693014,-0.128122806549072,Non-significant,0.0641948401837968,LMTK2,Serine/threonine-protein kinase LMTK2,LMTK2_HUMAN,Q8IWU2
-0.0444610118865967,10.97896659374235,,0.3815542208803439,0.8625914712693014,,ZNRD2_HUMAN,8,,0.3815542208803439,0.8625914712693014,0.0444610118865967,Non-significant,0.0641948401837968,ZNRD2,Protein ZNRD2,ZNRD2_HUMAN,O60232
-0.44205117225647,11.079274296760545,,0.3815944682924151,0.8625914712693014,,APOC2_HUMAN,8,,0.3815944682924151,0.8625914712693014,0.44205117225647,Non-significant,0.0641948401837968,APOC2,Apolipoprotein C-II,APOC2_HUMAN,P02655
-0.0597584247589111,11.44693553447725,,0.3816347440099276,0.8625914712693014,,S12A4_HUMAN,8,,0.3816347440099276,0.8625914712693014,0.0597584247589111,Non-significant,0.0641948401837968,SLC12A4,Solute carrier family 12 member 4,S12A4_HUMAN,Q9UP95
0.0963208675384521,9.339833378791807,,0.381667257925151,0.8625914712693014,,PARL_HUMAN,8,,0.381667257925151,0.8625914712693014,-0.0963208675384521,Non-significant,0.0641948401837968,PARL,"Presenilin-associated rhomboid-like protein, mitochondrial",PARL_HUMAN,Q9H300
-0.167786836624146,7.332707285881044,,0.3817887010457247,0.8625914712693014,,AMNLS_HUMAN,8,,0.3817887010457247,0.8625914712693014,0.167786836624146,Non-significant,0.0641948401837968,AMN,Protein amnionless,AMNLS_HUMAN,Q9BXJ7
-0.05914306640625,16.168798446655288,,0.3823430022866593,0.8625914712693014,,ACOT1_HUMAN,8,,0.3823430022866593,0.8625914712693014,0.05914306640625,Non-significant,0.0641948401837968,ACOT1,Acyl-coenzyme A thioesterase 1,ACOT1_HUMAN,Q86TX2
-0.0729696750640869,10.76543533802033,,0.3827352188759088,0.8625914712693014,,CUTC_HUMAN,8,,0.3827352188759088,0.8625914712693014,0.0729696750640869,Non-significant,0.0641948401837968,CUTC,Copper homeostasis protein cutC homolog,CUTC_HUMAN,Q9NTM9
0.129422545433044,7.846128880977632,,0.3827609110284143,0.8625914712693014,,FBX9_HUMAN,8,,0.3827609110284143,0.8625914712693014,-0.129422545433044,Non-significant,0.0641948401837968,FBXO9,F-box only protein 9,FBX9_HUMAN,Q9UK97
0.0793108940124512,9.508670091629028,,0.3829366236880658,0.8625914712693014,,MK08_HUMAN,8,,0.3829366236880658,0.8625914712693014,-0.0793108940124512,Non-significant,0.0641948401837968,MAPK8,Mitogen-activated protein kinase 8,MK08_HUMAN,P45983
-0.318052132924397,6.7841490904490165,,0.3829479716947045,0.8625914712693014,,ZBT10_HUMAN,5,,0.3829479716947045,0.8625914712693014,0.318052132924397,Non-significant,0.0641948401837968,ZBTB10,Zinc finger and BTB domain-containing protein 10,ZBT10_HUMAN,Q96DT7
-0.0568060874938965,8.846333026885986,,0.3830293933605008,0.8625914712693014,,TYW1_HUMAN,8,,0.3830293933605008,0.8625914712693014,0.0568060874938965,Non-significant,0.0641948401837968,TYW1,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1,TYW1_HUMAN,Q9NV66
0.625834465026855,6.289370059967042,,0.3831485646705461,0.8625914712693014,,CAH14_HUMAN,7,,0.3831485646705461,0.8625914712693014,-0.625834465026855,Non-significant,0.0641948401837968,CA14,Carbonic anhydrase 14,CAH14_HUMAN,Q9ULX7
-0.0525186061859131,9.621619343757631,,0.3834646871708115,0.8625914712693014,,LIPA1_HUMAN,8,,0.3834646871708115,0.8625914712693014,0.0525186061859131,Non-significant,0.0641948401837968,PPFIA1,Liprin-alpha-1,LIPA1_HUMAN,Q13136
0.0962837934494019,8.232520163059235,,0.3834794786959142,0.8625914712693014,,FBX44_HUMAN,8,,0.3834794786959142,0.8625914712693014,-0.0962837934494019,Non-significant,0.0641948401837968,FBXO44,F-box only protein 44,FBX44_HUMAN,Q9H4M3
0.0761561393737793,16.414590120315566,,0.3835392551068499,0.8625914712693014,,COX5B_HUMAN,8,,0.3835392551068499,0.8625914712693014,-0.0761561393737793,Non-significant,0.0641948401837968,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B_HUMAN,P10606
0.0594391822814941,11.004888534545891,,0.3836124423253085,0.8625914712693014,,TGON2_HUMAN,8,,0.3836124423253085,0.8625914712693014,-0.0594391822814941,Non-significant,0.0641948401837968,TGOLN2,Trans-Golgi network integral membrane protein 2,TGON2_HUMAN,O43493
-0.114527344703674,7.884706437587736,,0.3837992238797571,0.8625914712693014,,NCDN_HUMAN,8,,0.3837992238797571,0.8625914712693014,0.114527344703674,Non-significant,0.0641948401837968,NCDN,Neurochondrin,NCDN_HUMAN,Q9UBB6
-0.0706233978271484,11.223717927932736,,0.3838215339044489,0.8625914712693014,,LSG1_HUMAN,8,,0.3838215339044489,0.8625914712693014,0.0706233978271484,Non-significant,0.0641948401837968,LSG1,Large subunit GTPase 1 homolog,LSG1_HUMAN,Q9H089
-0.104471921920776,13.75868237018586,,0.3838852137513919,0.8625914712693014,,SYIM_HUMAN,8,,0.3838852137513919,0.8625914712693014,0.104471921920776,Non-significant,0.0641948401837968,IARS2,"Isoleucine--tRNA ligase, mitochondrial",SYIM_HUMAN,Q9NSE4
0.333000540733337,6.842746198177338,,0.3839060131991866,0.8625914712693014,,BACH1_HUMAN,8,,0.3839060131991866,0.8625914712693014,-0.333000540733337,Non-significant,0.0641948401837968,BACH1,Transcription regulator protein BACH1,BACH1_HUMAN,O14867
-0.102734804153442,8.391651511192324,,0.3839878457922723,0.8625914712693014,,SPTC2_HUMAN,8,,0.3839878457922723,0.8625914712693014,0.102734804153442,Non-significant,0.0641948401837968,SPTLC2,Serine palmitoyltransferase 2,SPTC2_HUMAN,O15270
-0.115818023681641,14.750638246536266,,0.384027410511936,0.8625914712693014,,ISOC2_HUMAN,8,,0.384027410511936,0.8625914712693014,0.115818023681641,Non-significant,0.0641948401837968,ISOC2,Isochorismatase domain-containing protein 2,ISOC2_HUMAN,Q96AB3
-0.0340092182159424,10.05905449390412,,0.3840486290120251,0.8625914712693014,,RBM22_HUMAN,8,,0.3840486290120251,0.8625914712693014,0.0340092182159424,Non-significant,0.0641948401837968,RBM22,Pre-mRNA-splicing factor RBM22,RBM22_HUMAN,Q9NW64
-0.51630973815918,6.4299864768981925,,0.3840624808038245,0.8625914712693014,,NAF1_HUMAN,5,,0.3840624808038245,0.8625914712693014,0.51630973815918,Non-significant,0.0641948401837968,NAF1,H/ACA ribonucleoprotein complex non-core subunit NAF1,NAF1_HUMAN,Q96HR8
-0.112715005874634,8.623194098472595,,0.384102512391957,0.8625914712693014,,TNAP2_HUMAN,8,,0.384102512391957,0.8625914712693014,0.112715005874634,Non-significant,0.0641948401837968,TNFAIP2,Tumor necrosis factor alpha-induced protein 2,TNAP2_HUMAN,Q03169
-0.0404760837554932,9.987030625343314,,0.3842831727316995,0.8625914712693014,,TRI47_HUMAN,8,,0.3842831727316995,0.8625914712693014,0.0404760837554932,Non-significant,0.0641948401837968,TRIM47,E3 ubiquitin-protein ligase TRIM47,TRI47_HUMAN,Q96LD4
-0.140627861022949,10.798400640487683,,0.3843114804757251,0.8625914712693014,,SELB_HUMAN,8,,0.3843114804757251,0.8625914712693014,0.140627861022949,Non-significant,0.0641948401837968,EEFSEC,Selenocysteine-specific elongation factor,SELB_HUMAN,P57772
-0.07645583152771,10.9237116575241,,0.3843257538188374,0.8625914712693014,,DIAP2_HUMAN,8,,0.3843257538188374,0.8625914712693014,0.07645583152771,Non-significant,0.0641948401837968,DIAPH2,Protein diaphanous homolog 2,DIAP2_HUMAN,O60879
-0.0565390586853027,13.8213746547699,,0.3844095098040573,0.8625914712693014,,SYLC_HUMAN,8,,0.3844095098040573,0.8625914712693014,0.0565390586853027,Non-significant,0.0641948401837968,LARS1,"Leucine--tRNA ligase, cytoplasmic",SYLC_HUMAN,Q9P2J5
0.0870373249053955,8.944778800010681,,0.3845721869838019,0.8625914712693014,,DIESL_HUMAN,8,,0.3845721869838019,0.8625914712693014,-0.0870373249053955,Non-significant,0.0641948401837968,TMEM68,DGAT1/2-independent enzyme synthesizing storage lipids,DIESL_HUMAN,Q96MH6
0.0798261165618896,8.82861077785492,,0.3846089413865231,0.8625914712693014,,RRS1_HUMAN,8,,0.3846089413865231,0.8625914712693014,-0.0798261165618896,Non-significant,0.0641948401837968,RRS1,Ribosome biogenesis regulatory protein homolog,RRS1_HUMAN,Q15050
0.0536491870880127,10.06659924983978,,0.3846141606283768,0.8625914712693014,,F169A_HUMAN,8,,0.3846141606283768,0.8625914712693014,-0.0536491870880127,Non-significant,0.0641948401837968,FAM169A,Soluble lamin-associated protein of 75 kDa,F169A_HUMAN,Q9Y6X4
-0.217247605323792,7.49338883161545,,0.3846241908214413,0.8625914712693014,,FKB1B_HUMAN,8,,0.3846241908214413,0.8625914712693014,0.217247605323792,Non-significant,0.0641948401837968,FKBP1B,Peptidyl-prolyl cis-trans isomerase FKBP1B,FKB1B_HUMAN,P68106
-0.0597777366638184,9.86609601974487,,0.3847105203972933,0.8625914712693014,,VPS52_HUMAN,8,,0.3847105203972933,0.8625914712693014,0.0597777366638184,Non-significant,0.0641948401837968,VPS52,Vacuolar protein sorting-associated protein 52 homolog,VPS52_HUMAN,Q8N1B4
-0.0615596771240234,10.69488978385926,,0.3851404311615368,0.8630860012830395,,DNJC2_HUMAN,8,,0.3851404311615368,0.8630860012830395,0.0615596771240234,Non-significant,0.0639459273186788,DNAJC2,DnaJ homolog subfamily C member 2,DNJC2_HUMAN,Q99543
-0.0867249965667725,12.72400224208831,,0.3851422302973122,0.8630860012830395,,TM10C_HUMAN,8,,0.3851422302973122,0.8630860012830395,0.0867249965667725,Non-significant,0.0639459273186788,TRMT10C,tRNA methyltransferase 10 homolog C,TM10C_HUMAN,Q7L0Y3
0.0323233604431152,12.165428876876836,,0.3855346377017375,0.8633025071050459,,AS3MT_HUMAN,8,,0.3855346377017375,0.8633025071050459,-0.0323233604431152,Non-significant,0.0638369978583246,AS3MT,Arsenite methyltransferase,AS3MT_HUMAN,Q9HBK9
-0.0578944683074951,8.829010367393494,,0.3855651267235595,0.8633025071050459,,AJUBA_HUMAN,8,,0.3855651267235595,0.8633025071050459,0.0578944683074951,Non-significant,0.0638369978583246,AJUBA,LIM domain-containing protein ajuba,AJUBA_HUMAN,Q96IF1
-0.0804004669189453,13.870036840438823,,0.385626526527358,0.8633025071050459,,RL27_HUMAN,8,,0.385626526527358,0.8633025071050459,0.0804004669189453,Non-significant,0.0638369978583246,RPL27,Large ribosomal subunit protein eL27,RL27_HUMAN,P61353
-0.107833743095398,8.174647867679596,,0.3856612545501685,0.8633025071050459,,GIT1_HUMAN,8,,0.3856612545501685,0.8633025071050459,0.107833743095398,Non-significant,0.0638369978583246,GIT1,ARF GTPase-activating protein GIT1,GIT1_HUMAN,Q9Y2X7
-0.104355573654175,9.096561074256895,,0.3858743388739141,0.8635384275464988,,PTH_HUMAN,8,,0.3858743388739141,0.8635384275464988,0.104355573654175,Non-significant,0.0637183315185678,PTRH1,Peptidyl-tRNA hydrolase,PTH_HUMAN,Q86Y79
-0.156296491622925,7.551531076431273,,0.3861820085457227,0.8635384275464988,,STAR4_HUMAN,8,,0.3861820085457227,0.8635384275464988,0.156296491622925,Non-significant,0.0637183315185678,STARD4,StAR-related lipid transfer protein 4,STAR4_HUMAN,Q96DR4
0.0440630912780762,11.59778118133545,,0.3864238766211211,0.8635384275464988,,ENOPH_HUMAN,8,,0.3864238766211211,0.8635384275464988,-0.0440630912780762,Non-significant,0.0637183315185678,ENOPH1,Enolase-phosphatase E1,ENOPH_HUMAN,Q9UHY7
-0.0934684276580811,9.359530329704285,,0.3864559461905106,0.8635384275464988,,THOC6_HUMAN,8,,0.3864559461905106,0.8635384275464988,0.0934684276580811,Non-significant,0.0637183315185678,THOC6,THO complex subunit 6,THOC6_HUMAN,Q86W42
0.0886051654815674,8.89630377292633,,0.3864559745692604,0.8635384275464988,,CLC11_HUMAN,8,,0.3864559745692604,0.8635384275464988,-0.0886051654815674,Non-significant,0.0637183315185678,CLEC11A,C-type lectin domain family 11 member A,CLC11_HUMAN,Q9Y240
0.0543229579925537,11.069997191429156,,0.3865057854029326,0.8635384275464988,,AP4A_HUMAN,8,,0.3865057854029326,0.8635384275464988,-0.0543229579925537,Non-significant,0.0637183315185678,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],AP4A_HUMAN,P50583
-0.0681605339050293,16.316966772079475,,0.3865060680602616,0.8635384275464988,,SDHA_HUMAN,8,,0.3865060680602616,0.8635384275464988,0.0681605339050293,Non-significant,0.0637183315185678,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA_HUMAN,P31040
0.0421793460845947,14.67631804943085,,0.3869482458700772,0.8642901393409511,,RD23A_HUMAN,8,,0.3869482458700772,0.8642901393409511,-0.0421793460845947,Non-significant,0.063340441823761,RAD23A,UV excision repair protein RAD23 homolog A,RD23A_HUMAN,P54725
-0.249113202095032,8.13657456636429,,0.3875943977282706,0.8649972648458892,,TM199_HUMAN,8,,0.3875943977282706,0.8649972648458892,0.249113202095032,Non-significant,0.062985265788614,TMEM199,Transmembrane protein 199,TM199_HUMAN,Q8N511
0.0731201171875,16.73074769973755,,0.3876218259274486,0.8649972648458892,,CYTB_HUMAN,8,,0.3876218259274486,0.8649972648458892,-0.0731201171875,Non-significant,0.062985265788614,CSTB,Cystatin-B,CYTB_HUMAN,P04080
-0.0175793170928955,10.707235217094423,,0.3876271409283613,0.8649972648458892,,ARRB1_HUMAN,8,,0.3876271409283613,0.8649972648458892,0.0175793170928955,Non-significant,0.062985265788614,ARRB1,Beta-arrestin-1,ARRB1_HUMAN,P49407
-0.104365348815918,8.573705196380615,,0.3876880707517233,0.8649972648458892,,ROGDI_HUMAN,8,,0.3876880707517233,0.8649972648458892,0.104365348815918,Non-significant,0.062985265788614,ROGDI,Protein rogdi homolog,ROGDI_HUMAN,Q9GZN7
-0.261280059814453,6.789362549781801,,0.3878194827926819,0.8650543715771282,,PRKN_HUMAN,8,,0.3878194827926819,0.8650543715771282,0.261280059814453,Non-significant,0.06295659480823,PRKN,E3 ubiquitin-protein ligase parkin,PRKN_HUMAN,O60260
0.0514798164367676,17.51745676994325,,0.3879747371955198,0.8651646144499112,,ENPL_HUMAN,8,,0.3879747371955198,0.8651646144499112,-0.0514798164367676,Non-significant,0.0629012516733202,HSP90B1,Endoplasmin,ENPL_HUMAN,P14625
0.0333657264709473,16.305259943008437,,0.3884585411232247,0.8658805316258986,,ACTN1_HUMAN,8,,0.3884585411232247,0.8658805316258986,-0.0333657264709473,Non-significant,0.0625420248819648,ACTN1,Alpha-actinin-1,ACTN1_HUMAN,P12814
