logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,C_vs_D,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.423007806142171,6.5997218290964765,,0.13897371416866167,0.26783069376773033,,TMTC4_HUMAN,7,,0.13897371416866167,0.26783069376773033,0.423007806142171,Non-significant,0.5721396537239387,TMTC4,Protein O-mannosyl-transferase TMTC4,TMTC4_HUMAN,Q5T4D3
-0.689976970354716,7.101939698060354,,0.029418791965495922,0.08664690375804095,,ZFY27_HUMAN,7,,0.029418791965495922,0.08664690375804095,0.689976970354716,Non-significant,1.0622469517593267,ZFYVE27,Protrudin,ZFY27_HUMAN,Q5T4F4
0.0244996547698975,11.8055282831192,,0.3622979198792616,0.5298972625462779,,UBR4_HUMAN,8,,0.3622979198792616,0.5298972625462779,-0.0244996547698975,Non-significant,0.27580832404882727,UBR4,E3 ubiquitin-protein ligase UBR4,UBR4_HUMAN,Q5T4S7
-0.162784099578857,7.762258410453798,,0.024678226012464183,0.07630878077574249,,STXB5_HUMAN,8,,0.024678226012464183,0.07630878077574249,0.162784099578857,Non-significant,1.1174254853342565,STXBP5,Syntaxin-binding protein 5,STXB5_HUMAN,Q5T5C0
-0.197302579879761,11.602956891059875,,0.00023379293607962256,0.0029833295787061696,,SKT_HUMAN,8,,0.00023379293607962256,0.0029833295787061696,0.197302579879761,Down,2.5252987659785724,KIAA1217,Sickle tail protein homolog,SKT_HUMAN,Q5T5P2
0.0085624456405639,7.051775515079498,,0.8924155692092739,0.9655993300600344,,RHG21_HUMAN,8,,0.8924155692092739,0.9655993300600344,-0.0085624456405639,Non-significant,0.015203044227330232,ARHGAP21,Rho GTPase-activating protein 21,RHG21_HUMAN,Q5T5U3
-0.109917163848877,8.085255146026608,,0.2134274697199447,0.36605219556695856,,CAMP1_HUMAN,8,,0.2134274697199447,0.36605219556695856,0.109917163848877,Non-significant,0.4364569839211775,CAMSAP1,Calmodulin-regulated spectrin-associated protein 1,CAMP1_HUMAN,Q5T5Y3
-0.265052556991577,8.671313643455505,,0.020992772125139805,0.0681429394539769,,RM02_HUMAN,8,,0.020992772125139805,0.0681429394539769,0.265052556991577,Non-significant,1.1665791363814708,MRPL2,Large ribosomal subunit protein uL2m,RM02_HUMAN,Q5T653
-0.0876047611236572,9.472506403923035,,0.10070726043544556,0.2122975702147423,,UBAP2_HUMAN,8,,0.10070726043544556,0.2122975702147423,0.0876047611236572,Non-significant,0.6730549763868431,UBAP2,Ubiquitin-associated protein 2,UBAP2_HUMAN,Q5T6F2
0.241771936416626,10.60513389110565,,0.003115524402349606,0.01738252605001526,,GNTK_HUMAN,8,,0.003115524402349606,0.01738252605001526,-0.241771936416626,Up,1.759887111094114,IDNK,Probable gluconokinase,GNTK_HUMAN,Q5T6J7
-0.0569405555725098,11.946758747100827,,0.0316279690305179,0.0909890978121141,,QNG1_HUMAN,8,,0.0316279690305179,0.0909890978121141,0.0569405555725098,Non-significant,1.0410106411259876,QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,QNG1_HUMAN,Q5T6V5
0.110323667526245,8.76778411865234,,0.9458713281549267,1.0,,KPRP_HUMAN,8,,0.9458713281549267,1.0,-0.110323667526245,Non-significant,-0.0,KPRP,Keratinocyte proline-rich protein,KPRP_HUMAN,Q5T749
-0.664615392684937,9.598676800727846,,0.6059611102134883,0.7545826042579082,,KPLCE_HUMAN,8,,0.6059611102134883,0.7545826042579082,0.664615392684937,Non-significant,0.12229321101135697,KPLCE,Protein KPLCE,KPLCE_HUMAN,Q5T750
-0.319861173629761,10.090337157249454,,0.09321889532763712,0.20034445769677203,,DIK1A_HUMAN,8,,0.09321889532763712,0.20034445769677203,0.319861173629761,Non-significant,0.6982226673316158,DIPK1A,Divergent protein kinase domain 1A,DIK1A_HUMAN,Q5T7M9
-0.395834445953369,,,1.0,1.0,,KANK4_HUMAN,3,,1.0,1.0,0.395834445953369,Non-significant,-0.0,KANK4,KN motif and ankyrin repeat domain-containing protein 4,KANK4_HUMAN,Q5T7N3
0.0161561965942383,7.855637311935425,,0.9015339247579532,0.9722401299400014,,GORAB_HUMAN,8,,0.9015339247579532,0.9722401299400014,-0.0161561965942383,Non-significant,0.012226457061296095,GORAB,RAB6-interacting golgin,GORAB_HUMAN,Q5T7V8
0.0221905708312988,8.014043807983398,,0.8840908876097412,0.9599037413541718,,TSTD2_HUMAN,8,,0.8840908876097412,0.9599037413541718,-0.0221905708312988,Non-significant,0.01777231560076521,TSTD2,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2,TSTD2_HUMAN,Q5T7W7
0.004697561264038,12.583394408226024,,0.8473865690682226,0.9357516365360627,,ACBD5_HUMAN,8,,0.8473865690682226,0.9357516365360627,-0.004697561264038,Non-significant,0.028839404675245036,ACBD5,Acyl-CoA-binding domain-containing protein 5,ACBD5_HUMAN,Q5T8D3
-0.200346708297729,8.921988129615784,,0.04566740983800591,0.11874109050353959,,RBM26_HUMAN,8,,0.04566740983800591,0.11874109050353959,0.200346708297729,Non-significant,0.9253989668846527,RBM26,RNA-binding protein 26,RBM26_HUMAN,Q5T8P6
-0.131052732467651,13.60715448856355,,0.00010328515955383027,0.0017364684350555301,,ATD3B_HUMAN,8,,0.00010328515955383027,0.0017364684350555301,0.131052732467651,Down,2.7603331067418155,ATAD3B,ATPase family AAA domain-containing protein 3B,ATD3B_HUMAN,Q5T9A4
-0.0726606845855713,8.236563801765442,,0.3413331451400237,0.5088172697388946,,WLS_HUMAN,8,,0.3413331451400237,0.5088172697388946,0.0726606845855713,Non-significant,0.29343815674442386,WLS,Protein wntless homolog,WLS_HUMAN,Q5T9L3
0.0896003246307373,9.143869996070862,,0.3569988157202553,0.5244626348403458,,INT11_HUMAN,8,,0.3569988157202553,0.5244626348403458,-0.0896003246307373,Non-significant,0.2802854475289557,INTS11,Integrator complex subunit 11,INT11_HUMAN,Q5TA45
-0.214493751525879,9.755558252334595,,0.08787577190072283,0.1918444562459154,,CPTP_HUMAN,8,,0.08787577190072283,0.1918444562459154,0.214493751525879,Non-significant,0.7170507461481997,CPTP,Ceramide-1-phosphate transfer protein,CPTP_HUMAN,Q5TA50
0.090850830078125,11.828144311904914,,0.002285109536383593,0.014009611398249487,,DCAF8_HUMAN,8,,0.002285109536383593,0.014009611398249487,-0.090850830078125,Up,1.8535739111051277,DCAF8,DDB1- and CUL4-associated factor 8,DCAF8_HUMAN,Q5TAQ9
0.0013456344604492,6.949156641960146,,0.9948119065030464,1.0,,TUT4_HUMAN,8,,0.9948119065030464,1.0,-0.0013456344604492,Non-significant,-0.0,TUT4,Terminal uridylyltransferase 4,TUT4_HUMAN,Q5TAX3
0.355602383613586,8.221797645092012,,0.003130339830959207,0.0174349665175146,,FRY_HUMAN,8,,0.003130339830959207,0.0174349665175146,-0.355602383613586,Up,1.7585788823156854,FRY,Protein furry homolog,FRY_HUMAN,Q5TBA9
-0.0712952613830566,10.685973882675174,,0.10853533285839063,0.22427701574437842,,ATPF1_HUMAN,8,,0.10853533285839063,0.22427701574437842,0.0712952613830566,Non-significant,0.6492152313071425,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,ATPF1_HUMAN,Q5TC12
-0.443969488143921,8.95066487789154,,0.03440001551346871,0.09702775792047905,,GRTP1_HUMAN,8,,0.03440001551346871,0.09702775792047905,0.443969488143921,Non-significant,1.01310400401054,GRTP1,Growth hormone-regulated TBC protein 1,GRTP1_HUMAN,Q5TC63
0.0122272968292236,8.250592827796936,,0.9483332331304781,1.0,,RC3H1_HUMAN,8,,0.9483332331304781,1.0,-0.0122272968292236,Non-significant,-0.0,RC3H1,Roquin-1,RC3H1_HUMAN,Q5TC82
0.619261384010315,7.674718797206879,,0.04585882796544525,0.11916280536336539,,CP4AM_HUMAN,8,,0.04585882796544525,0.11916280536336539,-0.619261384010315,Non-significant,0.92385928105713,CYP4A22,Cytochrome P450 4A22,CP4AM_HUMAN,Q5TCH4
0.0860617160797119,7.148323059082031,,0.5362469862643849,0.6941669988886799,,MAGI3_HUMAN,8,,0.5362469862643849,0.6941669988886799,-0.0860617160797119,Non-significant,0.15853603679139772,MAGI3,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",MAGI3_HUMAN,Q5TCQ9
0.180963039398193,12.59443807601927,,0.001733093699943364,0.011630984386286574,,DDI2_HUMAN,8,,0.001733093699943364,0.011630984386286574,-0.180963039398193,Up,1.9343835272801033,DDI2,Protein DDI1 homolog 2,DDI2_HUMAN,Q5TDH0
-0.20276141166687,13.766841053962711,,0.191869558017781,0.3403075488161061,,H37_HUMAN,8,,0.191869558017781,0.3403075488161061,0.20276141166687,Non-significant,0.4681284171315837,H3-7,Histone H3-7,H37_HUMAN,Q5TEC6
0.153340101242065,10.106878161430355,,0.02683992535190651,0.08117683654282111,,NDUF5_HUMAN,8,,0.02683992535190651,0.08117683654282111,-0.153340101242065,Non-significant,1.0905678771227743,NDUFAF5,"Arginine-hydroxylase NDUFAF5, mitochondrial",NDUF5_HUMAN,Q5TEU4
0.321225881576538,7.382781505584717,,0.0462506542505959,0.11995160138656455,,MFS4B_HUMAN,8,,0.0462506542505959,0.11995160138656455,-0.321225881576538,Non-significant,0.9209939497077723,MFSD4B,Sodium-dependent glucose transporter 1,MFS4B_HUMAN,Q5TF39
0.119524002075195,12.9430160522461,,0.004531758596861637,0.022333494018840366,,NT5D1_HUMAN,8,,0.004531758596861637,0.022333494018840366,-0.119524002075195,Up,1.65104332733624,NT5DC1,5'-nucleotidase domain-containing protein 1,NT5D1_HUMAN,Q5TFE4
0.218050003051758,9.43192172050476,,0.014953824778726426,0.05355006027480689,,PXDC1_HUMAN,8,,0.014953824778726426,0.05355006027480689,-0.218050003051758,Non-significant,1.2712400359992349,PXDC1,PX domain-containing protein 1,PXDC1_HUMAN,Q5TGL8
0.123188813527426,7.051294088363646,,0.7029634645276701,0.8292772120599858,,TMCO4_HUMAN,6,,0.7029634645276701,0.8292772120599858,-0.123188813527426,Non-significant,0.08130026855301897,TMCO4,Transmembrane and coiled-coil domain-containing protein 4,TMCO4_HUMAN,Q5TGY1
0.146867036819458,12.071833968162554,,0.15799665488025544,0.2948065729733645,,MIC10_HUMAN,8,,0.15799665488025544,0.2948065729733645,-0.146867036819458,Non-significant,0.530462837725338,MICOS10,MICOS complex subunit MIC10,MIC10_HUMAN,Q5TGZ0
0.507461428642273,8.02635008096695,,0.0005483895806285667,0.005287036994813562,,VP13D_HUMAN,8,,0.0005483895806285667,0.005287036994813562,-0.507461428642273,Up,2.2767876507094758,VPS13D,Intermembrane lipid transfer protein VPS13D,VP13D_HUMAN,Q5THJ4
0.140787363052368,7.241674900054931,,0.10905495223123858,0.22500862360665977,,CROCC_HUMAN,8,,0.10905495223123858,0.22500862360665977,-0.140787363052368,Non-significant,0.6478008369418946,CROCC,Rootletin,CROCC_HUMAN,Q5TZA2
-0.253044446309407,7.00716988245646,,0.6077870319272219,0.7561634815890399,,TM164_HUMAN,6,,0.6077870319272219,0.7561634815890399,0.253044446309407,Non-significant,0.12138430042935408,TMEM164,Transmembrane protein 164,TM164_HUMAN,Q5U3C3
0.0706250667572021,10.69891488552094,,0.3378892164273976,0.5053464179657007,,LYRM7_HUMAN,8,,0.3378892164273976,0.5053464179657007,-0.0706250667572021,Non-significant,0.296410808350937,LYRM7,Complex III assembly factor LYRM7,LYRM7_HUMAN,Q5U5X0
-0.117086887359619,10.559579372405999,,0.13092947055375348,0.2568195580695949,,EMC10_HUMAN,8,,0.13092947055375348,0.2568195580695949,0.117086887359619,Non-significant,0.5903719056878218,EMC10,ER membrane protein complex subunit 10,EMC10_HUMAN,Q5UCC4
-0.700080394744873,6.0345458984375,,0.04371519956182302,0.11533828700777128,,RIF1_HUMAN,6,,0.04371519956182302,0.11533828700777128,0.700080394744873,Non-significant,0.938026502973647,RIF1,Telomere-associated protein RIF1,RIF1_HUMAN,Q5UIP0
-0.0586943626403809,10.062985897064216,,0.311420986976936,0.4756184168964106,,VPS53_HUMAN,8,,0.311420986976936,0.4756184168964106,0.0586943626403809,Non-significant,0.32274133697675494,VPS53,Vacuolar protein sorting-associated protein 53 homolog,VPS53_HUMAN,Q5VIR6
-0.143952608108521,9.896828532218926,,0.007210606358030513,0.03125746105442892,,STRP1_HUMAN,8,,0.007210606358030513,0.03125746105442892,0.143952608108521,Down,1.505046301263491,STRIP1,Striatin-interacting protein 1,STRP1_HUMAN,Q5VSL9
-0.0380440950393677,7.556200683116912,,0.7938284471639304,0.8962721071967168,,AB17B_HUMAN,8,,0.7938284471639304,0.8962721071967168,0.0380440950393677,Non-significant,0.0475601190060009,ABHD17B,Alpha/beta hydrolase domain-containing protein 17B,AB17B_HUMAN,Q5VST6
0.0106539726257324,8.934738397598268,,0.9163613738476103,0.9823837289447035,,GKAP1_HUMAN,8,,0.9163613738476103,0.9823837289447035,-0.0106539726257324,Non-significant,0.007718839289277378,GKAP1,G kinase-anchoring protein 1,GKAP1_HUMAN,Q5VSY0
-0.723535219828288,5.1884020169576,,0.07867541410460574,0.1766784154802961,,CE350_HUMAN,7,,0.07867541410460574,0.1766784154802961,0.723535219828288,Non-significant,0.7528165043154443,CEP350,Centrosome-associated protein 350,CE350_HUMAN,Q5VT06
0.181976795196533,8.860914707183838,,0.015442355377231444,0.05480543781384941,,MRCKA_HUMAN,8,,0.015442355377231444,0.05480543781384941,-0.181976795196533,Non-significant,1.261176348534161,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,MRCKA_HUMAN,Q5VT25
0.0356435775756836,9.834338188171387,,0.5604490569079801,0.714997253511757,,RPRD2_HUMAN,8,,0.5604490569079801,0.714997253511757,-0.0356435775756836,Non-significant,0.14569562643245706,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2_HUMAN,Q5VT52
0.0065970420837402,13.816730976104726,,0.9306537844104373,0.9917081753897943,,MARC1_HUMAN,8,,0.9306537844104373,0.9917081753897943,-0.0065970420837402,Non-significant,0.003616106538657831,MTARC1,Mitochondrial amidoxime-reducing component 1,MARC1_HUMAN,Q5VT66
-0.0994300842285156,7.657124280929566,,0.6106441140928384,0.758625735794835,,RN220_HUMAN,8,,0.6106441140928384,0.758625735794835,0.0994300842285156,Non-significant,0.11997242827691662,RNF220,E3 ubiquitin-protein ligase RNF220,RN220_HUMAN,Q5VTB9
0.302577535311381,6.843170742193857,,0.2538231477769673,0.4127790081717972,,ANGE2_HUMAN,7,,0.2538231477769673,0.4127790081717972,-0.302577535311381,Non-significant,0.3842823968143778,ANGEL2,Protein angel homolog 2,ANGE2_HUMAN,Q5VTE6
-0.028225302696228,7.684279382228852,,0.82114352792494,0.9164528232548538,,KLD7A_HUMAN,8,,0.82114352792494,0.9164528232548538,0.028225302696228,Non-significant,0.037889886541844796,KLHDC7A,Kelch domain-containing protein 7A,KLD7A_HUMAN,Q5VTJ3
-0.323029756546021,8.74228823184967,,0.08484494425181349,0.18708103716313879,,PR38B_HUMAN,8,,0.08484494425181349,0.18708103716313879,0.323029756546021,Non-significant,0.7279702310610564,PRPF38B,Pre-mRNA-splicing factor 38B,PR38B_HUMAN,Q5VTL8
-0.0669209957122803,6.780908226966856,,0.8064193445556666,0.9052234768043648,,TT39B_HUMAN,8,,0.8064193445556666,0.9052234768043648,0.0669209957122803,Non-significant,0.04324419122374574,TTC39B,Tetratricopeptide repeat protein 39B,TT39B_HUMAN,Q5VTQ0
0.0238037109375,10.129220008850083,,0.6839311280057407,0.8160337163826178,,BRE1A_HUMAN,8,,0.6839311280057407,0.8160337163826178,-0.0238037109375,Non-significant,0.08829189696131712,RNF20,E3 ubiquitin-protein ligase BRE1A,BRE1A_HUMAN,Q5VTR2
0.252290487289429,9.415225863456728,,0.0004397631018840195,0.004591329491372977,,MYOME_HUMAN,8,,0.0004397631018840195,0.004591329491372977,-0.252290487289429,Up,2.3380615394817625,PDE4DIP,Myomegalin,MYOME_HUMAN,Q5VU43
0.224778771400452,7.005739152431488,,0.2301127297374163,0.3852061585462723,,ZN318_HUMAN,8,,0.2301127297374163,0.3852061585462723,-0.224778771400452,Non-significant,0.4143067781381521,ZNF318,Zinc finger protein 318,ZN318_HUMAN,Q5VUA4
0.446271657943726,7.787007093429565,,0.1417205367093347,0.27196734674697937,,F1711_HUMAN,8,,0.1417205367093347,0.27196734674697937,-0.446271657943726,Non-significant,0.5654832355940524,FAM171A1,Protein FAM171A1,F1711_HUMAN,Q5VUB5
0.185471057891846,8.65684247016907,,0.2867559943621497,0.44905096562876295,,CA053_HUMAN,8,,0.2867559943621497,0.44905096562876295,-0.185471057891846,Non-significant,0.34770436537702853,C1orf53,Uncharacterized protein C1orf53,CA053_HUMAN,Q5VUE5
0.36823582649231,10.136026024818428,,0.0005736392361846578,0.005477112800760773,,SDHF4_HUMAN,8,,0.0005736392361846578,0.005477112800760773,-0.36823582649231,Up,2.261448314714177,SDHAF4,"Succinate dehydrogenase assembly factor 4, mitochondrial",SDHF4_HUMAN,Q5VUM1
-0.244354963302612,8.934750437736511,,0.07514961834024406,0.17083103213196493,,ARHGG_HUMAN,8,,0.07514961834024406,0.17083103213196493,0.244354963302612,Non-significant,0.7674332351720887,ARHGEF16,Rho guanine nucleotide exchange factor 16,ARHGG_HUMAN,Q5VV41
0.127985239028931,8.82075822353363,,0.15101125673772625,0.28470422830969244,,CDKAL_HUMAN,8,,0.15101125673772625,0.28470422830969244,-0.127985239028931,Non-significant,0.5456060828427501,CDKAL1,Threonylcarbamoyladenosine tRNA methylthiotransferase,CDKAL_HUMAN,Q5VV42
0.0820575952529907,7.714526593685151,,0.7469694494403699,0.8645633636977819,,OTU1_HUMAN,8,,0.7469694494403699,0.8645633636977819,-0.0820575952529907,Non-significant,0.06320317185696224,YOD1,Ubiquitin thioesterase OTU1,OTU1_HUMAN,Q5VVQ6
0.027763843536377,11.88186454772949,,0.39060184953898813,0.5588642711249182,,BROX_HUMAN,8,,0.39060184953898813,0.5588642711249182,-0.027763843536377,Non-significant,0.2526936544729977,BROX,BRO1 domain-containing protein BROX,BROX_HUMAN,Q5VW32
0.0881569385528564,10.132863163948075,,0.05137352894339288,0.12913062731332475,,FOCAD_HUMAN,8,,0.05137352894339288,0.12913062731332475,-0.0881569385528564,Non-significant,0.8889707391770807,FOCAD,Focadhesin,FOCAD_HUMAN,Q5VW36
-0.31722617149353,9.737492442131042,,0.007083478046646555,0.03078820895114926,,GP107_HUMAN,8,,0.007083478046646555,0.03078820895114926,0.31722617149353,Down,1.511615574664748,GPR107,Protein GPR107,GP107_HUMAN,Q5VW38
0.323715448379517,6.71513020992279,,0.41216919980824457,0.5805540948758726,,TAF3_HUMAN,5,,0.41216919980824457,0.5805540948758726,-0.323715448379517,Non-significant,0.23615730734394952,TAF3,Transcription initiation factor TFIID subunit 3,TAF3_HUMAN,Q5VWG9
0.199023842811584,8.015392005443573,,0.12361243702322669,0.24601801598423004,,SNX30_HUMAN,8,,0.12361243702322669,0.24601801598423004,-0.199023842811584,Non-significant,0.6090330881972543,SNX30,Sorting nexin-30,SNX30_HUMAN,Q5VWJ9
0.215149402618408,9.642305850982666,,0.025197031018759707,0.07756005697507234,,MLIP_HUMAN,8,,0.025197031018759707,0.07756005697507234,-0.215149402618408,Non-significant,1.1103618805635431,MLIP,Muscular LMNA-interacting protein,MLIP_HUMAN,Q5VWP3
-0.453721165657043,6.57527595758438,,0.016754952014617373,0.057718579943891034,,RSBN1_HUMAN,7,,0.016754952014617373,0.057718579943891034,0.453721165657043,Non-significant,1.2386843624385346,RSBN1,Lysine-specific demethylase 9,RSBN1_HUMAN,Q5VWQ0
-0.183132410049438,8.763509631156918,,0.020165669517706226,0.06614274708261327,,DAB2P_HUMAN,8,,0.020165669517706226,0.06614274708261327,0.183132410049438,Non-significant,1.179517771653268,DAB2IP,Disabled homolog 2-interacting protein,DAB2P_HUMAN,Q5VWQ8
0.14794135093689,6.8635185956954965,,0.3950880628680469,0.5630108466665597,,FYB2_HUMAN,8,,0.3950880628680469,0.5630108466665597,-0.14794135093689,Non-significant,0.24948323818229995,FYB2,FYN-binding protein 2,FYB2_HUMAN,Q5VWT5
-0.0582990646362305,13.65434980392456,,0.1645307108172063,0.30359434623297127,,LYPL1_HUMAN,8,,0.1645307108172063,0.30359434623297127,0.0582990646362305,Non-significant,0.5177063204665624,LYPLAL1,Lysophospholipase-like protein 1,LYPL1_HUMAN,Q5VWZ2
0.0380182266235352,13.267787933349616,,0.8756568978886844,0.9540494849524763,,SPAT1_HUMAN,8,,0.8756568978886844,0.9540494849524763,-0.0380182266235352,Non-significant,0.020429098582659747,SPATA1,Spermatogenesis-associated protein 1,SPAT1_HUMAN,Q5VX52
0.040931224822998,6.863270759582521,,0.9474550402185754,1.0,,SYPL2_HUMAN,4,,0.9474550402185754,1.0,-0.040931224822998,Non-significant,-0.0,SYPL2,Synaptophysin-like protein 2,SYPL2_HUMAN,Q5VXT5
-0.157432317733765,11.87561237812041,,0.002212651311402102,0.01372012075526444,,ECM29_HUMAN,8,,0.002212651311402102,0.01372012075526444,0.157432317733765,Down,1.8626420662448486,ECPAS,Proteasome adapter and scaffold protein ECM29,ECM29_HUMAN,Q5VYK3
-0.662862300872803,9.262873649597168,,0.0009824908373818652,0.007892837722179044,,TUT7_HUMAN,8,,0.0009824908373818652,0.007892837722179044,0.662862300872803,Down,2.1027668262566737,TUT7,Terminal uridylyltransferase 7,TUT7_HUMAN,Q5VYS8
0.0881876945495605,8.006269693374636,,0.5187706951580326,0.679854749006525,,RNLS_HUMAN,8,,0.5187706951580326,0.679854749006525,-0.0881876945495605,Non-significant,0.16758386441608966,RNLS,Renalase,RNLS_HUMAN,Q5VYX0
-0.0960941314697266,9.99664735794067,,0.10166633160246602,0.2139130626450129,,DEN4C_HUMAN,8,,0.10166633160246602,0.2139130626450129,0.0960941314697266,Non-significant,0.6697626943371577,DENND4C,DENN domain-containing protein 4C,DEN4C_HUMAN,Q5VZ89
-0.0584070682525635,9.680060982704163,,0.36845691793104846,0.5362907026646803,,NAA35_HUMAN,8,,0.36845691793104846,0.5362907026646803,0.0584070682525635,Non-significant,0.2705997320625254,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35_HUMAN,Q5VZE5
-0.290847778320313,9.084657192230228,,0.014354504045656987,0.051882369675659165,,MBNL2_HUMAN,8,,0.014354504045656987,0.051882369675659165,0.290847778320313,Non-significant,1.2849801961662168,MBNL2,Muscleblind-like protein 2,MBNL2_HUMAN,Q5VZF2
-0.0892761548360186,6.383993546168011,,0.8328904367867754,0.9248792893312497,,TM268_HUMAN,5,,0.8328904367867754,0.9248792893312497,0.0892761548360186,Non-significant,0.033914945529351544,TMEM268,Transmembrane protein 268,TM268_HUMAN,Q5VZI3
-0.369097709655762,9.670480966567993,,0.0073118734502547675,0.0315622107535084,,CARL1_HUMAN,8,,0.0073118734502547675,0.0315622107535084,0.369097709655762,Down,1.5008325845366555,CARMIL1,F-actin-uncapping protein LRRC16A,CARL1_HUMAN,Q5VZK9
0.0009397268295288,7.5658363699913025,,0.9946088579824821,1.0,,ZMYM4_HUMAN,8,,0.9946088579824821,1.0,-0.0009397268295288,Non-significant,-0.0,ZMYM4,Zinc finger MYM-type protein 4,ZMYM4_HUMAN,Q5VZL5
-0.0931143760681152,11.99099993705747,,0.06940546807463968,0.16077618939790111,,FHI2A_HUMAN,8,,0.06940546807463968,0.16077618939790111,0.0931143760681152,Non-significant,0.7937782688885031,FHIP2A,FHF complex subunit HOOK interacting protein 2A,FHI2A_HUMAN,Q5W0V3
-0.124492645263672,8.168049812316895,,0.438153770746919,0.6062626585220393,,ZDH20_HUMAN,8,,0.438153770746919,0.6062626585220393,0.124492645263672,Non-significant,0.2173391803997793,ZDHHC20,Palmitoyltransferase ZDHHC20,ZDH20_HUMAN,Q5W0Z9
-0.194817066192627,9.832571983337404,,0.12904499490901414,0.25440833860930884,,SPRY7_HUMAN,8,,0.12904499490901414,0.25440833860930884,0.194817066192627,Non-significant,0.5944686581468142,SPRYD7,SPRY domain-containing protein 7,SPRY7_HUMAN,Q5W111
0.889871279398601,,,1.0,1.0,,BTBD8_HUMAN,4,,1.0,1.0,-0.889871279398601,Non-significant,-0.0,BTBD8,BTB/POZ domain-containing protein 8,BTBD8_HUMAN,Q5XKL5
0.0584285259246826,12.200766921043385,,0.4609726751973497,0.6270719340622684,,MIC13_HUMAN,8,,0.4609726751973497,0.6270719340622684,-0.0584285259246826,Non-significant,0.20268263656263755,MICOS13,MICOS complex subunit MIC13,MIC13_HUMAN,Q5XKP0
-0.117496013641357,8.878758430480957,,0.14042803655730735,0.2700590118132745,,RN123_HUMAN,8,,0.14042803655730735,0.2700590118132745,0.117496013641357,Non-significant,0.5685413258240937,RNF123,E3 ubiquitin-protein ligase RNF123,RN123_HUMAN,Q5XPI4
0.144168019294739,7.579574882984163,,0.4631826759896503,0.6288876746306571,,FBXW9_HUMAN,8,,0.4631826759896503,0.6288876746306571,-0.144168019294739,Non-significant,0.2014269167873483,FBXW9,F-box/WD repeat-containing protein 9,FBXW9_HUMAN,Q5XUX1
0.656660556793213,9.69904971122741,,3.8809292089598894e-05,0.0008707103490785275,,ANO1_HUMAN,8,,3.8809292089598894e-05,0.0008707103490785275,-0.656660556793213,Up,3.060126293577717,ANO1,Anoctamin-1,ANO1_HUMAN,Q5XXA6
-0.35064959526062,11.804263710975635,,1.3144773358302978e-05,0.0004189915363093206,,CD276_HUMAN,8,,1.3144773358302978e-05,0.0004189915363093206,0.35064959526062,Down,3.377794749757532,CD276,CD276 antigen,CD276_HUMAN,Q5ZPR3
0.0837681293487549,10.006419062614444,,0.6930652361924042,0.8232333088819966,,AL2CL_HUMAN,8,,0.6930652361924042,0.8232333088819966,-0.0837681293487549,Non-significant,0.08447706588047095,ALS2CL,ALS2 C-terminal-like protein,AL2CL_HUMAN,Q60I27
0.373975276947021,11.744173526763934,,0.0001838100085809185,0.0025189694285190074,,TRIQK_HUMAN,8,,0.0001838100085809185,0.0025189694285190074,-0.373975276947021,Up,2.5987771032863516,TRIQK,Triple QxxK/R motif-containing protein,TRIQK_HUMAN,Q629K1
0.3308265209198,12.998699784278866,,9.361875578425794e-05,0.0015970027921858563,,KFA_HUMAN,8,,9.361875578425794e-05,0.0015970027921858563,-0.3308265209198,Up,2.796694324544141,AFMID,Kynurenine formamidase,KFA_HUMAN,Q63HM1
0.397380669911703,7.651417016983033,,0.1405295220064534,0.27012676153715726,,AP1AR_HUMAN,6,,0.1405295220064534,0.27012676153715726,-0.397380669911703,Non-significant,0.5684323879999651,AP1AR,AP-1 complex-associated regulatory protein,AP1AR_HUMAN,Q63HQ0
-0.451943874359131,10.020462751388557,,0.0036986131704625815,0.019660033762680502,,TENS2_HUMAN,8,,0.0036986131704625815,0.019660033762680502,0.451943874359131,Down,1.706415740678184,TNS2,Tensin-2,TENS2_HUMAN,Q63HR2
0.188753128051758,11.85998344421386,,0.00040058313236884205,0.004343828991557159,,KANK2_HUMAN,8,,0.00040058313236884205,0.004343828991557159,-0.188753128051758,Up,2.3621272804461344,KANK2,KN motif and ankyrin repeat domain-containing protein 2,KANK2_HUMAN,Q63ZY3
-0.253601551055908,9.088246583938599,,0.10009995938079806,0.21139991421679033,,WAC2A_HUMAN,8,,0.10009995938079806,0.21139991421679033,0.253601551055908,Non-significant,0.6748951932593501,WASHC2A,WASH complex subunit 2A,WAC2A_HUMAN,Q641Q2
0.189797639846802,11.8631535768509,,0.025035947170115654,0.07712244549494637,,STEA3_HUMAN,8,,0.025035947170115654,0.07712244549494637,-0.189797639846802,Non-significant,1.1128192077343502,STEAP3,Metalloreductase STEAP3,STEA3_HUMAN,Q658P3
