"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BDM"
0.2611825,9.36365625,2.72839732821658,0.0284848710662418,0.0593893624112538,-5.17647634478503,"IMP3_HUMAN",10,-2.71321655945992,0.0274764024874762,0.0576238290080149,-0.2611825,"Non-significant",1.23939788694763,"IMP3","U3 small nucleolar ribonucleoprotein protein IMP3","IMP3_HUMAN",0.2611825
-0.19115,12.8652,-4.26976056427983,0.00343162553861403,0.0105681691080232,-2.91376938484784,"IF1AY_HUMAN",5,2.71269980128434,0.0274979721839936,0.0576543161034219,0.19115,"Non-significant",1.23916817510415,"EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal","IF1AY_HUMAN",-0.19115
1.13261,6.57063,2.70707640098846,0.0293921363681225,0.0608406831761088,-5.20905137589841,"S36A1_HUMAN",1,-2.71227254117146,0.0275158193923296,0.0576747561712816,-1.13261,"Non-significant",1.23901423284832,"SLC36A1","Proton-coupled amino acid transporter 1","S36A1_HUMAN",1.13261
-0.118517500000001,9.81461125,-2.55022120138683,0.0370598753749257,0.0736347208733983,-5.44862970086431,"EEPD1_HUMAN",25,2.71212963514109,0.0275217914298675,0.0576747561712816,0.118517500000001,"Non-significant",1.23901423284832,"EEPD1","Endonuclease/exonuclease/phosphatase family domain-containing protein 1","EEPD1_HUMAN",-0.118517500000001
0.305375,11.0471125,3.63152541678657,0.0079179804870453,0.0207783623664524,-3.81976237290747,"YIPF4_HUMAN",3,-2.7115901398591,0.0275443489767851,0.0577072764916137,-0.305375,"Non-significant",1.23876942183714,"YIPF4","Protein YIPF4","YIPF4_HUMAN",0.305375
-0.624120000000001,6.4514,-2.6496244347881,0.03198953174367,0.0653013399488562,-5.29683376153896,"Z280D_HUMAN",9,2.7105258238689,0.0275889064592473,0.0577858597733545,0.624120000000001,"Non-significant",1.23817842064001,"ZNF280D","Zinc finger protein 280D","Z280D_HUMAN",-0.624120000000001
1.7426825,7.00858875,2.64592746539767,0.0321646232691753,0.0655494003501855,-5.30248203621132,"KCNJ8_HUMAN",3,-2.70959915488655,0.0276277619349726,0.0578490591145538,-1.7426825,"Non-significant",1.23770370023307,"KCNJ8","ATP-sensitive inward rectifier potassium channel 8","KCNJ8_HUMAN",1.7426825
-0.31645,12.674075,-3.1756834678995,0.0149165698504106,0.0349388684667617,-4.49669913081431,"GBG5_HUMAN",4,2.70946973798394,0.027633192912002,0.0578490591145538,0.31645,"Non-significant",1.23770370023307,"GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5","GBG5_HUMAN",-0.31645
0.133374999999996,11.0385375,2.64790760337233,0.0320707190878307,0.0654344835943344,-5.29945677107113,"ACL6A_HUMAN",17,-2.70782546858663,0.027702290622589,0.057978906950213,-0.133374999999996,"Non-significant",1.23672997645887,"ACTL6A","Actin-like protein 6A","ACL6A_HUMAN",0.133374999999996
0.15645,10.824525,2.7340103338622,0.0282509047323378,0.0590366854437179,-5.16790115563276,"CC127_HUMAN",13,-2.70740993914183,0.0277197807646825,0.0580007051324317,-0.15645,"Non-significant",1.23656672655322,"CCDC127","Coiled-coil domain-containing protein 127","CC127_HUMAN",0.15645
0.26155,7.6054775,2.75790845459613,0.0272769551956592,0.0573669776023639,-5.13139516062397,"SIR6_HUMAN",9,-2.70704917734128,0.0277349749091984,0.058015365438467,-0.26155,"Non-significant",1.23645696779279,"SIRT6","NAD-dependent protein deacylase sirtuin-6","SIR6_HUMAN",0.26155
-0.116624999999997,10.3451875,-2.65421712869824,0.0317733933907458,0.0649733796501207,-5.28981684381477,"PPM1L_HUMAN",17,2.70690758256647,0.0277409407805307,0.058015365438467,0.116624999999997,"Non-significant",1.23645696779279,"PPM1L","Protein phosphatase 1L","PPM1L_HUMAN",-0.116624999999997
-0.0866749999999996,14.5221375,-2.43888546134661,0.0437327247982585,0.0843371032578414,-5.61827103771846,"LACTB_HUMAN",29,2.70450927818015,0.0278421908987361,0.0582122624299511,0.0866749999999996,"Non-significant",1.23498552145469,"LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial","LACTB_HUMAN",-0.0866749999999996
-1.879515,7.8032,-2.62582236067406,0.0331343577035278,0.0671097498130391,-5.33319654156612,"CNDP1_HUMAN",7,2.70422042007708,0.0278544114268028,0.0582229640175751,1.879515,"Non-significant",1.23490568924914,"CNDP1","Beta-Ala-His dipeptidase","CNDP1_HUMAN",-1.879515
0.129950000000001,8.7999775,2.48568440856993,0.0407891746412765,0.0796575769427549,-5.54703306682202,"TMF1_HUMAN",52,-2.70221162335376,0.027939549429508,0.0583860377831013,-0.129950000000001,"Non-significant",1.23369099601642,"TMF1","TATA element modulatory factor","TMF1_HUMAN",0.129950000000001
0.317274999999997,12.7085875,2.742437165487,0.0279034025303641,0.0584595180025364,-5.15502779704101,"CISD2_HUMAN",8,-2.7018414513129,0.0279552675438143,0.0584039967696712,-0.317274999999997,"Non-significant",1.23355743172972,"CISD2","CDGSH iron-sulfur domain-containing protein 2","CISD2_HUMAN",0.317274999999997
0.402642499999997,10.13170375,2.62970345236372,0.0329448286938019,0.066851907334601,-5.32726776176404,"DIK1A_HUMAN",14,-2.70141029796092,0.0279735865233686,0.0584273789346689,-0.402642499999997,"Non-significant",1.23338359580067,"DIPK1A","Divergent protein kinase domain 1A","DIK1A_HUMAN",0.402642499999997
-0.185509999999999,10.08472,-2.76495026161127,0.0269967006001161,0.0568943320102189,-5.12063982894401,"ILRUN_HUMAN",11,2.70014009083236,0.028027627484544,0.0585253413444451,0.185509999999999,"Non-significant",1.23265604463558,"ILRUN","Protein ILRUN","ILRUN_HUMAN",-0.185509999999999
-0.174074999999998,10.4063875,-2.59189489168589,0.0348399857408367,0.0698503798247443,-5.38501455782995,"KKCC2_HUMAN",22,2.69848842937128,0.0280980584847293,0.0586574696862262,0.174074999999998,"Non-significant",1.23167667516063,"CAMKK2","Calcium/calmodulin-dependent protein kinase kinase 2","KKCC2_HUMAN",-0.174074999999998
0.0773250000000001,13.3987125,2.42790034725789,0.0444546258374141,0.0854688139341277,-5.63497473589638,"CD166_HUMAN",26,-2.69746226452653,0.0281419086339159,0.0587340547303571,-0.0773250000000001,"Non-significant",1.2311100164185,"ALCAM","CD166 antigen","CD166_HUMAN",0.0773250000000001
-0.2994,11.0077,-3.65683046402173,0.00765099828526083,0.0202266636383645,-3.78284254998514,"VKOR1_HUMAN",3,2.69550830035961,0.0282256007806491,0.0588937325527517,0.2994,"Non-significant",1.22993092019733,"VKORC1","Vitamin K epoxide reductase complex subunit 1","VKOR1_HUMAN",-0.2994
0.111175000000003,10.4329375,2.4923376526042,0.0403875006161996,0.0790773179010279,-5.53689636602556,"WDR48_HUMAN",30,-2.69465110720624,0.0282623970006807,0.0589344331706858,-0.111175000000003,"Non-significant",1.22963088914154,"WDR48","WD repeat-containing protein 48","WDR48_HUMAN",0.111175000000003
-0.0993999999999993,10.600375,-2.50413279304433,0.0396853464470888,0.0779445304679526,-5.51892070439532,"AKT1_HUMAN",25,2.69463380652135,0.0282631401658268,0.0589344331706858,0.0993999999999993,"Non-significant",1.22963088914154,"AKT1","RAC-alpha serine/threonine-protein kinase","AKT1_HUMAN",-0.0993999999999993
0.0925750000000036,10.7036875,2.3762289440266,0.0480169734316657,0.0907566272456355,-5.71343685312479,"WNK1_HUMAN",48,-2.6945515525454,0.028266673728609,0.0589344331706858,-0.0925750000000036,"Non-significant",1.22963088914154,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN",0.0925750000000036
0.2916875,7.87375125,2.81618125389479,0.0250461793960727,0.0532905732387761,-5.04242050368879,"CDK4_HUMAN",7,-2.69296008971307,0.0283351313839294,0.059062142660934,-0.2916875,"Non-significant",1.22869080171668,"CDK4","Cyclin-dependent kinase 4","CDK4_HUMAN",0.2916875
0.1212825,9.77463875,2.52340899252818,0.0385647277216636,0.0761082421430425,-5.48953145962547,"TRM1L_HUMAN",27,-2.69261232448404,0.0283501134394899,0.0590783502737514,-0.1212825,"Non-significant",1.22857164059451,"TRMT1L","TRMT1-like protein","TRM1L_HUMAN",0.1212825
-0.0560499999999973,10.88305,-2.0803035448518,0.0747569808774083,0.130673289815137,-6.15746683062467,"WDR44_HUMAN",49,2.69130080323242,0.0284066885256234,0.0591703101288082,0.0560499999999973,"Non-significant",1.22789615445331,"WDR44","WD repeat-containing protein 44","WDR44_HUMAN",-0.0560499999999973
0.31688,7.97119,2.6070700354812,0.0340661351196808,0.0686514689555416,-5.36183971575749,"TF3C3_HUMAN",19,-2.69121676606405,0.0284103176016258,0.0591703101288082,-0.31688,"Non-significant",1.22789615445331,"GTF3C3","General transcription factor 3C polypeptide 3","TF3C3_HUMAN",0.31688
0.128349999999999,13.585075,3.33607687625252,0.0118980410754208,0.0290730672835469,-4.25614931991045,"CLCB_HUMAN",9,-2.69100986467966,0.0284192545045875,0.0591703101288082,-0.128349999999999,"Non-significant",1.22789615445331,"CLTB","Clathrin light chain B","CLCB_HUMAN",0.128349999999999
-0.262510000000001,7.580135,-2.614017683055,0.0337177942571646,0.0680666036247809,-5.35122818318245,"SETMR_HUMAN",17,2.69070510315321,0.0284324236586858,0.0591703101288082,0.262510000000001,"Non-significant",1.22789615445331,"SETMAR","Histone-lysine N-methyltransferase SETMAR","SETMR_HUMAN",-0.262510000000001
0.199175000000002,13.7681375,3.9431656776652,0.00522413445391214,0.0148191883228968,-3.37063646168591,"MPU1_HUMAN",5,-2.69070229442151,0.0284325450569959,0.0591703101288082,-0.199175000000002,"Non-significant",1.22789615445331,"MPDU1","Mannose-P-dolichol utilization defect 1 protein","MPU1_HUMAN",0.199175000000002
0.250399999999996,12.700025,3.67994437655408,0.00741561318415066,0.019718844269759,-3.74918673071319,"CD99_HUMAN",4,-2.69058654498942,0.0284375484151627,0.0591703101288082,-0.250399999999996,"Non-significant",1.22789615445331,"CD99","CD99 antigen","CD99_HUMAN",0.250399999999996
0.145550000000002,10.370825,2.52578020563905,0.0384291427625024,0.0759137620161433,-5.48591521497791,"NLRX1_HUMAN",34,-2.69014507655972,0.0284566395600792,0.0591950091635446,-0.145550000000002,"Non-significant",1.22771490787341,"NLRX1","NLR family member X1","NLRX1_HUMAN",0.145550000000002
-0.129399999999999,12.5899,-2.59742326341646,0.0345559860474272,0.0694925929363791,-5.37657237293714,"UD2A3_HUMAN",19,2.68972604166528,0.0284747727951543,0.0592177035450722,0.129399999999999,"Non-significant",1.22754843850432,"UGT2A3","UDP-glucuronosyltransferase 2A3","UD2A3_HUMAN",-0.129399999999999
-0.189174999999995,10.6774125,-4.24531320172087,0.00353933560815459,0.0108509623469152,-2.94745696625613,"RNF5_HUMAN",5,2.68939062537661,0.0284892961164128,0.0592328809440407,0.189174999999995,"Non-significant",1.22743714381234,"RNF5","E3 ubiquitin-protein ligase RNF5","RNF5_HUMAN",-0.189174999999995
0.219997499999998,7.99065375,2.56308457026216,0.0363595107508661,0.0724186756889213,-5.42899858865807,"RPC1_HUMAN",42,-2.68871936405332,0.0285183842560507,0.0592783250839513,-0.219997499999998,"Non-significant",1.22710407589705,"POLR3A","DNA-directed RNA polymerase III subunit RPC1","RPC1_HUMAN",0.219997499999998
0.129519999999999,9.0166625,2.47375077827761,0.0415199365545522,0.0807880877313328,-5.56520952212327,"MRCKA_HUMAN",51,-2.68748025751431,0.0285721595751297,0.0593494605397246,-0.129519999999999,"Non-significant",1.22658322423568,"CDC42BPA","Serine/threonine-protein kinase MRCK alpha","MRCKA_HUMAN",0.129519999999999
0.258072499999999,10.03928875,2.70298836165898,0.029569502445518,0.0611685039233804,-5.21529756250222,"ENPP7_HUMAN",10,-2.68744878262711,0.0285735268969876,0.0593494605397246,-0.258072499999999,"Non-significant",1.22658322423568,"ENPP7","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7","ENPP7_HUMAN",0.258072499999999
0.133324999999997,11.8749375,3.25425903341133,0.0133469059690024,0.0319002726337847,-4.37857251456437,"RHEB_HUMAN",9,-2.68742665173969,0.0285744883402081,0.0593494605397246,-0.133324999999997,"Non-significant",1.22658322423568,"RHEB","GTP-binding protein Rheb","RHEB_HUMAN",0.133324999999997
0.0906749999999992,12.8622125,2.40878715657729,0.0457398178962868,0.0872440733163703,-5.66401945561216,"TNPO1_HUMAN",34,-2.68726378098386,0.0285815650415751,0.0593494605397246,-0.0906749999999992,"Non-significant",1.22658322423568,"TNPO1","Transportin-1","TNPO1_HUMAN",0.0906749999999992
-0.0788249999999984,12.6248625,-2.45626664226822,0.0426148965887085,0.0826489051890779,-5.5918270058818,"EPN4_HUMAN",24,2.68655538423401,0.0286123657546015,0.0593983728681243,0.0788249999999984,"Non-significant",1.22622545172038,"CLINT1","Clathrin interactor 1","EPN4_HUMAN",-0.0788249999999984
0.352775000000001,8.755845,2.59590492775333,0.0346337458437725,0.0695730086810211,-5.37889103183471,"STAU2_HUMAN",24,-2.68627304395284,0.0286246512906992,0.0594088332357348,-0.352775000000001,"Non-significant",1.22614897689882,"STAU2","Double-stranded RNA-binding protein Staufen homolog 2","STAU2_HUMAN",0.352775000000001
-1.7074275,9.12774625,-2.63023588656271,0.0329189155323887,0.066827549047141,-5.32645439745729,"MYH16_HUMAN",2,2.68530965805287,0.0286666122513284,0.059480862373169,1.7074275,"Non-significant",1.22562274355974,"MYH16","Putative uncharacterized protein MYH16","MYH16_HUMAN",-1.7074275
0.223167500000001,9.63207125,2.73380068970491,0.0282596072199205,0.0590398216077747,-5.16822143095671,"THEM4_HUMAN",10,-2.68319494184793,0.028758942631782,0.0596573410160295,-0.223167500000001,"Non-significant",1.22433610745737,"THEM4","Acyl-coenzyme A thioesterase THEM4","THEM4_HUMAN",0.223167500000001
-0.169484999999998,10.1753325,-2.59463350025047,0.0346989996204226,0.0696699482949362,-5.38083260067012,"STAP2_HUMAN",19,2.68257426027364,0.0287861002595606,0.059698570687548,0.169484999999998,"Non-significant",1.2240360666921,"STAP2","Signal-transducing adaptor protein 2","STAP2_HUMAN",-0.169484999999998
0.671967499999999,6.55453375,2.66640372134658,0.0312071868554095,0.0640231526127745,-5.27119701572187,"ASTRA_HUMAN",5,-2.68232607274235,0.0287969669807296,0.0597060028598941,-0.671967499999999,"Non-significant",1.22398200257468,"GRAMD1A","Protein Aster-A","ASTRA_HUMAN",0.671967499999999
0.0772649999999988,10.0483425,2.34821832353564,0.0500682510316259,0.0938836966965392,-5.7558862103272,"PAR12_HUMAN",33,-2.68186454217298,0.0288171860191046,0.0597328169366927,-0.0772649999999988,"Non-significant",1.22378700389993,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN",0.0772649999999988
0.415074999999998,15.2550125,2.60598746895212,0.034120747023505,0.0687108533772276,-5.36349310731029,"RL10A_HUMAN",15,-2.68116852831105,0.0288477051198382,0.0597809622276122,-0.415074999999998,"Non-significant",1.22343709888558,"RPL10A","Large ribosomal subunit protein uL1","RL10A_HUMAN",0.415074999999998
-0.085449999999998,17.10995,-2.57457259282004,0.0357455675057712,0.0714063595124681,-5.41146253438665,"ETFA_HUMAN",19,2.6788549337642,0.0289493920628269,0.059974013646748,0.085449999999998,"Non-significant",1.22203688585779,"ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial","ETFA_HUMAN",-0.085449999999998
-0.152825,11.8666375,-3.27852089477284,0.0128985671395598,0.0310641755023829,-4.34220577386765,"UFC1_HUMAN",8,2.67871635086568,0.0289554947565051,0.059974013646748,0.152825,"Non-significant",1.22203688585779,"UFC1","Ubiquitin-fold modifier-conjugating enzyme 1","UFC1_HUMAN",-0.152825
-0.110824999999997,13.1003125,-2.56481431069656,0.036266378809896,0.072268296908976,-5.42635842685563,"RCC1_HUMAN",20,2.6768348707378,0.029038479629398,0.0601307037135146,0.110824999999997,"Non-significant",1.22090371354835,"RCC1","Regulator of chromosome condensation","RCC1_HUMAN",-0.110824999999997
-0.199350000000001,10.436375,-3.35711055951646,0.0115533839217028,0.0283491892816879,-4.2247787088609,"CBX1_HUMAN",6,2.6766178385073,0.0290480678334349,0.0601353687117423,0.199350000000001,"Non-significant",1.22087002186875,"CBX1","Chromobox protein homolog 1","CBX1_HUMAN",-0.199350000000001
-0.0740999999999978,15.91925,-2.25466458990055,0.0575858043837967,0.105165610233541,-5.89713609125898,"RPN1_HUMAN",49,2.6763937294705,0.0290579721034676,0.0601406855097771,0.0740999999999978,"Non-significant",1.22083162592927,"RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1","RPN1_HUMAN",-0.0740999999999978
-0.182975000000003,10.5582625,-2.56579716334359,0.0362135701220726,0.0721806097400319,-5.42485822888119,"SNW1_HUMAN",23,2.67294321436668,0.0292109038312268,0.0604419458880356,0.182975000000003,"Non-significant",1.21866156228747,"SNW1","SNW domain-containing protein 1","SNW1_HUMAN",-0.182975000000003
-0.0703000000000031,14.629175,-2.24310376846597,0.0585906963042853,0.106620760999452,-5.91452597941141,"CPT2_HUMAN",43,2.67266824102029,0.0292231266408716,0.060449819608486,0.0703000000000031,"Non-significant",1.21860499080248,"CPT2","Carnitine O-palmitoyltransferase 2, mitochondrial","CPT2_HUMAN",-0.0703000000000031
0.330657499999998,6.35167875,2.61309324291284,0.0337639304907692,0.0681261880785937,-5.35264017788838,"HAUS1_HUMAN",13,-2.67252588489317,0.0292294565659964,0.060449819608486,-0.330657499999998,"Non-significant",1.21860499080248,"HAUS1","HAUS augmin-like complex subunit 1","HAUS1_HUMAN",0.330657499999998
0.144624999999998,11.6165625,2.71482622212956,0.0290589293846016,0.0604172211754918,-5.19721051472517,"TM1L1_HUMAN",13,-2.67231175469524,0.0292389806143763,0.0604542655931039,-0.144624999999998,"Non-significant",1.21857305033357,"TOM1L1","TOM1-like protein 1","TM1L1_HUMAN",0.144624999999998
0.1373,12.21775,2.57060462198565,0.0359564057475258,0.0717552615185532,-5.41751989014855,"UEVLD_HUMAN",20,-2.67204911928816,0.0292506664326824,0.0604631778656405,-0.1373,"Non-significant",1.21850903060772,"UEVLD","Ubiquitin-conjugating enzyme E2 variant 3","UEVLD_HUMAN",0.1373
0.295407499999998,6.91615625,2.66154633763629,0.031431602716633,0.0643547150526867,-5.27861867831474,"TP4AP_HUMAN",10,-2.6710641997827,0.0292945327327418,0.0605385881883079,-0.295407499999998,"Non-significant",1.21796771138038,"TRPC4AP","Short transient receptor potential channel 4-associated protein","TP4AP_HUMAN",0.295407499999998
-0.6010975,6.27438125,-2.63011754778764,0.0329246731643575,0.066827549047141,-5.32663517602643,"AT2B2_HUMAN",7,2.66874893596584,0.0293979167794627,0.0607369258462791,0.6010975,"Non-significant",1.21654719334933,"ATP2B2","Plasma membrane calcium-transporting ATPase 2","AT2B2_HUMAN",-0.6010975
-0.270507499999999,8.54158375,-4.02333158515555,0.00470512840385357,0.0136347269900288,-3.25714302683149,"PAQR9_HUMAN",3,2.66716990113611,0.0294686411788653,0.0608677048083491,0.270507499999999,"Non-significant",1.21561307425918,"PAQR9","Membrane progestin receptor epsilon","PAQR9_HUMAN",-0.270507499999999
-0.201149999999998,13.040825,-3.81383969502148,0.00619730380414336,0.0170088706348735,-3.55551967796646,"NDUS4_HUMAN",5,2.6652581232297,0.0295545034579493,0.0610296774176999,0.201149999999998,"Non-significant",1.21445892557156,"NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial","NDUS4_HUMAN",-0.201149999999998
-0.145275000000002,15.2610375,-3.87645209156461,0.00570360908089911,0.0159258130944179,-3.4657369214671,"TXD17_HUMAN",7,2.66503865481629,0.0295643767445848,0.0610346916525073,0.145275000000002,"Non-significant",1.21442324514285,"TXNDC17","Thioredoxin domain-containing protein 17","TXD17_HUMAN",-0.145275000000002
-0.1743425,10.07610375,-2.66534791843469,0.0312558241507038,0.0641068917656917,-5.27281020016243,"CQ10B_HUMAN",13,2.66408656095918,0.0296072481779277,0.0610947908048265,0.1743425,"Non-significant",1.21399581792707,"COQ10B","Coenzyme Q-binding protein COQ10 homolog B, mitochondrial","CQ10B_HUMAN",-0.1743425
0.0642999999999976,13.259725,2.20508680327391,0.0620212319663408,0.111698167763634,-5.97159596497627,"SYFB_HUMAN",39,-2.66406116133772,0.0296083927625732,0.0610947908048265,-0.0642999999999976,"Non-significant",1.21399581792707,"FARSB","Phenylalanine--tRNA ligase beta subunit","SYFB_HUMAN",0.0642999999999976
0.0825000000000031,13.8418,2.44932197600278,0.043057977075703,0.0833701691229602,-5.60239482166665,"PGAM5_HUMAN",24,-2.66375521853662,0.0296221830593152,0.0611021042537494,-0.0825000000000031,"Non-significant",1.21394383312806,"PGAM5","Serine/threonine-protein phosphatase PGAM5, mitochondrial","PGAM5_HUMAN",0.0825000000000031
0.170247500000002,7.96639125,2.66912613909671,0.0310821362708513,0.0637985360912465,-5.26703735411204,"KCTD3_HUMAN",13,-2.66365185430865,0.0296268436702432,0.0611021042537494,-0.170247500000002,"Non-significant",1.21394383312806,"KCTD3","BTB/POZ domain-containing protein KCTD3","KCTD3_HUMAN",0.170247500000002
0.408632500000001,8.55590125,2.58377701183167,0.0352613888249689,0.0706261582182007,-5.39740992604254,"PKHM2_HUMAN",17,-2.66309579185245,0.0296519290370587,0.0611384593173559,-0.408632500000001,"Non-significant",1.21368550964659,"PLEKHM2","Pleckstrin homology domain-containing family M member 2","PKHM2_HUMAN",0.408632500000001
0.1879825,8.78676375,2.62829602079223,0.0330134290673664,0.0669579642489534,-5.32941778474228,"DPH1_HUMAN",14,-2.66012374589679,0.0297863765408902,0.0613959742845009,-0.1879825,"Non-significant",1.21186010448334,"DPH1","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1","DPH1_HUMAN",0.1879825
0.0908749999999987,11.6579625,2.27699926434068,0.0556933371744918,0.102210427167335,-5.86349672563195,"HUWE1_HUMAN",151,-2.66000412173608,0.0297918011348798,0.0613959742845009,-0.0908749999999987,"Non-significant",1.21186010448334,"HUWE1","E3 ubiquitin-protein ligase HUWE1","HUWE1_HUMAN",0.0908749999999987
0.0653499999999987,10.824525,2.09476485491621,0.0731569188518667,0.128396579051082,-6.13605412172687,"UBP24_HUMAN",101,-2.65936364346472,0.0298208621824306,0.0614404192439222,-0.0653499999999987,"Non-significant",1.21154582952113,"USP24","Ubiquitin carboxyl-terminal hydrolase 24","UBP24_HUMAN",0.0653499999999987
0.2913125,9.12027375,2.65104838729111,0.0319223560373793,0.0651966803174977,-5.29465820115189,"NOP16_HUMAN",10,-2.65908755916343,0.0298333982199986,0.0614508036702383,-0.2913125,"Non-significant",1.21147243291964,"NOP16","Nucleolar protein 16","NOP16_HUMAN",0.2913125
0.444634999999998,9.2745025,2.6345964644561,0.0327074823195988,0.0664854798056213,-5.3197929079649,"RT15_HUMAN",8,-2.65832375831316,0.0298681080426094,0.0615068449468254,-0.444634999999998,"Non-significant",1.21107654996092,"MRPS15","Small ribosomal subunit protein uS15m","RT15_HUMAN",0.444634999999998
0.236475,13.0600375,3.81811135440675,0.00616218976195283,0.0169522253921105,-3.54937829067229,"TM256_HUMAN",4,-2.65803477769539,0.0298812511783952,0.0615184573481879,-0.236475,"Non-significant",1.21099456354423,"TMEM256","Transmembrane protein 256","TM256_HUMAN",0.236475
0.158925000000004,11.0156375,2.57943476152512,0.0354889543884311,0.0710053798590822,-5.40403959570474,"MFF_HUMAN",18,-2.6574608364527,0.0299073722624437,0.0615567757488107,-0.158925000000004,"Non-significant",1.21072413593561,"MFF","Mitochondrial fission factor","MFF_HUMAN",0.158925000000004
0.534507499999999,8.18460625,2.56757631920003,0.0361181776829978,0.0720254976028256,-5.42214251029623,"RPAP1_HUMAN",30,-2.65423076986704,0.0300548170310363,0.061844726410752,-0.534507499999999,"Non-significant",1.20869732737448,"RPAP1","RNA polymerase II-associated protein 1","RPAP1_HUMAN",0.534507499999999
0.276512499999999,7.80294375,2.56806112178973,0.0360922291371619,0.071991263860451,-5.42140248884235,"TLK2_HUMAN",19,-2.65141036280462,0.0301841732073981,0.0620953204402132,-0.276512499999999,"Non-significant",1.20694112741713,"TLK2","Serine/threonine-protein kinase tousled-like 2","TLK2_HUMAN",0.276512499999999
0.407095000000002,7.91069,2.97568418362243,0.0198650293787816,0.0442416492385906,-4.79943352838153,"NIPA1_HUMAN",3,-2.64855881697394,0.030315539672077,0.0623499232894348,-0.407095000000002,"Non-significant",1.20516407650774,"NIPA1","Magnesium transporter NIPA1","NIPA1_HUMAN",0.407095000000002
0.200202500000003,9.19779125,3.28554246049999,0.0127718334143183,0.0308042042749578,-4.33169084137576,"PX11C_HUMAN",6,-2.64650856929736,0.0304103546857943,0.0625292419649215,-0.200202500000003,"Non-significant",1.20391683619135,"PEX11G","Peroxisomal membrane protein 11C","PX11C_HUMAN",0.200202500000003
0.112425,10.9988875,2.49975487578796,0.0399444855678944,0.0783783850372422,-5.52559331370125,"ARFG3_HUMAN",23,-2.64397926921295,0.0305277439544421,0.0627548758622158,-0.112425,"Non-significant",1.20235252518097,"ARFGAP3","ADP-ribosylation factor GTPase-activating protein 3","ARFG3_HUMAN",0.112425
-0.0759749999999997,12.6598375,-2.17922042293605,0.0644698341907152,0.115247209048295,-6.01031753000129,"VWA8_HUMAN",112,2.6438084613355,0.0305356882195364,0.0627554705499521,0.0759749999999997,"Non-significant",1.20234840967002,"VWA8","von Willebrand factor A domain-containing protein 8","VWA8_HUMAN",-0.0759749999999997
0.552882500000002,5.69364625,2.61227708013309,0.0338047171814448,0.0681917006529244,-5.35388677790486,"OTUB2_HUMAN",7,-2.64351043993628,0.0305495542672338,0.0627682320508227,-0.552882500000002,"Non-significant",1.20226010364792,"OTUB2","Ubiquitin thioesterase OTUB2","OTUB2_HUMAN",0.552882500000002
0.31082,8.1392475,2.57319221910084,0.0358187686249024,0.0715328295217905,-5.41356980655251,"RPA49_HUMAN",15,-2.64219363719589,0.0306108986897931,0.0628785135201514,-0.31082,"Non-significant",1.20149773378841,"POLR1E","DNA-directed RNA polymerase I subunit RPA49","RPA49_HUMAN",0.31082
0.197332499999998,9.08026875,2.72385877108573,0.0286755265747375,0.0597261094663868,-5.18341027050616,"CARME_HUMAN",10,-2.63989173346447,0.0307184391828829,0.0630836083219623,-0.197332499999998,"Non-significant",1.20008347340435,"CARNMT1","Carnosine N-methyltransferase","CARME_HUMAN",0.197332499999998
0.341534999999997,8.4394625,2.57199803375035,0.0358822209769284,0.0716246524394592,-5.4153928055816,"HLAF_HUMAN",14,-2.6384722840585,0.0307849465637704,0.0632043556047558,-0.341534999999997,"Non-significant",1.1992529921301,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN",0.341534999999997
0.337490000000001,8.4817925,2.55264215264057,0.0369270089157911,0.0734419260290284,-5.44493540029958,"TF2H1_HUMAN",21,-2.63816926935893,0.0307991632748704,0.0632103756742168,-0.337490000000001,"Non-significant",1.19921162854972,"GTF2H1","General transcription factor IIH subunit 1","TF2H1_HUMAN",0.337490000000001
-0.108307499999999,9.24207375,-2.41894201370591,0.0450523399966155,0.0862986788522095,-5.64859095144068,"STAG2_HUMAN",35,2.63808113298359,0.0308032996851057,0.0632103756742168,0.108307499999999,"Non-significant",1.19921162854972,"STAG2","Cohesin subunit SA-2","STAG2_HUMAN",-0.108307499999999
-0.23997,9.96449,-3.69355270340101,0.00728069736547072,0.0194294130866305,-3.72940213148212,"ATG12_HUMAN",4,2.63769207778773,0.0308215656187588,0.0632320307664126,0.23997,"Non-significant",1.19906287011649,"ATG12","Ubiquitin-like protein ATG12","ATG12_HUMAN",-0.23997
