"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.080646753311175,15.9439631700516,-0.848083927055894,0.423059395984012,0.768056895848449,-5.90104206099489,"O15551",2,-0.685392327562978,0.510943537758877,0.813063795212375,0.080646753311175,"Non-significant",0.0898753771344226,"CLDN3","Claudin-3","O15551"
-0.0726094245910502,18.0730707645416,-0.632629415406469,0.546083475384635,0.834152132314097,-6.06317171425402,"O94953;K7ES23;F5GX28;A0A0C4DFL8",21,-0.689148406127315,0.508690017321985,0.813063795212375,0.0726094245910502,"Non-significant",0.0898753771344226,"KDM4B","Lysine-specific demethylase 4B","O94953;K7ES23;F5GX28;A0A0C4DFL8"
0.134167671203599,18.2610969543457,0.636993904504208,0.543389193998346,0.83194823469995,-6.0602971814653,"P06702",8,0.687968787754822,0.509397085820241,0.813063795212375,-0.134167671203603,"Non-significant",0.0898753771344226,"S100A9","Protein S100-A9","P06702"
0.0128808021545268,19.6408360004425,0.542194657296243,0.603674560135249,0.862683172759263,-6.11870075710591,"P14735;A0A3B3ISG5",31,0.686923741228168,0.510023998466075,0.813063795212375,-0.0128808021545268,"Non-significant",0.0898753771344226,"IDE","Insulin-degrading enzyme","P14735;A0A3B3ISG5"
0.0202183723449743,19.3937304019928,0.581770270255996,0.57806427856076,0.849124172703864,-6.09535598229478,"Q03701",41,0.68531509768252,0.510989937604433,0.813063795212375,-0.0202183723449743,"Non-significant",0.0898753771344226,"CEBPZ","CCAAT/enhancer-binding protein zeta","Q03701"
-0.108816146850554,15.4450252056122,-0.896587952801559,0.398259304692201,0.75193110988163,-5.85914804504009,"Q13467",1,-0.689050578903332,0.508748632301965,0.813063795212375,0.10881614685055,"Non-significant",0.0898753771344226,"FZD5","Frizzled-5","Q13467"
0.054009914398204,17.9903366565704,0.706189126102789,0.501764749830765,0.811409827875891,-6.01239729083726,"Q13643",5,0.686965379487742,0.509999010993682,0.813063795212375,-0.0540099143982005,"Non-significant",0.0898753771344226,"FHL3","Four and a half LIM domains protein 3","Q13643"
-0.115639209747322,16.3649175167084,-0.645267496587355,0.53830386561748,0.8300841787743,-6.05479971482907,"Q5T0B9",5,-0.685611241571313,0.510812027964459,0.813063795212375,0.115639209747325,"Non-significant",0.0898753771344226,"ZNF362","Zinc finger protein 362","Q5T0B9"
0.0499730110168244,17.7505996227264,0.640088368238927,0.541483799142463,0.830798049344553,-6.05824843312001,"Q5VIR6;E7EVT8",13,0.689438343614343,0.508516320485571,0.813063795212375,-0.0499730110168244,"Non-significant",0.0898753771344226,"VPS53","Vacuolar protein sorting-associated protein 53 homolog","Q5VIR6;E7EVT8"
0.0315957069396937,18.1143791675568,0.646782916373607,0.537375567386618,0.8300841787743,-6.05378594083922,"Q68CQ4",13,0.687861218821239,0.509461593324496,0.813063795212375,-0.0315957069397008,"Non-significant",0.0898753771344226,"DIEXF","Digestive organ expansion factor homolog","Q68CQ4"
0.0194993019103968,18.7232382297516,0.671802063570567,0.52219161973432,0.822536590719804,-6.03674468212073,"Q8N5A5;V9GY48",13,0.688934313216751,0.508818300458505,0.813063795212375,-0.0194993019103968,"Non-significant",0.0898753771344226,"ZGPAT","Zinc finger CCCH-type with G patch domain-containing protein","Q8N5A5;V9GY48"
-0.0374035835266007,17.8423507213592,-0.747618827989446,0.477846792227237,0.799327316974092,-5.98166786928088,"Q8NBJ9;F5H8L4;C9JBG5;E9PME7;E9PPN9",6,-0.688215399807772,0.509249215258423,0.813063795212375,0.0374035835266007,"Non-significant",0.0898753771344226,"SIDT2","SID1 transmembrane family member 2","Q8NBJ9;F5H8L4;C9JBG5;E9PME7;E9PPN9"
0.122181892395002,15.7287147045135,0.671243065958708,0.522527930754573,0.822633062825465,-6.03713166581173,"Q8TDP1;E9PN81",3,0.688150542409168,0.50928810170259,0.813063795212375,-0.122181892395,"Non-significant",0.0898753771344226,"RNASEH2C","Ribonuclease H2 subunit C","Q8TDP1;E9PN81"
-0.0238308906555318,19.8069045543671,-0.648215545256054,0.536498882865218,0.830033361951123,-6.05282560849517,"Q92890;C9JNP9",14,-0.687787593837188,0.509505748052057,0.813063795212375,0.0238308906555247,"Non-significant",0.0898753771344226,"UFD1","Ubiquitin recognition factor in ER-associated degradation protein 1","Q92890;C9JNP9"
0.029882907867421,19.4870846271515,0.619153834833003,0.554452729914727,0.836938510296383,-6.07193535651504,"Q969N2;A0A1W2PPC3;A0A1W2PNP0;A0A1W2PPQ7;A0A1W2PP13;A0A1W2PRZ8;A0A1W2PPK4;A0A1W2PQY1;A0A1W2PP53;A0A1W2PQN1;A0A1W2PQ52;A0A1W2PP57;A0A1W2PSC5;A0A1W2PPS0;A0A1W2PPR6",24,0.688549303238051,0.509049046373554,0.813063795212375,-0.0298829078674245,"Non-significant",0.0898753771344226,"PIGT","GPI transamidase component PIG-T","Q969N2;A0A1W2PPC3;A0A1W2PNP0;A0A1W2PPQ7;A0A1W2PP13;A0A1W2PRZ8;A0A1W2PPK4;A0A1W2PQY1;A0A1W2PP53;A0A1W2PQN1;A0A1W2PQ52;A0A1W2PP57;A0A1W2PSC5;A0A1W2PPS0;A0A1W2PPR6"
0.107923269271822,15.775200009346,0.898212716810864,0.397447261831381,0.751592162335545,-5.85771241024895,"Q96D53",1,0.686826632022034,0.510082277460574,0.813063795212375,-0.107923269271824,"Non-significant",0.0898753771344226,"COQ8B","Atypical kinase COQ8B, mitochondrial","Q96D53"
-0.204331874847455,17.306364774704,-0.682632338155395,0.515702500239236,0.819251775541167,-6.02919121489405,"Q96ET8;Q9NYZ1;C9JPH1;J3QL47;J3KS67;C9JYS5;K7ENL4;A0A0A6YYB9;J3QL63",1,-0.687222321133644,0.50984483485925,0.813063795212375,0.204331874847448,"Non-significant",0.0898753771344226,"TVP23B;TVP23C","Golgi apparatus membrane protein TVP23 homolog C","Q96ET8;Q9NYZ1;C9JPH1;J3QL47;J3KS67;C9JYS5;K7ENL4;A0A0A6YYB9;J3QL63"
-0.0758039951324534,16.1605509519577,-0.743810262635662,0.480013601890106,0.799473572806369,-5.9845555274712,"Q99638;F5H4F1",3,-0.685108267739266,0.511114214186366,0.813063795212375,0.0758039951324498,"Non-significant",0.0898753771344226,"RAD9A","Cell cycle checkpoint control protein RAD9A","Q99638;F5H4F1"
0.0867986679076722,16.2194728851318,0.804442459428277,0.446294761148552,0.782113820551745,-5.93710572229906,"Q9GZM8;J3KRK9;J3QL85;A6NIZ0",2,0.6851609882431,0.511082534585943,0.813063795212375,-0.0867986679076758,"Non-significant",0.0898753771344226,"NDEL1","Nuclear distribution protein nudE-like 1","Q9GZM8;J3KRK9;J3QL85;A6NIZ0"
0.0296244621276749,17.8871405124664,0.855302722708518,0.419300036088142,0.766339989814901,-5.89492641265593,"Q9H9Q4;C9JWV4;H7C0G7",6,0.688956921723387,0.508804752637521,0.813063795212375,-0.0296244621276749,"Non-significant",0.0898753771344226,"NHEJ1","Non-homologous end-joining factor 1","Q9H9Q4;C9JWV4;H7C0G7"
0.0149273872375204,20.0322635173798,0.577094146298409,0.581057828624616,0.850098678570882,-6.09819249969887,"Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7",25,0.688993080360034,0.508783085560634,0.813063795212375,-0.014927387237524,"Non-significant",0.0898753771344226,"XPNPEP1","Xaa-Pro aminopeptidase 1","Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7"
-0.183671236038201,15.9760078191757,-0.636806232214446,0.543504882178689,0.83194823469995,-6.06042114872159,"Q9P2E3;Q5JXR6;Q5JXR5;Q5JXR7",5,-0.685729180138607,0.51074118652989,0.813063795212375,0.183671236038199,"Non-significant",0.0898753771344226,"ZNFX1","NFX1-type zinc finger-containing protein 1","Q9P2E3;Q5JXR6;Q5JXR5;Q5JXR7"
-0.179647445678699,15.278133392334,-0.647186089410592,0.537128760879116,0.830033361951123,-6.05351587325184,"Q9UL63;F8WEY7",3,-0.685123345943774,0.511105153612677,0.813063795212375,0.1796474456787,"Non-significant",0.0898753771344226,"MKLN1","Muskelin","Q9UL63;F8WEY7"
-0.245272874832176,14.0648039579391,-0.650167910496731,0.535305557997392,0.829326576311439,-6.05151384396716,"Q9UPW5;J3KNS1",2,-0.688741615886875,0.508933780603788,0.813063795212375,0.245272874832175,"Non-significant",0.0898753771344226,"AGTPBP1","Cytosolic carboxypeptidase 1","Q9UPW5;J3KNS1"
-0.0237698554992321,19.2575314044952,-0.623244904408189,0.551903855772541,0.835940345343504,-6.06929265959463,"Q9Y371;A0A087WW40",18,-0.685060582464452,0.511142869174617,0.813063795212375,0.0237698554992214,"Non-significant",0.0898753771344226,"SH3GLB1","Endophilin-B1","Q9Y371;A0A087WW40"
-0.0605807304382253,16.67955327034,-0.630974857177958,0.547106964523266,0.834639498275869,-6.06425682228673,"Q9Y4D8;J3KPF0;A0A494C150;F8VWT9",17,-0.685887564702467,0.51064606018076,0.813063795212375,0.0605807304382253,"Non-significant",0.0898753771344226,"HECTD4","Probable E3 ubiquitin-protein ligase HECTD4","Q9Y4D8;J3KPF0;A0A494C150;F8VWT9"
-0.0119385719299459,20.9061172008515,-0.522677069842623,0.616530044043576,0.868598904760185,-6.12965657365925,"O00410;H0Y8C6",34,-0.68311423126299,0.512313313409991,0.813243916369714,0.011938571929953,"Non-significant",0.0897791768588301,"IPO5","Importin-5","O00410;H0Y8C6"
-0.0614314079285023,17.752192735672,-0.724998714573865,0.490811136099868,0.805307307658901,-5.99863281293396,"O94817",4,-0.684400722956571,0.511539492949336,0.813243916369714,0.0614314079285023,"Non-significant",0.0897791768588301,"ATG12","Ubiquitin-like protein ATG12","O94817"
0.1008219718933,16.4344985485077,0.743205673055869,0.480358168937812,0.799517771833297,-5.98501276817804,"P23327;M0QZ43",2,0.683166134994573,0.512282079547611,0.813243916369714,-0.1008219718933,"Non-significant",0.0897791768588301,"HRC","Sarcoplasmic reticulum histidine-rich calcium-binding protein","P23327;M0QZ43"
-0.105724811553983,18.6181027889252,-0.907114496655878,0.393019741995787,0.749307694496071,-5.84981022183645,"P54852;M0QXN1;M0QZ66;M0R122",1,-0.682906843085856,0.512438124105239,0.813243916369714,0.105724811553976,"Non-significant",0.0897791768588301,"EMP3","Epithelial membrane protein 3","P54852;M0QXN1;M0QZ66;M0R122"
-0.0330238342285263,17.9180641174316,-0.654913790326461,0.532411564512807,0.82823410586665,-6.04831056786587,"Q8IZ21",11,-0.684167962275639,0.511679444351927,0.813243916369714,0.0330238342285227,"Non-significant",0.0897791768588301,"PHACTR4","Phosphatase and actin regulator 4","Q8IZ21"
-0.0247902870178223,19.1255395412445,-0.721010056159499,0.493120809685905,0.806806315036425,-6.00157776124895,"Q92692;K7EKE8",9,-0.682806718293637,0.512498388069124,0.813243916369714,0.0247902870178258,"Non-significant",0.0897791768588301,"NECTIN2","Nectin-2","Q92692;K7EKE8"
0.124039173126192,17.8520424365997,0.798504030161494,0.449523672285678,0.784716471467598,-5.94189090163339,"Q96FX2",1,0.683766353092535,0.511920974294365,0.813243916369714,-0.124039173126199,"Non-significant",0.0897791768588301,"DPH3","DPH3 homolog","Q96FX2"
-0.0404825210571147,17.6678748130798,-0.638358304057224,0.542548574976816,0.83194823469995,-6.05939494576376,"Q96PU4;B1AL33",13,-0.684660759091333,0.511383169599223,0.813243916369714,0.0404825210571218,"Non-significant",0.0897791768588301,"UHRF2","E3 ubiquitin-protein ligase UHRF2","Q96PU4;B1AL33"
0.0261225700378276,19.6613781452179,0.640981424352686,0.540934659734779,0.830507518050724,-6.05765552346034,"Q9H7H0",14,0.683020613853702,0.512369652077408,0.813243916369714,-0.026122570037824,"Non-significant",0.0897791768588301,"METTL17","Methyltransferase-like protein 17, mitochondrial","Q9H7H0"
-0.0347733497619771,17.3831026554108,-0.688390233687411,0.512273332869439,0.817264408601208,-6.02513230653293,"Q9NQ48",8,-0.683427233407283,0.512124977370518,0.813243916369714,0.0347733497619735,"Non-significant",0.0897791768588301,"LZTFL1","Leucine zipper transcription factor-like protein 1","Q9NQ48"
0.0560970306396484,17.6257076263428,0.900353618597991,0.396379108732689,0.751592162335545,-5.85581756297505,"Q9Y2Q5",3,0.683872567121554,0.511857089773432,0.813243916369714,-0.056097030639652,"Non-significant",0.0897791768588301,"LAMTOR2","Ragulator complex protein LAMTOR2","Q9Y2Q5"
0.0141086578369247,20.5932326316834,0.649796628800272,0.535532367705623,0.829326576311439,-6.05176357219765,"Q8WVM0",15,0.682159922952518,0.512887791810297,0.813649871708779,-0.0141086578369247,"Non-significant",0.0895624397016705,"TFB1M","Dimethyladenosine transferase 1, mitochondrial","Q8WVM0"
0.0640516281128036,16.7722134590149,0.676418622191245,0.519419319137182,0.821558883351474,-6.03353788946089,"Q99755;A2A3N6;O60331;A6PW57",5,0.681870433047206,0.513062138402237,0.813649871708779,-0.0640516281128001,"Non-significant",0.0895624397016705,"PIP5K1A","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha","Q99755;A2A3N6;O60331;A6PW57"
0.0961055755614986,18.1700916290283,1.02754195845868,0.336682184960146,0.715387552050166,-5.7370212465857,"Q9BUM1;K7ESE6",1,0.68181887902167,0.513093190866486,0.813649871708779,-0.0961055755615021,"Non-significant",0.0895624397016705,"G6PC3","Glucose-6-phosphatase 3","Q9BUM1;K7ESE6"
-0.0287489891052282,17.9649150371552,-0.673739101378113,0.521027280877908,0.82242820026344,-6.03540151318938,"Q9H0X4;B4DGG1",10,-0.681564759250305,0.513246271354966,0.813713430212926,0.0287489891052246,"Non-significant",0.0895285159827194,"FAM234A","Protein FAM234A","Q9H0X4;B4DGG1"
0.0288305282592809,18.2599649429321,0.659904798240414,0.529378491326604,0.826217628995276,-6.04491958094954,"Q5SY16",11,0.680966921223836,0.513606516684103,0.81410533274097,-0.0288305282592738,"Non-significant",0.0893194004318539,"NOL9","Polynucleotide 5'-hydroxyl-kinase NOL9","Q5SY16"
0.146205186843876,16.0273467302322,0.73248053273595,0.48649778863156,0.803686757498478,-5.99307102574208,"A0A0M3HER3",1,0.680014816110314,0.514180556862805,0.814133382306815,-0.146205186843876,"Non-significant",0.0893044373044516,"TRIM47","E3 ubiquitin-protein ligase TRIM47 (Fragment)","A0A0M3HER3"
0.0899977684020996,16.8952739238739,0.69835273408335,0.50637428389664,0.81400150387163,-6.01803909895641,"P02794;E9PKM5;E9PKY7;E9PRK8;E9PK45;E9PQR3",3,0.679999980502861,0.51418950461483,0.814133382306815,-0.0899977684020996,"Non-significant",0.0893044373044516,"FTH1","Ferritin heavy chain","P02794;E9PKM5;E9PKY7;E9PRK8;E9PK45;E9PQR3"
-0.0367798805236461,17.0547168254852,-0.626839913213397,0.549669822797443,0.834831746451567,-6.0669575282896,"Q9NRY4",16,-0.680148276076244,0.514100067881243,0.814133382306815,0.0367798805236497,"Non-significant",0.0893044373044516,"ARHGAP35","Rho GTPase-activating protein 35","Q9NRY4"
0.0551753044128489,16.6580183506012,0.748322779341631,0.477447004499035,0.799327316974092,-5.98113275335978,"Q9UHW9;B3KXX3",4,0.680246595395975,0.514040776980478,0.814133382306815,-0.0551753044128489,"Non-significant",0.0893044373044516,"SLC12A6","Solute carrier family 12 member 6","Q9UHW9;B3KXX3"
0.0316700935363734,18.3004086017609,0.630413937698916,0.547454203853674,0.834831746451567,-6.06462411333228,"Q9Y4X5;H3BNB9",15,0.680248856088435,0.514039413732251,0.814133382306815,-0.0316700935363734,"Non-significant",0.0893044373044516,"ARIH1","E3 ubiquitin-protein ligase ARIH1","Q9Y4X5;H3BNB9"
-0.073980331420934,16.6506371498108,-0.742533187721633,0.480741623258647,0.799517771833297,-5.98552098359235,"Q8WUB8;S5FZ81",3,-0.67952799853351,0.514474219453618,0.814405111955485,0.0739803314209269,"Non-significant",0.089159508967175,"PHF10","PHD finger protein 10","Q8WUB8;S5FZ81"
0.0528001785278001,17.6672196388245,0.631870293386297,0.546552915724481,0.834317220833084,-6.0636698840845,"Q96JG8",12,0.679093515436526,0.514736399234138,0.81464105733737,-0.0528001785278001,"Non-significant",0.0890337055614385,"MAGED4","Melanoma-associated antigen D4","Q96JG8"
0.116921901702927,16.6634538173676,0.817392598561627,0.439309097767134,0.779066218028191,-5.92656835761104,"O14613",1,0.677336671157905,0.515797365444005,0.814645973909864,-0.116921901702927,"Non-significant",0.0890310844882165,"CDC42EP2","Cdc42 effector protein 2","O14613"
0.0591897964477788,16.8233275413513,0.72561801105027,0.490453159824319,0.805233288621734,-5.99817431102061,"O43808;F8WE74;B0QYW5;F6RTR7",4,0.67846069657233,0.515118407147374,0.814645973909864,-0.0591897964477752,"Non-significant",0.0890310844882165,"SLC25A17","Peroxisomal membrane protein PMP34","O43808;F8WE74;B0QYW5;F6RTR7"
0.0347037315368759,18.3105285167694,0.683110976918519,0.515416892125859,0.819251775541167,-6.02885494684568,"O75616;J3QT61;J3QSB2;J3QRV9",8,0.678818513825169,0.514902385567693,0.814645973909864,-0.0347037315368723,"Non-significant",0.0890310844882165,"ERAL1","GTPase Era, mitochondrial","O75616;J3QT61;J3QSB2;J3QRV9"
0.0177259445190217,22.2115116119385,0.592476189618929,0.571243897257317,0.846056623642522,-6.08878356000489,"P15880;E9PQD7;H0YEN5",22,0.678026511971418,0.515380607837326,0.814645973909864,-0.0177259445190288,"Non-significant",0.0890310844882165,"RPS2","40S ribosomal protein S2","P15880;E9PQD7;H0YEN5"
0.0562934875488494,17.3394665718079,0.687947232613975,0.512536652880349,0.817264408601208,-6.02544565064236,"Q0VF96",5,0.677749015744066,0.515548228466284,0.814645973909864,-0.0562934875488494,"Non-significant",0.0890310844882165,"CGNL1","Cingulin-like protein 1","Q0VF96"
-0.0425276756286976,17.7258222103119,-0.752286159595478,0.475200272619035,0.799327316974092,-5.97811193085055,"Q15831;K7EQN8;K7EP59",5,-0.678223295358464,0.515261761755381,0.814645973909864,0.0425276756286976,"Non-significant",0.0890310844882165,"STK11","Serine/threonine-protein kinase STK11","Q15831;K7EQN8;K7EP59"
-0.0328869819641255,18.9709584712982,-0.690483078908532,0.511030503575812,0.817217556351193,-6.02364960734344,"Q6UX53;A0A087WZT2",8,-0.678575001819382,0.515049392698647,0.814645973909864,0.0328869819641255,"Non-significant",0.0890310844882165,"METTL7B","Methyltransferase-like protein 7B","Q6UX53;A0A087WZT2"
0.0205035209655762,20.449590921402,0.69292920670856,0.509580304874331,0.816348782068978,-6.02191163614594,"Q92542;Q5T205;H0Y3Z4;H0Y6T7",11,0.677215151144644,0.515870801420494,0.814645973909864,-0.0205035209655762,"Non-significant",0.0890310844882165,"NCSTN","Nicastrin","Q92542;Q5T205;H0Y3Z4;H0Y6T7"
-0.023506641387911,18.8782913684845,-0.695740453295468,0.507916877736423,0.814408692179912,-6.01990762184456,"Q9BT09;A0A0C4DFY8",10,-0.677617049208018,0.515627954107668,0.814645973909864,0.0235066413879004,"Non-significant",0.0890310844882165,"CNPY3","Protein canopy homolog 3","Q9BT09;A0A0C4DFY8"
-0.0506443977355993,17.5021440982818,-0.705508268725048,0.502164173106124,0.811873419518904,-6.01288964520489,"Q9UK41;E9PR04;E9PM90;E9PQR7",5,-0.677309843062565,0.515813577427663,0.814645973909864,0.0506443977356028,"Non-significant",0.0890310844882165,"VPS28","Vacuolar protein sorting-associated protein 28 homolog","Q9UK41;E9PR04;E9PM90;E9PQR7"
-0.0315504074096538,20.7445735931396,-0.939235927448771,0.377345641688545,0.740763334090378,-5.82078638297641,"O60925;E5RGS4",5,-0.675839597036932,0.516702511181296,0.814678955216278,0.0315504074096502,"Non-significant",0.0890135022378901,"PFDN1","Prefoldin subunit 1","O60925;E5RGS4"
0.0256505012512243,20.7008998394013,0.70492823795831,0.502504607750085,0.812010045715566,-6.01330876241089,"O95298;E9PRJ5",9,0.676320596165258,0.516411588501618,0.814678955216278,-0.0256505012512278,"Non-significant",0.0890135022378901,"NDUFC2","NADH dehydrogenase [ubiquinone] 1 subunit C2","O95298;E9PRJ5"
0.0138888359070286,21.2317388057709,0.573356520857117,0.583456895707354,0.851534881635317,-6.10044473760006,"P16930",22,0.676006475583419,0.516601566685154,0.814678955216278,-0.0138888359070251,"Non-significant",0.0890135022378901,"FAH","Fumarylacetoacetase","P16930"
-0.0466370582580424,21.2615735530853,-0.617198809606541,0.555673242289544,0.836938510296383,-6.07319272257657,"P21964;E7EMS6",23,-0.676222776773392,0.516470744481568,0.814678955216278,0.0466370582580495,"Non-significant",0.0890135022378901,"COMT","Catechol O-methyltransferase","P21964;E7EMS6"
-0.0404496192932484,18.6840488910675,-0.620978739721981,0.553314889142166,0.836535905251468,-6.07075845642204,"Q6ZSZ5;A0A087WZG4;M0QZS0;A0A3B3IPE9;A0A590UK10",17,-0.675683805894004,0.51679675981502,0.814678955216278,0.040449619293252,"Non-significant",0.0890135022378901,"ARHGEF18","Rho guanine nucleotide exchange factor 18","Q6ZSZ5;A0A087WZG4;M0QZS0;A0A3B3IPE9;A0A590UK10"
-0.0307021141052282,19.8857243061066,-0.677250889260221,0.518920514909662,0.82144091504817,-6.0329577190541,"Q8IXK0;A0A0A0MSI2;B3KPJ4",9,-0.676750768484747,0.516151492300345,0.814678955216278,0.0307021141052246,"Non-significant",0.0890135022378901,"PHC2","Polyhomeotic-like protein 2","Q8IXK0;A0A0A0MSI2;B3KPJ4"
-0.0270586013793803,18.7150764465332,-0.619837849619127,0.55402607917109,0.836938510296383,-6.0714945924449,"Q96P48;A0A0A0MSJ2;E7EU13",17,-0.675951992350075,0.516634522156965,0.814678955216278,0.0270586013793732,"Non-significant",0.0890135022378901,"ARAP1","Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1","Q96P48;A0A0A0MSJ2;E7EU13"
-0.0937819480896032,17.6621587276459,-0.656649372263742,0.531355627748082,0.82712751305965,-6.04713396496512,"Q9UQR1",4,-0.67573521788278,0.516765656052395,0.814678955216278,0.0937819480895996,"Non-significant",0.0890135022378901,"ZNF148","Zinc finger protein 148","Q9UQR1"
-0.521842241287226,13.8650020360947,-0.6281641759619,0.548848256620018,0.834831746451567,-6.06609432558818,"Q6NYC8;A0A0G2JHC2",1,-0.6751151282513,0.517140880708072,0.814864656888147,0.521842241287224,"Non-significant",0.0889145184351581,"PPP1R18","Phostensin","Q6NYC8;A0A0G2JHC2"
0.0720419883728205,18.0065352916717,0.683565112931956,0.515145997217207,0.819251775541167,-6.02853570221142,"Q9NWV8;M0R193;M0R2A4;M0R2I2;M0R0I0;M0R3F4;M0R2K3;M0QYV1",4,0.675142230984254,0.517124476997204,0.814864656888147,-0.0720419883728241,"Non-significant",0.0889145184351581,"BABAM1","BRISC and BRCA1-A complex member 1","Q9NWV8;M0R193;M0R2A4;M0R2I2;M0R0I0;M0R3F4;M0R2K3;M0QYV1"
0.1028604507446,21.2630085945129,0.622454896641971,0.552395512451704,0.835940345343504,-6.06980419464468,"Q9Y2Q3;C9JNT3;E9PFN5",13,0.674795684592796,0.517334245369981,0.814991008730964,-0.1028604507446,"Non-significant",0.0888471825239098,"GSTK1","Glutathione S-transferase kappa 1","Q9Y2Q3;C9JNT3;E9PFN5"
0.0239443778991948,23.8451006412506,0.617516924958011,0.555474536017452,0.836938510296383,-6.07298837130519,"P15531;E7ERL0;Q32Q12;J3KPD9",17,0.674154894280679,0.517722259757323,0.815180045175513,-0.0239443778991983,"Non-significant",0.0887464599832691,"NME1","Nucleoside diphosphate kinase A","P15531;E7ERL0;Q32Q12;J3KPD9"
-0.0359997749328755,16.7990052700043,-0.62673485830384,0.549735029855794,0.834831746451567,-6.06702593710114,"P26358;K7EJL0;K7EMU8;K7EIZ6",14,-0.674139055313479,0.517731852893925,0.815180045175513,0.035999774932872,"Non-significant",0.0887464599832691,"DNMT1","DNA (cytosine-5)-methyltransferase 1","P26358;K7EJL0;K7EMU8;K7EIZ6"
-0.14079761505128,22.5295720100403,-0.622850331632289,0.552149383190531,0.835940345343504,-6.06954822067635,"P62942;A0A087WZM5;Q5W0X3",9,-0.674036694966356,0.517793851775142,0.815180045175513,0.140797615051277,"Non-significant",0.0887464599832691,"FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A","P62942;A0A087WZM5;Q5W0X3"
0.0804100036620738,18.0149965286255,0.668195962793416,0.524363540253212,0.823276450554511,-6.0392361285354,"Q8IWS0;A0A0D9SGE8;Q5JRC6",4,0.673684271061329,0.518007346912243,0.815337902757391,-0.0804100036620738,"Non-significant",0.0886623680822416,"PHF6","PHD finger protein 6","Q8IWS0;A0A0D9SGE8;Q5JRC6"
0.0774326324462962,17.4552030563354,0.720710296902955,0.493294673620103,0.806806315036425,-6.00179851613248,"O95873",3,0.673375272243517,0.518194579732662,0.81537198526581,-0.0774326324462997,"Non-significant",0.0886442142150864,"C6orf47","Uncharacterized protein C6orf47","O95873"
-0.0459337234497248,25.0058650970459,-1.21246752316697,0.262739419521331,0.659878979360106,-5.54426796658048,"P48741;P17066",3,-0.673274811369182,0.518255461263938,0.81537198526581,0.0459337234497283,"Non-significant",0.0886442142150864,"HSPA6","Heat shock 70 kDa protein 6","P48741;P17066"
-0.356383323669473,14.6730210781097,-0.625640665374676,0.550414465073178,0.835307600209053,-6.06773783456363,"O43677",2,-0.672014698567925,0.51901948832082,0.816217369599961,0.356383323669476,"Non-significant",0.0881941674148062,"NDUFC1","NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial","O43677"
0.101460933685324,17.0256192684174,0.918816915025992,0.387254592569403,0.746042204019786,-5.83932819555391,"Q8NHG7",1,0.672097114317629,0.518969497326074,0.816217369599961,-0.101460933685324,"Non-significant",0.0881941674148062,"SVIP","Small VCP/p97-interacting protein","Q8NHG7"
-0.0786314010620295,17.4284129142761,-0.667822773114661,0.524588629474674,0.823276450554511,-6.03949328952731,"Q9HCN4",4,-0.671241598427087,0.519488571224802,0.816776681526157,0.0786314010620259,"Non-significant",0.0878966695855388,"GPN1","GPN-loop GTPase 1","Q9HCN4"
-0.0426807403564524,19.4145889282226,-0.861713977012039,0.415981264231292,0.76317989394383,-5.8894596016163,"Q9NZZ3",4,-0.670654255458429,0.519845117451017,0.817158849763103,0.0426807403564489,"Non-significant",0.0876935115584168,"CHMP5","Charged multivesicular body protein 5","Q9NZZ3"
0.3088402748108,14.1754879951477,0.635866783230492,0.54408421716176,0.832001781159603,-6.06104121353129,"Q9BWT3;H7C3W0;F8WAT4",1,0.670080234738279,0.520193720307265,0.817528367510392,-0.308840274810802,"Non-significant",0.0874971687722854,"PAPOLG","Poly(A) polymerase gamma","Q9BWT3;H7C3W0;F8WAT4"
-0.122751235961896,17.1479516029358,-0.650678243669662,0.534993900047703,0.829326576311439,-6.05117038153809,"O94864",3,-0.669592931029127,0.520489771506103,0.81771049404335,0.122751235961903,"Non-significant",0.0874004287174121,"SUPT7L","STAGA complex 65 subunit gamma","O94864"
0.0531082153320206,16.6889419555664,0.647308388688604,0.53705390779912,0.830033361951123,-6.05343392087236,"Q99504;B1APR7",7,0.669515672413881,0.520536717774575,0.81771049404335,-0.0531082153320241,"Non-significant",0.0874004287174121,"EYA3","Eyes absent homolog 3","Q99504;B1APR7"
-0.0278520584106445,17.6079158782959,-0.615835949168565,0.556525010632094,0.837170796231817,-6.07406712750708,"O15047",16,-0.667756025106268,0.521606666003521,0.818384901953591,0.0278520584106481,"Non-significant",0.0870423913422381,"SETD1A","Histone-lysine N-methyltransferase SETD1A","O15047"
0.0565462112427007,17.0758066177368,0.850922944360549,0.421578059092353,0.767580982751217,-5.8986419264641,"O75908;F8VPE9",3,0.66726876555138,0.521903178645445,0.818384901953591,-0.0565462112427007,"Non-significant",0.0870423913422381,"SOAT2","Sterol O-acyltransferase 2","O75908;F8VPE9"
