"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.528230071067814,7.45690649747849,-2.57993179972473,0.0339034377099657,0.0619020012553243,-5.76565232797731,"S18B1_HUMAN",2,-2.49175214989166,0.0367346907156523,0.0660459296403286,-0.14175200462341,"Non-significant",1.18015394245847,"SLC18B1","MFS-type transporter SLC18B1","S18B1_HUMAN"
0.796851158142086,6.62230098247528,2.4372705214252,0.0421398329623529,0.0740213801317687,-5.98730692427034,"IGHM_HUMAN",5,2.49088640627571,0.0367848408205579,0.0661214440447512,-0.450543880462645,"Non-significant",1.17965767031809,"IGHM","Immunoglobulin heavy constant mu","IGHM_HUMAN"
-0.252957344055194,10.0658822059632,-2.36253013595431,0.0472400504364023,0.0814158388362295,-6.10284104512478,"TENS2_HUMAN",51,-2.48999964096275,0.0368362803121524,0.0661992421822379,0.451486349105833,"Non-significant",1.17914698213063,"TNS2","Tensin-2","TENS2_HUMAN"
-0.187507152557371,8.37511682510376,-2.4039013040403,0.0443442156957845,0.0770139054271395,-6.03895092956034,"INT8_HUMAN",19,-2.48904401359626,0.0368917956510136,0.0662843290328442,-0.63675904273987,"Non-significant",1.17858913553211,"INTS8","Integrator complex subunit 8","INT8_HUMAN"
-0.134273529052736,8.50312376022339,-2.29391735335571,0.0524693903525212,0.0889731731077026,-6.20840906002295,"TPC10_HUMAN",37,-2.48887863842558,0.0369014113732319,0.0662869275807846,-0.104759454727157,"Non-significant",1.17857211019705,"TRAPPC10","Trafficking protein particle complex subunit 10","TPC10_HUMAN"
0.206680774688703,10.1321315765381,3.12612920824966,0.014952612448867,0.0311570358012602,-4.91472623543326,"TP4A1_HUMAN",5,2.48793647738436,0.0369562415120638,0.0663707267881553,-1.11864840984344,"Non-significant",1.17802342661956,"PTP4A1","Protein tyrosine phosphatase type IVA 1","TP4A1_HUMAN"
0.151693344116227,11.4525969028473,2.53448759863828,0.0363315670977617,0.065451673053117,-5.8363854809808,"RT02_HUMAN",13,2.48770253435871,0.0369698688335883,0.0663805080141038,-0.344595789909365,"Non-significant",1.17795942823236,"MRPS2","Small ribosomal subunit protein uS2m","RT02_HUMAN"
-0.0690679550170987,12.6463162899017,-2.11017297159344,0.0695038667231268,0.112140460248847,-6.48797145009128,"ANM5_HUMAN",31,-2.48669714154881,0.037028491325774,0.0664710572162234,0.439794898033143,"Non-significant",1.17736741375601,"PRMT5","Protein arginine N-methyltransferase 5","ANM5_HUMAN"
0.122391939163226,12.10997402668,2.38709808439874,0.0454980969985753,0.0787787772464325,-6.06491985958058,"UEVLD_HUMAN",20,2.4849840050262,0.0371285971795635,0.0666360180302982,0.0354607105254985,"Non-significant",1.17629096296888,"UEVLD","Ubiquitin-conjugating enzyme E2 variant 3","UEVLD_HUMAN"
0.249559879302978,7.46095371246338,2.40826694442824,0.0440493027160083,0.0765787138182305,-6.03219980064857,"SETMR_HUMAN",17,2.48431611038714,0.037167699059486,0.0666914440886045,0.0523295402526749,"Non-significant",1.17592987857891,"SETMAR","Histone-lysine N-methyltransferase SETMAR","SETMR_HUMAN"
0.267490386962891,8.855792760849,2.66335904669261,0.029869908524892,0.055651994895746,-5.635595921358,"GLRX2_HUMAN",6,2.48323658700007,0.0372309876179023,0.0667902351385494,0.0656170845031729,"Non-significant",1.17528702757592,"GLRX2","Glutaredoxin-2, mitochondrial","GLRX2_HUMAN"
-0.93799793720245,6.54847818613052,-2.40963545655397,0.0439572648144517,0.0764400443001417,-6.03008315784672,"CUED1_HUMAN",7,-2.48212908892498,0.0372960292353805,0.0668921267055432,-0.288523316383363,"Non-significant",1.17462499627641,"CUEDC1","CUE domain-containing protein 1","CUED1_HUMAN"
-0.172865748405463,7.99496477842331,-2.34020930915564,0.0488809769114698,0.0839052774824764,-6.13724102995857,"RPGF2_HUMAN",31,-2.48127743705166,0.0373461233739066,0.0669671701780947,0.0897821187972996,"Non-significant",1.17413805259442,"RAPGEF2","Rap guanine nucleotide exchange factor 2","RPGF2_HUMAN"
-0.14950108528137,9.13896000385284,-2.53055500116312,0.0365498804691986,0.0657865417318274,-5.84250176401598,"LIPG_HUMAN",13,-2.48047441161432,0.0373934194836376,0.0670371643151205,-0.475717306137076,"Non-significant",1.17368436472894,"LIPG","Endothelial lipase","LIPG_HUMAN"
0.274260997772217,8.48017549514771,3.32940158551154,0.011114976556755,0.0243748431841919,-4.60129354707881,"CRLS1_HUMAN",2,2.47975027677639,0.0374361209526877,0.0670988922929331,-0.1900706291199,"Non-significant",1.17328464935467,"CRLS1","Cardiolipin synthase (CMP-forming)","CRLS1_HUMAN"
-0.156491994857802,10.3637319803238,-2.5157654904815,0.0373829672362092,0.0669888242390905,-5.86549604329034,"NSUN4_HUMAN",13,-2.47883102726952,0.0374903989928168,0.0671813377711386,-0.707710027694702,"Non-significant",1.17275135237231,"NSUN4","5-methylcytosine rRNA methyltransferase NSUN4","NSUN4_HUMAN"
0.0902934074401784,11.6602771282196,2.27325194311022,0.0541555996895456,0.0914502676131058,-6.24009657067482,"NHLC2_HUMAN",25,2.47723205257813,0.0375850013067885,0.0673359904180353,-0.0866618156433248,"Non-significant",1.1717527476326,"NHLRC2","NHL repeat-containing protein 2","NHLC2_HUMAN"
0.145289421081543,9.36541795730591,2.36387614309464,0.0471428929202657,0.0813001983326325,-6.10076498929093,"RAE1_HUMAN",22,2.47677719178945,0.0376119568162667,0.0673694078603063,-0.0766348838806508,"Non-significant",1.17153726983794,"CHM","Rab proteins geranylgeranyltransferase component A 1","RAE1_HUMAN"
0.15664863586426,9.59652900695801,2.78852804282743,0.0247231675747343,0.0474240618679419,-5.44023137438921,"MI4GD_HUMAN",9,2.47460581855494,0.0377409035158658,0.0675854537911576,-0.80435061454773,"Non-significant",1.17014676586332,"MIF4GD","MIF4G domain-containing protein","MI4GD_HUMAN"
-0.659720301628113,8.54456096887589,-2.49225970806247,0.0387471106093375,0.0690672353875581,-5.90201598416519,"RPAB4_HUMAN",2,-2.47335973458525,0.0378151032643787,0.067703386559393,-0.19296002388001,"Non-significant",1.16938960713063,"POLR2K","DNA-directed RNA polymerases I, II, and III subunit RPABC4","RPAB4_HUMAN"
-0.466228961944579,6.85213005542755,-2.48596446668575,0.0391209928050352,0.0696113455307139,-5.91179081635021,"BLNK_HUMAN",5,-2.47186903719206,0.0379040621108072,0.0678476858519941,0.0105963945388812,"Non-significant",1.16846496066229,"BLNK","B-cell linker protein","BLNK_HUMAN"
-0.690214395523071,6.94451475143433,-2.44255523589002,0.0418010590280821,0.0735947837028699,-5.97911968508787,"TSN33_HUMAN",4,-2.47170149541594,0.037914073513045,0.0678506379543112,-0.00566482543945135,"Non-significant",1.16844606460359,"TSPAN33","Tetraspanin-33","TSN33_HUMAN"
-0.437071561813353,7.26208889484406,-2.38999101927068,0.0452972956287278,0.0785011227534168,-6.06045074785431,"CC186_HUMAN",16,-2.4711976141638,0.03794419883513,0.0678895764825237,0.0783162117004403,"Non-significant",1.16819690058878,"CCDC186","Coiled-coil domain-containing protein 186","CC186_HUMAN"
-0.236175775527949,12.2451432943344,-3.41422921723124,0.0098362229878016,0.0220107869065147,-4.47148550644334,"RU1C_HUMAN",3,-2.47093672372227,0.0379598060553689,0.0679025278512485,-0.0942363739013494,"Non-significant",1.16811405765745,"SNRPC","U1 small nuclear ribonucleoprotein C","RU1C_HUMAN"
0.353811144828794,7.43938857316971,2.4674299165625,0.0402432530008907,0.0713579009722961,-5.94055475521192,"FHR5_HUMAN",8,2.47045263058234,0.0379887830535176,0.0679393841076134,-0.5693759918213,"Non-significant",1.16787839446742,"CFHR5","Complement factor H-related protein 5","FHR5_HUMAN"
-0.143615484237669,9.66931068897247,-2.34880209436383,0.0482425783597677,0.0829322628837194,-6.12400433854299,"C19L1_HUMAN",23,-2.46972641795973,0.0380322947373969,0.068002212318034,0.3315589427948,"Non-significant",1.16747695814839,"CWF19L1","CWF19-like protein 1","C19L1_HUMAN"
-0.13874101638795,11.2617931365967,-2.23723857985884,0.0572248259446851,0.0955788879611311,-6.29518416615957,"KI13B_HUMAN",81,-2.46837649839535,0.0381133099146512,0.0681320547802336,-1.26952958106994,"Non-significant",1.16664851306764,"KIF13B","Kinesin-like protein KIF13B","KI13B_HUMAN"
-0.504393219947818,8.17340582609177,-2.57006793988705,0.0344159649525553,0.0626545074321368,-5.78101324310384,"IP3KB_HUMAN",2,-2.46791186873637,0.0381412348002152,0.068166955764085,0.415911912918125,"Non-significant",1.16642610052084,"ITPKB","Inositol-trisphosphate 3-kinase B","IP3KB_HUMAN"
0.159350872039777,11.4968242645264,2.66519172214904,0.0297870642078954,0.0555614342489342,-5.63273679099297,"MESH1_HUMAN",10,2.4677162844662,0.0381529958520805,0.068172959335781,0.508028864860535,"Non-significant",1.1663878532026,"HDDC3","Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1","MESH1_HUMAN"
0.238327503204347,9.38516497612,2.46855816749387,0.0401740106306696,0.0712506933895635,-5.93880448545461,"THG1_HUMAN",11,2.46653559021825,0.0382240721100203,0.0682825197978067,-0.17684769630432,"Non-significant",1.16569046069599,"THG1L","Probable tRNA(His) guanylyltransferase","THG1_HUMAN"
-0.130558729171751,9.64371836185455,-2.42084736392485,0.04321051765286,0.0753838185842412,-6.01273592933154,"BYST_HUMAN",17,-2.46641826609731,0.0382311421544781,0.0682825197978067,-0.0222470760345477,"Non-significant",1.16569046069599,"BYSL","Bystin","BYST_HUMAN"
-0.241897344589233,7.72549796104431,-2.42778263544558,0.0427550566660946,0.0747499525508923,-6.00200028924791,"CRLF3_HUMAN",13,-2.46561702236416,0.0382794609817704,0.0683537734168321,-0.189958095550525,"Non-significant",1.1652375055457,"CRLF3","Cytokine receptor-like factor 3","CRLF3_HUMAN"
0.244697809219357,9.48667705059051,2.70128405993716,0.0282029404834147,0.0529964472168658,-5.57641732225937,"UQCC6_HUMAN",6,2.46527595938729,0.0383000473786624,0.068375486123315,0.179539680480959,"Non-significant",1.1650995729814,"UQCC6","Ubiquinol-cytochrome c reductase complex assembly factor 6","UQCC6_HUMAN"
0.186560869216919,8.24460804462433,2.44053577369936,0.041930188040406,0.0737527738477897,-5.98224855418998,"P4R3B_HUMAN",14,2.46492912324162,0.038320993682726,0.068397831663361,0.591378092765808,"Non-significant",1.16495766599281,"PPP4R3B","Serine/threonine-protein phosphatase 4 regulatory subunit 3B","P4R3B_HUMAN"
-0.141859769821178,13.0802885293961,-2.8884400839698,0.0212792712799763,0.0417557453846983,-5.28433015572374,"OSTF1_HUMAN",9,-2.46390508583901,0.0383829052469775,0.0684932687868871,-0.0704720020294296,"Non-significant",1.16435210693608,"OSTF1","Osteoclast-stimulating factor 1","OSTF1_HUMAN"
0.322197318077089,8.20799142122269,2.39733307225043,0.0447916911492579,0.0777245042739688,-6.04910501077348,"CB069_HUMAN",14,2.4636398235774,0.0383989589820443,0.068506849863744,-0.5747723579407,"Non-significant",1.1642660020945,"C2orf69","Mitochondrial protein C2orf69","CB069_HUMAN"
0.0674362182617507,13.6685590744019,1.98746901339841,0.0838149182434624,0.131288464599895,-6.67127033447425,"PSMD3_HUMAN",44,2.4619481737417,0.0385014972949068,0.0686746865356943,-0.020405769348125,"Non-significant",1.16320331423181,"PSMD3","26S proteasome non-ATPase regulatory subunit 3","PSMD3_HUMAN"
0.48324537277221,10.2353699207306,2.41848706413807,0.043366645255739,0.0755911835886286,-6.01638870682215,"MLXIP_HUMAN",8,2.46165373254275,0.0385193728330679,0.0686914705862666,0.273755311965902,"Non-significant",1.16309718589953,"MLXIP","MLX-interacting protein","MLXIP_HUMAN"
0.341492295265197,7.41137081384659,2.48977723137788,0.0388941113564842,0.0692683976177596,-5.90587091348351,"ODC_HUMAN",7,2.46076114180287,0.0385736131634453,0.0687730822254878,-0.484401702880859,"Non-significant",1.16258151130543,"SLC25A21","Mitochondrial 2-oxodicarboxylate carrier","ODC_HUMAN"
-0.160279750823952,12.7321310043335,-2.88427618221717,0.02141232473271,0.0419874246388238,-5.29082383000356,"CSK2B_HUMAN",8,-2.46007457353892,0.0386153864109131,0.0688324352676074,0.215997934341427,"Non-significant",1.16220686498681,"CSNK2B","Casein kinase II subunit beta","CSK2B_HUMAN"
0.139981031417847,14.789935708046,2.89470100373536,0.0210808302657204,0.0414164302121199,-5.27456694996837,"HINT2_HUMAN",9,2.45680161912689,0.0388151518069924,0.0691625902141597,0.416300654411312,"Non-significant",1.16012875029326,"HINT2","Adenosine 5'-monophosphoramidase HINT2","HINT2_HUMAN"
0.404064059257507,6.60027438402176,2.60664382308458,0.0325544063596118,0.059900888325761,-5.72403461633742,"CXB2_HUMAN",3,2.45676074845036,0.0388176529252259,0.0691625902141597,0.6689260005951,"Non-significant",1.16012875029326,"GJB2","Gap junction beta-2 protein","CXB2_HUMAN"
0.524206876754754,9.50215637683868,2.54000012749453,0.036027786715806,0.0650198980009007,-5.82781060516955,"S46A3_HUMAN",2,2.45573717252264,0.0388803445443996,0.069259081368443,-0.000865340232847345,"Non-significant",1.15952327309932,"SLC46A3","Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3","S46A3_HUMAN"
-0.852012395858765,7.31230854988098,-2.43648098000852,0.0421906848505495,0.0740664683854085,-5.98852991759942,"DPOD4_HUMAN",1,-2.45513989758808,0.0389169733255964,0.0693034216627099,-1.45368146896362,"Non-significant",1.15924532278286,"POLD4","DNA polymerase delta subunit 4","DPOD4_HUMAN"
-0.333122253417971,8.95470356941223,-2.42483142409826,0.0429482739998365,0.0750069511912771,-6.00656918139828,"SSU72_HUMAN",10,-2.4550527852107,0.0389223185256309,0.0693034216627099,-0.293632626533508,"Non-significant",1.15924532278286,"SSU72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72_HUMAN"
-0.261705875396727,8.41739392280579,-2.42208672033606,0.0431287657422411,0.0752607112581365,-6.01081772646459,"PRP18_HUMAN",12,-2.45387477597864,0.0389946735960764,0.0694170209650206,-0.309663891792296,"Non-significant",1.15853402803444,"PRPF18","Pre-mRNA-splicing factor 18","PRP18_HUMAN"
0.108249187469477,10.8369300365448,2.32218489574859,0.0502478723509585,0.0858859155294434,-6.16498049151117,"ODR4_HUMAN",22,2.45307155147098,0.0390440864732835,0.0694897384611148,-0.713067889213558,"Non-significant",1.15807932287384,"ODR4","Protein odr-4 homolog","ODR4_HUMAN"
0.619795560836788,6.31761956214905,2.4370742317693,0.0421524695512224,0.0740213801317687,-5.9876109799716,"KLH11_HUMAN",4,2.45274780408226,0.0390640206314474,0.0695099700446413,-0.0638872385025007,"Non-significant",1.15795289864976,"KLHL11","Kelch-like protein 11","KLH11_HUMAN"
0.201843976974478,13.4930294752121,2.3276656107481,0.0498282163744869,0.0852427045461915,-6.15654952243453,"AGT2_HUMAN",31,2.45237221799826,0.0390871595025729,0.0695358939276203,0.234459638595576,"Non-significant",1.1577909578464,"AGXT2","Alanine--glyoxylate aminotransferase 2, mitochondrial","AGT2_HUMAN"
-0.0986616611480748,15.0397242307663,-2.26908503912146,0.0545021246019229,0.0919206483101232,-6.24647933178177,"PEPD_HUMAN",25,-2.45138614136898,0.0391479747813332,0.0696288179254137,0.56627631187439,"Non-significant",1.15721097769283,"PEPD","Xaa-Pro dipeptidase","PEPD_HUMAN"
-0.113718271255472,12.2269965410232,-2.6078052613131,0.0324970157040969,0.0598458432644217,-5.72222449025935,"SNX12_HUMAN",13,-2.45042220849589,0.0392075164362143,0.0697194364153941,0.704280018806457,"Non-significant",1.15664613221428,"SNX12","Sorting nexin-12","SNX12_HUMAN"
-0.222959041595475,11.1311058998108,-2.40469260353761,0.0442906129340712,0.0769372796718163,-6.03772736990364,"TMX2_HUMAN",14,-2.44856113943589,0.0393227317695716,0.0699089933344225,0.646665573120117,"Non-significant",1.15546695151787,"TMX2","Thioredoxin-related transmembrane protein 2","TMX2_HUMAN"
0.187618732452394,8.89788651466369,2.39275523581583,0.0451062660026215,0.0782201843011906,-6.05617976034926,"MET2B_HUMAN",16,2.44840275685937,0.0393325526618703,0.0699111352241875,0.624848127365112,"Non-significant",1.15545364569537,"METTL2B","tRNA N(3)-methylcytidine methyltransferase METTL2B","MET2B_HUMAN"
-0.249546527862549,9.65597462654114,-2.33944761674865,0.0489379756787073,0.083967590327137,-6.13841399193751,"SUN1_HUMAN",29,-2.44817141419184,0.0393469020564911,0.0699213235405976,-0.0771121978759748,"Non-significant",1.15539035953644,"SUN1","SUN domain-containing protein 1","SUN1_HUMAN"
0.268205642700199,11.6599249839783,2.82583285093772,0.0233740446939597,0.0451671823402689,-5.38200459625508,"COX1_HUMAN",4,2.44531074625243,0.0395247754752953,0.0702220337653922,-0.0323786735534988,"Non-significant",1.15352659668359,"MT-CO1","Cytochrome c oxidase subunit 1","COX1_HUMAN"
0.176818609237674,13.7681127786636,4.28061019031564,0.00299169914944105,0.00812948657018242,-3.19173915493386,"NDUB3_HUMAN",4,2.44441894116149,0.0395803922844668,0.0703054516191252,-0.359528422355653,"Non-significant",1.15301099765007,"NDUFB3","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3","NDUB3_HUMAN"
0.398621320724486,7.42761492729187,2.59601229316923,0.0330846063767554,0.0606800398148718,-5.74060188228739,"FLOWR_HUMAN",3,2.44270048620571,0.0396877846951558,0.0704807802618723,0.0494982004165623,"Non-significant",1.15192929668526,"CACFD1","Calcium channel flower homolog","FLOWR_HUMAN"
0.213612794876099,8.25527632236481,2.32809708572165,0.0497953286346817,0.0852044066937594,-6.15588564236679,"FIG4_HUMAN",28,2.44252086470366,0.0396990267957128,0.0704853180351014,-0.168565511703491,"Non-significant",1.1519013363473,"FIG4","Polyphosphoinositide phosphatase","FIG4_HUMAN"
0.200567483901974,9.92225730419159,2.56846843138997,0.0344998205021294,0.0627649200794346,-5.78350375504138,"DMAC2_HUMAN",9,2.44195320472076,0.0397345764056271,0.0705330021779169,0.0215617418289167,"Non-significant",1.15160763038261,"DMAC2","Distal membrane-arm assembly complex protein 2","DMAC2_HUMAN"
0.369315862655645,8.77666175365448,2.5166610203079,0.0373319753497825,0.0669122261957444,-5.86410404867422,"ALG3_HUMAN",5,2.44160248527342,0.0397565561547797,0.0705565828171222,-0.189749717712399,"Non-significant",1.1514624610339,"ALG3","Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase","ALG3_HUMAN"
0.39346170425415,14.1387042999268,2.49414097524496,0.0386360878366366,0.068914754167173,-5.89909438559217,"PTMS_HUMAN",5,2.44017746120718,0.0398459889464211,0.0706998369366414,0.103819012641908,"Non-significant",1.15058158786645,"PTMS","Parathymosin","PTMS_HUMAN"
0.0784389972686999,12.2904022932053,2.19207893261331,0.0613200332320684,0.101107650811827,-6.36400084588483,"HOT_HUMAN",26,2.43928612211086,0.0399020311580545,0.070783795543606,-0.156491994857801,"Non-significant",1.15006615348928,"ADHFE1","Hydroxyacid-oxoacid transhydrogenase, mitochondrial","HOT_HUMAN"
0.0819730758667205,16.7384037971497,2.40598609984592,0.044203132494577,0.0768182088372237,-6.03572716130806,"NIPS1_HUMAN",18,2.43877221250003,0.0399343788260065,0.0708256939440911,-0.324677228927612,"Non-significant",1.14980916160649,"NIPSNAP1","Protein NipSnap homolog 1","NIPS1_HUMAN"
-0.133863925933797,14.7546834945679,-2.2932546027868,0.0525226419460652,0.0890448635082267,-6.20942612342681,"RL3_HUMAN",26,-2.43829146596568,0.0399646629441187,0.0708639150193574,-0.27925682067875,"Non-significant",1.14957485786884,"RPL3","Large ribosomal subunit protein uL3","RL3_HUMAN"
0.0734567642212518,16.1776146888733,2.08419100892076,0.0723187083363523,0.116081898999241,-6.52704400112951,"AIFM1_HUMAN",33,2.4347136715915,0.0401907690212834,0.0712492680442851,0.247374057769751,"Non-significant",1.1472195928768,"AIFM1","Apoptosis-inducing factor 1, mitochondrial","AIFM1_HUMAN"
-0.174265861511229,9.19931554794312,-2.37061227734071,0.0466596869442469,0.0805524893331105,-6.09037258180814,"RMP_HUMAN",17,-2.43425368531861,0.0402199319669188,0.0712853927434641,0.111571073532099,"Non-significant",1.1469994533295,"URI1","Unconventional prefoldin RPB5 interactor 1","RMP_HUMAN"
-0.212320566177368,8.05543053150177,-2.32983021480047,0.049663446591653,0.0850146003469773,-6.1532187898566,"RN5A_HUMAN",24,-2.43375483756792,0.0402515827628606,0.0713183109093449,0.273704290390019,"Non-significant",1.14679895113097,"RNASEL","2-5A-dependent ribonuclease","RN5A_HUMAN"
0.386025071144102,8.2342774271965,2.49259432380191,0.0387273395571147,0.0690532715404171,-5.90149634398514,"RARR2_HUMAN",5,2.43368392879313,0.0402560838014296,0.0713183109093449,-0.28449988365173,"Non-significant",1.14679895113097,"RARRES2","Retinoic acid receptor responder protein 2","RARR2_HUMAN"
0.346855998039244,8.38928753137589,2.52749340419838,0.0367207688114426,0.0660355315017831,-5.8472628280442,"SDHF3_HUMAN",5,2.43062285413638,0.0404508731664648,0.0716477591950875,-0.385870575904851,"Non-significant",1.14479738774293,"SDHAF3","Succinate dehydrogenase assembly factor 3, mitochondrial","SDHF3_HUMAN"
-0.375450968742368,7.41412550210953,-2.33246445769595,0.0494636673997245,0.0847441294935315,-6.14916470973418,"NIPBL_HUMAN",33,-2.42988697423635,0.0404978414615003,0.0717152958574015,0.847818613052363,"Non-significant",1.14438820558748,"NIPBL","Nipped-B-like protein","NIPBL_HUMAN"
0.508041739463811,6.28471702337265,2.44754545334376,0.0414837020096287,0.0731253194090281,-5.97138670576339,"JMJD4_HUMAN",4,2.42880016680607,0.0405673083417488,0.0718155382019385,0.862028002738955,"Non-significant",1.1437815804752,"JMJD4","2-oxoglutarate and iron-dependent oxygenase JMJD4","JMJD4_HUMAN"
-0.115764856338501,11.8337842226028,-2.23487902128065,0.0574318822825426,0.0958063924425473,-6.29878721238648,"LAD1_HUMAN",31,-2.42872448504702,0.0405721502486672,0.0718155382019385,0.480056762695327,"Non-significant",1.1437815804752,"LAD1","Ladinin-1","LAD1_HUMAN"
0.151168346405022,12.2783353328705,2.27427141973784,0.0540711552508182,0.0913456909650507,-6.23853461834696,"THNS1_HUMAN",32,2.42794350395681,0.0406221491631925,0.0718883573195515,0.199087142944337,"Non-significant",1.1433414400942,"THNSL1","Threonine synthase-like 1","THNS1_HUMAN"
-0.141193866729736,7.54074776172638,-2.3343614519572,0.049320301854611,0.0845520661838821,-6.14624477540627,"ARP8_HUMAN",20,-2.42707050445294,0.040678112453308,0.0719499462788464,0.0094225406646764,"Non-significant",1.14296952599158,"ACTR8","Actin-related protein 8","ARP8_HUMAN"
0.270391464233404,13.1465954780579,3.42090972860691,0.00974239232496753,0.0218309227629899,-4.46129053365091,"SPAT1_HUMAN",1,2.42704797530965,0.0406795577002124,0.0719499462788464,0.0350327491760236,"Non-significant",1.14296952599158,"SPATA1","Spermatogenesis-associated protein 1","SPAT1_HUMAN"
-0.112990617752095,10.3802970647812,-2.27920365464314,0.0536644716200182,0.090696422146392,-6.23097599390218,"SYMM_HUMAN",24,-2.42698569039102,0.0406835535527911,0.0719499462788464,-0.0556795597076007,"Non-significant",1.14296952599158,"MARS2","Methionine--tRNA ligase, mitochondrial","SYMM_HUMAN"
-0.440629720687868,6.37210702896118,-2.35962637516041,0.0474503384215847,0.081726182541443,-6.10731912668764,"CXXC1_HUMAN",12,-2.42677020212207,0.0406973811198335,0.0719587165845127,0.0381152629852259,"Non-significant",1.14291659109128,"CXXC1","CXXC-type zinc finger protein 1","CXXC1_HUMAN"
0.226290464401274,11.7446464300156,2.85113420425869,0.0225027570130414,0.043723029311259,-5.34252289677278,"C560_HUMAN",5,2.42661034967309,0.0407076416685868,0.0719611774507436,-0.0452599525451749,"Non-significant",1.14290173920952,"SDHC","Succinate dehydrogenase cytochrome b560 subunit, mitochondrial","C560_HUMAN"
-0.15747237205505,10.0023664236069,-2.84979790851805,0.0225479181420712,0.0437793270650313,-5.3446078733146,"NUDT4_HUMAN",8,-2.42622562087577,0.0407323471534552,0.0719891668053007,-0.0226526260375746,"Non-significant",1.14273285288344,"NUDT4","Diphosphoinositol polyphosphate phosphohydrolase 2","NUDT4_HUMAN"
0.092263936996428,14.4671174287796,2.42042162065664,0.043238637273636,0.0754080827437981,-6.01339484009251,"SPRY4_HUMAN",17,2.42538428538734,0.0407864262949818,0.0720690468112985,0.027144670486452,"Non-significant",1.14225122190241,"SPRYD4","SPRY domain-containing protein 4","SPRY4_HUMAN"
0.180459737777699,13.6684774160385,2.49210501886136,0.0387562540266405,0.0690683604595126,-5.90225620573883,"TTHY_HUMAN",11,2.4243992554552,0.040849833470872,0.0721503351934064,-0.324315309524538,"Non-significant",1.14176164693627,"TTR","Transthyretin","TTHY_HUMAN"
-0.169805765151978,9.24103820323944,-2.29873271107532,0.0520841028312487,0.0884746308047965,-6.20101775417729,"CYFP2_HUMAN",27,-2.42439334191444,0.0408502144291975,0.0721503351934064,0.193881273269675,"Non-significant",1.14176164693627,"CYFIP2","Cytoplasmic FMR1-interacting protein 2","CYFP2_HUMAN"
-0.10620069503782,10.1029601097107,-2.14673879857792,0.0657246342657678,0.107124296495004,-6.43276961822698,"RLGPB_HUMAN",53,-2.42406944762181,0.0408710855918377,0.072171488246392,-0.0959067344665492,"Non-significant",1.14163433903461,"RALGAPB","Ral GTPase-activating protein subunit beta","RLGPB_HUMAN"
-0.211864590644833,7.85927885770798,-2.35292236941143,0.0479394509756727,0.0824461011480729,-6.1176545247622,"RFX1_HUMAN",17,-2.42354710106823,0.0409047672314478,0.0722152483281043,-0.0241096019744749,"Non-significant",1.14137109099607,"RFX1","MHC class II regulatory factor RFX1","RFX1_HUMAN"
-0.25090432167053,9.35887944698334,-2.41341186561512,0.0437042952813708,0.0760816674346799,-6.02424144085318,"UB2Q1_HUMAN",11,-2.4232345549962,0.0409249339739441,0.0722351347105901,0.0751750469207497,"Non-significant",1.14125151296448,"UBE2Q1","Ubiquitin-conjugating enzyme E2 Q1","UB2Q1_HUMAN"
-0.168565511703493,9.1964203119278,-2.30471262679427,0.0516095873223947,0.0877536025846419,-6.19183501297473,"NSMA3_HUMAN",25,-2.42303088985596,0.0409380806509039,0.0722426242717343,-0.308568477630629,"Non-significant",1.14120648630982,"SMPD4","Sphingomyelin phosphodiesterase 4","NSMA3_HUMAN"
0.200161457061773,10.7601201534271,3.42425157029029,0.00969581279193011,0.0217565887703874,-4.45619220684212,"MSL1_HUMAN",4,2.42288309809659,0.0409476233320952,0.0722437520584085,0.343560934066776,"Non-significant",1.14119970654911,"MSL1","Male-specific lethal 1 homolog","MSL1_HUMAN"
-0.226528525352474,7.74945765733719,-2.45883127561487,0.0407749667809869,0.0720801918215529,-5.95389096245649,"VEZF1_HUMAN",10,-2.42261787399412,0.0409647540383,0.0722543053994044,0.14870643615725,"Non-significant",1.14113626960263,"VEZF1","Vascular endothelial zinc finger 1","VEZF1_HUMAN"
0.315801620483397,8.84681391716004,2.36416878021464,0.0471217964820729,0.0812810919760926,-6.10031360722537,"TRPM7_HUMAN",13,2.42251478067023,0.0409714147328888,0.0722543053994044,-0.29769587516785,"Non-significant",1.14113626960263,"TRPM7","Transient receptor potential cation channel subfamily M member 7","TRPM7_HUMAN"
-0.466506838798522,6.91672438383102,-2.46090901276136,0.0406458349064089,0.0719290818299568,-5.95066894719313,"RBMX2_HUMAN",4,-2.42207422145513,0.0409998908185963,0.072288812277725,3.90646064281464,"Non-significant",1.14092891075542,"RBMX2","RNA-binding motif protein, X-linked 2","RBMX2_HUMAN"
