"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.218657970428483,10.1799001693726,2.02464973946284,0.0800205693217864,0.1634248425565,-6.47535116800193,"EXOS3_HUMAN",12,2.05932545499272,0.0730050582906983,0.151654644897779,-0.0101535320281974,"Non-significant",0.819144283522906,"EXOSC3","Exosome complex component RRP40","EXOS3_HUMAN"
-0.104169368743879,16.933064699173,-2.15550934106929,0.0656321784873092,0.141407194967081,-6.27989146360385,"H4_HUMAN",13,-2.0591108448414,0.0730295084523493,0.151666606496637,-0.11991083621979,"Non-significant",0.819110030358266,"H4C16","Histone H4","H4_HUMAN"
-0.216927051544189,8.01235127449036,-2.2729830561486,0.0549208794407199,0.124130366513092,-6.10203046727225,"SP30L_HUMAN",5,-2.05876389293429,0.0730690529370319,0.15170990162003,-0.0867345333099347,"Non-significant",0.818986073276506,"SAP30L","Histone deacetylase complex subunit SAP30L","SP30L_HUMAN"
0.200500845909123,7.12435752153397,3.12971667877935,0.0152929708820684,0.048002772045301,-4.78189480300595,"NXT1_HUMAN",2,2.05752569825128,0.0732103484137914,0.151964381435023,0.13792908191681,"Non-significant",0.818258193364082,"NXT1","NTF2-related export protein 1","NXT1_HUMAN"
0.199917554855347,8.06036961078644,2.24287401076891,0.0574870498558939,0.128384905538181,-6.14779867514329,"PPTC7_HUMAN",6,2.05714236332523,0.0732541462064056,0.152016404685109,-0.762537121772764,"Non-significant",0.818109543109229,"PPTC7","Protein phosphatase PTC7 homolog","PPTC7_HUMAN"
0.0736532211303729,10.2781999111175,1.84004472618708,0.105681968208413,0.200820489471442,-6.74466637172388,"PK3C3_HUMAN",35,2.05626508383194,0.0733544754106508,0.152185684858609,-0.00962281227111994,"Non-significant",0.817626196969525,"PIK3C3","Phosphatidylinositol 3-kinase catalytic subunit type 3","PK3C3_HUMAN"
-0.133275270462036,9.6211496591568,-2.80204793407987,0.0247625826812448,0.068621446678832,-5.28701330962995,"NFYC_HUMAN",6,-2.05528290888348,0.0734669595022582,0.152380089315267,0.0429210662841797,"Non-significant",0.817071776207842,"NFYC","Nuclear transcription factor Y subunit gamma","NFYC_HUMAN"
0.0949306488037038,10.999196767807,1.9868053828596,0.0847313820514792,0.170398343937026,-6.53123818561331,"AMFR_HUMAN",20,2.05467353040766,0.0735368332165408,0.152486037495275,-0.0421833992004501,"Non-significant",0.816769921014685,"AMFR","E3 ubiquitin-protein ligase AMFR","AMFR_HUMAN"
-0.0908350944519238,14.8213648796082,-2.42582643262645,0.0435684677361357,0.104127996232991,-5.86817940485681,"RL18_HUMAN",11,-2.05362321589738,0.0736574181334124,0.152697059462061,-0.261935234069822,"Non-significant",0.816169326215988,"RPL18","Large ribosomal subunit protein eL18","RL18_HUMAN"
0.221726655960081,9.34215819835663,2.51488058824525,0.0380839030905188,0.0945861002988887,-5.73105328068696,"PRAF2_HUMAN",3,2.05309754997729,0.0737178411831641,0.15278328566033,0.00600671768187588,"Non-significant",0.815924154546542,"PRAF2","PRA1 family protein 2","PRAF2_HUMAN"
-0.0685870647430527,10.1233228445053,-1.79697080389539,0.112722633228354,0.211182508892833,-6.80617363937694,"PEX1_HUMAN",40,-2.05195359552252,0.0738495005016985,0.153017070242794,0.140958309173582,"Non-significant",0.815260117556797,"PEX1","Peroxisomal ATPase PEX1","PEX1_HUMAN"
-0.25722908973694,9.05607116222382,-2.012972858601,0.0814460738903643,0.165502991121066,-6.49262862060251,"MAP12_HUMAN",11,-2.05165188232328,0.0738842631865862,0.15302314138403,-0.262423276901245,"Non-significant",0.815242886728705,"METAP1D","Methionine aminopeptidase 1D, mitochondrial","MAP12_HUMAN"
0.144990205764767,9.29937827587128,2.11553499278421,0.0697325419802412,0.14787932979777,-6.33993299430597,"UB2Q1_HUMAN",11,2.05160081279914,0.0738901488714111,0.15302314138403,0.0208170413970752,"Non-significant",0.815242886728705,"UBE2Q1","Ubiquitin-conjugating enzyme E2 Q1","UB2Q1_HUMAN"
0.11666512489319,8.97426044940948,2.02842213757212,0.0795652837284828,0.16282287822772,-6.46976319246393,"INT14_HUMAN",16,2.04997130352306,0.0740781868611421,0.15337341367474,-0.0552630424499494,"Non-significant",0.81424991610435,"INTS14","Integrator complex subunit 14","INT14_HUMAN"
-0.081539392471349,10.8237999677658,-2.09697225864958,0.0717219010360165,0.150921033455974,-6.3677195242934,"HSC20_HUMAN",16,-2.04947500084619,0.0741355503147205,0.153453024299399,0.0474823713302648,"Non-significant",0.814024547938594,"HSCB","Iron-sulfur cluster co-chaperone protein HscB","HSC20_HUMAN"
0.212699174880981,8.56502544879913,2.0704384528486,0.0746631758002967,0.155297874504898,-6.40732720054685,"CHOLN_HUMAN",9,2.04867467515812,0.0742281442088376,0.153605499135554,-0.318026304245025,"Non-significant",0.813593236117814,"C7orf50","Protein cholesin","CHOLN_HUMAN"
-0.0459208488464231,14.1476197242737,-1.60274207648521,0.150339482028,0.261939995098817,-7.07573596818416,"VIME_HUMAN",46,-2.04799180652925,0.0743072377509817,0.153729966117151,0.162152290344238,"Non-significant",0.81324146853904,"VIM","Vimentin","VIME_HUMAN"
-0.120680332183838,8.82049345970154,-1.89462685947501,0.0973637785807889,0.188321740024916,-6.66595020055912,"APC1_HUMAN",49,-2.04709252161785,0.0744115227827062,0.153906473581157,0.217768669128414,"Non-significant",0.812743112582773,"ANAPC1","Anaphase-promoting complex subunit 1","APC1_HUMAN"
0.886748671531675,6.24418848752975,1.9889281221002,0.0844601191079547,0.170009775847667,-6.52811185040901,"NTAQ1_HUMAN",3,2.04639253838906,0.0744927943540064,0.154035304125486,-0.105459809303283,"Non-significant",0.812379729620034,"NTAQ1","Protein N-terminal glutamine amidohydrolase","NTAQ1_HUMAN"
0.1781585216522,11.6070193052292,2.1630958744386,0.0648814572197036,0.140273952539482,-6.2684665027282,"NPTN_HUMAN",8,2.04594088411378,0.0745452794663877,0.15410455989561,0.45842790603637,"Non-significant",0.812184510482083,"NPTN","Neuroplastin","NPTN_HUMAN"
0.123141527175902,14.9332743883133,3.04779964897042,0.0172321493614561,0.0524331015325006,-4.90770128572515,"DYL1_HUMAN",6,2.04550253353829,0.0745962529666437,0.154133144634071,-0.253001689910867,"Non-significant",0.812103960996843,"DYNLL1","Dynein light chain 1, cytoplasmic","DYL1_HUMAN"
0.337628245353699,7.40824109315872,2.04525820303038,0.0775641453332459,0.15973489219136,-6.44478796827419,"B3GT6_HUMAN",6,2.04549526290992,0.074597098715553,0.154133144634071,-0.233390331268312,"Non-significant",0.812103960996843,"B3GALT6","Beta-1,3-galactosyltransferase 6","B3GT6_HUMAN"
0.377283215522763,7.48677295446396,1.9720058046555,0.0866463600866168,0.173122030471019,-6.55300596945875,"KCTD9_HUMAN",14,2.04412066974482,0.0747571644672813,0.154372258291309,-0.201990842819212,"Non-significant",0.811430742559201,"KCTD9","BTB/POZ domain-containing protein KCTD9","KCTD9_HUMAN"
0.475265026092531,8.9689474105835,2.08988623977143,0.07249600755883,0.151919577823437,-6.37830998188252,"MT1L_HUMAN",1,2.04408195995835,0.0747616768913356,0.154372258291309,-0.123085975646973,"Non-significant",0.811430742559201,"MT1L","Metallothionein-1L","MT1L_HUMAN"
0.0750176906585516,12.193022608757,2.24522267747882,0.0572826215821114,0.128076933457496,-6.14423267828918,"CPSF6_HUMAN",14,2.04401141708164,0.0747699007992167,0.154372258291309,-0.195474386215224,"Non-significant",0.811430742559201,"CPSF6","Cleavage and polyadenylation specificity factor subunit 6","CPSF6_HUMAN"
-0.235560178756716,9.14032638072967,-2.01326763252497,0.0814097840780402,0.165470688379063,-6.49219282637621,"DIESL_HUMAN",11,-2.0436520308139,0.0748118117955173,0.154419496542566,0.128598928451538,"Non-significant",0.811297867819545,"TMEM68","DGAT1/2-independent enzyme synthesizing storage lipids","DIESL_HUMAN"
0.412997007369997,6.52718603610992,1.97768638540395,0.0859063891477065,0.171982344323832,-6.54465675025767,"NDE1_HUMAN",11,2.04284452388532,0.0749060651083829,0.154543154857257,0.170423865318297,"Non-significant",0.810950226275583,"NDE1","Nuclear distribution protein nudE homolog 1","NDE1_HUMAN"
0.309939503669737,7.9603995680809,1.98407914481842,0.0850810127223424,0.170835767688465,-6.53525183534253,"CB39L_HUMAN",12,2.04281242889659,0.0749098136620155,0.154543154857257,0.0207729339599609,"Non-significant",0.810950226275583,"CAB39L","Calcium-binding protein 39-like","CB39L_HUMAN"
0.209344625473019,8.89079916477203,2.09829294491718,0.0715785288911235,0.150697504780118,-6.36574465780136,"MPPE1_HUMAN",8,2.04243666996028,0.0749537142126831,0.154594417163628,-0.23970532417297,"Non-significant",0.810806193721761,"MPPE1","Metallophosphoesterase 1","MPPE1_HUMAN"
0.0960106849670268,15.2115917205811,1.92541380964019,0.0929540364473175,0.182092962755561,-6.6211936195875,"RS3A_HUMAN",25,2.04216361990449,0.0749856307892591,0.154612462810249,0.198648214340206,"Non-significant",0.810755501934053,"RPS3A","Small ribosomal subunit protein eS1","RS3A_HUMAN"
0.126152038574224,10.3359172344208,1.94435043815308,0.0903383559544857,0.178317986554703,-6.59354388672958,"FCHO2_HUMAN",24,2.0418803054042,0.0750187611227681,0.154612462810249,-0.648125052452087,"Non-significant",0.810755501934053,"FCHO2","F-BAR domain only protein 2","FCHO2_HUMAN"
0.0923783779144287,8.16739046573639,1.91509658544377,0.0944098568568879,0.184100355332081,-6.63621979758944,"SCAFB_HUMAN",26,2.04187288919033,0.0750196285536048,0.154612462810249,-0.258714914321903,"Non-significant",0.810755501934053,"SCAF11","Protein SCAF11","SCAFB_HUMAN"
-0.204948425292969,8.672203540802,-2.63280281444395,0.031890380067615,0.0828292393945672,-5.54889025612205,"SOSB1_HUMAN",3,-2.04100022036612,0.0751217675328899,0.154783652047199,0.0576174259185489,"Non-significant",0.810274910582156,"NABP2","SOSS complex subunit B1","SOSB1_HUMAN"
-0.0820882320404017,9.40842020511627,-1.83510286005201,0.106467882221297,0.202030027208514,-6.7517513858861,"CAN7_HUMAN",40,-2.04014701509933,0.0752217590289769,0.154943401729851,-0.163533449173025,"Non-significant",0.809826913476525,"CAPN7","Calpain-7","CAN7_HUMAN"
0.17423725128174,8.77562737464905,2.46935509681211,0.040793602293571,0.0994589209765731,-5.80121541269169,"ARL5B_HUMAN",5,2.04001287708493,0.0752374911037237,0.154943401729851,0.0664789676666491,"Non-significant",0.809826913476525,"ARL5B","ADP-ribosylation factor-like protein 5B","ARL5B_HUMAN"
0.188401222229,10.4736602306366,2.09136469165691,0.0723338171946577,0.15164376257228,-6.37610112129528,"MOB2_HUMAN",9,2.03978651227561,0.0752640470364671,0.154958761140293,-0.0713474750518497,"Non-significant",0.809783864359708,"MOB2","MOB kinase activator 2","MOB2_HUMAN"
0.129173040390016,8.80291354656219,2.06536542701058,0.0752389100941329,0.156095248402913,-6.41488447671207,"JMJD7_HUMAN",13,2.03923825102062,0.0753284038994998,0.155051920152344,-0.209969043731677,"Non-significant",0.809522851120276,"JMJD7","Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7","JMJD7_HUMAN"
-0.260231256484987,8.2570983171463,-1.95412531898287,0.0890162622308899,0.176682473517965,-6.57923666958119,"VPS8_HUMAN",23,-2.03785893775432,0.0754905490245997,0.155346262943343,1.35930502414704,"Non-significant",0.808699189802672,"VPS8","Vacuolar protein sorting-associated protein 8 homolog","VPS8_HUMAN"
-0.0433046817779719,13.4994777441025,-1.68067372074179,0.134020248693799,0.240690636985721,-6.96922830440626,"AGT2_HUMAN",31,-2.03714699617595,0.0755743738378503,0.155479327920973,-0.31250011920929,"Non-significant",0.808327345329449,"AGXT2","Alanine--glyoxylate aminotransferase 2, mitochondrial","AGT2_HUMAN"
-0.491255283355711,7.14190435409546,-1.97322472366539,0.0864870582898649,0.172888886662716,-6.55121505803151,"DTX4_HUMAN",9,-2.0363913718969,0.0756634407512729,0.155623107289183,0.146867990493771,"Non-significant",0.807925917480587,"DTX4","E3 ubiquitin-protein ligase DTX4","DTX4_HUMAN"
0.12002301216125,8.76397025585175,1.90464661622808,0.0959068760443399,0.186196399831951,-6.65141121341298,"PLCB3_HUMAN",34,2.03615781615737,0.0756909910332144,0.155640319625824,0.547553300857546,"Non-significant",0.807877885992241,"PLCB3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3","PLCB3_HUMAN"
0.207886457443237,8.34987819194794,1.98498129389923,0.0849651596800278,0.170772060337114,-6.53392385253956,"PUS10_HUMAN",14,2.03550839650503,0.075767647897417,0.155758473534239,-0.0244708061218244,"Non-significant",0.807548317644324,"PUS10","tRNA pseudouridine synthase Pus10","PUS10_HUMAN"
-0.355138540267944,6.87816941738128,-1.98150931193448,0.0854118731625213,0.171288170746589,-6.53903366057395,"ZN277_HUMAN",10,-2.03510677556445,0.0758150925488209,0.155798810057747,-0.132005929946903,"Non-significant",0.80743586365529,"ZNF277","Zinc finger protein 277","ZN277_HUMAN"
-0.217744827270506,8.02475249767303,-1.95656366191284,0.0886894070480742,0.176206133395709,-6.57566411755021,"SNX30_HUMAN",20,-2.03498976834235,0.0758289203761747,0.155798810057747,0.0311443805694562,"Non-significant",0.80743586365529,"SNX30","Sorting nexin-30","SNX30_HUMAN"
-0.36376416683197,6.81108111143112,-2.04221522175371,0.0779221401074742,0.160309392705894,-6.4493063786593,"MTHSD_HUMAN",5,-2.03485480719412,0.0758448730254004,0.155798810057747,-0.224094033241273,"Non-significant",0.80743586365529,"MTHFSD","Methenyltetrahydrofolate synthase domain-containing protein","MTHSD_HUMAN"
0.173188447952272,9.24172842502594,2.02577743297668,0.0798842026103525,0.163284623592182,-6.47368105484829,"DNJC9_HUMAN",12,2.03272214609917,0.0760973901892144,0.156277961021333,0.0793035030364972,"Non-significant",0.806102263706279,"DNAJC9","DnaJ homolog subfamily C member 9","DNJC9_HUMAN"
0.0754435062408234,10.3507605791092,1.79239697889689,0.113495972709312,0.212148492102343,-6.81267136769856,"TBCD_HUMAN",46,2.03135099178337,0.0762601720141338,0.15657263049663,0.232979297637938,"Non-significant",0.80528415200427,"TBCD","Tubulin-specific chaperone D","TBCD_HUMAN"
0.157752275466915,8.84216153621674,1.95062602816529,0.089487381758671,0.177183372885512,-6.58436116027281,"P4K2B_HUMAN",21,2.03108329190958,0.0762919924226974,0.156598337090252,0.110902786254901,"Non-significant",0.805212854004524,"PI4K2B","Phosphatidylinositol 4-kinase type 2-beta","P4K2B_HUMAN"
0.118501663208002,15.1660892963409,2.1152176124101,0.069766092490247,0.14787932979777,-6.34040859993059,"RL11_HUMAN",12,2.02811002715978,0.0766462795455764,0.157285764348206,-0.0946910381317494,"Non-significant",0.803310582810876,"RPL11","Large ribosomal subunit protein uL5","RL11_HUMAN"
0.357294440269474,8.32400089502334,2.15335928414793,0.065846501801836,0.141680858027074,-6.28312765705882,"RM33_HUMAN",2,2.02617366999366,0.076877868672493,0.157721119193074,0.0859777927398486,"Non-significant",0.802110149823188,"MRPL33","Large ribosomal subunit protein bL33m","RM33_HUMAN"
0.0708937644958532,9.78753972053528,1.7368530373549,0.12329804007815,0.225680193366594,-6.89103894358314,"CLAP1_HUMAN",67,2.02521686047484,0.0769925538207628,0.157916476668774,-0.0587160587310755,"Non-significant",0.801572554266506,"CLASP1","CLIP-associating protein 1","CLAP1_HUMAN"
-0.224364757537826,11.4089353084564,-1.93117365820297,0.0921507673053619,0.180912491148247,-6.61279307151593,"MYO5C_HUMAN",31,-2.02426884612321,0.0771063483433887,0.158109909137795,0.194255590438841,"Non-significant",0.801040910908986,"MYO5C","Unconventional myosin-Vc","MYO5C_HUMAN"
0.120153188705423,12.2457014322281,2.10511904404371,0.0708419979722328,0.149457090885777,-6.35553227837139,"CMTD1_HUMAN",12,2.02407392255026,0.0771297661167342,0.158117969244866,0.00903081893922497,"Non-significant",0.801018772063776,"COMTD1","Catechol O-methyltransferase domain-containing protein 1","CMTD1_HUMAN"
-0.128606557846075,10.6958326101303,-2.54255288945496,0.0365275112365112,0.0915896867036625,-5.68835329018272,"CDS2_HUMAN",7,-2.02384377002949,0.0771574251096999,0.158134717691363,-0.13102865219115,"Non-significant",0.800972772404636,"CDS2","Phosphatidate cytidylyltransferase 2","CDS2_HUMAN"
-0.101727724075275,12.6837307214737,-2.26259381269403,0.0557930926883429,0.125685287987871,-6.11783586557163,"ENSA_HUMAN",11,-2.02346949389914,0.0772024249487086,0.15818698889743,-0.0705947875976491,"Non-significant",0.800829240701998,"ENSA","Alpha-endosulfine","ENSA_HUMAN"
-0.182569026947025,10.5172021389008,-1.93376580152856,0.0917914651657476,0.180469093374092,-6.60900978518972,"LRP5_HUMAN",24,-2.02180918026288,0.0774023541134067,0.158556602190402,0.0342049598693812,"Non-significant",0.799815669529904,"LRP5","Low-density lipoprotein receptor-related protein 5","LRP5_HUMAN"
0.197177886962892,9.05565333366394,1.92689434908318,0.0927469149735593,0.181731095893615,-6.6190351043795,"S14L1_HUMAN",29,2.02131672360722,0.0774617504493439,0.158638223913674,-0.0757713317871236,"Non-significant",0.799592161062012,"SEC14L1","SEC14-like protein 1","S14L1_HUMAN"
0.127257347106905,19.1190457344055,1.87445110507642,0.100362404170674,0.192998824844911,-6.69514377724532,"K2C8_HUMAN",55,2.0208276825498,0.0775207785321527,0.158679350036341,-0.173627614974976,"Non-significant",0.799479587100136,"KRT8","Keratin, type II cytoskeletal 8","K2C8_HUMAN"
-0.109484672546374,13.6387641429901,-2.29427190071499,0.0531761706490181,0.121302065967426,-6.06960269800161,"HEBP2_HUMAN",10,-2.02082630816517,0.0775209444841082,0.158679350036341,-0.0361309051513743,"Non-significant",0.799479587100136,"HEBP2","Heme-binding protein 2","HEBP2_HUMAN"
0.245707750320447,10.2318223714829,1.99621336161151,0.0835355766506633,0.168616315745797,-6.51737450681426,"KHDR3_HUMAN",10,2.01940690710353,0.0776925158932304,0.158990434793864,-0.309445142745956,"Non-significant",0.798629002982698,"KHDRBS3","KH domain-containing, RNA-binding, signal transduction-associated protein 3","KHDR3_HUMAN"
0.254355669021599,10.4453114271164,2.50511943689028,0.0386489687435966,0.0954654961970368,-5.74610641275794,"CNIH4_HUMAN",1,2.01829112213371,0.0778276456511258,0.159226807063347,-0.041678190231325,"Non-significant",0.797983813610856,"CNIH4","Protein cornichon homolog 4","CNIH4_HUMAN"
-0.151090145111084,10.0091695785523,-2.31432915884644,0.0515834468817216,0.118737046240649,-6.03900337261305,"BORC7_HUMAN",7,-2.01744823642697,0.0779298762391705,0.159361143063201,-0.1728408336639,"Non-significant",0.797617563808302,"BORCS7","BLOC-1-related complex subunit 7","BORC7_HUMAN"
-0.18241226673126,8.17933768033981,-3.52894799638731,0.00865114435048201,0.031679246768183,-4.17633252798913,"G6PC1_HUMAN",2,-2.01742589609928,0.0779325875862437,0.159361143063201,-0.144861221313475,"Non-significant",0.797617563808302,"G6PC1","Glucose-6-phosphatase catalytic subunit 1","G6PC1_HUMAN"
0.0969123840331996,11.0453522205353,1.92765015851808,0.0926413527015386,0.181618570872489,-6.61793297652614,"PPOX_HUMAN",22,2.01719474320092,0.0779606469588451,0.1593783546042,0.195172309875488,"Non-significant",0.797570661072099,"PPOX","Protoporphyrinogen oxidase","PPOX_HUMAN"
0.255925416946415,9.902223944664,1.96114084215492,0.0880789929985296,0.175183342427244,-6.56895397272753,"ITM2B_HUMAN",13,2.016502873285,0.0780446907067789,0.159509979948313,-0.180872678756713,"Non-significant",0.797212139560463,"ITM2B","Integral membrane protein 2B","ITM2B_HUMAN"
0.112243175506583,10.1226868629456,1.92895897781513,0.0924588279478789,0.181429487296031,-6.61602410265853,"RBM22_HUMAN",22,2.01609823943356,0.0780938835920939,0.15954633919556,-0.212331056594824,"Non-significant",0.797113156280294,"RBM22","Pre-mRNA-splicing factor RBM22","RBM22_HUMAN"
-0.188922643661526,11.9272614717484,-2.49193387280485,0.0394259145592283,0.0969209873463372,-5.76643245701912,"THIOM_HUMAN",4,-2.01590026239995,0.0781179633572198,0.15954633919556,-0.0730061531067019,"Non-significant",0.797113156280294,"TXN2","Thioredoxin, mitochondrial","THIOM_HUMAN"
0.0746092796326021,15.8515372276306,2.45780410372817,0.0415119177804801,0.100455622090908,-5.81899779051862,"CATZ_HUMAN",12,2.01587143868445,0.0781214697589303,0.15954633919556,-0.112283945083625,"Non-significant",0.797113156280294,"CTSZ","Cathepsin Z","CATZ_HUMAN"
-0.0886650085449237,11.6322591304779,-2.03746958779692,0.0784836856796516,0.161178594179877,-6.45634919313163,"IMPA3_HUMAN",16,-2.01570319776501,0.0781419392891947,0.159547985755542,-0.296768903732302,"Non-significant",0.79710867427069,"BPNT2","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase","IMPA3_HUMAN"
-0.304963469505312,7.00515776872635,-2.03062228053176,0.0793009249536245,0.162449534547101,-6.4665027780812,"CIB1_HUMAN",6,-2.01461019159904,0.0782750496653031,0.159779560499187,-0.0713543891906507,"Non-significant",0.79647877777649,"CIB1","Calcium and integrin-binding protein 1","CIB1_HUMAN"
0.0994491577148402,8.41330695152283,1.84759746140126,0.104491565687282,0.199071275883213,-6.73382443149223,"MTUS1_HUMAN",41,2.01327586123739,0.0784378470529101,0.160071602360994,-0.168956041336051,"Non-significant",0.795685707629871,"MTUS1","Microtubule-associated tumor suppressor 1","MTUS1_HUMAN"
0.0982856750488228,8.88512277603149,1.81899694212644,0.109068208633803,0.205809173222019,-6.77479167412961,"SI1L1_HUMAN",65,2.01261446554469,0.0785186633011599,0.160151982424017,-0.0541541576385498,"Non-significant",0.795467681099549,"SIPA1L1","Signal-induced proliferation-associated 1-like protein 1","SI1L1_HUMAN"
0.475847482681268,7.52042806148529,1.95577070544444,0.0887955731266054,0.176306551633696,-6.57682607969772,"PAPD5_HUMAN",8,2.01247149975148,0.0785361429509155,0.160151982424017,0.456526517868012,"Non-significant",0.795467681099549,"TENT4B","Terminal nucleotidyltransferase 4B","PAPD5_HUMAN"
0.0569045543671027,13.1623262166977,1.90601302117418,0.0957098349124135,0.185964942643516,-6.64942645638026,"FUCO2_HUMAN",22,2.01246900604787,0.0785364478759138,0.160151982424017,-0.0765082836151105,"Non-significant",0.795467681099549,"FUCA2","Plasma alpha-L-fucosidase","FUCO2_HUMAN"
-1.02460706233978,6.36801213026047,-1.93142892431732,0.0921153239421533,0.180886674362689,-6.61242058038499,"PDE5A_HUMAN",17,-2.01092116935901,0.0787259354838803,0.160498050380956,0.428309440612825,"Non-significant",0.794530238735341,"PDE5A","cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A_HUMAN"
0.157856702804576,11.0912243127823,2.57695681868912,0.0346830561388453,0.0879982231115042,-5.63522052657582,"VAMP5_HUMAN",5,2.01059179345866,0.078766315054817,0.160540035256163,-0.0181021690368652,"Non-significant",0.794416645983917,"VAMP5","Vesicle-associated membrane protein 5","VAMP5_HUMAN"
0.0583946704864289,15.0819672346115,2.0035655772033,0.0826125591143656,0.167328583288558,-6.50652638552726,"SC22B_HUMAN",19,2.00974145266354,0.0788706545933382,0.160712328320027,0.0167231559753436,"Non-significant",0.793950807020135,"SEC22B","Vesicle-trafficking protein SEC22b","SC22B_HUMAN"
0.421056032180783,8.51020324230194,2.08686330800901,0.0728287498044084,0.152420035056221,-6.38282507910992,"S39A3_HUMAN",1,2.009332198368,0.0789209190752623,0.160774375439789,0.105047821998595,"Non-significant",0.793783168845678,"SLC39A3","Zinc transporter ZIP3","S39A3_HUMAN"
0.212113022804262,8.30361098051071,1.95046714641554,0.0895088298567556,0.177183372885512,-6.58459376196328,"UXS1_HUMAN",15,2.00861390946671,0.0790092140490622,0.160912530149329,0.222570896148685,"Non-significant",0.793410136368143,"UXS1","UDP-glucuronic acid decarboxylase 1","UXS1_HUMAN"
-0.0721426010131765,14.5600802898407,-1.79358509875636,0.113294602417761,0.211969802374951,-6.81098411719952,"CP4F2_HUMAN",36,-2.00839204576712,0.0790365057486328,0.160912530149329,-0.9717253446579,"Non-significant",0.793410136368143,"CYP4F2","Cytochrome P450 4F2","CP4F2_HUMAN"
0.432885050773619,6.65887588262558,1.94596946056812,0.0901180663543516,0.178024541743853,-6.59117578369129,"ORC5_HUMAN",10,2.00829675105423,0.0790482308571883,0.160912530149329,-0.451723814010625,"Non-significant",0.793410136368143,"ORC5","Origin recognition complex subunit 5","ORC5_HUMAN"
-0.0649490356445312,9.07602548599243,-1.71603306176032,0.127174102836896,0.231365621170083,-6.92014651052921,"ARI1A_HUMAN",51,-2.00568819874643,0.0793698427719824,0.161526687798311,0.047468900680542,"Non-significant",0.791755712305046,"ARID1A","AT-rich interactive domain-containing protein 1A","ARI1A_HUMAN"
-0.0530672073364507,13.6267919540405,-1.80307047523406,0.111699103875288,0.209506825900159,-6.79749806007862,"TES_HUMAN",26,-2.00551100757196,0.0793917347629144,0.161530726145007,-0.403025388717652,"Non-significant",0.791744854596103,"TES","Testin","TES_HUMAN"
-0.0548779964447483,12.1996117830277,-1.80958280989597,0.110616100921228,0.208052629317302,-6.78822281432052,"HOT_HUMAN",26,-2.00457443948917,0.079507544921837,0.161701347963187,-0.789531707763675,"Non-significant",0.791286359743976,"ADHFE1","Hydroxyacid-oxoacid transhydrogenase, mitochondrial","HOT_HUMAN"
-0.550133109092714,8.13897770643234,-1.98481779285008,0.0849861448904692,0.170772060337114,-6.53416454342322,"GBG10_HUMAN",3,-2.00442298583521,0.0795262880762184,0.161701347963187,-0.662619590759276,"Non-significant",0.791286359743976,"GNG10","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10","GBG10_HUMAN"
-0.0922033786773699,14.2380131483078,-2.14086827023447,0.0671054584600182,0.14359010810775,-6.30191369407132,"NDUV2_HUMAN",13,-2.00434952480317,0.0795353807888934,0.161701347963187,0.256475329399104,"Non-significant",0.791286359743976,"NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","NDUV2_HUMAN"
0.275987148284914,7.17918086051941,2.07758958784765,0.07385896210358,0.154019948215998,-6.39666568742909,"EAF6_HUMAN",5,2.00355831615547,0.0796333771853649,0.161860025671856,0.398768424987791,"Non-significant",0.790860395062059,"MEAF6","Chromatin modification-related protein MEAF6","EAF6_HUMAN"
0.490731000900265,6.61139619350433,1.9276260303383,0.0926447208332799,0.181618570872489,-6.61796816268422,"TRAF3_HUMAN",15,2.00335446658063,0.0796586442084386,0.161870833735855,0.2744143009186,"Non-significant",0.790831396389735,"TRAF3","TNF receptor-associated factor 3","TRAF3_HUMAN"
0.137130022048927,10.9645849466324,2.12067270833323,0.0691916468375713,0.147137090533394,-6.33223147531479,"B4GT1_HUMAN",10,2.00219686743223,0.079802274955993,0.162122097895074,-2.37992823123932,"Non-significant",0.790157785029287,"B4GALT1","Beta-1,4-galactosyltransferase 1","B4GT1_HUMAN"
0.88590800762176,6.7373349070549,1.95393293316966,0.0890421009537724,0.176690537329154,-6.57951848360376,"UQCC5_HUMAN",1,2.00150413037466,0.0798883470167989,0.162256332339,0.525635004043583,"Non-significant",0.789798345090176,"UQCC5","Ubiquinol-cytochrome c reductase complex assembly factor 5","UQCC5_HUMAN"
0.217994928359985,8.40983927249908,1.89967670513977,0.0966268661832818,0.187164094583707,-6.65862604768959,"SHRM2_HUMAN",49,2.00037806731201,0.0800284510752085,0.16250021321928,-0.19974064826965,"Non-significant",0.789146064839594,"SHROOM2","Protein Shroom2","SHRM2_HUMAN"
-0.158562660217271,17.7801985740662,-2.06242654394476,0.075574439109816,0.1565112299482,-6.41926021680621,"PPIA_HUMAN",10,-2.00002269161595,0.080072715986298,0.162549416440536,0.36648941040039,"Non-significant",0.789014585301106,"PPIA","Peptidyl-prolyl cis-trans isomerase A","PPIA_HUMAN"
