Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	B_1	B_2	B_3	B_4	BM_1	BM_2	BM_3	BM_4	C_1	C_2	C_3	C_4	CM_1	CM_2	CM_3	CM_4
+	4.53693067780779	-1.64653730392456	P25705	P25705;K7EQH4;K7ERX7;K7EK77;K7EJP1	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	Color2 [DarkGray]	1	4		19.4463062286377	19.7307891845703	19.5817832946777	19.6271419525146	21.1495685577393	21.2829990386963	21.3417739868164	21.3673152923584	19.6565113067627	19.876636505127	19.5430126190186	19.5271816253662	21.034704208374	21.3369464874268	21.6118259429932	21.2060146331787
	1.10237576660676	0.146320819854736	P25774	P25774	CATS_HUMAN	CTSS	Cathepsin S	Color2 [DarkGray]	1	4		16.7803344726563	16.4162788391113	16.628303527832	16.9300899505615	16.0074825286865	16.1754589080811	16.2295894622803	16.2153835296631	16.7941741943359	16.9667091369629	16.759407043457	16.7910747528076	16.705659866333	16.8098182678223	16.6399898529053	16.570613861084
	1.39677520055808	0.376297473907471	P25786	P25786;F5GX11	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	Color2 [DarkGray]	1	4		18.7525024414063	17.7943592071533	17.9699153900146	18.6492671966553	18.0607223510742	17.8602313995361	18.9029426574707	18.4709320068359	19.1769351959229	19.0357208251953	19.0952987670898	19.1300601959229	18.9981441497803	18.8860034942627	18.6946125030518	18.3540649414063
	1.16856186011483	0.446806907653809	P25787	P25787;C9JCK5;A0A024RA52	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	Color2 [DarkGray]	1	4		18.1496734619141	17.4078159332275	17.2886505126953	18.1777057647705	17.7031936645508	17.1968803405762	18.2425594329834	18.0685997009277	18.5097942352295	18.6641483306885	18.8909854888916	18.6005764007568	18.466100692749	18.582498550415	18.0307369232178	17.7989406585693
	0.608991453684146	0.214790821075439	P25788	P25788;G3V3W4;G3V5N4	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	Color2 [DarkGray]	1	4		18.1147232055664	17.026912689209	17.4386787414551	17.9586372375488	17.4298477172852	16.8237152099609	17.826343536377	17.6693420410156	18.3368167877197	18.2553749084473	18.4314155578613	18.29736328125	18.521505355835	18.1769618988037	18.0233478546143	17.7399921417236
	1.0818427194628	0.326685428619385	P25789	P25789;H0YMV3;H0YKS0;H0YMZ1;H0YLC2;H0YKT8;H0YL69;H0YN18;H0YMA1	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	Color2 [DarkGray]	1	4		18.8508796691895	18.0799121856689	18.2172431945801	18.7860469818115	18.2521209716797	17.8194808959961	18.831901550293	18.5519065856934	19.3099308013916	19.1626815795898	19.3240852355957	19.2261066436768	19.2789440155029	19.0268859863281	18.8580894470215	18.5521430969238
	0.347137038121844	-0.12054967880249	P26038	P26038;P35241;P15311;E9PNV3;A0A2R8Y5P0;V9GZ54;E9PQ82;E7EQR4;A0A2R8Y7M3;A0A2R8Y5S7	MOES_HUMAN	MSN	Moesin	Color2 [DarkGray]	1	4		18.8283882141113	18.4292430877686	18.1704921722412	18.8630523681641	17.9732036590576	17.8968696594238	19.2955131530762	18.6633014678955	19.0640983581543	19.1160564422607	19.0014305114746	19.2202453613281	19.4921379089355	19.4303245544434	19.0451545715332	18.9164123535156
	0.901748569622276	0.363977909088135	P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	Color2 [DarkGray]	1	4		15.8475275039673	14.8876819610596	15.205174446106	15.9004402160645	15.6994857788086	14.9098224639893	16.0673274993896	15.293662071228	16.2063694000244	16.4469470977783	16.4262294769287	16.5459079742432	16.4401206970215	16.2533779144287	15.899715423584	15.5763282775879
	0.0666113836156601	0.0272107124328613	P26885	P26885;A0A494C1N0	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	Color2 [DarkGray]	1	4		17.4777336120605	17.046516418457	17.4598159790039	17.7301254272461	17.2544193267822	17.2757968902588	17.603328704834	17.4015884399414	17.8335933685303	17.7764072418213	17.53297996521	17.6306858062744	17.3254814147949	17.7648391723633	17.9333324432373	17.641170501709
	0.994651985532665	-0.277327537536621	P26927;Q2TV78	Q2TV78;P26927;G3XAK1	HGFL_HUMAN;MST1L_HUMAN	MST1;MST1L	Hepatocyte growth factor-like protein	Color2 [DarkGray]	1	4		18.4406547546387	18.8074359893799	18.8597736358643	19.20876121521	18.7922344207764	18.3208618164063	18.7900333404541	19.0564975738525	18.5216579437256	18.3551616668701	18.8122844696045	18.5242652893066	18.7006912231445	18.610689163208	19.0830268859863	18.9282722473145
+	2.22055904694828	-0.626179218292236	P27169	P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	Color2 [DarkGray]	1	4		17.6419525146484	17.5141048431396	17.5983142852783	17.3751831054688	17.5802211761475	17.8665733337402	18.2562446594238	17.9175815582275	16.3461132049561	16.5646228790283	16.5975456237793	16.5488719940186	16.9379482269287	16.9011383056641	17.2226810455322	17.5001029968262
	1.32531099841691	0.55929708480835	P27348	P27348;E9PG15	1433T_HUMAN	YWHAQ	14-3-3 protein theta	Color2 [DarkGray]	1	4		17.089822769165	16.4321155548096	15.9875326156616	17.0493812561035	16.0322265625	16.0720157623291	16.9318809509277	16.5312633514404	16.8299713134766	17.1849040985107	17.0998306274414	16.965051651001	16.5910816192627	16.9893169403076	16.2308807373047	16.0312900543213
	0.584462272776002	0.135614395141602	P27487	P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	Color2 [DarkGray]	1	4		19.0873203277588	18.6113700866699	18.8019485473633	18.7894134521484	18.4573650360107	18.4724292755127	18.3204002380371	18.5388412475586	18.958080291748	19.2699546813965	19.398530960083	19.1687831878662	18.9538974761963	19.0916194915771	19.2110939025879	18.996280670166
	0.187802954360275	-0.0471649169921875	P27797	P27797;K7EJB9	CALR_HUMAN	CALR	Calreticulin	Color2 [DarkGray]	1	4		20.4968433380127	19.9977054595947	20.2573585510254	20.5789203643799	19.7916164398193	19.8453693389893	19.8381118774414	19.9797344207764	20.4528102874756	20.3817481994629	20.5742969512939	20.5528297424316	20.4368801116943	20.6487007141113	20.7190265655518	20.3457374572754
	0.752248565396558	0.212645769119263	P27824	P27824;D6RAU8;D6RAQ8;H0Y9Q7;D6RDP7;D6RB85	CALX_HUMAN	CANX	Calnexin	Color2 [DarkGray]	1	4		15.1425304412842	14.634181022644	14.3721036911011	15.2194404602051	14.6214685440063	14.0857048034668	14.3604831695557	14.1696119308472	15.2806692123413	15.2428131103516	15.1889753341675	15.1394872665405	14.9174089431763	15.3182497024536	15.0887928009033	14.6769104003906
	0.790604745883182	0.359365463256836	P28062	P28062;X5D2R7;A0A140T998;Q5JNW7	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	Color2 [DarkGray]	1	4		16.7709732055664	12.7812099456787	15.5457487106323	16.6436309814453	16.3698272705078	14.8422222137451	16.7365875244141	16.4249057769775	17.6057472229004	17.2483825683594	17.630615234375	17.5112190246582	17.6190452575684	17.3242149353027	16.9371776580811	16.6780643463135
	1.0278778440224	0.221567153930664	P28065	P28065;A2ACR0;A2ACR1;A0A0G2JJA7;A0A0G2JJQ0	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	Color2 [DarkGray]	1	4		15.6573352813721	15.0245771408081	13.8100395202637	15.708270072937	14.0302076339722	14.7903528213501	15.9961824417114	13.2193403244019	16.2113819122314	16.4411602020264	16.5809078216553	16.5858039855957	16.249397277832	16.3404426574707	16.3075389862061	16.0356063842773
	0.728214018758473	0.262541770935059	P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	Color2 [DarkGray]	1	4		17.4810981750488	16.6072940826416	16.997278213501	17.535062789917	17.0693130493164	16.6920433044434	17.5780181884766	17.411584854126	18.0020351409912	17.9330387115479	17.8449268341064	17.9308528900146	17.946008682251	17.8318576812744	17.718620300293	17.1641998291016
	0.282543703108687	0.504441738128662	P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	Color2 [DarkGray]	1	4		14.7842617034912	17.1437816619873	16.3927898406982	17.4093170166016	15.5254688262939	12.5924959182739	16.2719326019287	13.858943939209	17.9793796539307	15.7916688919067	18.0550174713135	17.8514862060547	16.975658416748	15.5186834335327	17.8996276855469	17.2658157348633
	0.879961758505087	0.214906215667725	P28072	P28072;A0A087X2I4;I3L3X7	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	Color2 [DarkGray]	1	4		17.314847946167	16.6395530700684	17.1280651092529	17.6109161376953	16.8162956237793	16.8164596557617	17.560474395752	17.4325256347656	17.9929485321045	17.8074054718018	17.8831615447998	17.7507591247559	17.8789482116699	17.744499206543	17.5925674438477	17.3586349487305
	0.831093661551958	0.504319429397583	P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	Color2 [DarkGray]	1	4		16.1703624725342	15.1147708892822	15.0956315994263	16.3666229248047	15.3003816604614	16.2177314758301	16.6366386413574	16.1303539276123	17.0182437896729	17.0014629364014	16.7116947174072	16.7650394439697	16.8346557617188	16.6369934082031	16.4905586242676	15.5169553756714
	1.18882656873213	0.562910795211792	P28799	P28799;K7EKL3;K7EQI0;K7EQ05	GRN_HUMAN	GRN	Progranulin	Color2 [DarkGray]	1	4		14.3439626693726	15.1311540603638	13.9361505508423	15.2729072570801	13.9060354232788	14.3520708084106	14.6226921081543	13.5393886566162	15.2235040664673	15.4976024627686	15.0074787139893	15.3546009063721	14.057297706604	14.7482452392578	14.9641647338867	15.0618352890015
	0.763201956169056	0.27776575088501	P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	Color2 [DarkGray]	1	4		19.0442657470703	17.9523658752441	17.9284019470215	19.0969371795654	18.2084102630615	18.020637512207	19.4092330932617	18.8166332244873	19.7177886962891	19.5045776367188	19.602725982666	19.6898803710938	19.6984596252441	19.535717010498	19.2608184814453	18.90891456604
	0.459056234349876	-0.148613929748535	P29218	P29218;H0YBL1;E5RIP7;E5RG13	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	Color2 [DarkGray]	1	4		14.0789756774902	17.8849105834961	14.4819087982178	18.3103466033936	17.9870529174805	17.825288772583	17.9841957092285	14.4952974319458	17.803689956665	18.2451248168945	18.2246131896973	18.3505115509033	18.3324337005615	18.1478862762451	18.5222759246826	18.215799331665
	0.94290535537837	-0.257010936737061	P29279	P29279	CCN2_HUMAN	CCN2	CCN family member 2	Color2 [DarkGray]	1	4		17.4256420135498	17.0812339782715	17.501371383667	17.4266986846924	17.3946475982666	17.1617908477783	17.3473529815674	17.5361480712891	17.0597038269043	17.0167541503906	16.7319030761719	16.9120464324951	16.8440322875977	17.217456817627	17.3604011535645	17.3265609741211
	0.694567504477726	0.362709522247314	P29401	P29401;A0A0B4J1R6	TKT_HUMAN	TKT	Transketolase	Color2 [DarkGray]	1	4		19.0197505950928	17.7202777862549	18.0449600219727	19.081075668335	18.2412204742432	17.8534069061279	19.3288345336914	18.7961158752441	19.8572406768799	19.8064041137695	19.7252311706543	19.8899421691895	20.0548896789551	19.6661033630371	19.1703205108643	18.9366664886475
+	3.66787815576755	-1.2839994430542	P29622	P29622	KAIN_HUMAN	SERPINA4	Kallistatin	Color2 [DarkGray]	1	4		19.5753383636475	19.861608505249	19.7002372741699	19.3030681610107	19.6023139953613	19.877269744873	20.1557197570801	19.842924118042	17.8248100280762	17.7575073242188	17.9593067169189	17.7573127746582	18.8361759185791	18.93337059021	19.1293239593506	19.5360641479492
	0.974653297220357	1.07172632217407	P29692	P29692;E9PIZ1;E9PL71;E9PRY8;E9PPR1;H0YCK7;E9PI39;E9PK01;E9PL12;E9PMW7;E9PQ49;E9PN91;A0A087X1X7	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	Color2 [DarkGray]	1	4		14.5804586410522	14.0072002410889	13.6039142608643	14.4027185440063	14.0726222991943	12.9970560073853	15.0154762268066	14.4794149398804	14.9690494537354	15.6649780273438	15.5646553039551	15.3992280960083	15.5473556518555	14.5383224487305	12.9140329360962	14.3112945556641
+	3.05262448238724	1.07952070236206	P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	Color2 [DarkGray]	1	4		14.4641437530518	13.4867095947266	15.3099298477173	13.9938049316406	15.2283201217651	14.4922981262207	13.4515590667725	13.6294021606445	15.8156213760376	15.6357431411743	15.7305498123169	15.7290182113647	14.1716070175171	14.9111442565918	14.8978357315063	14.6122627258301
	0.13478943012932	0.177340984344482	P30038	P30038;Q5TF55	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Color2 [DarkGray]	1	4		19.4832668304443	20.3297100067139	18.4825878143311	19.1456661224365	21.0030918121338	19.2130298614502	18.6567668914795	20.9406719207764	20.0872917175293	19.6093502044678	20.130916595459	20.2039375305176	19.2239189147949	20.5508403778076	20.7344398498535	18.8129329681396
	0.0748040193186551	0.0425703525543213	P30039	P30039;V9GY00;A0A0C4DFS0	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	Color2 [DarkGray]	1	4		16.3448352813721	14.8709669113159	15.3731679916382	16.0702800750732	15.3362169265747	15.3181896209717	16.6535453796387	15.716833114624	16.143684387207	16.252233505249	16.0079002380371	16.5342483520508	16.5428314208984	16.4120826721191	15.9962177276611	15.8166532516479
	0.563629174454133	0.0951662063598633	P30040	P30040;F8VY02	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	Color2 [DarkGray]	1	4		18.0809154510498	17.7171001434326	17.727222442627	18.1984252929688	17.6221313476563	17.6215305328369	18.0875606536865	17.9428062438965	18.2998466491699	18.3259162902832	18.4453468322754	18.3509521484375	18.3623809814453	18.3627223968506	18.2602443695068	18.0560493469238
	0.37095548352985	0.172498226165771	P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	Color2 [DarkGray]	1	4		21.6748161315918	20.5990619659424	20.8057823181152	21.5673923492432	20.8514423370361	20.4948539733887	21.8155612945557	21.443416595459	21.851354598999	21.7996711730957	21.9233150482178	21.8738098144531	22.091194152832	21.9367752075195	21.5203018188477	21.2098865509033
	0.347235579204994	0.205025196075439	P30043	P30043;A0A2R8YEP4	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	Color2 [DarkGray]	1	4		16.7506542205811	15.8596410751343	16.2604904174805	16.8164710998535	15.9082355499268	16.1194877624512	17.2535057067871	16.5822105407715	16.8800621032715	17.1894092559814	17.1908092498779	16.9700164794922	17.2219829559326	17.2265815734863	16.7492923736572	16.2123394012451
	0.709414616136038	0.279192447662354	P30044	P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	Color2 [DarkGray]	1	4		19.102367401123	18.1945209503174	18.3284168243408	18.9606266021729	18.2031669616699	17.9943542480469	19.0780639648438	18.7720317840576	19.317045211792	19.2895641326904	19.4917182922363	19.4325275421143	19.4617691040039	19.357084274292	18.9264240264893	18.6688079833984
	0.419492478804803	0.253037452697754	P30046	A6NHG4;P30046;J3KQ18;B5MC82	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	Color2 [DarkGray]	1	4		21.1755065917969	19.9315204620361	20.1225242614746	20.9716682434082	20.2197017669678	19.7427959442139	21.5782470703125	21.0694255828857	21.4589786529541	21.4284954071045	21.5875759124756	21.5463352203369	21.9001712799072	21.4559173583984	20.9220523834229	20.7310943603516
+	2.2728508221086	0.424336433410645	P30048	P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	Color2 [DarkGray]	1	4		19.929386138916	19.2951240539551	19.4179973602295	19.8772850036621	19.3923931121826	19.0230884552002	19.8743438720703	19.476245880127	20.4373378753662	20.3071594238281	20.4309730529785	20.359302520752	19.9471664428711	20.1446475982666	20.0433483123779	19.7022647857666
	0.42870927324262	0.396078586578369	P30050	P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	Color2 [DarkGray]	1	4		14.4985599517822	12.5346431732178	13.6379508972168	15.3234062194824	14.0919094085693	13.5280790328979	15.1538286209106	14.9413137435913	14.5737657546997	15.4514589309692	15.1396551132202	15.7414064407349	15.7937021255493	14.4666185379028	14.67223072052	14.3894205093384
	1.35300508348045	0.56058406829834	P30084	P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	Color2 [DarkGray]	1	4		18.5479946136475	17.7789688110352	18.0643577575684	18.8981914520264	18.0946750640869	17.780969619751	19.1401882171631	18.1205368041992	19.5480995178223	19.4164199829102	19.6296100616455	19.647777557373	19.3284015655518	19.3692607879639	18.8319282531738	18.4699802398682
	0.668106269943081	0.280543804168701	P30085	P30085;Q5T0D2	KCY_HUMAN	CMPK1	UMP-CMP kinase	Color2 [DarkGray]	1	4		16.1157836914063	15.4623584747314	14.771183013916	16.2691822052002	13.0565214157104	16.0025081634521	16.046142578125	15.9948501586914	16.5109691619873	16.884635925293	16.7495555877686	16.7192821502686	16.9673042297363	16.3846244812012	16.2908458709717	16.0994930267334
	0.212460928930016	0.0826621055603027	P30086	P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	Color2 [DarkGray]	1	4		22.1491966247559	20.9949474334717	21.1626262664795	21.9160194396973	21.3685626983643	20.9431934356689	22.3361415863037	21.821870803833	22.1742877960205	22.06325340271	22.1743087768555	22.1843509674072	22.3891105651855	22.2176208496094	21.969554901123	21.689266204834
	0.971559991483435	-0.243300437927246	P30101	P30101;H7BZJ3	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	Color2 [DarkGray]	1	4		18.5942192077637	18.5725269317627	18.5847320556641	18.8076915740967	18.2241382598877	18.3767528533936	18.724214553833	18.5223140716553	18.4958629608154	18.4803791046143	18.4540138244629	18.3133220672607	18.4985332489014	18.9015979766846	18.8747863769531	18.4418621063232
	0.666480471119847	-0.143041610717773	P30153	P30153;P30154;C9J9C1	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	Color2 [DarkGray]	1	4		16.8610382080078	15.6841020584106	16.3495101928711	16.6510791778564	15.6099090576172	15.6284198760986	16.8153953552246	16.4289016723633	16.6939086914063	16.9106426239014	16.6513328552246	16.8136692047119	17.0046367645264	17.0297508239746	16.9462776184082	16.6610546112061
	0.135984434393224	-0.130926132202148	P30530	P30530;M0R0W6	UFO_HUMAN	AXL	Tyrosine-protein kinase receptor UFO	Color2 [DarkGray]	1	4		15.156964302063	16.2824516296387	15.3661546707153	16.1751747131348	14.7865295410156	14.100079536438	14.0493803024292	14.9762287139893	16.0257587432861	15.7412300109863	15.0987234115601	15.8833475112915	15.0474166870117	15.7169857025146	16.4779891967773	16.0303726196289
	0.450688859599653	-0.279287338256836	P30613	P30613;F8W6W2	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	Color2 [DarkGray]	1	4		15.5951089859009	14.5532636642456	14.2586984634399	15.07395362854	14.9333171844482	14.3047580718994	15.7771215438843	15.107985496521	14.973611831665	15.1375360488892	14.9974708557129	14.8582143783569	15.7138404846191	15.5071382522583	15.3827323913574	14.4802713394165
	0.343093024211231	0.113293647766113	P30740	P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	Color2 [DarkGray]	1	4		17.5681190490723	16.7854270935059	17.3066215515137	17.6741237640381	17.4502601623535	17.3627395629883	17.8037281036377	17.5407867431641	18.0664615631104	17.9066905975342	17.9349632263184	17.9752826690674	18.0890827178955	17.9975814819336	17.876049041748	17.4675102233887
	0.179780740083173	-0.141001224517822	P31025;Q5VSP4	P31025;Q5VSP4	LC1L1_HUMAN;LCN1_HUMAN	LCN1;LCN1P1	Lipocalin-1	Color2 [DarkGray]	1	4		14.7726135253906	15.4222850799561	14.9162111282349	15.010537147522	16.7247676849365	15.0905303955078	15.0150098800659	15.9090185165405	15.5022573471069	15.3569231033325	16.3290004730225	16.2769470214844	15.8232183456421	15.6483430862427	16.1415367126465	16.4160346984863
+	1.24171756089964	-1.00190997123718	P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	Color2 [DarkGray]	1	4		13.907265663147	14.0739431381226	13.0525979995728	16.796293258667	17.1706104278564	17.2657794952393	17.011510848999	17.1156730651855	15.0737409591675	16.7065773010254	16.8880424499512	16.7104969024658	17.3454837799072	17.3492813110352	17.2682228088379	17.4235095977783
	0.179537242990126	0.0731935501098633	P31327	P31327;Q5R211	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	Color2 [DarkGray]	1	4		18.8428688049316	18.5552520751953	18.8689861297607	19.1803588867188	18.580623626709	18.717903137207	19.5622463226318	19.0102386474609	19.4670543670654	19.693172454834	19.4951782226563	19.6445789337158	19.658447265625	19.8260898590088	19.363862991333	19.1588096618652
	0.0934321425705247	0.0478076934814453	P31431	P31431	SDC4_HUMAN	SDC4	Syndecan-4	Color2 [DarkGray]	1	4		19.8796215057373	19.6211013793945	19.8191509246826	19.7726020812988	19.6436805725098	19.8267097473145	19.7587642669678	19.5806579589844	19.6527004241943	19.821949005127	19.7024879455566	19.5768623352051	19.1773834228516	19.5366401672363	19.9217796325684	19.926965713501
	1.31968982295901	0.402354717254639	P31937	P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	Color2 [DarkGray]	1	4		16.3579998016357	15.3265523910522	15.8695507049561	16.5315589904785	15.6788644790649	15.1129522323608	16.859001159668	16.019021987915	17.0647945404053	17.0438823699951	17.0764713287354	17.0275382995605	16.7526817321777	17.0525894165039	16.4889373779297	16.3090591430664
+	1.52810552018016	-1.58243751525879	P31944	P31944	CASPE_HUMAN	CASP14	Caspase-14	Color2 [DarkGray]	1	4		15.9021987915039	15.9928340911865	14.6721601486206	15.8437147140503	15.9803447723389	13.9586324691772	15.5654916763306	15.7490968704224	14.1136331558228	16.0536956787109	14.3718023300171	13.9949808120728	15.6388998031616	15.8629302978516	16.4847602844238	16.8772716522217
	1.10406817299643	0.378358364105225	P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	Color2 [DarkGray]	1	4		19.0075912475586	18.3472366333008	18.5681781768799	19.0389919281006	18.4942932128906	18.0421447753906	19.0292167663574	18.6478691101074	19.4934196472168	19.4818725585938	19.7501087188721	19.5820789337158	19.5229034423828	19.3986377716064	19.1016578674316	18.7708473205566
	0.188960686896328	0.0864267349243164	P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	Color2 [DarkGray]	1	4		20.0332584381104	19.4235363006592	19.447416305542	19.9771938323975	19.8187198638916	19.5106678009033	20.1477680206299	19.7085247039795	20.2118721008301	20.2131175994873	20.381799697876	20.2547073364258	20.549036026001	20.3852386474609	19.9948921203613	19.7866230010986
	1.07807277095105	-0.207035541534424	P32121;P49407	P49407;P32121;E9PM35;K7ENA6;I3L0V6	ARRB1_HUMAN;ARRB2_HUMAN	ARRB1;ARRB2	Beta-arrestin-2	Color2 [DarkGray]	1	4		20.8210506439209	20.7988090515137	20.8048629760742	21.0475997924805	20.8733730316162	20.6623344421387	20.722448348999	20.8106632232666	20.7579555511475	20.7073783874512	20.5889072418213	20.6325225830078	20.7161808013916	20.7264709472656	20.9946231842041	21.0776309967041
	0.84302022289367	0.297916412353516	P32754	P32754;A0A0B4J1R4	HPPD_HUMAN	HPD	4-hydroxyphenylpyruvate dioxygenase	Color2 [DarkGray]	1	4		19.3587398529053	18.2876453399658	18.3858375549316	19.3327541351318	18.6181125640869	18.3576774597168	19.602424621582	19.1980724334717	19.6557693481445	19.6333999633789	19.5716438293457	19.6838455200195	19.7422714233398	19.4834270477295	19.194917678833	18.9323768615723
	0.0724269494124424	0.0196094512939453	P32929	P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	Color2 [DarkGray]	1	4		17.8098125457764	16.6235103607178	17.0364856719971	17.585916519165	17.3813743591309	16.8759536743164	17.9097881317139	17.5205955505371	17.6441593170166	17.9330673217773	17.9111289978027	17.9208469390869	17.8651237487793	18.0017261505127	17.6826248168945	17.7812900543213
	0.249616759977416	0.313077449798584	P33121	P33121;B7Z3Z9;E7EPM6	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	Color2 [DarkGray]	1	4		13.2730045318604	15.9481821060181	13.1615238189697	16.0323619842529	13.2474918365479	15.8876485824585	15.8602676391602	15.5807476043701	16.0891819000244	15.7671985626221	16.1047668457031	15.9345293045044	16.3289413452148	16.1929569244385	14.1625919342041	15.9588766098022
	1.45256253763189	-0.236545562744141	P33151	P33151;I3L1J2	CADH5_HUMAN	CDH5	Cadherin-5	Color2 [DarkGray]	1	4		18.6702556610107	18.8838043212891	18.7165813446045	18.8645935058594	18.3897113800049	18.8295955657959	18.6432151794434	18.6365718841553	18.6414337158203	18.4382476806641	18.3848762512207	18.477165222168	18.5355606079102	18.7115154266357	18.8389091491699	18.8019199371338
	1.14491676784377	-0.516713380813599	P33908	P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	Color2 [DarkGray]	1	4		15.5593891143799	15.0640821456909	15.2915811538696	15.3629989624023	15.5070858001709	15.2962427139282	15.4256286621094	15.5188131332397	14.9242372512817	15.0238628387451	15.3286361694336	14.3997783660889	15.080792427063	15.381046295166	15.7114896774292	15.5700397491455
	0.0494683173344585	-0.018944263458252	P34896	P34896;J3KRZ5;J3KRK5	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	Color2 [DarkGray]	1	4		17.5410213470459	16.6158885955811	16.9962425231934	17.6245174407959	17.0273761749268	16.6872253417969	18.2629890441895	17.5797061920166	17.8088817596436	17.9332008361816	17.9146480560303	17.999532699585	18.1164608001709	18.1770496368408	17.7990341186523	17.6394958496094
	0.767042211788813	-0.219874858856201	P34913	P34913;E5RFU2;H0YAW7;E5RI53	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	Color2 [DarkGray]	1	4		19.0405578613281	18.8861808776855	18.9469871520996	19.1159553527832	18.9561500549316	18.9010486602783	18.6481742858887	18.8724975585938	18.4966201782227	18.7259788513184	18.4796504974365	18.1859397888184	18.4327831268311	18.7325687408447	18.7888965606689	18.813440322876
	0.646697158693626	0.262612581253052	P34949	P34949;H3BPP3;H3BMZ9;H3BPM5;H3BT48;B4DYB8;H3BP57;F5GX71;H3BT46;H3BN01;H3BPB8;H3BPU7;H3BNY8;H3BUZ9	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	Color2 [DarkGray]	1	4		16.2583160400391	14.7755107879639	15.6565084457397	16.3573551177979	14.3604793548584	13.2012186050415	15.8165216445923	15.7485466003418	16.3474922180176	16.3014945983887	16.6359157562256	16.6149826049805	16.3169116973877	16.4399890899658	16.3955669403076	15.696967124939
	0.771885279068606	-0.274833679199219	P35052	P35052;H7C410;H7BZL4	GPC1_HUMAN	GPC1	Glypican-1	Color2 [DarkGray]	1	4		16.7737827301025	16.6722049713135	16.7040920257568	16.6581840515137	16.5373134613037	16.8455142974854	16.8422393798828	16.5645408630371	15.9352130889893	16.4854545593262	16.1228771209717	16.0965671539307	16.0987644195557	16.5110111236572	16.3965492248535	16.7331218719482
