"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D1CM"
0.463572740999998,8.63407599925,4.36343625600021,0.00318920057598379,0.00542956405876942,-3.46074466304051,"B3GN2_HUMAN",12,-4.43258164153442,0.00256412502509306,0.00447196561897567,-0.463572740999998,"Non-significant",2.34950154401845,"B3GNT2","B3GN2_HUMAN",0.463572740999998
0.233317854999997,11.91113615,4.36567230972614,0.00318043258338747,0.00541791961305033,-3.45772400405177,"NMRL1_HUMAN",16,-4.43239096410505,0.002564746612003,0.00447212436751619,-0.233317854999997,"Non-significant",2.34948612744387,"NMRAL1","NMRL1_HUMAN",0.233317854999997
-1.41328537475,7.949480473875,-4.43458301280778,0.00292278756218337,0.00501914661295889,-3.36498148224235,"KCP3_HUMAN",2,4.42949847854872,0.00257419599228128,0.00448767280639895,1.41328537475,"Up in D8CM",2.34797881475445,"KRTCAP3","KCP3_HUMAN",-1.41328537475
-0.263629437499997,15.35380268125,-4.47046784333884,0.00279777524082601,0.00482554686002095,-3.3169538949443,"ARPC3_HUMAN",12,4.42898760379405,0.00257586890077041,0.0044896606626538,0.263629437499997,"Non-significant",2.3477864825838,"ARPC3","ARPC3_HUMAN",-0.263629437499997
0.245849847750002,8.929516911375,4.23410343141032,0.00374445680595778,0.00629729178320393,-3.63666174611137,"RPAP1_HUMAN",39,-4.42822075100673,0.00257838226229573,0.00449311227804232,-0.245849847750002,"Non-significant",2.34745272871947,"RPAP1","RPAP1_HUMAN",0.245849847750002
0.4927468325,15.86908936375,7.87814187961921,9.31337136211079e-05,0.000239555713186548,0.474524746159036,"F16P2_HUMAN",1,-4.42606044453318,0.00258547707688278,0.00450442133717866,-0.4927468325,"Non-significant",2.34636099296723,"FBP2","F16P2_HUMAN",0.4927468325
0.663840174250002,8.614669859375,4.41081942897326,0.00300894803262417,0.00515286935534115,-3.3968871254431,"TRPT1_HUMAN",7,-4.42591947595055,0.00258594078189673,0.00450442133717866,-0.663840174250002,"Up in D1CM",2.34636099296723,"TRPT1","TRPT1_HUMAN",0.663840174250002
0.143603805000001,17.2224638475,4.22625809434859,0.00378139645971985,0.00634823027212422,-3.64740866819493,"SDHB_HUMAN",23,-4.42463663299889,0.00259016476724047,0.00451084686427064,-0.143603805000001,"Non-significant",2.34574191622552,"SDHB","SDHB_HUMAN",0.143603805000001
-0.126217842500001,12.36305999875,-4.42030807649445,0.0029742143321075,0.00509856672876431,-3.38413777009812,"RM19_HUMAN",17,4.42265432675166,0.00259670667716338,0.00452130563557326,0.126217842500001,"Non-significant",2.34473613411668,"MRPL19","RM19_HUMAN",-0.126217842500001
-0.0766913874999986,14.29910886375,-3.75688138692848,0.00691876599250819,0.0110305047381978,-4.3057105258381,"MPPA_HUMAN",33,4.42044948249102,0.00260400419060805,0.00453277348909958,0.0766913874999986,"Non-significant",2.34363598288087,"PMPCA","MPPA_HUMAN",-0.0766913874999986
0.187269925000001,11.177251935,4.1778231132623,0.0040184815708714,0.00670861183618044,-3.71394801150349,"DAAM1_HUMAN",38,-4.42033959101202,0.00260436849065242,0.00453277348909958,-0.187269925000001,"Non-significant",2.34363598288087,"DAAM1","DAAM1_HUMAN",0.187269925000001
-0.499969005500001,8.01284837725,-4.55793328305338,0.00251701696533141,0.00439162409455153,-3.20066111835795,"LRC28_HUMAN",6,4.41760206764298,0.00261346160295968,0.0045476605803772,0.499969005500001,"Non-significant",2.34221195681853,"LRRC28","LRC28_HUMAN",-0.499969005500001
-0.149071693500002,10.00405955325,-4.33911530262559,0.00328630129319817,0.00558134870045686,-3.49364533404888,"PRUN1_HUMAN",18,4.41477278557425,0.00262289593542816,0.00456313515783777,0.149071693500002,"Non-significant",2.3407366674461,"PRUNE1","PRUN1_HUMAN",-0.149071693500002
0.369704724249997,9.902403831875,4.80514228318752,0.001878036510742,0.00338608978589183,-2.87788343793897,"S35D1_HUMAN",6,-4.41221329986263,0.00263146265376248,0.0045770942444416,-0.369704724249997,"Non-significant",2.33941014516074,"SLC35D1","S35D1_HUMAN",0.369704724249997
0.861250400750001,7.485409855875,4.37267912381189,0.00315312854283445,0.00537575252579927,-3.44826317374159,"TRI44_HUMAN",6,-4.4094894679166,0.00264061300185719,0.00459206251137904,-0.861250400750001,"Up in D1CM",2.33799220855386,"TRIM44","TRI44_HUMAN",0.861250400750001
-0.252817869499999,8.4017232655,-4.46067497004781,0.00283129688162888,0.00487637952906617,-3.33004229183908,"TRIM2_HUMAN",12,4.40645429930479,0.00265085016972245,0.00460891420804259,0.252817869499999,"Non-significant",2.33640137591116,"TRIM2","TRIM2_HUMAN",-0.252817869499999
-1.424880028,7.431417465,-4.30133526479369,0.00344363547143111,0.00582859505797044,-3.54491909720009,"SKAP2_HUMAN",8,4.40362648637174,0.0026604269426175,0.00462461099181747,1.424880028,"Up in D8CM",2.33492479291682,"SKAP2","SKAP2_HUMAN",-1.424880028
1.53786396975,7.544107556375,4.28784931119372,0.00350178415935319,0.00592225896452409,-3.56327060283442,"DDX55_HUMAN",12,-4.40196512740219,0.00266607096327216,0.00463346642256104,-1.53786396975,"Up in D1CM",2.33409397984246,"DDX55","DDX55_HUMAN",1.53786396975
-0.178050759999998,11.222563385,-4.26839008363323,0.00358759519688411,0.00605523426402407,-3.58979565442292,"PISD_HUMAN",20,4.3977853327589,0.00268032856532307,0.004657284988066,0.178050759999998,"Non-significant",2.33186718595441,"PISD","PISD_HUMAN",-0.178050759999998
0.355740784999997,10.673794865,4.5631566722401,0.00250126030988585,0.00436865378201986,-3.19375073664973,"RN181_HUMAN",8,-4.3971680979243,0.00268244104206856,0.004659994959521,-0.355740784999997,"Non-significant",2.33161455306395,"RNF181","RN181_HUMAN",0.355740784999997
0.173076392500002,12.69290101375,4.17519153995993,0.00403182113783475,0.00672700175060475,-3.71757261540373,"FMO4_HUMAN",28,-4.39030769050947,0.00270604338344446,0.00470002878200152,-0.173076392500002,"Non-significant",2.3278994825268,"FMO4","FMO4_HUMAN",0.173076392500002
-0.360351322500003,13.35081494125,-4.80283251913416,0.0018831052769093,0.00339377686103667,-2.88085891308648,"VAMP2_HUMAN",6,4.3873375584387,0.00271633193961302,0.00471692664173838,0.360351322500003,"Non-significant",2.3263408779065,"VAMP2","VAMP2_HUMAN",-0.360351322500003
0.317816019999999,15.94932568,6.05153777449991,0.00048729586518435,0.00102301789480421,-1.37972308978063,"B2MG_HUMAN",4,-4.38319629407275,0.00273074860820645,0.00474098455583361,-0.317816019999999,"Non-significant",2.3241314594305,"B2M","B2MG_HUMAN",0.317816019999999
0.158539055000002,12.400012375,4.27436471799033,0.00356100553357234,0.00601758533329616,-3.5816459004499,"HEM3_HUMAN",19,-4.38279053679668,0.00273216562385688,0.00474246788374992,-0.158539055000002,"Non-significant",2.32399560149516,"HMBS","HEM3_HUMAN",0.158539055000002
0.20071482675,9.645122170375,5.0349348809924,0.00144174940592168,0.00267735310476181,-2.58564539211521,"NSE2_HUMAN",9,-4.38223641111803,0.00273410207855417,0.00474485205273484,-0.20071482675,"Non-significant",2.32377732458181,"NSMCE2","NSE2_HUMAN",0.20071482675
-0.329810857500002,10.62078917125,-4.43955567882238,0.00290510330578181,0.00499125881867812,-3.35831521174084,"OSGL1_HUMAN",10,4.38110450442449,0.00273806230873252,0.00475074664477282,0.329810857500002,"Non-significant",2.32323812969677,"OSGEPL1","OSGL1_HUMAN",-0.329810857500002
-0.612466335499997,9.231865406,-4.58119740243661,0.00244766951107668,0.00428481958647256,-3.16991338857751,"CLRN3_HUMAN",4,4.37814915586274,0.00274843178925011,0.00476775705939272,0.612466335499997,"Up in D8CM",2.32168588213804,"CLRN3","CLRN3_HUMAN",-0.612466335499997
0.308561801999998,9.066658497,4.36764502191572,0.00317271918061249,0.00540587224042503,-3.45505967890025,"SDS3_HUMAN",12,-4.37420012477042,0.00276235474088215,0.00479092347960816,-0.308561801999998,"Non-significant",2.31958076561635,"SUDS3","SDS3_HUMAN",0.308561801999998
0.97536337375,7.756662547625,4.2815511576319,0.00352930873945287,0.0059664146339447,-3.57184983362131,"LZTS3_HUMAN",9,-4.37369714056879,0.00276413360997216,0.0047930224641957,-0.97536337375,"Up in D1CM",2.31939053552869,"LZTS3","LZTS3_HUMAN",0.97536337375
0.185999632000001,9.38635265825,4.88918780002287,0.00170347323896004,0.0030991961863143,-2.77013082701274,"TF2H3_HUMAN",10,-4.36974896842976,0.00277814030929235,0.0048163193473931,-0.185999632000001,"Non-significant",2.31728472477918,"GTF2H3","TF2H3_HUMAN",0.185999632000001
-0.332240583750002,10.247811078125,-4.69615145611339,0.00213453141412924,0.00379177350678511,-3.0191159266698,"TOR2A_HUMAN",7,4.36695486330341,0.00278809956469629,0.00483259124631401,0.332240583750002,"Non-significant",2.31581993711388,"TOR2A","TOR2A_HUMAN",-0.332240583750002
-0.201556683750001,9.870791674375,-4.10650809250753,0.00439770203962515,0.00728112954075828,-3.81251416930227,"DMXL1_HUMAN",80,4.36662077713253,0.00278929297900197,0.00483366581414629,0.201556683750001,"Non-significant",2.31572337877098,"DMXL1","DMXL1_HUMAN",-0.201556683750001
0.186713217500001,13.61368417875,6.50713944029294,0.000312237439693228,0.000692045590106289,-0.882369194588584,"RNPS1_HUMAN",7,-4.36640781729818,0.00279005399956954,0.0048339907836324,-0.186713217500001,"Non-significant",2.31569418194273,"RNPS1","RNPS1_HUMAN",0.186713217500001
0.200864075000002,10.8465148225,4.77461618670538,0.00194626156813722,0.00349266313771101,-2.91726899170118,"ALG12_HUMAN",10,-4.36536192130405,0.00279379483967988,0.00483947733326381,-0.200864075000002,"Non-significant",2.31520153991273,"ALG12","ALG12_HUMAN",0.200864075000002
-0.113314149999997,14.1481292225,-4.47202438573652,0.00279248741925099,0.00481741229162231,-3.31487479980558,"VAPB_HUMAN",16,4.36367440620798,0.00279984208694576,0.0048489560203135,0.113314149999997,"Non-significant",2.3143517548867,"VAPB","VAPB_HUMAN",-0.113314149999997
-0.18147396875,10.107814430625,-4.42033900534349,0.00297410183849059,0.00509856672876431,-3.38409623370494,"B3GLT_HUMAN",14,4.36325185845135,0.00280135852981513,0.00485058567128425,0.18147396875,"Non-significant",2.31420582048007,"B3GLCT","B3GLT_HUMAN",-0.18147396875
-0.099880694999996,17.9487307075,-4.03448012173683,0.00482078935053176,0.00792403148120752,-3.91277792124654,"AK1C3_HUMAN",25,4.35770738745831,0.00282133977592844,0.0048841801132267,0.099880694999996,"Non-significant",2.311208329015,"AKR1C3","AK1C3_HUMAN",-0.099880694999996
-0.0719087124999991,13.27214038375,-4.17517769872852,0.00403189142769666,0.00672700175060475,-3.71759168220878,"COQ6_HUMAN",20,4.35677599974746,0.0028247115457107,0.0048890130634077,0.0719087124999991,"Non-significant",2.31077880230289,"COQ6","COQ6_HUMAN",-0.0719087124999991
0.118706940000001,11.31236875,4.08902637436297,0.00449652315192631,0.0074345220964274,-3.83678344830542,"PRP4K_HUMAN",25,-4.35489008173594,0.00283155232944689,0.00489984696877599,-0.118706940000001,"Non-significant",2.30981748357434,"PRP4K","PRP4K_HUMAN",0.118706940000001
0.30879855125,8.300075650125,4.34575514906115,0.00325947372162255,0.00553747522222022,-3.48465482782117,"KCD18_HUMAN",12,-4.35353788480951,0.00283646826757164,0.00490734626998386,-0.30879855125,"Non-significant",2.30915329644389,"KCTD18","KCD18_HUMAN",0.30879855125
-0.149244545,13.3086694475,-4.17967187003992,0.00400913903279535,0.00669434090876228,-3.71140219908885,"ABI1_HUMAN",22,4.351400494854,0.00284425778156826,0.00491981301884647,0.149244545,"Non-significant",2.30805140260384,"ABI1","ABI1_HUMAN",-0.149244545
0.789636612250001,8.204669952375,4.27022337196266,0.00357941320550249,0.00604263447009423,-3.58729440639624,"FBXL6_HUMAN",9,-4.3487232712553,0.00285404758961046,0.0049357339213842,-0.789636612250001,"Up in D1CM",2.30664826056097,"FBXL6","FBXL6_HUMAN",0.789636612250001
-0.104218005,10.3564488875,-3.90571999841142,0.00569213534443857,0.00922318508617315,-4.09376817607817,"RNF31_HUMAN",35,4.34846843838297,0.00285498135062254,0.00493633595987639,0.104218005,"Non-significant",2.30659529051548,"RNF31","RNF31_HUMAN",-0.104218005
0.180738922500005,15.93194174875,4.2167192498041,0.00382684877783497,0.00641920564146686,-3.66048706030417,"RBP56_HUMAN",20,-4.34395568238489,0.00287157232962935,0.00496400393077232,-0.180738922500005,"Non-significant",2.30416788327483,"TAF15","RBP56_HUMAN",0.180738922500005
1.467232108,7.78592449425,4.23331332215024,0.00374815905824962,0.00630226066267426,-3.63774368507733,"JMJD4_HUMAN",10,-4.34202183657334,0.00287871419004346,0.00497532948695433,-1.467232108,"Up in D1CM",2.30317815318401,"JMJD4","JMJD4_HUMAN",1.467232108
0.602584600499995,8.103878379,4.71090778704404,0.00209764258883392,0.0037325373403591,-2.99989518324253,"FACE2_HUMAN",3,-4.34178663366706,0.00287958413477422,0.0049758127658901,-0.602584600499995,"Up in D1CM",2.3031359700115,"RCE1","FACE2_HUMAN",0.602584600499995
-2.090056181,7.99821674825,-4.23148546663276,0.00375673930984655,0.00631416862267129,-3.64024700125439,"MFA3L_HUMAN",7,4.33872097222837,0.00289094934435503,0.00499442755145901,2.090056181,"Up in D8CM",2.30151428231079,"MFAP3L","MFA3L_HUMAN",-2.090056181
0.209036349999998,11.233539105,4.46817298519696,0.00280559133995184,0.00483704835435754,-3.32001979855696,"B3GA3_HUMAN",12,-4.33745038742856,0.00289567406017713,0.00500156488795759,-0.209036349999998,"Non-significant",2.30089409248924,"B3GAT3","B3GA3_HUMAN",0.209036349999998
0.286324262999997,9.98508894475,4.19691623213247,0.00392313247090494,0.0065663390780893,-3.68767898490505,"I2BP1_HUMAN",24,-4.33662581099958,0.00289874478119338,0.00500584301591457,-0.286324262999997,"Non-significant",2.30052277406281,"IRF2BP1","I2BP1_HUMAN",0.286324262999997
-0.277729272750001,9.196010231875,-4.35148500396138,0.00323651607362243,0.00550455891536793,-3.47690149110735,"DVL2_HUMAN",12,4.3335478963064,0.00291023832226667,0.00502466178172588,0.277729272750001,"Non-significant",2.29889316600172,"DVL2","DVL2_HUMAN",-0.277729272750001
-0.1891105175,12.40801990125,-4.26279330880152,0.00361270080620794,0.00609272811034949,-3.59743454411157,"YAP1_HUMAN",17,4.3316802483325,0.00291723669851289,0.00503571331799409,0.1891105175,"Non-significant",2.29793900214582,"YAP1","YAP1_HUMAN",-0.1891105175
0.31329631775,8.895143747375,4.93460507216828,0.00161666837699382,0.00296236907601759,-2.71231987256456,"IFT20_HUMAN",6,-4.33109824066623,0.00291942132180628,0.00503845256378075,-0.31329631775,"Non-significant",2.29770282589599,"IFT20","IFT20_HUMAN",0.31329631775
-0.25617384825,9.929813980875,-4.42928500284047,0.00294175915950368,0.00504703601780104,-3.37208777627541,"SHRPN_HUMAN",11,4.33022915186188,0.00292268685273932,0.00504305577927118,0.25617384825,"Non-significant",2.29730622825258,"SHARPIN","SHRPN_HUMAN",-0.25617384825
0.0717782950000085,17.321208,3.56034245389114,0.00899765033326512,0.0140811724209231,-4.58983818328883,"G6PI_HUMAN",39,-4.32963442551123,0.00292492378324923,0.00504588263794673,-0.0717782950000085,"Non-significant",2.29706285494505,"GPI","G6PI_HUMAN",0.0717782950000085
-0.166857719999999,15.40074301,-5.02463590469283,0.00145870207868602,0.00270585383390064,-2.59858330563907,"CHSP1_HUMAN",10,4.32908250820125,0.00292700136661925,0.00504843350096862,0.166857719999999,"Non-significant",2.29684335998515,"CARHSP1","CHSP1_HUMAN",-0.166857719999999
0.386495590250002,8.683734178625,4.19935851001301,0.0039111157615641,0.00654882692773615,-3.68432247928952,"STA13_HUMAN",24,-4.32846648898353,0.00292932214862174,0.00505140269859505,-0.386495590250002,"Non-significant",2.29658800808508,"STARD13","STA13_HUMAN",0.386495590250002
0.476007225500002,10.25051510225,4.4057316315248,0.00302775561181093,0.00518297157838227,-3.4037285823574,"MED18_HUMAN",7,-4.32696616816671,0.00293498283084739,0.00506012891822718,-0.476007225500002,"Non-significant",2.29583841838521,"MED18","MED18_HUMAN",0.476007225500002
0.095734120000003,16.884275675,3.84642068224638,0.00614992545626041,0.00990214358563878,-4.17786413333877,"HNRPK_HUMAN",34,-4.32584021775836,0.00293923885152568,0.00506623438133398,-0.095734120000003,"Non-significant",2.29531472213225,"HNRNPK","HNRPK_HUMAN",0.095734120000003
2.29417777075,7.075712084625,4.21174163739457,0.00385080433300003,0.00645553494885785,-3.66731675882538,"F111A_HUMAN",11,-4.32571139393544,0.00293972622601786,0.00506623438133398,-2.29417777075,"Up in D1CM",2.29531472213225,"FAM111A","F111A_HUMAN",2.29417777075
-0.2063760775,10.29975772125,-4.38859284652892,0.00309206769167126,0.00527815773094317,-3.42680182665797,"OGFD2_HUMAN",13,4.32351461097288,0.00294805080677795,0.00507954216073821,0.2063760775,"Non-significant",2.29417543063453,"OGFOD2","OGFD2_HUMAN",-0.2063760775
-1.1556917425,7.46003454925,-4.26388770394046,0.00360777653734577,0.00608625106189995,-3.59594048647298,"FABPH_HUMAN",5,4.32246642067329,0.00295203191358184,0.00508536214992466,1.1556917425,"Up in D8CM",2.29367811371203,"FABP3","FABPH_HUMAN",-1.1556917425
-0.214567899499999,8.8025363685,-4.43561748736769,0.0029190989403706,0.00501428265098508,-3.36359439344823,"ALKB4_HUMAN",12,4.32092448105257,0.00295789897093454,0.00509442795790912,0.214567899499999,"Non-significant",2.29290457489034,"ALKBH4","ALKB4_HUMAN",-0.214567899499999
0.209664106249999,9.798745274375,4.29071998272869,0.00348931675847436,0.00590354294604183,-3.55936208169605,"ZMIZ1_HUMAN",15,-4.31889719541089,0.00296563210787417,0.00510670337840069,-0.209664106249999,"Non-significant",2.29185936729915,"ZMIZ1","ZMIZ1_HUMAN",0.209664106249999
1.01910746075,9.118952214625,4.43175067468541,0.0029329130679405,0.00503411917881976,-3.36878003951746,"ARF1_HUMAN",2,-4.31812169622896,0.00296859609458397,0.00511076317018959,-1.01910746075,"Up in D1CM",2.29151424353368,"ARF1","ARF1_HUMAN",1.01910746075
-0.70052659525,7.711128294625,-4.2638072791884,0.00360813816067316,0.00608625106189995,-3.59605027582795,"HEMK1_HUMAN",8,4.31556018592141,0.00297840924631665,0.00512661048339863,0.70052659525,"Up in D8CM",2.2901696787244,"HEMK1","HEMK1_HUMAN",-0.70052659525
-0.322587371250002,8.161272823625,-4.52479270348364,0.00261957085566948,0.00455077550338789,-3.24459586597131,"NAA80_HUMAN",8,4.30956384217226,0.00300151976196676,0.00516533484557325,0.322587371250002,"Non-significant",2.28690151986147,"NAA80","NAA80_HUMAN",-0.322587371250002
-0.229818344999998,12.12269616,-4.26496322325321,0.00360294436956098,0.00607992354174765,-3.59447236212498,"WASF2_HUMAN",15,4.30855524946115,0.00300542614181672,0.0051710016226522,0.229818344999998,"Non-significant",2.28642532594698,"WASF2","WASF2_HUMAN",-0.229818344999998
0.263767002499998,10.50335395375,4.93867862657695,0.00160912518197111,0.00294982952562733,-2.7071489864122,"IBP4_HUMAN",7,-4.30736863648416,0.00301002910559018,0.0051778643532693,-0.263767002499998,"Non-significant",2.28584933115072,"IGFBP4","IBP4_HUMAN",0.263767002499998
0.600450278249999,9.487758040875,5.627209657041,0.000754084665172692,0.00150584687105914,-1.8663047026169,"UB2E1_HUMAN",1,-4.30312257934548,0.00302656291262016,0.00520524358099885,-0.600450278249999,"Up in D1CM",2.28355894273202,"UBE2E1","UB2E1_HUMAN",0.600450278249999
-0.572491764750002,8.247773110875,-4.22623119278843,0.00378152381021897,0.00634823027212422,-3.64744553409995,"RNLS_HUMAN",11,4.30219350908309,0.00303019381590155,0.00521042506614324,0.572491764750002,"Up in D8CM",2.2831268455392,"RNLS","RNLS_HUMAN",-0.572491764750002
0.196798563,9.087789178,4.45863784639261,0.00283832545251258,0.00488732436224168,-3.33276667097737,"MED27_HUMAN",12,-4.29970690427919,0.00303993509472819,0.0052261090992176,-0.196798563,"Non-significant",2.28182152826854,"MED27","MED27_HUMAN",0.196798563
0.239822627500001,10.52423632375,4.31236546346319,0.00339686269865817,0.00575867974396415,-3.52992843749941,"SNX18_HUMAN",13,-4.29831357656793,0.00304540836835375,0.00523445088435028,-0.239822627500001,"Non-significant",2.2811288708915,"SNX18","SNX18_HUMAN",0.239822627500001
-0.386253835,15.481622695,-7.59789330600458,0.00011755674453972,0.000292382944740425,0.21282757680393,"ACTG_HUMAN",2,4.29815346831108,0.00304603799338946,0.00523446569750861,0.386253835,"Non-significant",2.28112764186788,"ACTG1","ACTG_HUMAN",-0.386253835
0.451620578499998,8.51568078975,4.39349301405974,0.00307352826878302,0.00525279192570399,-3.4202006712035,"LRP10_HUMAN",7,-4.29549099027892,0.00305652898944243,0.00525142332898701,-0.451620578499998,"Non-significant",2.27972297085165,"LRP10","LRP10_HUMAN",0.451620578499998
-0.372958183249999,8.840304851625,-4.15663694238661,0.00412726230230765,0.00686844895284328,-3.7431562034342,"UBE3B_HUMAN",28,4.29223860789161,0.00306939783267487,0.00527245859621285,0.372958183249999,"Non-significant",2.27798682202127,"UBE3B","UBE3B_HUMAN",-0.372958183249999
0.291961909999999,13.2011376625,5.45948843920995,0.000901734933258454,0.00176555720149489,-2.06514913605709,"LSM3_HUMAN",5,-4.28952247921042,0.00308019008616208,0.00528991895604324,-0.291961909999999,"Non-significant",2.27655098150221,"LSM3","LSM3_HUMAN",0.291961909999999
0.316483259249999,9.354753851875,4.64486401484298,0.00226841943475921,0.00400261825739698,-3.08616186028246,"GET1_HUMAN",7,-4.28901133048645,0.00308222569955532,0.00529233661062371,-0.316483259249999,"Non-significant",2.27635254099865,"GET1","GET1_HUMAN",0.316483259249999
0.0680863850000009,14.06186187,3.56373349607523,0.00895652672604033,0.0140246263744741,-4.58489670146819,"RAGP1_HUMAN",33,-4.28867827264937,0.00308355286708653,0.00529353709097197,-0.0680863850000009,"Non-significant",2.27625403954137,"RANGAP1","RAGP1_HUMAN",0.0680863850000009
-0.199987409999997,11.9256594175,-4.8927965509392,0.00169639057368936,0.00308764330503727,-2.76552660800548,"RM09_HUMAN",9,4.28819543630717,0.00308547797677508,0.00529576336107455,0.199987409999997,"Non-significant",2.27607142939835,"MRPL9","RM09_HUMAN",-0.199987409999997
0.334092615999996,9.6782646175,4.25959307485665,0.0036271426976036,0.00611463715962015,-3.60180443927585,"HIF1N_HUMAN",12,-4.28636491865106,0.00309278830466538,0.0053072297679203,-0.334092615999996,"Non-significant",2.27513210988714,"HIF1AN","HIF1N_HUMAN",0.334092615999996
-0.863974571,8.30786776525,-4.37435992730495,0.00314661716910825,0.00536682236309459,-3.4459947336183,"YBEY_HUMAN",3,4.28219966253241,0.00310949300574868,0.00533480898543774,0.863974571,"Up in D8CM",2.27288112601561,"YBEY","YBEY_HUMAN",-0.863974571
2.57587909525,9.194154499875,4.16951884593251,0.0040607414482735,0.00677111566122598,-3.72538919581674,"UTP16_HUMAN",6,-4.27651069328525,0.0031324674906514,0.00537313155854715,-2.57587909525,"Up in D1CM",2.26977252580919,"NOL7","UTP16_HUMAN",2.57587909525
0.127954960000004,11.5236234675,3.86244946033542,0.00602235808066546,0.0097134436015938,-4.15508724340416,"SMC3_HUMAN",66,-4.27452918356753,0.00314051302482171,0.00538583607044194,-0.127954960000004,"Non-significant",2.26874686941429,"SMC3","SMC3_HUMAN",0.127954960000004
0.0608327374999966,11.31515157375,3.48161924486234,0.0100119276064509,0.0155115768753441,-4.7049236382675,"PUM1_HUMAN",31,-4.27289435038593,0.00314716788861071,0.0053961509627949,-0.0608327374999966,"Non-significant",2.26791590900167,"PUM1","PUM1_HUMAN",0.0608327374999966
0.201021669999999,15.01246953,4.64630404761481,0.00226453615492156,0.00399784450946413,-3.08427423828028,"TPSN_HUMAN",10,-4.2723942439692,0.00314920672200127,0.00539854859868796,-0.201021669999999,"Non-significant",2.26772298467818,"TAPBP","TPSN_HUMAN",0.201021669999999
-0.174137594999998,11.41615677,-4.18576819609061,0.00397849984942659,0.00664820112633422,-3.70301068994992,"NUDT6_HUMAN",18,4.27223374868421,0.00314986133384324,0.00539857283102169,0.174137594999998,"Non-significant",2.26772103527548,"NUDT6","NUDT6_HUMAN",-0.174137594999998
1.367870092,8.23458397375,4.16826658754207,0.00406715621136283,0.00678047066961576,-3.72711532517877,"LS14B_HUMAN",9,-4.27118967329021,0.00315412342112212,0.00540477867790981,-1.367870092,"Up in D1CM",2.26722208541659,"LSM14B","LS14B_HUMAN",1.367870092
-0.0675990600000009,12.715947985,-3.42238505518797,0.0108561520537893,0.0167013151417029,-4.79197070568754,"PML_HUMAN",43,4.26359835651617,0.00318530188361876,0.00545709544248426,0.0675990600000009,"Non-significant",2.26303845050826,"PML","PML_HUMAN",-0.0675990600000009
-0.126240254999999,14.2579629425,-4.50602050881808,0.00267969672716563,0.00464183389093282,-3.26955189027214,"UBE2K_HUMAN",14,4.26253443039933,0.00318969830184193,0.00546351696529681,0.126240254999999,"Non-significant",2.26252770401527,"UBE2K","UBE2K_HUMAN",-0.126240254999999
1.951620221,7.60282105225,4.14755120221054,0.00417489701460126,0.00694086921816056,-3.75570133196199,"UBP36_HUMAN",17,-4.26187237739454,0.00319243741055305,0.00546709771100197,-1.951620221,"Up in D1CM",2.26224316408727,"USP36","UBP36_HUMAN",1.951620221
-0.170486212499998,13.48517477375,-7.0620213177182,0.000187189502345554,0.000438283420908521,-0.309290266771709,"COX20_HUMAN",7,4.2611125675378,0.00319558412450069,0.00547137489039535,0.170486212499998,"Non-significant",2.26190352699697,"COX20","COX20_HUMAN",-0.170486212499998
0.387868642749998,9.416329979875,4.55266029653804,0.00253303420105008,0.00441591422557418,-3.20764106862458,"MED25_HUMAN",6,-4.26035064690572,0.00319874297119638,0.00547567110158699,-0.387868642749998,"Non-significant",2.26156264582943,"MED25","MED25_HUMAN",0.387868642749998
0.211458685,10.34572935,4.22760479620005,0.00377502724920329,0.00633984950857433,-3.64556327728495,"HNF1A_HUMAN",15,-4.25931726505072,0.00320303270205065,0.00548190104478882,-0.211458685,"Non-significant",2.26106880828759,"HNF1A","HNF1A_HUMAN",0.211458685
-0.241407867500001,10.25137805875,-6.50825569995763,0.000311906041372087,0.000691492904451688,-0.881181189453011,"TM41A_HUMAN",5,4.24930276950102,0.00324493039261605,0.00555248036527826,0.241407867500001,"Non-significant",2.2555129685321,"TMEM41A","TM41A_HUMAN",-0.241407867500001
0.462789534999997,14.6988000875,4.27778511635696,0.00354588062822777,0.00599322795575133,-3.57698253805746,"T176B_HUMAN",8,-4.24729417202757,0.00325340538468013,0.00556585224020069,-0.462789534999997,"Non-significant",2.25446832730799,"TMEM176B","T176B_HUMAN",0.462789534999997
0.254904269999999,8.54091501225,4.90749871829344,0.00166787043262621,0.0030475785555184,-2.74678796342014,"S2532_HUMAN",7,-4.24629734144712,0.00325762031236916,0.00557193214548695,-0.254904269999999,"Non-significant",2.25399418101692,"SLC25A32","S2532_HUMAN",0.254904269999999
0.179576634999998,9.57353270075,4.00555134341114,0.00500305853994678,0.00820124084659887,-3.95324664634777,"ZSWM8_HUMAN",41,-4.24579922603493,0.00325972873488095,0.00557440728470511,-0.179576634999998,"Non-significant",2.25380130346662,"ZSWIM8","ZSWM8_HUMAN",0.179576634999998
-0.377564191499998,9.8128665685,-4.11796149972231,0.00433424644857908,0.00718453555851978,-3.79663664905984,"CO6A1_HUMAN",24,4.24466422406965,0.00326453852018474,0.00558150003785745,0.377564191499998,"Non-significant",2.25324906797711,"COL6A1","CO6A1_HUMAN",-0.377564191499998
