BF_1,BF_2,BF_3,BF_4,BFM_1,BFM_2,BFM_3,BFM_4,CF_1,CF_2,CF_3,CF_4,CFM_1,CFM_2,CFM_3,CFM_4,Protein.Names,Peptides,Genes,First.Protein.Description
19.80755617685892,19.931317518545008,20.264992303049365,19.723710933438984,20.055896704326376,19.51325724955282,19.234012799530895,19.55051758905989,19.306624687167844,19.773261572984485,19.508479565752232,19.659832181168465,19.86946130737754,20.001957897215572,20.310080192577903,19.47593722953918,K1C14_HUMAN,13,KRT14,"Keratin, type I cytoskeletal 14"
21.609640474436812,22.457637380991763,22.995071511630332,22.747143998186747,22.042599881712917,22.511714053747554,22.42470349162968,22.450103708306354,21.58692039793673,21.872674880270605,22.70345414783954,23.141021934953123,21.924337000093097,22.487384724385812,22.516531070045332,21.93517080600437,K1C10_HUMAN,32,KRT10;cRAP-KRT10,"Keratin, type I cytoskeletal 10"
17.588495052865895,17.658650819603817,17.573573228543772,17.71305754253375,17.82373418688907,17.737716068812368,17.924145594687637,17.953997462548116,17.68251459274173,17.787704919889922,17.927372887843042,17.822079077716516,18.119949236548962,17.738560711020057,17.85235881810624,17.999499099575008,JAM1_HUMAN,4,F11R,Junctional adhesion molecule A
15.916341348112395,14.180251067701288,15.749743751623352,15.397878483439836,15.025425096258799,15.652374452247397,15.428046053958436,15.459620524520666,15.390995151635448,15.242682883638418,15.16041114295787,15.93411930624155,15.44154689343538,16.184575137530732,15.586329642231965,15.41957839233402,JAG1_HUMAN,2,JAG1,Protein jagged-1
16.881544180700086,16.857859534680713,16.544655086871742,16.53542119422188,16.875221392751897,16.995038377583832,17.041038789444343,17.172183314344835,16.72250071243359,16.600705665028133,16.773126325456463,16.80218816717716,16.29310518074841,16.664405616460083,16.915914381687568,17.00277107320293,ITM2B_HUMAN,2,ITM2B,Integral membrane protein 2B
22.022421999775286,22.23022688488869,22.326631368841753,22.082128245899554,21.74303959985401,22.552154979776052,22.561507978763714,22.310080192577903,22.088612279469753,22.326631368841753,22.15189852420373,22.17949608276776,21.72650423212771,21.924337000093097,22.25060838488671,21.82687119065748,ITIH4_HUMAN,4,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4
21.775552413372502,21.945923862301242,22.718164931214982,22.71187866836755,21.658399786356668,22.559175407453825,22.4849290726595,22.561507978763714,21.846133092818114,21.69710331568715,22.290527395156502,22.480005194020215,21.763445810515847,21.654034593795267,21.68002980232821,21.511714053747554,ITIH3_HUMAN,19,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3
24.637546471006697,24.598325161208976,24.744066794657737,24.7695118112152,24.51050728241756,24.59263404913112,24.598325161208976,24.61526502363069,24.664922909938003,24.799465033316828,24.91797950457622,24.89965932136943,24.569642406504894,24.664922909938003,24.540377811999697,24.632008287465265,ITIH2_HUMAN,53,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2
21.502031500350217,21.906097881808055,21.521332056309152,21.69710331568715,21.502031500350217,21.61414186667175,21.60512499331432,21.521332056309152,21.526117118874527,22.111079619595685,21.627562382434075,21.46263806205013,21.133202430493824,21.88390213569386,21.913421222613916,21.876427015131714,ITIH1_HUMAN,5,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1
15.422748096866423,15.841539778464131,16.267723051627424,16.053556847775784,16.01596597653807,15.76818173967025,16.15429400867746,15.896119503637074,16.01128186221444,16.009483119805278,16.207328959989432,16.053913157800483,16.262463769214786,16.20354683401411,16.32305476034165,16.303823549016915,ITB1_HUMAN,5,ITGB1,Integrin beta-1
14.484199823548309,14.929466474648086,15.1118814460029,15.671300560636505,14.031847635574294,15.1806473495222,15.636273419302226,15.845715454435325,14.605004869253015,14.755487456716082,15.71261297493649,15.709153834131866,14.230380764152969,13.807958602256477,13.261502901776664,14.083313108650756,ITA2_HUMAN,1,ITGA2,Integrin alpha-2
19.36256885639645,19.288172165319267,19.169548272035364,19.17688167799143,19.28751850437705,19.19422782567579,19.289053012007173,19.265615046484456,18.813380386924727,19.115414561456735,18.99146648619722,18.942651950682162,19.068279704776046,19.151197439382944,19.114164260237544,19.114118496957172,ISM2_HUMAN,10,ISM2,Isthmin-2
17.772475672059574,17.928263901086858,17.44339685785494,17.535898036377684,17.72655079674932,17.808593451569642,17.91269640589505,18.035164231747878,17.508220338393258,17.720591634874598,17.40418526777194,17.47618451924098,17.500149426381945,17.655321078878835,17.810044384387503,17.73149803079371,ISK1_HUMAN,1,SPINK1,Serine protease inhibitor Kazal-type 1
16.476939183131922,17.080338714522636,17.367815709592996,17.589197599947948,17.668566479497358,17.0825337032008,17.362954046434783,17.297238712944093,18.82069629087095,17.40285385386709,17.15852093702003,17.532546173632294,18.051798399697766,17.423165163734623,16.91486392653639,16.90358768592126,INO1_HUMAN,3,ISYNA1,Inositol-3-phosphate synthase 1
16.881544180700086,17.089347025777364,17.096148917332506,16.52415907587233,16.443233340128682,17.311446776122374,17.004988493447406,17.479614503697913,16.014981568922163,16.276471584707835,16.48812256742351,16.238596931599925,16.222532673741334,16.176044553984866,17.57904334383177,16.94341911328473,IMB1_HUMAN,2,KPNB1,Importin subunit beta-1
16.84387199254412,15.327145600709722,15.884697598085545,16.136826941725456,15.938486127777475,15.75086920703129,15.271200377472926,15.281201977562027,17.203338443104997,15.863472457163256,16.235756224295482,16.031770114160672,16.398316163400203,15.796232306911785,16.301371154088436,16.118245586431204,ILK_HUMAN,2,ILK,Integrin-linked protein kinase
16.20491114618021,17.076366772275144,16.538840641409156,15.167539672088903,15.979342572057176,15.689127135632662,15.72689133800484,15.71326299123809,15.569840777919186,16.800773537267634,16.630707944367423,16.151161261099418,16.784289771996164,17.033713352552006,16.62692104210749,17.255858441526442,ILEU_HUMAN,4,SERPINB1,Leukocyte elastase inhibitor
16.09231737889956,15.870473091041926,16.69767349186415,16.113365736948655,16.059712017292707,16.53507181490581,16.043544270632758,16.729341927266194,16.486263108355335,15.581383026109203,15.891076419474768,15.973006701767467,15.8317030992143,15.50204549005248,15.428782162098535,14.90406537107519,IL27B_HUMAN,1,EBI3,Interleukin-27 subunit beta
20.158077099132854,20.23022688488869,20.042599881712917,20.095067301607052,20.158077099132854,20.133202430493824,20.17035542891129,20.145693374677023,20.145693374677023,20.206575616824043,20.10789134196464,19.960137721520944,20.06907209307411,20.095067301607052,20.095067301607052,20.23022688488869,IL1AP_HUMAN,6,IL1RAP,Interleukin-1 receptor accessory protein
16.804017549724318,16.807531021544047,16.818607140841863,16.808147200526918,16.924731331173035,16.807971176241573,17.026393760123756,17.062794535625034,16.412144742194364,16.546544834002226,17.214290658259884,17.215438202224092,17.34296010317342,17.203204598206337,17.244586823097084,16.994839557322624,IGSF1_HUMAN,3,IGSF1,Immunoglobulin superfamily member 1
18.282577175308855,18.454383643311953,19.196830218893055,20.218449717112335,17.176143923949752,19.058694670762048,19.809543632015192,19.104424712244857,19.065947243882977,17.9998679112775,20.158077099132854,19.88073292957937,18.735129577871856,18.70147907139376,17.623831490804193,19.155440848722385,IGF2_HUMAN,2,IGF2;cRAP-IGF2,Insulin-like growth factor II
15.79246241801672,16.128187698771857,16.20117819969942,15.874092833348085,16.44949850551669,16.28179965705543,16.053586543639174,16.450442865428833,15.36676274276767,16.057101182641045,16.577228177501848,16.744649915787974,16.467373105647894,16.2404559560096,16.187065918555618,16.306731031239217,IF6_HUMAN,2,EIF6,Eukaryotic translation initiation factor 6
16.083545809442445,16.678668905337354,17.344165851419113,16.939120035138696,15.859515374316628,16.370493300053305,16.99841413658926,16.713936872432797,17.39665494821024,17.091858892676875,17.840562811089118,17.87524539506514,16.425712563933043,16.358141209264264,16.027344493770062,16.96843055413866,IF5A1_HUMAN,4,EIF5A,Eukaryotic translation initiation factor 5A-1
17.984585345323136,17.65607565574513,18.01819474435024,18.03968483202466,17.686377415747224,17.23385369131353,17.51668494930961,17.450792411894543,18.14694151204464,17.744288572719956,18.074303514274842,18.05628842887637,17.669826239483374,17.960856061361724,17.761031735466887,17.753608505544353,IF4A1_HUMAN,7,EIF4A1,Eukaryotic initiation factor 4A-I
15.54799703475283,15.64607488069671,14.75195195607995,15.713126028686045,15.144829488980951,14.140686005246831,13.528551784847688,14.664536172446763,16.431810972475816,14.486589943663446,16.270244217948928,16.06259429817168,15.001003479266199,14.708841403906424,15.423326047069894,14.99750147514516,IDHP_HUMAN,2,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial"
20.133202430493824,19.92906620989705,19.855770333389003,19.90130296488465,19.931568569324174,19.02940047235849,19.172549590297695,18.99711055160626,19.98815209769054,20.23022688488869,19.860405027841967,19.945923862301242,20.206575616824043,20.001957897215572,20.145693374677023,20.133202430493824,IDHC_HUMAN,15,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic
19.259740965349838,18.656438829821088,19.71660849033014,19.83564181396115,18.7809177692523,19.918487680624427,19.349328748772688,20.12060239371419,19.39696009338723,18.54392295549348,20.055896704326376,19.918665281612494,19.189356463970192,18.779459674363356,18.83179277011616,18.751955877606672,ICOSL_HUMAN,1,ICOSLG,ICOS ligand
18.537669627256914,18.471472797444317,18.621154003727217,18.49182570114421,18.802595247728128,18.876597880062157,18.913240052570526,18.863460357721884,18.497586794715822,18.82185181864847,18.78785793348346,18.771083190065266,18.868846663782126,18.9014237688147,19.046132826859242,18.902869684156446,ICAM1_HUMAN,8,ICAM1,Intercellular adhesion molecule 1
21.310080192577903,21.535639892993036,21.521332056309152,21.645264384167533,20.36452797660028,21.17645562844771,21.276397066321614,21.236079611134127,21.582333128441075,21.511714053747554,21.600595334833805,21.582333128441075,21.253496664211536,20.887625221736577,20.5731145984117,20.477536938429466,IC1_HUMAN,4,SERPING1,Plasma protease C1 inhibitor
16.213037750221027,16.337648032486175,16.610678841099094,16.450710268033855,17.170394552314118,15.379710029663142,15.05448561461378,16.239339336960704,16.5054254647524,15.78419518186699,16.537859934362565,16.45254370099179,15.920045747547377,16.13627823694593,15.92969300129407,16.266874364424375,IBP4_HUMAN,1,IGFBP4,Insulin-like growth factor-binding protein 4
16.94218229169064,16.841736320880987,16.922677308985445,16.660358081115923,16.78675459719165,16.63482522752974,17.043305026933673,16.949644356585715,17.36495537848191,17.347664618322792,16.794492020117225,16.785848337586412,16.7084507709538,17.218601073898046,17.122443818019292,16.646375886699413,IBP2_HUMAN,4,IGFBP2,Insulin-like growth factor-binding protein 2
25.43936320952287,25.36452797660028,25.648559463729114,25.6997528941011,25.525519853272584,25.87173531980699,25.859938892343145,25.836052667225598,25.187069302472562,25.20955331662394,25.519533558206852,25.581184028387582,25.384427534037986,25.436188961727726,25.516531070045332,25.429819436852,IBP1_HUMAN,16,IGFBP1,Insulin-like growth factor-binding protein 1
14.833809202083486,15.834073483741177,16.151989664977176,16.03275174441527,16.05876758861486,15.975995704162273,16.085497355912633,15.937808273769605,15.436451292286975,16.206665275746303,15.986206477338119,15.848896744849107,16.499129592538804,15.642235065147522,15.787769952650137,15.320363387792831,CHST3_HUMAN,1,CHST3,Carbohydrate sulfotransferase 3
18.67737899262201,17.641501436383866,16.99146648619722,16.943556472476903,18.297950658543503,17.033315449293767,17.020545954290377,16.570983755660308,18.262218748227465,18.159457479949786,17.72580558239231,17.44098268456211,18.571234170685617,18.027760242806515,18.038463575368727,17.886667073113546,CHIA_HUMAN,2,CHIA,Acidic mammalian chitinase
19.3625410331335,19.232010969802054,19.27390029423005,19.28950786797736,19.32068157662471,18.004286313238122,17.88300119521113,17.60152416767059,19.371899982686408,19.259140973139917,19.342246154984267,19.471980770495296,19.380086864887964,19.373774277986644,19.306270892105257,19.39127715882097,CH60_HUMAN,23,HSPD1,"60 kDa heat shock protein, mitochondrial"
20.001957897215572,19.87848504054353,20.12060239371419,19.799291108910765,19.826145006549446,18.748589247933722,18.910914966630784,19.555506581157037,20.427263731948244,20.241908689936324,20.416995396494414,20.218449717112335,20.082128245899554,19.98815209769054,20.06907209307411,20.17035542891129,CH10_HUMAN,3,HSPE1,"10 kDa heat shock protein, mitochondrial"
14.294807391232217,15.165252478613624,13.792830955933256,14.81079252046789,15.017652281950765,13.767046430231881,14.877303307971012,14.609184510757835,14.268943992461542,14.684365107069468,13.588421851199547,15.206243639541075,13.9832163056229,14.719265810115477,14.766730764118755,14.773159816501634,HYOU1_HUMAN,2,HYOU1,Hypoxia up-regulated protein 1
15.576445964173612,14.967564013152845,15.25509497712508,15.353829131679056,15.350680251994806,15.379710029663142,15.383505179259728,16.09395806109858,15.131652017779997,15.366940282122833,15.306766625830088,15.700561635459563,15.859025133067032,14.46326891598129,14.84557335633706,15.169028517549084,HYDIN_HUMAN,1,HYDIN,Hydrocephalus-inducing protein homolog
16.347493341694946,16.021164342840503,15.559182877700067,15.022562875792957,15.70892759831299,15.453524652543951,15.529528162145978,15.526982094376024,16.42212555629661,16.074436278407898,15.969058189912928,16.22301370508377,15.341775928063235,16.352964133223104,16.220831743981257,16.159128280467538,HYAS1_HUMAN,1,HAS1,Hyaluronan synthase 1
17.03376711484639,16.669646341105327,16.677802211109675,16.22622401599265,16.422963213338868,16.674716408039146,16.42009344986075,16.24129425025473,17.529987136225213,15.748937071466626,16.324187580021256,16.341301638208495,16.18832805222699,16.42146329881091,15.499634150070914,16.283970952150863,HYAL1_HUMAN,3,HYAL1,Hyaluronidase-1
15.28909670241999,15.308243027423135,16.075249322832406,15.642714543865845,15.586801679860324,15.509524514693373,15.664466729243808,15.521517629596067,15.528493791658507,15.496850657369441,15.619483510287381,15.67632901247067,15.791468166998948,15.720599650270083,15.34659683532521,15.113974078865052,HSPB1_HUMAN,1,HSPB1,Heat shock protein beta-1
19.387659763558233,19.42462353899638,19.326749851477828,19.24665246821079,19.36826772046895,19.083567623217455,19.00315003243468,19.134135489667585,19.519050699461694,19.437810986152265,19.373867716509587,19.372763056008832,19.439717276362174,19.475141658377524,19.377009247508436,19.49267079875403,HSP7C_HUMAN,21,HSPA8,Heat shock cognate 71 kDa protein
18.475626573608448,18.551178777808705,18.320879858269336,18.344092147532994,18.54049511489307,17.951603457067034,18.019308381434012,18.06438490910142,18.44165954665216,18.49910622911942,18.523056507722117,18.26888004665513,18.623041987910142,18.56902116068341,18.53242822261476,18.644799831954145,HSP76_HUMAN,5,HSPA6,Heat shock 70 kDa protein 6
16.38883462582425,16.192514365206424,16.70831604540732,16.408964893657622,16.489005912728977,15.517657086793502,15.05731910905008,15.743882446500312,16.228581978922456,15.744563201705201,16.460230297585042,16.053336230795566,15.87994933297442,16.21933682002363,17.167614150864427,15.409699199706308,HSP13_HUMAN,2,HSPA13,Heat shock 70 kDa protein 13
20.487384724385812,20.276397066321614,20.145693374677023,20.206575616824043,20.396236836327617,19.664803150431737,19.71166529332261,19.688823994219625,20.447583716327838,20.487384724385812,20.133202430493824,20.158077099132854,20.36452797660028,20.406653452272955,20.467621469564385,20.385744462509976,HS90B_HUMAN,29,HSP90AB1,Heat shock protein HSP 90-beta
19.349304988990724,19.290513896192383,19.29030014575997,19.410478265969157,19.273269733251563,19.090422598840792,19.12512334029932,19.06792272548714,19.444699480595144,19.395295641312686,19.429010279380357,19.332569835631546,19.43282324154879,19.364275750086765,19.415358039328392,19.471441043189223,HS90A_HUMAN,16,HSP90AA1,Heat shock protein HSP 90-alpha
15.845771799805908,15.85893531834826,16.82454859974854,16.52415907587233,15.712438333873669,16.716096003709662,16.189090981842632,16.67935638750011,15.967246526325011,16.329530082050457,16.289487605169402,16.837332268647184,15.910909698031281,16.170801372822254,15.927134419538016,16.63410200457781,HS74L_HUMAN,2,HSPA4L,Heat shock 70 kDa protein 4L
19.654324852323917,19.479932194270447,19.512069134980184,19.476659196680725,19.51554200408531,19.046218108274477,19.171973274183106,19.212762344276808,19.58965297504299,19.627337945748852,19.586881925556003,19.626582441956756,19.680713203090423,19.541837742666416,19.582531600220932,19.424108865997713,HS71A_HUMAN,14,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A
17.906362168141204,17.954781332212352,17.648785888740512,17.731763174819577,17.552211278971818,17.836574351613262,17.924261600995088,17.62190162626101,17.14534509590768,17.58720616065117,17.131997590804435,17.463851611832062,17.5296898108706,17.69224769833676,17.86809306681674,17.940216083450952,HPTR_HUMAN,3,HPR,Haptoglobin-related protein
20.158077099132854,20.12060239371419,20.10789134196464,20.218449717112335,20.506880900011613,20.487384724385812,20.535639892993036,20.516531070045332,20.310080192577903,20.310080192577903,20.3321064989079,20.35380157000722,20.467621469564385,20.467621469564385,20.526117118874527,20.467621469564385,HPT_HUMAN,24,HP,Haptoglobin
17.359191904175486,17.670538693448712,17.865793671811392,17.994082685133105,17.60614492111032,17.867417509408682,17.77290732638295,17.96275482790126,17.40374437299656,17.723100948915604,17.936051264829334,17.869401059778095,17.69265636294676,17.50851438378938,17.361198458311076,17.447067078476007,HPPD_HUMAN,5,HPD,4-hydroxyphenylpyruvate dioxygenase
16.9055632881216,18.127006884482352,17.174057667192006,17.073911422882627,17.043774932346146,17.18874336774904,17.138331804541075,18.165525327626646,16.671278443122286,17.523148420591877,17.25823476485586,17.55229384715168,15.3676263346439,18.054148528653958,17.816708693280106,17.596138787941104,HORN_HUMAN,6,HRNR,Hornerin
17.249474599902758,17.154640134048375,17.293309983214666,17.097548662939378,17.12162457325916,16.447793547619153,16.549649318710358,16.441657115380647,17.341249508934254,17.395048737415113,17.271608924151746,17.253902869943968,17.284001688701576,17.15243339865173,17.114179514341757,17.165623462135493,HNRPU_HUMAN,4,HNRNPU,Heterogeneous nuclear ribonucleoprotein U
17.516892660284828,17.48772229515735,17.59995641519538,17.465446834207356,17.539439045337847,15.721366250598859,15.46477865071732,15.876763929394054,17.73920046224128,17.53945419158346,17.475567204989478,17.516207870156432,17.45981580798959,17.417951380401846,17.663759607157612,17.47397521521924,HNRPK_HUMAN,7,HNRNPK,Heterogeneous nuclear ribonucleoprotein K
16.445874876598683,16.14784288063527,16.818220160197704,16.514296433083224,17.268743010382206,16.403216785965874,16.074465547596695,17.155332135766916,16.24935237559039,16.53801913616164,17.263039909268123,16.07153149562421,16.582522779832697,16.697741354972834,16.756986252463193,16.89731370448245,HNRPD_HUMAN,2,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0
18.168632947991426,18.184366893882714,18.194073889971428,17.62454560083421,17.69119144532223,17.21686898211362,16.78911330711495,17.450792411894543,18.341583972381198,17.81228386883966,18.17848006777972,17.631887539935107,17.932185910700042,17.960856061361724,17.999223805513825,17.667950042303723,HNRPC_HUMAN,2,HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2
16.55258655080852,16.02609977019544,15.781385329331354,15.272079339057605,15.74046593803534,15.453524652543951,15.178536477800748,15.212522983308657,15.52771523633323,16.20678926294727,16.121225908181955,15.87389344280996,16.437878835649904,16.21933682002363,16.40220934115934,16.284151745987632,HNRH1_HUMAN,2,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H
13.694619063646911,14.750487174095344,14.02176945604189,13.710989341373969,13.93691393843731,15.088084272925729,15.252088830492443,14.984378403163122,15.598363693147787,14.489528134279032,14.503248097237787,15.446850681405788,14.465521766277213,14.877619649572688,15.024949174891232,15.297618460984753,HMCN2_HUMAN,1,HMCN2,Hemicentin-2
15.904771020267646,15.144590535258963,16.081377329197597,15.698376398943735,15.904265340057458,15.719110694556981,15.609271097224044,16.239339336960704,15.61479322451058,15.634419700093064,16.082492123080442,15.696356315484541,14.164223432539691,15.567121270969185,14.801400187358125,15.169028517549084,HLAA_HUMAN,2,HLA-A,"HLA class I histocompatibility antigen, A alpha chain"
19.5186012940587,19.408593039768288,19.318284620305707,19.46354632452151,19.635135322384137,19.54883131351405,19.627140198784822,19.427797737228076,19.065947243882977,19.336713573229844,19.204248736950106,19.22547341685457,19.373871963571386,19.389538916169634,19.43599370802367,19.350725568021147,HGFL_HUMAN,3,MST1,Hepatocyte growth factor-like protein
19.883487534294662,19.945923862301242,19.812109915819683,19.56368413030459,20.001957897215572,19.869280557030777,19.98815209769054,19.918229974741237,19.324149775079558,19.75366073168977,19.52734527531826,19.683481268556424,19.905655828128886,20.06907209307411,19.98815209769054,20.145693374677023,HGFA_HUMAN,8,HGFAC,Hepatocyte growth factor activator
17.142994504559773,17.241499092559756,17.755154904032988,17.733207353908075,17.3893708590155,17.544519255513375,16.99920728619954,17.558869094048912,17.26079092583614,17.199749016642556,17.64560214639185,17.718325500509753,17.38688973933941,17.251352958733744,17.307734462047854,17.058551994737662,HEXB_HUMAN,7,HEXB,Beta-hexosaminidase subunit beta
15.812458114259929,14.897594966371948,15.536368649553852,15.112044405770261,15.266409569803926,14.995338765114138,14.811876378336393,14.439136114621604,15.975478561416836,15.127547035522964,15.72266079991506,15.336694834290407,15.543140598454569,15.727524318296625,15.595974221163752,15.553458305704059,HEXA_HUMAN,3,HEXA,Beta-hexosaminidase subunit alpha
21.74303959985401,21.76749264357855,21.834606839437086,21.807348632392664,21.667090746620712,21.807348632392664,21.81909384006576,21.771528156813705,21.709777145722263,21.868912961474408,21.977710350968895,21.920707576692408,21.662751810896374,21.722340607186172,21.701340308573624,21.658399786356668,HEP2_HUMAN,26,SERPIND1,Heparin cofactor 2
21.89504269329906,21.72650423212771,22.08537390540321,21.447583716327838,21.93876407072838,21.931568569324174,22.039256438638546,21.59149312772655,21.857567987880397,21.54980722491963,21.861359567042772,21.747143998186747,21.945923862301242,21.868912961474408,21.88016941681753,21.775552413372502,HEMO_HUMAN,1,HPX,Hemopexin
15.160840479558226,15.648253645795966,16.293744642985686,14.755101427623947,16.095963555075397,15.87718586047811,16.023154404895028,16.44287062080771,16.171899997164452,15.724228717879456,15.866008678704306,16.144323656820976,16.005453499698117,16.473992649495056,16.40571321456439,16.183410524332746,HEM2_HUMAN,2,ALAD,Delta-aminolevulinic acid dehydratase
26.32731689750321,26.24263567157977,26.5623817216233,26.632008287465265,26.109486361520016,26.764458583488917,26.278525458703058,26.49838372333507,26.2714185722088,26.253496664211536,26.436188961727726,26.472277831995605,26.050509642047682,26.056723700646465,26.156534934324448,25.96939003475914,HBE_HUMAN,4,HBE1,Hemoglobin subunit epsilon
22.019031410574513,21.924337000093097,24.187069302472562,23.876427015131714,22.06907209307411,24.267851957188608,24.23169229389319,24.093456251701067,22.475064452749947,22.206575616824043,24.06907209307411,24.164229326114448,22.114260866840365,22.08537390540321,22.022421999775286,21.861359567042772,HBB_HUMAN,1,HBB;cRAP-HBB,Hemoglobin subunit beta
24.72858154716032,24.723382640486,26.105495501323983,25.967192479054894,24.78456615693749,26.133202430493824,25.98032788124403,25.96939003475914,25.144915851057615,24.876427015131714,26.04218237482507,26.127309862570623,24.876427015131714,24.971584248172054,24.857567987880397,24.794515817345097,HBA_HUMAN,11,HBA2;cRAP-HBA1,Hemoglobin subunit alpha
21.909764199005824,21.865141207585197,21.730655875398178,21.559175407453825,21.830744199804688,19.3496850985541,19.147073224505306,19.110763657078312,22.25925593350022,22.02580463916994,21.924337000093097,21.920707576692408,21.924337000093097,22.022421999775286,21.942348408077418,22.039256438638546,H4_HUMAN,7,H4C16,Histone H4
20.803412217833493,20.526117118874527,20.93876407072838,21.042599881712917,20.842301231227086,19.509102294848553,18.99582510567728,19.18048467346487,20.945923862301242,20.645264384167533,21.07561493894088,20.88016941681753,20.6714166720235,20.795507019748147,20.730655875398178,20.609640474436812,H37_HUMAN,3,H3-7,Histone H3-7
18.650434735374024,17.881669637378,17.48476783572023,17.244484624552776,17.421053960427084,16.147870697829017,15.159583620323012,16.420460295638627,18.814457296067758,17.840648859940444,18.368263456877052,18.150005060731623,18.114255782443596,17.526575651045214,17.814632530801077,18.178747509525078,H31T_HUMAN,2,H3-3B;H3-4;H3C12;H3C13,Histone H3.1
17.64598203439701,17.066110218392225,16.824635609051736,17.351465528364557,17.08162906504915,16.807971176241573,16.711048512421836,17.138871731584143,18.14500171024529,19.31951336495884,18.719642831847555,17.754026261780268,17.88156807805129,18.46319706046774,16.98750829011993,17.993380704255898,H2B3B_HUMAN,1,H2BC26,Histone H2B type 3-B
21.722340607186172,21.44253048860155,21.114260866840365,21.145693374677023,21.282065816408306,18.96256845252945,18.51326496138596,19.220668813906666,21.82687119065748,21.7347956057591,21.563836784823685,21.5308863630224,21.632008287465265,21.36986142090332,21.437459499054132,21.654034593795267,H2B1C_HUMAN,6,H2BC10;H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9,Histone H2B type 1-K
16.985074767782546,15.972701627746266,17.208377264047193,17.064153308136994,16.602511847611254,15.588568250818211,16.33132460866362,14.505761941820314,16.330155355904264,15.917833571095349,16.684091106529095,16.7343656268357,16.582522779832697,16.21937841913619,15.503257415859533,17.047986561013136,H2AY_HUMAN,2,MACROH2A1,Core histone macro-H2A.1
16.042236490532922,15.647376912781787,15.267203655803074,16.085750448295997,16.390540130975452,15.707644924783898,15.196044949331874,15.828426600992305,17.139771161193842,16.570562841958687,13.651107764989725,14.792190402069808,15.910216416680816,15.634470751776252,16.22549554040799,15.498593696274334,H2AV_HUMAN,2,H2AZ1;H2AZ2,Histone H2A.Z
20.487384724385812,19.819569461102787,19.85921475726664,19.457665433122607,19.90627260986277,19.31420926406371,18.886476557803917,19.588485902860718,21.709777145722263,20.902422223664658,20.81909384006576,20.535639892993036,20.887625221736577,20.18253014285739,20.37517522079979,20.158077099132854,H2A1B_HUMAN,4,H2AC12;H2AC14;H2AC17;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ,Histone H2A type 1-B/E
15.374767814092825,16.043332798326944,16.36547492863066,16.644644947968796,16.250307671616397,15.834364878418171,16.13686097857798,17.55939202889203,17.821549788872105,16.176451732557105,16.20618830256625,16.40857355314242,15.719586685918708,15.493389524582476,15.795902676128966,16.07384658683903,H11_HUMAN,1,H1-1;H1-2;H1-3;H1-4;H1-6,Histone H1.4
16.49742306783057,16.828124084740374,16.707291719889866,16.402146040146867,16.8117885960844,16.93078352967178,16.711048512421836,17.062794535625034,16.675943254080096,16.817720676905093,16.387864192744203,16.65674605957115,16.78808104922077,17.101616675490916,16.918746796057015,16.638492480284306,H10_HUMAN,2,H1-0,Histone H1.0
19.87015547943122,19.742975478649488,19.76921476705685,19.83811441580992,19.960137721520944,18.194655873006347,18.3163389908824,18.300267645043725,20.029179365950597,20.001957897215572,19.905495715477826,20.029179365950597,19.762283081034017,19.839049971832445,19.901713951554406,19.8747727760488,GTR3_HUMAN,3,SLC2A3,"Solute carrier family 2, facilitated glucose transporter member 3"
17.39696427301006,17.795075732155667,18.096396029967416,17.919462760760076,17.85212103585325,16.225327957810777,16.894119072882823,16.5056487578331,18.155258008600157,18.139476409927028,17.856176255066117,18.066840748800427,17.792961827781404,18.27905735000789,18.302643385797676,18.088291357347817,GTR1_HUMAN,4,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1"
15.555904207491762,14.897594966371948,14.187993781280914,13.925062949755336,15.017652281950765,14.9688737518153,14.35267108786586,14.701615113689368,16.753608505544353,16.73906857798737,16.265666319259804,14.964074580057364,16.98606422865428,15.568526197944477,15.30399830593558,15.667918174345246,GSTT1_HUMAN,3,GSTT1,Glutathione S-transferase theta-1
16.379278514930352,15.618457199300227,17.45013996406124,17.617876350780374,16.25796233109966,17.45903131257285,17.79823129813086,17.76585585281764,16.81245310029731,16.53575985948737,17.76765428102658,17.782748714507655,16.423751152397724,15.609403853046622,15.31410169914156,16.11665870411423,GSTP1_HUMAN,2,GSTP1;cRAP-GSTP1,Glutathione S-transferase P
18.298299786466046,18.226016993163835,18.27421888449357,18.22774754272479,18.28872191278265,17.389169164585887,17.577259162126797,17.814826515860098,18.646340725686404,18.44086916761087,18.369307660454474,18.336053205631792,18.390030370998986,18.38406701286489,18.34383198606929,18.410169754684723,GSTO1_HUMAN,6,GSTO1,Glutathione S-transferase omega-1
